scorer,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000
7,1898.778,82.516,0.9810000061988831,1863.293,50.093,0.9990000128746033,1852.268,4.206,0.652999997138977,1114.216,709.799,1.0,1124.466,732.33,1.0,1119.449,768.637,1.0,1106.955,618.919,1.0,1116.473,668.398,1.0,,,1.0,686.062,392.025,1.0,684.548,428.657,1.0,676.233,459.382,1.0,1822.717,468.513,1.0,1789.416,528.833,0.9990000128746033,1739.895,592.307,1.0,1711.4,649.49,1.0,1668.509,708.591,0.9990000128746033
8,1896.884,81.846,0.9940000176429749,1863.866,49.441,0.9990000128746033,1851.439,8.689,0.8709999918937683,1108.439,707.038,1.0,1123.867,732.52,1.0,1121.243,769.691,1.0,1106.637,619.04,1.0,1116.68,668.812,1.0,,,1.0,683.056,393.722,1.0,684.007,428.566,1.0,676.286,459.322,1.0,1823.639,468.734,1.0,1780.049,529.531,0.9959999918937683,1739.843,593.469,1.0,1711.473,649.996,1.0,1667.613,707.764,0.9990000128746033
9,1896.525,82.211,0.9959999918937683,1864.985,50.279,0.9990000128746033,1851.284,4.028,0.3240000009536743,1107.902,706.872,1.0,1122.433,735.512,1.0,1123.489,769.766,1.0,1107.003,619.54,1.0,1116.373,668.578,1.0,,,1.0,685.651,391.953,1.0,685.259,429.096,1.0,676.738,459.294,1.0,1826.946,469.697,1.0,1780.399,530.084,0.996999979019165,1740.393,591.258,1.0,1711.771,649.444,1.0,1659.594,704.459,1.0
10,1896.246,83.037,0.9940000176429749,1864.631,51.329,0.9990000128746033,1851.523,3.994,0.24699999392032623,1110.684,701.786,1.0,1120.942,731.71,1.0,1119.335,763.727,1.0,1106.624,619.697,1.0,1116.544,668.835,1.0,,,1.0,685.506,392.323,1.0,685.117,429.056,1.0,675.966,459.182,1.0,1827.279,469.824,1.0,1754.566,526.977,0.9990000128746033,1740.059,591.228,1.0,1711.312,648.979,1.0,1660.621,707.149,0.9959999918937683
11,1897.265,85.122,0.9950000047683716,1865.129,51.846,1.0,1851.719,3.929,0.23499999940395355,1109.068,702.413,1.0,1121.897,732.208,1.0,1121.686,768.938,1.0,1106.691,619.863,1.0,1116.268,668.78,1.0,,,1.0,685.681,391.636,1.0,684.646,429.221,1.0,676.535,459.097,1.0,1827.518,470.416,1.0,1760.491,527.849,0.9980000257492065,1734.079,591.807,1.0,1711.688,649.28,1.0,1668.293,708.144,0.9990000128746033
12,1898.008,82.154,0.9929999709129333,1866.049,51.647,1.0,1851.566,3.998,0.19900000095367432,1113.309,710.146,1.0,1122.309,734.845,1.0,1131.602,765.051,1.0,1106.642,618.995,1.0,1114.644,670.506,1.0,,,1.0,681.358,395.059,1.0,682.665,427.872,1.0,674.477,459.399,1.0,1791.44,460.309,0.9990000128746033,1772.159,528.744,1.0,1748.534,593.209,1.0,1698.768,654.266,0.9900000095367432,1651.356,707.101,0.9980000257492065
13,1897.855,82.746,0.9959999918937683,1865.484,51.781,0.9990000128746033,1851.329,3.826,0.3070000112056732,1110.572,702.312,1.0,1123.126,730.794,1.0,1122.926,768.901,1.0,1106.779,619.03,1.0,1114.399,669.993,1.0,,,1.0,685.223,392.1,1.0,683.236,428.283,1.0,674.65,459.23,1.0,1794.398,461.624,1.0,1763.875,527.984,1.0,1749.36,594.455,1.0,1694.372,653.682,0.9959999918937683,1651.38,707.896,0.9990000128746033
14,1897.495,83.846,0.9940000176429749,1866.807,51.337,0.9990000128746033,1852.604,3.96,0.5260000228881836,1111.73,701.569,1.0,1125.094,731.51,1.0,1122.789,769.174,1.0,1106.499,619.339,1.0,1113.896,668.974,1.0,,,1.0,684.622,391.881,1.0,683.274,429.893,1.0,674.763,459.55,1.0,1810.347,466.736,1.0,1778.332,530.082,1.0,1744.377,593.557,1.0,1699.345,653.16,1.0,1662.511,709.012,0.9990000128746033
15,1896.874,82.782,0.9940000176429749,1866.799,52.037,0.9990000128746033,1852.1,4.204,0.4009999930858612,1111.248,701.672,1.0,1121.456,732.263,1.0,1121.633,768.221,1.0,1106.056,619.319,1.0,1114.593,669.027,1.0,,,1.0,684.733,392.645,1.0,683.77,429.33,1.0,675.479,458.909,1.0,1811.646,466.998,0.9990000128746033,1788.126,530.318,0.9990000128746033,1753.561,593.631,1.0,1699.172,656.329,1.0,1668.797,709.505,1.0
16,1897.013,83.11,0.9919999837875366,1866.099,51.558,0.9990000128746033,1852.433,4.09,0.5080000162124634,1111.261,701.479,1.0,1120.191,732.52,1.0,1118.523,767.438,1.0,1106.676,618.803,1.0,1114.49,669.716,1.0,,,1.0,684.895,391.862,1.0,683.443,429.026,1.0,675.663,459.656,1.0,1820.582,468.819,0.9990000128746033,1787.941,530.572,0.9990000128746033,1753.053,595.395,1.0,1717.679,654.992,1.0,1667.719,709.405,1.0
17,1897.891,81.899,0.9919999837875366,1865.891,51.037,1.0,1851.641,4.065,0.29100000858306885,1111.269,701.862,1.0,1120.858,731.735,1.0,1122.06,768.66,1.0,1106.651,618.901,1.0,1114.421,669.128,1.0,,,1.0,684.843,392.593,1.0,683.094,428.84,1.0,675.065,458.761,1.0,1822.132,468.95,0.9990000128746033,1788.146,529.918,0.9950000047683716,1750.187,593.943,1.0,1719.256,652.329,1.0,1652.632,705.333,1.0
18,1897.043,84.293,0.9950000047683716,1864.477,50.544,1.0,1851.325,4.013,0.3059999942779541,1112.104,702.723,1.0,1123.718,731.862,1.0,1123.95,768.589,1.0,1107.043,618.461,1.0,1114.636,669.183,1.0,,,1.0,684.778,392.156,1.0,683.102,428.821,1.0,674.768,459.012,1.0,1823.169,468.914,1.0,1789.5,529.84,0.9990000128746033,1752.744,592.332,1.0,1716.905,653.488,1.0,1649.695,705.518,1.0
19,1897.954,82.857,0.9940000176429749,1863.996,49.606,1.0,1851.312,3.945,0.21199999749660492,1111.673,702.878,1.0,1121.035,731.519,1.0,1122.755,768.614,1.0,1106.586,618.474,1.0,1114.603,669.28,1.0,,,1.0,686.001,392.262,1.0,683.108,428.22,1.0,675.347,459.343,1.0,1812.354,467.292,0.9990000128746033,1788.015,529.354,0.996999979019165,1740.976,592.452,1.0,1680.012,659.261,0.9990000128746033,1643.524,701.127,1.0
20,1897.896,82.892,0.9950000047683716,1863.061,50.479,0.9990000128746033,1851.2,3.86,0.30300000309944153,1111.821,702.887,1.0,1114.562,736.018,1.0,1121.945,768.841,1.0,1106.523,618.926,1.0,1115.034,668.869,1.0,,,1.0,685.331,391.849,1.0,682.939,426.316,1.0,675.41,459.074,1.0,1821.455,468.54,0.996999979019165,1778.021,529.766,0.9990000128746033,1742.117,592.293,1.0,1723.153,652.821,1.0,1643.625,700.809,1.0
21,1897.407,84.391,0.9950000047683716,1863.677,50.78,1.0,1852.544,3.995,0.6420000195503235,1111.107,702.193,1.0,1121.674,732.045,1.0,1120.983,768.882,1.0,1106.727,618.877,1.0,1115.807,668.634,1.0,,,1.0,685.265,391.291,1.0,682.539,426.341,1.0,675.258,459.104,1.0,1821.316,468.833,0.9940000176429749,1772.769,527.69,0.9990000128746033,1742.871,591.69,1.0,1721.956,653.68,1.0,1644.919,701.31,1.0
22,1897.793,82.815,0.9900000095367432,1864.458,49.937,1.0,1852.376,3.812,0.5509999990463257,1111.729,701.781,1.0,1123.194,730.971,1.0,1122.201,769.0,1.0,1106.915,618.882,1.0,1116.133,668.246,1.0,,,1.0,677.032,392.179,1.0,681.161,426.281,1.0,674.953,458.254,1.0,1828.159,470.2,1.0,1779.495,530.361,1.0,1742.575,592.878,1.0,1719.816,652.125,1.0,1643.472,701.403,1.0
23,1895.807,83.25,0.9929999709129333,1864.285,49.534,0.9990000128746033,1852.648,4.281,0.8080000281333923,1111.947,702.495,1.0,1120.939,731.738,1.0,1120.066,768.008,1.0,1107.001,618.911,1.0,1115.63,668.871,1.0,,,1.0,684.938,390.654,1.0,680.074,422.156,1.0,675.182,458.56,1.0,1827.602,469.978,1.0,1779.704,530.179,0.9990000128746033,1741.597,591.488,1.0,1716.919,653.626,1.0,1685.883,710.716,0.9990000128746033
24,1898.822,82.435,0.9950000047683716,1863.007,49.989,1.0,1852.676,4.235,0.6890000104904175,1110.282,704.069,1.0,1113.626,737.501,1.0,1119.631,769.406,1.0,1105.932,619.398,1.0,1114.198,668.888,1.0,,,1.0,685.017,391.703,1.0,683.982,428.573,1.0,676.055,458.467,1.0,1834.752,470.262,1.0,1746.513,528.547,1.0,1721.402,590.452,0.9990000128746033,1697.342,644.98,1.0,1652.27,698.88,1.0
25,1898.491,82.789,0.9909999966621399,1863.379,49.656,0.9990000128746033,1852.518,4.226,0.5979999899864197,1110.304,703.233,1.0,1120.03,731.821,1.0,1120.063,768.482,1.0,1106.394,619.376,1.0,1114.507,668.157,1.0,,,1.0,683.2,394.397,1.0,684.605,430.104,1.0,676.308,458.479,1.0,1828.777,469.495,0.9959999918937683,1745.896,528.428,0.9990000128746033,1733.744,592.124,1.0,1701.173,653.788,1.0,1644.08,700.022,1.0
26,1897.257,84.126,0.996999979019165,1865.562,50.946,1.0,1852.121,10.84,0.3840000033378601,1110.067,703.254,1.0,1119.729,732.201,1.0,1121.07,769.143,1.0,1106.107,619.568,1.0,1114.608,668.584,1.0,,,1.0,685.303,391.571,1.0,684.155,428.372,1.0,675.512,458.689,1.0,1794.188,460.979,0.9980000257492065,1746.296,528.339,0.9990000128746033,1716.239,589.384,1.0,1700.324,645.246,1.0,1644.37,700.56,1.0
27,1897.311,82.359,0.996999979019165,1866.187,49.862,1.0,1851.607,4.274,0.3409999907016754,1110.169,703.414,1.0,1120.633,734.043,1.0,1120.887,769.334,1.0,1105.989,619.632,1.0,1114.791,668.472,1.0,,,1.0,685.147,391.716,1.0,684.28,428.509,1.0,675.725,458.629,1.0,1803.709,463.038,0.9990000128746033,1788.367,528.106,0.9169999957084656,1736.787,595.446,1.0,1702.753,646.342,1.0,1644.265,700.645,1.0
28,1896.921,85.29,0.996999979019165,1863.711,51.538,1.0,1851.773,4.115,0.16899999976158142,1110.081,702.766,1.0,1118.93,733.388,1.0,1118.347,768.006,1.0,1106.213,619.304,1.0,1114.819,668.587,1.0,,,1.0,682.39,394.759,1.0,684.33,429.689,1.0,675.928,459.158,1.0,1810.759,467.667,0.9990000128746033,1763.517,527.96,0.9919999837875366,1734.491,592.583,1.0,1702.737,643.791,1.0,1650.72,699.677,1.0
29,1896.398,85.599,0.9929999709129333,1864.723,51.502,0.9980000257492065,1851.957,4.045,0.08699999749660492,1111.627,702.649,1.0,1120.959,733.155,1.0,1121.578,769.061,1.0,1106.652,619.217,1.0,1115.601,669.091,1.0,,,1.0,686.035,392.834,0.996999979019165,,,1.0,675.604,458.486,1.0,1811.381,466.53,0.9990000128746033,1746.114,515.779,1.0,1735.421,593.03,1.0,1703.103,652.786,1.0,1649.119,701.131,1.0
30,1896.93,83.188,0.9980000257492065,1865.405,52.719,0.9990000128746033,1851.921,3.931,0.26100000739097595,1110.937,701.347,1.0,1121.948,733.489,1.0,1122.575,769.992,1.0,1106.756,618.964,1.0,1115.831,668.363,1.0,,,1.0,685.789,392.63,1.0,681.63,426.676,1.0,675.6,458.83,1.0,1829.69,469.657,0.9959999918937683,1746.92,525.998,0.9990000128746033,1719.855,591.645,1.0,1714.753,652.551,1.0,1642.853,702.358,1.0
31,1896.87,83.168,0.9959999918937683,1864.552,52.989,0.9990000128746033,1851.757,3.977,0.31200000643730164,1109.86,703.168,1.0,1122.685,733.582,1.0,1119.746,768.409,1.0,1106.157,619.034,1.0,1115.661,668.3,1.0,,,1.0,684.648,392.704,1.0,681.294,426.879,1.0,675.165,458.592,1.0,1804.766,461.853,0.9919999837875366,1746.231,526.412,1.0,1710.239,575.045,1.0,1715.988,647.095,1.0,1644.026,700.906,1.0
32,1896.693,84.093,0.996999979019165,1864.087,51.336,0.9990000128746033,1851.848,4.03,0.15600000321865082,1111.285,702.195,1.0,1123.057,733.732,1.0,1121.043,769.006,1.0,1106.19,618.842,1.0,1115.293,668.224,1.0,,,1.0,685.775,392.049,1.0,682.164,427.035,1.0,675.795,458.263,1.0,1803.077,461.879,0.9980000257492065,1740.028,515.95,0.9990000128746033,1711.007,575.343,0.9990000128746033,1709.919,649.746,1.0,1691.653,715.3,1.0
33,1896.59,82.932,0.9950000047683716,1865.26,50.058,0.9959999918937683,1852.782,4.133,0.7080000042915344,1111.888,702.042,1.0,1122.629,732.62,1.0,1120.249,768.962,1.0,1106.739,619.232,1.0,1115.446,669.278,1.0,,,1.0,686.048,392.209,1.0,682.577,426.591,1.0,675.766,458.055,1.0,1804.426,461.783,0.9990000128746033,1739.817,514.118,0.996999979019165,1754.004,594.788,1.0,1710.578,650.647,1.0,1687.122,711.287,0.9959999918937683
34,1896.247,84.368,0.9929999709129333,1876.356,61.464,0.12999999523162842,1857.408,46.664,0.9919999837875366,1111.869,702.159,1.0,1122.402,733.478,1.0,1120.515,768.83,1.0,1107.004,618.909,1.0,1115.377,668.817,1.0,,,1.0,685.694,392.943,0.9990000128746033,,,1.0,675.581,458.468,1.0,1804.456,462.353,0.9990000128746033,1739.432,514.127,0.9959999918937683,1749.612,592.427,1.0,1705.804,647.736,1.0,1643.542,699.298,0.9919999837875366
35,1895.364,83.548,0.996999979019165,1865.572,51.73,0.984000027179718,1854.828,50.475,0.5640000104904175,1111.865,702.029,1.0,1125.212,732.958,1.0,1120.33,769.042,1.0,1106.6,618.684,1.0,1115.308,668.584,1.0,,,1.0,685.454,393.197,1.0,682.556,426.781,1.0,675.944,458.126,1.0,1802.691,462.807,1.0,1736.733,516.5,1.0,1707.619,575.456,1.0,1701.946,641.787,1.0,1687.713,711.946,0.9959999918937683
36,1896.109,82.928,0.9909999966621399,1867.662,50.898,0.996999979019165,1853.382,4.457,0.7900000214576721,1108.777,702.719,1.0,1113.391,736.589,1.0,1118.87,768.328,1.0,1107.112,619.024,1.0,1116.261,668.85,1.0,,,1.0,685.596,391.164,1.0,682.456,428.899,1.0,676.296,458.686,1.0,1795.437,461.884,0.9980000257492065,1755.088,525.685,1.0,1713.544,577.127,1.0,1723.997,648.975,1.0,1668.64,709.981,1.0
37,1896.043,82.261,0.9929999709129333,1865.431,49.955,0.9959999918937683,1852.04,4.21,0.21199999749660492,1109.005,703.16,1.0,1122.303,734.894,1.0,1121.168,770.72,1.0,1107.252,619.068,1.0,1115.416,669.099,1.0,,,1.0,685.695,392.157,1.0,682.758,429.584,1.0,675.851,458.417,1.0,1827.789,468.109,0.9980000257492065,1754.761,526.874,0.9760000109672546,1750.462,596.324,1.0,1721.08,649.857,1.0,1669.314,710.05,0.9990000128746033
38,1897.179,83.15,0.9940000176429749,1865.152,49.741,0.9980000257492065,1852.051,4.193,0.14100000262260437,1108.074,703.903,1.0,1114.075,738.647,1.0,1121.216,770.798,1.0,1107.64,618.961,1.0,1116.529,667.978,1.0,,,1.0,686.032,392.527,1.0,683.541,428.631,1.0,675.566,458.258,1.0,1829.185,467.767,0.9980000257492065,1755.438,526.722,0.9750000238418579,1729.004,590.61,1.0,1725.472,647.578,1.0,1662.442,709.054,0.9959999918937683
39,1895.487,83.329,0.9940000176429749,1864.618,51.162,0.9980000257492065,1853.268,50.82,0.04399999976158142,1108.901,704.028,1.0,1114.031,738.38,1.0,1118.704,768.703,1.0,1107.388,619.278,1.0,1115.806,667.343,1.0,,,1.0,684.614,392.42,1.0,682.639,427.799,1.0,676.04,458.58,1.0,1821.948,468.161,0.9950000047683716,1754.622,526.878,0.9750000238418579,1730.009,590.214,1.0,1695.782,643.2,1.0,1673.039,711.372,0.9869999885559082
40,1894.945,83.021,0.996999979019165,1863.361,52.367,0.9990000128746033,1859.673,3.995,0.05900000035762787,1111.857,704.041,1.0,1122.263,734.043,1.0,1119.964,768.772,1.0,1107.351,619.354,1.0,1115.719,668.554,1.0,,,1.0,684.696,392.571,1.0,681.147,422.976,1.0,676.17,458.098,1.0,1820.858,467.838,1.0,1745.892,525.162,0.9959999918937683,1741.418,593.028,1.0,1707.97,648.938,0.9990000128746033,1674.075,711.672,0.9829999804496765
41,1895.22,82.415,0.9950000047683716,1864.539,51.308,0.7829999923706055,1856.006,50.931,0.972000002861023,1110.729,704.496,1.0,1123.82,734.311,1.0,1121.673,770.192,1.0,1107.438,619.633,1.0,1115.723,668.014,1.0,,,1.0,685.303,392.837,1.0,682.878,427.453,1.0,676.315,458.312,1.0,1821.392,467.447,0.9990000128746033,1752.556,526.007,0.996999979019165,1740.363,593.879,1.0,1709.675,649.195,1.0,1684.036,712.093,0.9990000128746033
