individuals,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,cup,cup,cup,cup,cup,cup,tap,tap,tap,tap,tap,tap,time_stamp
pose,x,y,z,X,Y,Z,x,y,z,X,Y,Z,x,y,z,X,Y,Z,x,y,z,X,Y,Z,x,y,z,X,Y,Z,
0,409.0695572908262,30.169318281363957,744.0102885789202,0.05553211076349009,0.7219579361522044,0.6897049536584475,-210.8093451887147,-86.73750335074416,1056.1729574794158,-0.013506927465547923,0.8708941725509886,-0.4912849510489503,95.04784763985627,79.10433771317071,858.4966883599923,0.19156179429318382,0.9464812400125672,0.25976401073175864,95.45556591537591,121.03807026287984,862.1495669505048,0.11667843511620056,0.9918129818846023,0.05189558501460689,527.5932194047092,-285.6582071915,816.1663062614288,-0.5475963617016337,0.20566805655846584,-0.8110726694708663,0.0
1,405.7195884588018,29.829810762500202,740.8627974867233,0.06223919926955275,0.6984420419511485,0.7129551150734491,-211.91375789933284,-86.15075276261558,1057.8817576082834,0.019059824330424746,0.8546486323655414,-0.5188568572276971,95.79111547860983,78.59783834142344,859.663856859319,0.21400293006135562,0.9280561271368449,0.3048189147820637,96.53903029600784,121.41456741515009,849.5105456213614,0.18147918695918053,0.771368920575875,0.6099633538748407,1095.1071010473975,-592.9309165891985,1694.088333111996,-0.5257868586438209,0.26938563470362104,-0.806833042886067,0.03333333333333333
2,407.93516251485346,31.01572404763526,739.2432489695445,-0.01893018014815084,0.6668952689024484,0.7449109668914062,-213.04272016418884,-85.76517161968755,1057.8369736364784,0.036172041114760314,0.8357225957672971,-0.5479592378686237,95.88846933089691,78.67771842535132,860.5375452772801,0.20064865656845493,0.9224509485589132,0.3298853802762946,98.54282729165121,119.99433686458464,850.9940057261417,0.26972640822954314,0.8039800335009479,0.5299658200633365,723.5370142400685,-392.1826736478248,1120.5219247080709,-0.5301388122551243,0.2558048887144019,-0.8084037967813726,0.06666666666666667
3,406.7579817023117,31.538132671691187,733.3941989663891,0.04067755760492116,0.6412339508454603,0.7662665049383406,-211.54879737344254,-85.95354863083362,1056.089917613575,-0.0171312497864525,0.8718063329633312,-0.489551057690394,95.89479818385433,78.68291133034201,860.5943426756158,0.19831727195940665,0.9110623701955485,0.36143549529099706,96.27556029629113,121.06754725442337,850.0707305975802,0.17310492418389284,0.8604701644713307,0.4791928435170645,523.5529067301572,-283.78420829400113,810.8120236971462,-0.46871528253008315,0.3397781686680435,-0.8153875029820699,0.1
4,409.38470510733555,31.654421281461644,736.9074355397308,0.015643726674605177,0.6612563130608122,0.7499969081622614,-212.2986660013625,-86.33984987731347,1056.0269481513633,0.014541108325401906,0.8567521904625524,-0.51552326844313,95.89492237875294,78.68301323384857,860.5954572452188,0.21544424526041922,0.8855667583985147,0.4115279985659727,98.97103086817413,120.43885018458244,849.1322040482618,0.2734549267804886,0.7365327053463713,0.6186614397023894,389.81319388304587,-212.6465215884809,597.2615367550613,0.2531401108625106,0.9099089671851682,-0.32861186178915763,0.13333333333333333
5,409.15311086404955,31.4963300600821,736.2478516663705,0.012533580041041612,0.6686088704717729,0.7435086332369079,-212.32704035316934,-86.33203774637342,1056.158009224962,0.009185583288229342,0.8682653038090593,-0.49601510789593595,95.87183372591963,79.27863173489509,860.3882513864583,0.21191157399356628,0.9043216041095713,0.370534642305225,94.96896424694273,120.67771642805074,846.4234252362063,0.16004245763716676,0.7603612816185794,0.6294736953748006,385.57504497518926,-210.06369700530598,590.6256415852872,0.03737625721395546,0.8453383355850651,-0.5329222399064879,0.16666666666666666
6,416.76936298687065,30.15387574018971,742.4215964445012,0.06782324554420245,0.6222961823476082,0.7798381042238468,-211.75157329559954,-86.22809867442903,1055.134829448839,0.016095616918306927,0.880639738897336,-0.4735130213530045,95.86548243427258,79.27337970526386,860.3312526152669,0.21188945234926077,0.9050407494733228,0.3687873395005537,92.65298921371489,119.16325417348483,841.5235922715642,0.19290340643470638,0.7234378042883843,0.6628921625063068,386.0030956922893,-210.4697526035801,591.2647622783225,0.056006075460345604,0.8464916463031493,-0.529448026014371,0.2
7,408.91110341500087,31.465989258190177,736.3845204681811,0.0018232157873633893,0.6707218832205789,0.7417067016369967,-210.06141382093085,-86.55570599984064,1054.3169926606051,-0.03489324740509597,0.8867964884784144,-0.4608410238985676,95.86291150714845,78.6567479033013,860.308180192358,0.215105855543857,0.9074896697865636,0.36082124402731475,95.13315712079418,120.8815205589892,850.8467581925344,0.1227768544474887,0.8544479218588347,0.5048213474518475,386.2224304612088,-210.291984341512,591.2884497618365,0.027150973504665724,0.8396854863874076,-0.5423938685015639,0.23333333333333334
8,410.56697687847816,31.28470700518013,739.4348953901815,-0.005013501093685096,0.6703173399944159,0.7420576315284376,-211.28360524470375,-86.205874185339,1054.7057475856739,0.0036140072636723876,0.8846519178242336,-0.4662380542613436,95.86616320843548,78.65941596589578,860.3373621269851,0.2187479558406091,0.887732699115856,0.4050678791709265,93.80632728983619,120.36901944830896,849.6321277371246,0.21874168103839475,0.8852160659421495,0.41054182926274535,386.1452926627344,-209.89162660943288,592.1043501177273,0.05433935560774682,0.8433187605137324,-0.5346594267360456,0.26666666666666666
