scorer,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_tapJun17shuffle1_180000,DLC_dlcrnetms5_tapJun17shuffle1_180000,DLC_dlcrnetms5_tapJun17shuffle1_180000,DLC_dlcrnetms5_tapJun17shuffle1_180000,DLC_dlcrnetms5_tapJun17shuffle1_180000,DLC_dlcrnetms5_tapJun17shuffle1_180000,DLC_dlcrnetms5_tapJun17shuffle1_180000,DLC_dlcrnetms5_tapJun17shuffle1_180000,DLC_dlcrnetms5_tapJun17shuffle1_180000,DLC_dlcrnetms5_tapJun17shuffle1_180000,DLC_dlcrnetms5_tapJun17shuffle1_180000,DLC_dlcrnetms5_tapJun17shuffle1_180000,DLC_dlcrnetms5_make_tea_revised_pitcherJun14shuffle1_100000,DLC_dlcrnetms5_make_tea_revised_pitcherJun14shuffle1_100000,DLC_dlcrnetms5_make_tea_revised_pitcherJun14shuffle1_100000,DLC_dlcrnetms5_make_tea_revised_pitcherJun14shuffle1_100000,DLC_dlcrnetms5_make_tea_revised_pitcherJun14shuffle1_100000,DLC_dlcrnetms5_make_tea_revised_pitcherJun14shuffle1_100000,DLC_dlcrnetms5_make_tea_revised_pitcherJun14shuffle1_100000,DLC_dlcrnetms5_make_tea_revised_pitcherJun14shuffle1_100000,DLC_dlcrnetms5_make_tea_revised_pitcherJun14shuffle1_100000,DLC_dlcrnetms5_make_tea_revised_pitcherJun14shuffle1_100000,DLC_dlcrnetms5_make_tea_revised_pitcherJun14shuffle1_100000,DLC_dlcrnetms5_make_tea_revised_pitcherJun14shuffle1_100000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000
individuals,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,tap,tap,tap,tap,tap,tap,tap,tap,tap,tap,tap,tap,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup
bodyparts,top_left,top_left,top_left,bottom_left,bottom_left,bottom_left,bottom_right,bottom_right,bottom_right,top_right,top_right,top_right,center,center,center,top_left,top_left,top_left,bottom_left,bottom_left,bottom_left,bottom_right,bottom_right,bottom_right,top_right,top_right,top_right,center,center,center,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,tip,tip,tip,top_handle_inner,top_handle_inner,top_handle_inner,top_handle_outer,top_handle_outer,top_handle_outer,bottom_handle_outer,bottom_handle_outer,bottom_handle_outer,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-239.10798786088665,5.499501191341415,868.8950210660112,-229.66681242988412,59.37531060723443,867.7464100658793,,,,-195.00807407847537,1.9954543802392384,876.8416182778248,-212.45925971415141,29.1870167878985,866.025125314172,40.6148666701112,-116.90464400546801,903.2314853937736,43.58204503781395,-63.99818488739244,939.8013443148305,79.98407563407437,-61.49937613968483,925.9926167433708,82.97749274635171,-115.18654677516707,904.5815629424494,64.20383654015946,-88.95287338482595,885.1068057898533,339.5359561457252,-176.02581701365267,554.9873710026853,333.3142163984618,-186.0941839652673,557.3163700597413,333.5061909966214,-201.83416113843907,570.3241136352652,339.34897881115984,-217.43795340238898,584.9118225822219,416.69806924439536,-96.63649284379598,674.3635758947852,322.85496998105396,-34.74933900387307,619.5468132137255,302.43801807471664,-4.05831263665881,621.1631205278313,302.34293395979466,46.0206763155578,676.5069619106478,60.263943840559996,-130.21637891127884,905.4218691682069,,,,,,,,,,33.734680138315646,-136.6960119557314,915.3275579632557,22.52087325830405,-92.66868926014334,871.0759673918171,,,,,,
1,-238.39075965385322,5.582463674477091,867.6277117053913,-229.9833446645749,59.45149591707668,868.5217186370298,-181.22318925647951,52.469743780351706,845.1618422927916,-196.39484008506614,1.2517955153066391,879.7406496948282,-213.22542107867335,30.496629095033036,867.2478633535392,40.83794813851745,-118.12200103515886,909.4600540372455,43.18919416632105,-64.23592414557008,945.3470456985015,80.99649954615253,-61.13512267932576,933.5277950480053,81.98962936680307,-113.99355082186086,893.2841783484995,63.45451035827147,-88.05617883527147,878.6219927057375,339.0829459532498,-175.69217599226357,553.5509867494445,333.2346403490562,-186.11114864490207,556.8049415413943,333.59801093997214,-201.7522606794197,570.8935212739821,,,,417.0180035748347,-96.90830948664293,675.4611701398477,322.80530757838665,-34.56914150586292,619.3272301960486,301.496788067713,-4.267258247492387,619.2071649111106,297.9745785391837,45.51020000121672,665.1002494490638,60.8269359639461,-128.31630200353624,892.872843385846,,,,,,,,,,33.37176762116445,-135.14798445886626,907.8178641082756,21.250553821580905,-94.8279630037552,875.9458210249751,,,,,,
2,-237.15303002036526,6.0961792197843545,862.9110778880288,-232.40440394042787,59.90310335113462,875.9709475209121,-187.3965674469592,52.60727546703829,864.4312895699119,-193.12585064773356,0.6846754217896077,871.4681660295092,-213.13168723940709,30.088048874530667,868.1646798228691,40.55030938896808,-116.41054874323486,896.5669562552981,,,,80.84844654031933,-60.853412153201916,926.1678380616316,81.79185029069114,-112.57999038222626,883.9838800595948,64.08729663091734,-88.18236625151197,877.5768370814959,338.9556329866465,-175.82810952210468,553.4470541305228,332.71130925334256,-185.70587612609248,555.7120878960355,332.65947741108624,-200.82923753759056,568.5710300042269,339.1799661278909,-217.31509675961067,584.6304569478251,416.07370459077737,-96.58527676683639,673.1527157371512,321.3424812967587,-34.88705306940081,614.6583547416877,301.88723831277025,-4.602841697231829,620.4011078830287,298.28314255984986,45.81428992216104,665.9367998432225,60.246854089249915,-128.39251646329348,893.2541918703901,,,,,,,,,,34.64443629555877,-136.6719352188854,910.3353378040858,21.880901876786446,-93.56461543856501,872.2528922183029,,,,,,
3,-237.92586230721335,5.675667935845157,864.4673284396562,-230.95912839952246,59.596312671240696,871.1961207950335,-185.2696175559121,52.519821393496706,856.4281945725305,-196.86234174749538,0.49771541470107283,882.0755306013453,-213.10356858221553,29.979800307943485,868.410758181146,41.01974826212949,-116.45002717593013,893.3746643061664,43.14552603643631,-64.78028829968228,945.838996491128,80.72953050127872,-60.80906995660809,923.2779382133414,82.18572666836644,-113.38388451547314,891.2809810467969,64.18058881323606,-88.61158753673296,880.1758374597098,338.1879229502461,-175.30444087380616,552.2188714631397,332.35289204896145,-185.53217630947663,555.2431586894787,332.87758858816227,-201.55431779645178,568.8934225945147,,,,416.5765855466318,-96.75728421785595,674.1632014619696,323.195140429999,-35.15632315798403,619.6461766125088,302.67783340890537,-4.970149704563897,621.3221740900136,297.54215921348987,45.39947882854752,663.4550056391247,60.06666665835983,-129.30597570800214,897.6601346472396,,,,,,,,,,34.1264357148905,-135.41602095283824,898.7948960444656,21.460354577904546,-94.66855742163865,879.215823741065,,,,,,
4,-240.33015385021895,6.570170428623037,872.8179906795771,-229.93828023996838,59.68339896694449,867.7992314562173,-184.75686250042338,52.03467053102047,854.9747453346562,-189.0973347476058,-0.082827037592645,856.8874315330581,-211.4881729229092,29.995893828084203,863.6606028883176,40.80225260915769,-115.87310660610997,892.3905231425296,42.972976716332994,-64.24094512905688,941.8589478552776,80.96309240315765,-59.24229749518655,940.2405122568625,82.1747908092958,-112.75496253792154,887.7149728315345,64.17102239486205,-87.9125266502708,875.8537278552483,338.23808658809156,-175.3623105195922,551.9842058338746,332.45993898199526,-185.72669731853,555.3304572202624,332.2771857006869,-200.68527522188074,567.3037431473686,,,,416.0197328655004,-96.55862290632142,672.5958982645918,321.80126590973435,-35.097420635816334,616.1947086707398,301.6907381621283,-4.460227242316435,619.2042539412275,297.77469837831194,45.71031339860432,664.286789942471,60.132503001957524,-128.38912852869476,893.7884736688468,,,,,,,,,,34.181265063870654,-135.2629543974835,902.6574914488534,18.822423955364467,-97.9954964808197,899.5011856357065,87.08339221764562,-92.70490267523901,890.3508075626752,,,
5,-238.17584870321278,6.631102589136485,865.9624694394546,-233.19789132646875,60.24362108090218,875.810202141991,-184.48007402902957,51.69683792637154,853.7875769661176,-197.0290208824332,0.40545713430962776,883.855226123263,-213.82262098923167,30.432669520410684,869.644374639288,40.272726603678755,-115.92976269721379,897.9061565022072,,,,,,,81.9304828207386,-113.99357677667479,894.4261169983392,64.29477432549096,-88.52074544730948,880.8565684510284,338.9314947975833,-175.8003619017326,553.425030582232,333.0040083500325,-186.43360293110672,556.8505945834439,332.8770886486235,-201.1365199746505,568.9963518462561,,,,417.84322940627794,-97.22837235402619,676.0667819814646,323.0347530609576,-35.296871441605575,619.1897997122404,302.4027498560166,-4.696907159512628,620.4583195324202,297.15605172340815,45.60077209558756,662.2514142457123,59.91014596870523,-129.54690709032857,900.7014693666127,,,,,,,,,,34.054661169774675,-135.8320606760638,904.0781938118171,23.028406376786737,-91.90010702974732,863.4244395341778,87.14885413139352,-92.75239649217139,892.6372612594707,,,
6,-236.16801203948924,6.675621682015647,859.9414644904244,-232.99598751350996,60.6747867619929,876.3258970898825,-186.5506135507514,52.49561111180507,860.3924150419358,-193.83829349108308,0.20035829013337675,875.6601356713406,-213.24403085791312,31.18024294558769,870.559893955698,40.54074247622867,-116.34010749969558,899.8896366534732,42.96478028381085,-66.01752738360229,958.0560323515763,,,,82.04964487778057,-114.39377115532172,895.563709120558,64.26628911733816,-88.43996579950691,880.9845404066701,338.55982487968976,-175.71944999064323,552.6065029199187,332.74375756917254,-186.087858362591,556.1442497181064,333.0297461675393,-201.37078291377307,569.3140259722422,,,,418.0240711624991,-96.9422699579762,676.5948837415634,322.84820058072654,-35.32330839911847,619.205019038367,301.84903363736674,-4.703027943903533,619.335163451444,297.510789603001,45.49877501998413,662.9693579227772,60.00153303639168,-129.77581816129432,903.0945467074299,,,,,,,,,,34.068428384677325,-134.92443411932706,896.5112702198478,22.826695507674884,-91.98350272990265,864.151742521713,87.03850788121584,-92.72793543034635,893.8057844929094,,,
