,Time,x,y,z,Rx,Ry,Rz
0,0.01666208020231214,-151.0894216466498,-283.40416347283633,-1678.2852519465291,0.8161404140746795,0.496479753938742,1.366837518724719
1,0.06664832080924855,-146.8063122659642,-280.61068109926117,-1683.1269001139212,0.8751693173907872,0.5063030996949379,1.4235722078001343
2,0.11663456141618497,-142.5232028852786,-277.817198725686,-1687.9685482813134,0.9341982207068948,0.5161264454511338,1.4803068968755495
3,0.2166070426300578,-134.36903481769303,-265.9979388827384,-1696.7477526905104,1.0313242437791623,0.5485573374596543,1.5710572770994955
4,0.3165795238439306,-126.12501952322378,-251.22867854686604,-1707.6905796686485,1.1079941300364624,0.5782130971001926,1.6273648624236743
5,0.366565764450867,-121.05918186508296,-243.62693555986206,-1713.4713949507684,1.1447837050787921,0.5925677214211674,1.6413698169183568
6,0.4665382456647399,-109.26198759476405,-227.17085658229036,-1728.9220360173408,1.2240933739174609,0.6278416290394666,1.6677231598238755
7,0.5665107268786127,-91.04570186512265,-208.64401341929508,-1752.1252333050472,1.3288762002841032,0.6654875711461564,1.6860278278852174
8,0.6164969674855492,-78.12043277103456,-197.8155252270187,-1767.593222653989,1.3954165124205586,0.6902331092457398,1.691076168710197
9,0.716469448699422,-55.30717103403791,-175.82892104769454,-1802.0387585323845,1.4999038722290312,0.7353140334632213,1.6924143147184099
10,0.8164419299132949,-36.540444714848775,-152.3210432830749,-1836.896451865998,1.5772108094129746,0.7830605791089975,1.6985685662295777
11,0.8664281705202312,-28.530747366959105,-140.34771626083855,-1853.6743167393217,1.6067976339156222,0.801482384662428,1.7068618645853044
12,0.966400651734104,-13.578892817171948,-117.9069469938155,-1886.0454719545726,1.6575645119649562,0.8310042419074509,1.7084050346807218
13,1.0663731329479769,-1.5670607454360095,-97.53142024961888,-1912.7221070709697,1.6899453757295568,0.8562460070490092,1.7063237475592261
14,1.116359373554913,4.441846643202041,-87.76867483610398,-1924.4435288864927,1.7041868353522889,0.8693723102930984,1.7035629509211005
15,1.2163318547687862,14.38982730738843,-70.92446764222207,-1944.7260356581255,1.721857299391354,0.8847130347778901,1.7013693293911785
16,1.316304335982659,22.955987001542354,-56.52355119885899,-1961.6473741374725,1.7344218822569013,0.893404070355288,1.7017725708346891
17,1.3662905765895954,27.232165667569348,-50.12952428447174,-1969.0423893085392,1.7401637739147977,0.8957078632325488,1.7005092155082613
18,1.466263057803468,35.98804369680525,-38.322655991842176,-1980.0661612194817,1.7392445114076198,0.9046376048298238,1.690938876056373
19,1.5662355390173408,45.82486333598685,-30.55881252430501,-1989.7450253936963,1.7437630417948486,0.9014933247308341,1.6786166809490117
20,1.6162217796242775,50.36717309830739,-27.90177651044676,-1994.2445836638417,1.7496899814274738,0.8987637610486138,1.6766863617865366
21,1.7161942608381502,58.056522984489774,-23.906035099793318,-2001.9271397442499,1.7555929215413093,0.8929457298018635,1.6703634089656034
22,1.8161667420520229,64.3458627078409,-22.618827613424966,-2006.0932942316422,1.759141516673084,0.8955630273617233,1.662310840480844
23,1.8661529826589596,64.6790165495166,-23.83297145332163,-2007.2631037431843,1.760912171238528,0.8907184243468238,1.6725214391562775
24,1.9661254638728323,64.77131733647724,-25.89669421367677,-2011.2598643520712,1.7655786414641672,0.8794247513004729,1.6875014681019385
25,2.066097945086705,66.00583172680044,-27.116365414813135,-2016.0208121694457,1.7667804682836763,0.8664896969032744,1.6895369555092323
26,2.1160841856936417,67.16200713738928,-27.5621083021777,-2017.667048354435,1.7684516929382026,0.8618251832891878,1.6890843205431474
27,2.2160566669075146,68.9394628370498,-27.308125129921855,-2018.412129204094,1.7712379572890353,0.864986514325122,1.690085316827289
28,2.316029148121387,68.3581215329424,-26.96966386270634,-2017.2852243905484,1.7689717806802565,0.8651428141745591,1.693381446508686
29,2.3660153887283237,67.7377251188283,-25.919062538811833,-2016.5118604476413,1.7668286901163865,0.8694415036309266,1.6952157631920435
30,2.4659878699421967,67.19476356174329,-24.094741435894317,-2016.3770140782372,1.7662251016289279,0.872777504649642,1.6992620171807278
31,2.565960351156069,68.90034101325375,-23.23102919062406,-2017.9647668522205,1.7686787419259284,0.875066204315472,1.6949882088414365
32,2.615946591763006,69.66165050451933,-23.697630641794873,-2018.3171434144635,1.7661737532920787,0.873153289577287,1.6937340593047814
33,2.7159190729768787,71.2940209748418,-20.660257927236014,-2014.1481298905956,1.7636149586455099,0.8959273815715803,1.6904848957718768
34,2.8158915541907517,72.45754490097794,-16.531133583392524,-2009.6619131353568,1.7633889439032329,0.9136935524204961,1.6883603507167422
35,2.865877794797688,74.28933907028252,-15.408432128834036,-2011.214816474456,1.7725885605467184,0.911676435941931,1.6824608742072376
36,2.965850276011561,74.80849844900531,-11.384918864026984,-2009.0556912166576,1.768826505646475,0.9290476296384585,1.6820032720642786
37,3.0658227572254333,76.06124649555385,-5.506624632363147,-2005.7615861074344,1.7661068076218291,0.9566073551276697,1.6759300489509947
38,3.11580899783237,75.9277735265971,-3.3670763675221895,-2005.355880048444,1.7624071699768855,0.9600116067273002,1.6679839495001931
39,3.2157814790462425,76.39027143995959,3.690019307051731,-2002.733293278605,1.7592753255309155,0.9809609883357637,1.664083943399266
40,3.315753960260116,78.85455102658695,10.825225422332862,-2003.5780239219553,1.7634053504992837,0.9988862296575012,1.652464433157493
41,3.365740200867052,80.98384011698296,13.118144791316979,-2005.6814839240253,1.7742263693855411,0.9995890677988716,1.6506978897115754
42,3.465712682080925,85.4354530723553,18.30731767819664,-2006.1741766143348,1.784767316365301,1.0179555955209154,1.6437669626101017
