scorer,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d
individuals,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,tap,tap,tap,tap,tap,tap,tap,tap,tap,tap,tap,tap,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher
bodyparts,top_left,top_left,top_left,bottom_left,bottom_left,bottom_left,bottom_right,bottom_right,bottom_right,top_right,top_right,top_right,center,center,center,top_left,top_left,top_left,bottom_left,bottom_left,bottom_left,bottom_right,bottom_right,bottom_right,top_right,top_right,top_right,center,center,center,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,tip,tip,tip,top_handle_inner,top_handle_inner,top_handle_inner,top_handle_outer,top_handle_outer,top_handle_outer,bottom_handle_outer,bottom_handle_outer,bottom_handle_outer
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-672.3308862837235,-177.1115386667325,2052.722256010735,,,,-361.0676335172265,-81.51006441852951,1345.5499731468872,-1858.2470272443131,-584.4438999160545,5759.30246255409,-488.9029377619327,-123.31233333991774,1644.788706150344,-160.3214490170179,-54.362354353246445,611.7892004162082,,,,-171.15666070781222,-45.424576149914664,739.9073607700312,-112.32038108824922,-51.771105385422786,515.1965678358007,-165.4672521359638,-50.99012098728081,671.9884202450365,,,,308.13117295533476,-101.70958463599466,506.16918348620516,301.6128112036482,-112.61918509269148,521.3741180065257,304.33492069161247,-131.0655617636102,554.7277643866731,-75.39380642509614,106.46569964055891,741.6132511575202,-75.11527666748883,145.36030676403954,697.6561540847782,-143.72688358462125,154.3149138178801,727.5960480473738,-139.2136280184062,108.46612421954126,746.3971382183591,-109.19001825717088,102.76615627531493,762.2394667357153,-117.24761351076316,91.28597696937499,807.8914191362666,,,,,,,259.14361101417853,-197.05575047550593,807.901645639999,175.6591790148225,-131.10302970259133,759.3351085272865,151.380606024575,-98.94827887949947,750.913756556011,158.50642033619297,-50.71969714351585,813.9971422527701
1,-682.3005739873114,-179.58506937531783,2083.1386103642617,,,,-364.38274871920345,-81.96334199506231,1357.9038262354848,-1848.7458847737887,-580.6094251725848,5731.617373070472,-492.4743355671642,-123.15432681111821,1656.8381959997844,-160.70454083330182,-54.34139157775365,613.2346212297149,,,,-171.17386757608062,-45.36548032844079,740.1531266818258,-112.1649049013246,-51.533368826384155,514.8475949380257,-165.22945208338407,-50.72580229925986,671.5832488611007,,,,308.4632933610605,-101.77319021215557,506.5668062627294,301.7827734588936,-112.68264728651778,521.6679182618304,304.2412955518491,-130.96247323114343,554.4452993027448,-75.58837163340256,106.88096372247256,743.6550214793563,-75.11397247896437,145.50297918803554,697.6485690630271,-143.77115342824425,155.5030763155794,728.100047980906,-138.6565275993065,108.41638023932526,746.0490768296797,-109.13407928103067,102.99852363370363,763.1181301649275,-117.40002765050637,91.87742178653534,811.3332386877851,,,,,,,258.9078743639297,-196.5149382261952,806.5313841276475,175.80706278008427,-130.76175344707212,759.9759016179107,151.35050391434802,-98.77090536602876,750.1960131628341,158.5378910332026,-50.296879532961924,812.6819148880458
2,-682.3142347285616,-179.54073445486426,2083.1732428847404,,,,-365.9140037923539,-82.02761649376492,1363.6099868448769,-1844.9088558076116,-577.4974830557798,5721.846928269123,-492.1912512124494,-122.88602203976406,1656.068063522552,-160.69535036262778,-54.26118926687896,613.6439881312796,,,,-171.23300654195333,-45.24554119748639,740.5126146271017,-111.90165068473729,-51.3230572626027,514.260014738687,-165.22828858768764,-50.672310699189644,671.5795728879194,,,,308.5276810758147,-101.79443404661598,506.67254551835185,301.7827734588936,-112.68264728651778,521.6679182618304,304.02933128221224,-130.76252653764067,553.6815299356565,-75.5669289849172,107.0809787617716,743.8790885177212,-74.69825486538407,145.2306537797137,696.1591391840342,-143.21162341934672,155.24374170841008,726.8828043011403,-138.6526797446079,108.67385708186353,746.0331140426522,-109.13380957573038,103.06069524741062,763.1160020809756,-117.5568839267145,92.10369644817453,812.595743252818,,,,,,,259.0222860859958,-196.60177842968247,806.8877913817151,175.8068356451291,-130.64175604001886,759.9750291873091,151.31889858221408,-98.57724625246965,749.4427400741127,159.20997934075774,-50.392051054944694,816.1263444849305
3,-684.0446373133232,-180.55872573983012,2088.371391749321,,,,-370.39832605759784,-82.9819248086493,1379.6677915227672,-1860.9060949141067,-583.7588313807724,5769.266133100747,-492.40968505149056,-122.66525635646069,1656.6544942394246,-161.06341365877148,-54.27370813207138,614.7245200077922,,,,-171.06704521132738,-45.17291243660366,740.0945421396195,-111.90619738785482,-51.432081657693864,514.2719740855539,-165.12944769461484,-50.47427185097613,671.1840312262681,,,,308.61631177710314,-101.83146883154102,506.818078931904,301.85824989593084,-112.98165852314253,522.0813026676368,303.811445209552,-130.68645088937066,553.1495168140428,-75.4147992419753,106.97530892821095,743.1441025786219,-74.8153786284816,145.32247099768617,696.5784630585179,-143.12131489652097,155.39497345901847,726.6292796935745,-138.6527244910549,108.5838358252686,746.0349283681602,-108.67111789587702,102.7800479011469,760.6296177870253,-117.27978185166523,92.01867955605825,811.9303039011243,,,,,,,259.0223281436053,-196.69917344185566,806.8879479901693,175.71306395754564,-130.56443609320465,760.0836115941157,151.26468861278644,-98.37629065635623,748.1451930664099,159.01663865991955,-49.330917595448675,812.0044515699809
4,-684.0399206895786,-180.6299323087901,2088.3604383807033,,,,-370.81913951402316,-83.09418889454085,1380.853346764725,-1850.1468254980923,-580.4850724012666,5737.922834143915,-491.5077152588466,-122.21061569021198,1653.8082070710657,-161.5766824464806,-54.087941388541694,616.6344347772247,,,,-171.14684923058195,-45.14204879271215,740.5310372903274,-112.2174380020124,-51.55432397290345,514.8259314129782,-164.6783976559528,-50.24582249005936,669.0559256031768,,,,308.6210410789801,-101.82668251445071,506.8258693137916,301.3204055278518,-112.85804749789042,521.1505666996842,303.86038653222926,-130.70311231637325,553.2228354597269,-75.41513343473477,107.00403794713762,743.1447816571157,-75.10385240377401,145.44370206781525,697.5506999130034,-142.87524495730173,155.15508866787235,725.9505088184559,-138.750149122623,108.71121504063588,745.9483616147854,-108.67097769510167,102.78380287798504,760.6290755282855,-115.81824931104285,91.61504821645056,807.7716754261085,,,,,,,259.3868158192336,-197.6121046424086,807.7294534039848,175.5739722493006,-130.4358921750996,759.4818987274085,151.26464613163043,-98.35650677369436,748.1450020858149,159.36261443620356,-49.408488840983146,813.2003737017969
5,-672.980207229781,-178.22168062074564,2059.113892284588,,,,-370.8224059506116,-83.26845212941787,1380.8657615535199,-1882.004230685943,-590.6068641273424,5835.045258701356,-492.2153185120544,-122.14518780642324,1655.5764281019608,-161.38511091638105,-53.96181072119873,616.2126685450794,,,,-171.48637551900106,-45.22603144947207,741.9084454276217,-112.12370280241801,-51.59147500025728,514.5158831720369,-164.6785660087137,-50.240619639769584,669.0562303758957,,,,308.6055222090474,-101.85888462689323,506.7843350606984,301.63823835799803,-113.11603461566305,522.0662098032814,303.7972915210165,-130.63002458903128,553.0324849953362,-75.44275655866383,106.83309308803985,743.4098500523801,-74.76752547115376,145.12143293645224,696.128082513889,-140.5969750886403,154.2636123371706,719.6315278827627,-138.67239022562833,109.22302020710332,745.5414696718594,-108.67109282256263,102.74698839726192,760.6301857804569,-115.2104597561741,91.19236509898506,805.9988695164394,,,,,,,259.49560776954837,-197.64481460014943,808.3607819691982,175.6455196862289,-130.62414558196025,760.4605488396528,151.43440280488005,-98.62224826870766,750.0148739475289,159.42566543823187,-49.54007580892888,814.0922195173741
6,-669.0112745492875,-177.4268944272545,2048.5141581352377,,,,-370.71906199259206,-83.26874419170298,1380.2388347366862,-1893.6188554556675,-594.235382362884,5872.713900889337,-489.6550630515481,-121.40492153126971,1647.6647001679944,-161.37650017093213,-53.87512388225529,616.1923239664516,,,,-171.48448438911535,-45.08388949228561,741.9010824595521,-112.13876551272382,-51.56307718084862,514.5819818732957,-164.6775963076136,-50.11317911649944,669.0517223454647,,,,308.50460258223814,-101.85784105885918,506.51294583330144,301.194043506549,-112.9526660813465,520.9318685292402,303.82368804640964,-130.64700780272716,553.0618475873915,-75.41702944424091,106.79666139684345,743.1563361148293,-74.73215628418109,145.0527824486701,695.798775316074,-139.7273931215886,153.74850474795397,717.226730265701,-138.67239022562833,109.22302020710332,745.5414696718594,-108.82762776734504,102.86071221105294,760.8880339641156,-115.23435882101579,91.08009992094748,806.2157003817088,,,,,,,259.6322391505054,-197.83633989947722,809.153532405102,175.64543249976782,-130.58529391566054,760.4600797090345,151.76125789468492,-99.05823454405612,753.063651345498,159.65100188905072,-50.651822641287836,818.7219780390024
