scorer,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000
individuals,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
70,396.948,168.918,1.0,426.955,221.521,0.335999995470047,449.167,298.654,1.0,476.796,357.687,0.9539999961853027,508.476,419.629,0.9879999756813049
71,396.948,169.69,1.0,412.008,222.932,0.996999979019165,450.588,299.309,0.9990000128746033,476.796,357.613,0.781000018119812,515.357,419.865,0.921999990940094
72,396.953,169.316,1.0,413.664,222.932,0.9980000257492065,449.167,298.262,1.0,476.796,357.613,0.4909999966621399,515.357,419.865,0.7739999890327454
73,397.767,169.316,1.0,413.664,222.932,0.9990000128746033,449.167,299.446,0.8949999809265137,476.796,357.007,0.29600000381469727,515.994,419.629,0.44999998807907104
74,399.078,168.918,1.0,413.664,224.871,0.9990000128746033,449.616,299.446,0.9990000128746033,476.3,356.784,0.26899999380111694,515.994,419.865,0.33399999141693115
75,400.519,168.876,1.0,413.664,224.871,0.9729999899864197,450.588,299.446,0.9990000128746033,476.3,357.007,0.7080000042915344,499.693,420.515,0.859000027179718
76,400.9,168.133,1.0,419.495,222.221,0.996999979019165,450.636,299.305,0.996999979019165,475.818,362.075,0.7129999995231628,499.693,420.515,0.27300000190734863
77,400.9,168.065,1.0,419.495,222.221,0.9639999866485596,450.847,299.305,0.949999988079071,467.431,362.075,0.7549999952316284,516.034,419.454,0.953000009059906
78,400.767,167.946,1.0,419.495,222.309,1.0,450.847,298.92,0.9980000257492065,466.439,363.51,0.9990000128746033,508.702,419.454,0.8790000081062317
79,400.767,168.065,1.0,420.315,222.303,0.9980000257492065,450.847,297.737,1.0,466.439,363.51,0.9909999966621399,508.702,419.454,1.0
80,400.389,168.065,1.0,429.391,222.303,0.9990000128746033,450.847,296.998,1.0,466.439,363.801,1.0,508.702,419.454,0.9399999976158142
81,400.389,168.333,1.0,429.391,222.303,0.9990000128746033,450.847,296.781,1.0,466.439,363.51,0.9679999947547913,499.975,420.422,0.968999981880188
82,400.389,169.317,1.0,429.726,221.494,1.0,450.866,296.781,0.9990000128746033,465.493,363.801,0.8489999771118164,499.022,420.589,0.9399999976158142
83,400.389,169.317,1.0,429.726,220.64,0.9980000257492065,452.148,296.998,1.0,465.493,362.829,0.9990000128746033,491.766,421.353,0.8149999976158142
84,399.95,168.333,1.0,436.379,220.515,0.9909999966621399,452.538,296.998,1.0,465.493,358.078,0.996999979019165,491.766,421.353,1.0
85,399.95,168.333,1.0,438.013,220.515,1.0,452.729,297.018,1.0,465.493,355.99,0.9990000128746033,490.805,422.182,0.9819999933242798
86,399.95,169.097,1.0,438.855,220.64,0.9990000128746033,453.108,297.018,1.0,466.239,355.984,1.0,490.805,422.182,0.9990000128746033
87,400.174,167.853,1.0,439.283,220.515,0.9990000128746033,452.729,297.257,1.0,466.858,355.984,0.9950000047683716,497.771,422.182,0.9890000224113464
88,399.95,169.097,1.0,438.855,220.726,1.0,452.953,297.257,1.0,466.95,355.984,1.0,498.738,422.214,0.9409999847412109
89,399.514,169.274,1.0,438.013,221.11,1.0,452.729,299.709,1.0,466.858,356.759,1.0,498.602,422.214,1.0
90,398.016,169.984,1.0,413.375,226.426,0.7730000019073486,452.458,300.747,0.9929999709129333,467.369,361.558,0.9419999718666077,498.602,422.214,0.996999979019165
91,398.016,169.984,1.0,413.375,226.426,0.8970000147819519,452.257,300.747,0.968999981880188,467.369,361.558,0.9860000014305115,498.602,422.214,0.9860000014305115
92,398.016,169.984,1.0,413.012,226.644,0.996999979019165,452.307,300.747,1.0,467.343,357.84,1.0,499.914,421.246,0.9990000128746033
93,397.634,169.984,1.0,411.777,226.644,0.9940000176429749,452.257,298.886,1.0,467.043,357.837,0.9039999842643738,508.81,420.873,0.9990000128746033
94,398.248,169.916,1.0,411.777,226.644,0.9089999794960022,452.257,298.794,1.0,467.043,357.84,0.9929999709129333,514.615,420.362,0.9990000128746033
95,398.248,169.916,1.0,411.777,226.644,0.9829999804496765,452.307,298.308,1.0,466.633,357.84,0.996999979019165,514.615,420.362,1.0
96,397.785,170.095,1.0,405.532,226.832,0.996999979019165,452.827,298.794,0.9980000257492065,466.633,358.501,1.0,514.615,420.362,0.9990000128746033
97,397.785,170.245,1.0,405.532,226.832,0.9589999914169312,452.827,298.886,1.0,466.633,361.452,0.9990000128746033,508.56,420.574,0.984000027179718
98,397.785,170.317,1.0,405.594,226.832,0.9279999732971191,452.827,299.673,0.9409999847412109,467.71,361.543,0.8960000276565552,490.056,422.418,0.9990000128746033
99,397.556,170.317,1.0,405.532,226.9,0.9649999737739563,452.791,299.673,0.902999997138977,468.075,361.543,0.9459999799728394,490.056,422.575,0.9959999918937683
100,397.556,170.493,1.0,405.172,227.357,0.9980000257492065,452.791,300.251,0.9909999966621399,468.238,361.704,0.8270000219345093,490.056,422.575,1.0
101,397.653,170.796,1.0,404.874,227.563,0.9890000224113464,452.791,300.251,0.9909999966621399,468.238,361.704,0.9390000104904175,500.073,422.418,1.0
102,397.544,170.879,1.0,404.874,227.563,1.0,452.913,300.932,0.996999979019165,468.238,361.749,0.8619999885559082,500.388,419.982,0.9369999766349792
103,397.653,170.879,1.0,404.874,227.357,0.9980000257492065,452.913,300.932,0.9940000176429749,468.075,361.749,0.8529999852180481,508.773,419.613,0.9589999914169312
104,397.653,170.879,1.0,405.157,227.241,0.9980000257492065,452.913,300.932,0.9980000257492065,468.405,361.704,0.9829999804496765,508.773,419.613,0.9079999923706055
105,397.653,170.212,1.0,410.977,226.861,0.8970000147819519,451.886,299.757,0.996999979019165,468.405,361.749,0.9940000176429749,500.388,419.982,0.9300000071525574
106,397.704,170.212,1.0,410.977,226.718,0.8190000057220459,451.664,299.757,1.0,468.405,361.317,0.8259999752044678,490.776,421.736,0.9980000257492065
107,397.704,170.212,1.0,410.977,226.861,0.503000020980835,451.487,291.751,0.8930000066757202,468.405,361.283,0.5210000276565552,490.776,421.736,0.9990000128746033
108,397.572,170.198,1.0,404.963,227.121,0.9580000042915344,451.118,291.751,0.996999979019165,468.498,361.317,0.8309999704360962,490.776,421.736,0.9950000047683716
109,397.767,170.198,1.0,404.963,227.121,0.9900000095367432,450.661,292.511,0.9990000128746033,468.498,361.701,0.9440000057220459,491.058,421.443,0.968999981880188
110,398.074,170.381,1.0,404.857,227.185,0.6840000152587891,444.94,292.992,0.6679999828338623,468.293,361.317,0.7350000143051147,508.798,420.409,0.9419999718666077
111,398.004,169.89,1.0,404.857,227.473,0.5889999866485596,444.94,292.992,0.9120000004768372,468.271,361.298,0.6740000247955322,515.95,420.276,0.949999988079071
112,398.004,169.853,1.0,412.78,227.574,0.9539999961853027,444.94,293.101,0.8840000033378601,468.271,361.701,0.8090000152587891,508.798,420.276,0.7059999704360962
113,398.004,169.853,1.0,412.819,227.574,0.9340000152587891,445.741,299.318,1.0,468.081,361.49,0.9160000085830688,508.798,420.485,0.9760000109672546
114,396.589,169.824,1.0,412.819,227.574,0.8050000071525574,448.375,300.439,1.0,467.917,361.49,0.9670000076293945,508.798,420.485,0.9739999771118164
115,396.386,169.824,1.0,412.82,226.589,0.9950000047683716,448.956,300.439,1.0,467.732,362.099,0.9380000233650208,499.537,420.928,0.9470000267028809
116,396.282,169.815,1.0,412.82,226.372,0.9269999861717224,448.65,300.549,1.0,467.5,362.187,0.9779999852180481,491.307,420.949,0.9900000095367432
117,396.282,169.815,1.0,427.572,221.872,0.9909999966621399,448.956,300.608,1.0,467.5,362.187,0.9570000171661377,491.307,421.574,0.8930000066757202
118,396.282,170.477,0.9890000224113464,413.09,225.727,0.9980000257492065,449.298,300.608,1.0,467.086,362.309,0.9789999723434448,490.878,421.762,0.949999988079071
119,396.956,170.477,0.9990000128746033,413.222,225.727,0.9629999995231628,449.298,300.583,0.9980000257492065,466.906,362.874,0.984000027179718,491.307,421.574,0.8899999856948853
120,397.017,170.464,0.9990000128746033,427.522,223.283,0.9890000224113464,449.298,300.608,1.0,466.906,363.211,0.9800000190734863,491.753,421.574,0.9850000143051147
121,397.544,170.464,1.0,427.478,223.283,0.9869999885559082,450.587,306.478,1.0,466.881,363.335,0.9909999966621399,500.03,421.282,0.8489999771118164
