scorer,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,head,head,middle,middle,tail,tail,head,head,middle,middle,tail,tail,cup_h,cup_h,cup_m,cup_m,cup_t,cup_t,pitcher_h,pitcher_h,pitcher_m,pitcher_m,pitcher_t,pitcher_t,tap_h,tap_h,tap_m,tap_m,tap_t,tap_t
metrics,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf
59,2.086334042528703,1.0,1.7603924903983994,1.0,0.6973270661282647,1.0,,,,,,,0.23677237036166282,1.0,2.6472226581788427,1.0,2.761675272852525,1.0,0.9232394389213957,0.996999979019165,2.9267733458712333,0.9919999837875366,4.202081004371365,0.9829999804496765,1.8390747537552645,0.9919999837875366,4.230171344161135,0.968999981880188,6.391974028068979,0.984000027179718
60,3.51861732860896,1.0,2.080340697651718,1.0,2.807995973513992,1.0,2.2501567805515283,1.0,2.8598762933445663,1.0,1.0607208634551308,1.0,1.705264713603687,0.9990000128746033,1.520352019596439,1.0,1.2223453425636959,1.0,3.3567821746371367,0.9980000257492065,3.9120085394704436,0.8169999718666077,2.525536351045717,0.9700000286102295,0.6212479473486475,0.9929999709129333,2.020619240825596,0.996999979019165,2.4540469689814595,0.9980000257492065
61,2.523778854972774,1.0,0.7537506145241781,1.0,2.8912756050412707,1.0,3.8648033940059614,0.9990000128746033,3.4031890123663353,1.0,2.9147260282886833,1.0,0.8022675335753925,1.0,2.2318035265328713,1.0,1.2995711008666304,1.0,1.7909340782706742,0.9929999709129333,1.9146559387674094,0.9319999814033508,2.71612844773233,0.9739999771118164,3.0463295988456096,0.9959999918937683,0.9779389842964674,0.996999979019165,1.473310707051521,0.996999979019165
62,7.2115652894106095,1.0,2.3675881394551084,1.0,6.29498273189738,1.0,4.884832952377472,0.9990000128746033,5.9252307671070685,1.0,4.0913305643274755,1.0,1.052829530008076,0.9990000128746033,7.067133703051934,1.0,0.1292619599437749,1.0,11.374581373619437,0.9940000176429749,11.34556404356347,0.9549999833106995,4.196325174734193,0.9430000185966492,6.575972589904012,0.9900000095367432,4.991098454570875,0.9980000257492065,5.093975135600013,0.996999979019165
63,1.9767145095936027,1.0,3.5076770112273548,1.0,1.6636594751210012,1.0,5.071377160776703,0.9990000128746033,1.8900439702853402,1.0,1.6249264265283392,1.0,3.2387668147685647,0.9990000128746033,0.6622327019671174,1.0,2.6650421608563652,1.0,3.193076566846621,0.9940000176429749,6.584518168886856,0.9419999718666077,3.820945171312913,0.9359999895095825,0.7591108195837252,0.9929999709129333,3.845854969566688,0.9980000257492065,1.2125676285132574,0.9959999918937683
64,3.59130225867034,1.0,2.615896259731612,1.0,1.7875193213183274,1.0,4.46070243258693,0.9990000128746033,2.6201576644668245,1.0,6.726815491034945,1.0,0.31674351554844243,1.0,1.3025306138184485,1.0,0.3154129537450996,1.0,0.7989708934714904,0.9890000224113464,4.852378503626544,0.9649999737739563,4.330064843366437,0.9549999833106995,2.6762811264133837,0.9940000176429749,3.546719049665239,0.996999979019165,4.0111988796870754,0.9959999918937683
65,4.424461658123953,1.0,2.1180261075371893,1.0,0.9301736755584492,1.0,6.410098793070271,0.9990000128746033,1.2626044083337062,1.0,1.6087100772129947,1.0,4.634714560045469,1.0,1.9030768703402134,1.0,3.612692914389143,1.0,7.401939225049797,0.9929999709129333,3.642034966120819,0.8899999856948853,2.579991086683132,0.9739999771118164,3.8796223365417517,0.9959999918937683,1.453754559225314,0.9980000257492065,4.565239707899171,0.996999979019165
66,3.0948269811095015,1.0,4.587416729334979,1.0,1.5912202489757639,1.0,2.2130010311828543,0.9990000128746033,3.817219321568568,1.0,1.42763238749769,1.0,1.2816940343331609,0.9990000128746033,0.9118584840860022,1.0,1.6131616946354663,1.0,1.7926679622169936,0.9810000061988831,0.5625464241858692,0.9399999976158142,6.104272583780283,0.972000002861023,5.953746103037699,0.9940000176429749,4.449626469217486,0.9980000257492065,2.8148172189664504,0.996999979019165
67,2.1337980489090342,1.0,0.9327472802969252,1.0,1.6478430455283894,1.0,1.3629152607881154,0.9990000128746033,4.515146093862601,1.0,1.3680737632122266,1.0,0.9107654007299214,0.9990000128746033,1.480839492118113,1.0,2.751974971391214,1.0,3.138179740924487,0.9950000047683716,4.872039476614573,0.9700000286102295,0.8683622269928277,0.9789999723434448,1.1261645031374186,0.9940000176429749,2.0652953863395105,0.9980000257492065,3.802404050360025,0.996999979019165
68,0.8430416963165426,1.0,1.3149721550886295,1.0,3.287904735366725,1.0,4.157313714723772,0.9990000128746033,4.141398627885641,1.0,1.5631476277148355,1.0,1.6843429918234696,0.9980000257492065,0.5273289538011374,1.0,3.4930012634437646,1.0,0.9025388029067629,0.9990000128746033,0.5984453030375787,0.9810000061988831,1.9335575933683373,0.9950000047683716,4.95024404111304,0.9929999709129333,2.1728046705947706,0.996999979019165,3.3025036792926095,0.996999979019165
69,0.5597504969446067,1.0,2.0112911998471037,1.0,1.5568780855972664,1.0,3.917454078470022,0.9990000128746033,4.393045415103574,1.0,1.1986497952966075,1.0,4.258833003605802,0.9990000128746033,0.3771100294675947,1.0,1.6299752368294027,1.0,1.3830026134758397,1.0,4.879391973601503,0.9940000176429749,3.6507647551529616,0.9869999885559082,5.946623886348872,0.9929999709129333,2.6870027687965936,0.996999979019165,4.502864033768244,0.9959999918937683
70,2.587688871089999,1.0,1.6963735883585571,1.0,1.053909609693066,1.0,1.186998937055515,1.0,3.6813111277800807,1.0,0.8414719177992738,1.0,1.5660368846148622,1.0,1.7208554101269973,1.0,0.8630666278421514,1.0,3.2582930020967407,0.9980000257492065,1.2663706955755785,0.9769999980926514,4.184426208833941,0.9750000238418579,5.833275908691904,0.9950000047683716,5.538177754189668,0.996999979019165,2.2383927764495386,0.996999979019165
71,0.7952105877297477,1.0,2.746792179277391,1.0,1.4377400932646383,1.0,0.3872867316801674,1.0,3.494302760696788,1.0,5.100335965467394,1.0,3.7774754371364154,1.0,1.6935207334487907,1.0,2.303876759424019,1.0,3.8576126141225786,0.996999979019165,2.678095967215903,0.9330000281333923,1.9848171697026789,0.9570000171661377,3.5546869870227376,0.9940000176429749,3.6248072650815253,0.996999979019165,0.7908104833737205,0.996999979019165
72,3.0044518896017047,1.0,5.386700950609545,1.0,0.33309822128256833,1.0,1.538142838514595,1.0,2.61482013653788,1.0,0.742463785542634,1.0,1.434424572340813,1.0,5.267851682845391,1.0,2.496072732300319,1.0,3.0461146451463126,0.9990000128746033,2.3477852439809266,0.9459999799728394,2.6216748034244275,0.9670000076293945,1.249603100847986,0.9950000047683716,6.311370487877453,0.9980000257492065,3.183992883418584,0.9980000257492065
73,1.6439295454745215,1.0,1.7774256032702491,1.0,1.460089034496273,1.0,0.769333795779292,1.0,0.8170969551436477,1.0,0.7252856664457713,1.0,1.9292637654371818,0.9990000128746033,1.115522484695985,1.0,2.836880344859008,1.0,1.7623609870747616,0.9990000128746033,8.63119804397398,0.9769999980926514,7.121069688264797,0.9639999866485596,2.2227409910088824,0.9950000047683716,2.8107626704974944,0.996999979019165,2.870317849634695,0.996999979019165
74,1.7819403930535052,1.0,0.8685352551718994,1.0,1.2165653050989544,1.0,1.5933126285181654,1.0,4.638620952074264,1.0,2.090858885314374,1.0,3.231054823826821,1.0,2.2130037555083524,1.0,0.6909738506509605,1.0,4.930568641694482,0.996999979019165,10.260436264417624,0.9750000238418579,3.713940712719223,0.9729999899864197,1.7749595819878483,0.9940000176429749,1.995084690862827,0.9959999918937683,2.4626827316846756,0.9980000257492065
75,2.292230279750088,1.0,2.2196988633187487,1.0,1.2930279891892391,1.0,1.9491395593518277,1.0,4.709221529557238,1.0,3.8548855824750503,1.0,1.5375987696538922,1.0,1.197853627846449,1.0,1.9904616733721283,1.0,5.21086116035729,0.9990000128746033,10.180578354120398,0.9769999980926514,2.82520755465487,0.9750000238418579,1.133498898211785,0.9940000176429749,1.2943503616700964,0.9980000257492065,4.968718678656596,0.9980000257492065
76,2.5108227877453118,1.0,1.9119118533367425,1.0,0.9304255580503527,1.0,,,0.6772296392946454,1.0,1.9257943758967917,1.0,4.22187226837394,1.0,4.357376125517344,1.0,2.1010254142551283,1.0,6.91255497650404,0.9990000128746033,5.178832393141479,0.9909999966621399,3.3850909042000694,0.9900000095367432,7.187214969750478,0.9940000176429749,6.2682508602696965,0.9980000257492065,2.2533569512134,0.996999979019165
77,2.015795625289669,1.0,2.128046730040301,1.0,2.177674220529812,1.0,,,0.8777605583164004,1.0,0.8117235690128326,1.0,5.337385300881612,1.0,0.8857886226352901,1.0,3.7988028647277647,1.0,5.108645975928527,0.9980000257492065,8.010341187771042,0.9900000095367432,4.418625614230195,0.984000027179718,1.6279395813933502,0.9940000176429749,4.6144243794310755,0.996999979019165,1.9255067444113454,0.996999979019165
78,2.2309819625527467,1.0,1.194472518410077,1.0,1.7681055980446803,1.0,,,,,1.5065497476920582,1.0,6.400993454181468,1.0,1.179178782100341,1.0,2.4899582560026494,1.0,1.511947121083113,0.9990000128746033,4.949404355714942,0.9879999756813049,5.174665080404366,0.9900000095367432,1.575398001594456,0.9950000047683716,3.669643266351425,0.9980000257492065,1.8596698923383526,0.9980000257492065
79,2.176414772851095,1.0,2.771599921030395,1.0,0.9639948869474081,1.0,,,,,1.8041233437140411,1.0,4.3688588381240105,1.0,1.108407583803753,1.0,0.1577834796445775,1.0,1.722740194343689,0.9990000128746033,3.3825400800127294,0.9860000014305115,2.2086952976648817,0.9879999756813049,6.381571349867985,0.9940000176429749,8.317969142066183,0.996999979019165,1.868948260563165,0.9980000257492065
80,3.2672883488911886,1.0,1.2394846172378517,1.0,1.4464410160922352,1.0,,,,,,,0.6772106308195308,0.9990000128746033,0.1161311715775747,1.0,1.3665416941078283,1.0,4.492802176581633,0.9980000257492065,6.997622760448745,0.9589999914169312,2.6994682411328816,0.9760000109672546,5.920067076235245,0.9950000047683716,1.6979434630396588,0.996999979019165,10.81578910720947,0.996999979019165
81,2.606109114312378,1.0,2.871761553893495,1.0,1.814865866462767,1.0,,,,,1.4299896760434425,1.0,6.2714188339410155,1.0,1.8716232901170688,1.0,1.24094076805219,1.0,2.8567781202510725,0.9990000128746033,8.477464956468252,0.9950000047683716,2.517495479761573,0.9520000219345093,1.6342090228708421,0.9940000176429749,3.0678203842673404,0.996999979019165,3.2292323470984137,0.996999979019165
82,0.9945303452419745,1.0,2.164414239774872,1.0,3.103393018641138,1.0,,,,,0.9108918596895303,1.0,0.8816091839208932,1.0,1.0535131779705316,1.0,3.071119261589589,1.0,1.9451516904711859,0.9980000257492065,10.799230835560447,0.9810000061988831,10.306609960432338,0.949999988079071,2.631011039725424,0.9959999918937683,2.5852033584110012,0.996999979019165,2.1049162128491563,0.9959999918937683
83,1.2124412997089618,1.0,3.8309556253190147,1.0,2.8511617507796814,1.0,,,,,1.9737243421197168,1.0,0.7472285210898307,0.9990000128746033,1.1656459494504121,0.9980000257492065,1.362906365818627,1.0,4.139169469680863,0.996999979019165,5.190881866703971,0.9810000061988831,4.0313660651056225,0.921999990940094,3.961215122908515,0.9929999709129333,1.5205407575663152,0.9980000257492065,2.378582191753402,0.996999979019165
84,0.45821054709739145,1.0,0.7429576474833568,1.0,4.245501388224042,1.0,,,,,0.7989976537105851,1.0,4.691546073459957,0.9990000128746033,2.4617899121819407,0.9980000257492065,3.240854328043615,1.0,1.6139977271464865,0.9959999918937683,1.354230681692247,0.9879999756813049,2.3752320526673536,0.9750000238418579,3.656081506728914,0.9940000176429749,6.160447519893355,0.9980000257492065,1.5914669063347198,0.996999979019165
85,0.887590028261582,1.0,1.8320179131410534,1.0,2.928093293379038,1.0,,,,,3.0778446126755683,1.0,5.242134899978572,1.0,5.745452281297919,0.9990000128746033,1.6679989626376939,1.0,0.983554205557019,0.9959999918937683,5.219305127375975,0.9950000047683716,9.548921868152926,0.968999981880188,1.5642063349013309,0.9940000176429749,4.336058940257432,0.996999979019165,4.974505290390036,0.9959999918937683
86,1.7074537087870494,1.0,4.005141087778831,1.0,1.6380186940016357,1.0,,,,,3.7502637472048086,1.0,0.6688516190749841,1.0,2.100493219543786,1.0,3.2801228601948207,1.0,3.6190246624921536,0.996999979019165,5.520429115381467,0.9980000257492065,4.238606816793147,0.9570000171661377,1.0568563344037594,0.9929999709129333,5.249756631338188,0.9980000257492065,2.705466415971608,0.996999979019165
87,1.017977296479694,1.0,0.23464673429429833,1.0,0.7300357900523006,1.0,,,,,2.0198718342155777,1.0,2.785491307288862,1.0,2.627235735283264,1.0,1.6251389913686813,1.0,2.9685557885511336,0.9990000128746033,2.804517724909237,0.9950000047683716,5.193118667465645,0.9679999947547913,4.167701504633242,0.9940000176429749,5.742417471157064,0.9940000176429749,0.5660616907441163,0.9959999918937683
88,1.0521869310341245,1.0,2.235292416433541,1.0,1.150580089114574,1.0,,,,,2.4376075198701805,1.0,2.1609455844046783,1.0,1.7346021954141195,1.0,1.2343714069656766,1.0,2.605033846868458,0.9990000128746033,5.191277566725013,0.9919999837875366,3.894646750526696,0.9700000286102295,2.2116727176700905,0.9940000176429749,1.6336431225591146,0.9959999918937683,4.339358456479496,0.9959999918937683
89,0.48273787405069307,1.0,2.389164354987574,1.0,0.8389441789211629,1.0,,,,,2.04594480360607,1.0,2.708425296372684,1.0,2.5905861196344775,1.0,3.390687712697865,1.0,3.3847754500101006,0.9990000128746033,5.0003461957056805,0.9860000014305115,6.405025060732472,0.9670000076293945,0.49731438511325515,0.9950000047683716,3.3660646969556103,0.9950000047683716,1.8847701257767446,0.9959999918937683
90,0.8969185254180633,1.0,1.514492685506152,1.0,3.128578861751237,1.0,1.0298327950672048,1.0,2.6541663220482747,1.0,3.821599772885774,1.0,2.7051328665832157,1.0,3.2544416112580667,1.0,3.6716021165058983,1.0,1.0279604600762553,0.9990000128746033,1.3950824323794793,0.9829999804496765,6.330749600838673,0.8600000143051147,4.863034318533214,0.9940000176429749,1.6347102741458523,0.9929999709129333,5.27503248463712,0.9940000176429749
91,3.0427316808738776,1.0,3.810066572464588,1.0,2.1022009442599736,1.0,3.3065330590635758,1.0,1.1743239150073292,1.0,1.0263313225608368,1.0,1.4803879401963018,1.0,2.0407977849052843,1.0,2.630364863685292,1.0,5.446833018079734,0.9990000128746033,4.346971608787912,0.9649999737739563,5.589820866430613,0.8640000224113464,1.0378834302210258,0.9940000176429749,2.876032655893268,0.9919999837875366,1.4455166988588979,0.9929999709129333
92,0.5511003506353901,1.0,0.9419379715725665,1.0,2.1431684606985306,1.0,0.4351002087649831,1.0,4.019790028551472,1.0,4.875560575389176,1.0,1.847473145290489,0.9990000128746033,2.236561969228586,1.0,0.23292602534448884,1.0,1.4919587893462,0.9959999918937683,2.3098756797883757,0.9350000023841858,3.900419672323524,0.9610000252723694,4.0241423596391614,0.9940000176429749,9.614162918385281,0.9940000176429749,4.017514538011509,0.9940000176429749
93,5.599024220826926,1.0,6.127875682175719,1.0,1.6102401267811604,1.0,3.347409818545607,1.0,2.097965961330545,1.0,1.6999211823325626,1.0,2.5397292444036337,0.9980000257492065,6.5107230047223705,1.0,0.21079147684833374,1.0,27.80644826550424,0.9959999918937683,6.357412181087448,0.9570000171661377,3.1114409655106843,0.9760000109672546,3.899228374401625,0.9950000047683716,1.157438416231371,0.9929999709129333,3.462919696999144,0.9940000176429749
94,1.453142438431512,1.0,1.6134552291761473,1.0,2.9752539530947146,1.0,2.4700954965829993,1.0,2.8721177847876436,0.9990000128746033,2.633694383097087,0.9990000128746033,4.147746632482038,0.9990000128746033,1.8762472438908404,1.0,0.671909949697985,1.0,8.250417125363109,0.9909999966621399,6.6825664789941,0.8999999761581421,1.5739268041774226,0.9599999785423279,4.474570323544134,0.9940000176429749,1.1282953207011863,0.9919999837875366,2.178936188470381,0.9929999709129333
95,1.7440945770543936,1.0,1.6371970257169426,1.0,2.0370677154496333,1.0,3.001640755817195,1.0,0.6428544582816997,1.0,3.373279563802983,0.9990000128746033,3.5270262505739947,1.0,3.4578293776412603,1.0,2.823167146724861,1.0,3.4962559509805566,0.9959999918937683,2.6046718778057762,0.9860000014305115,2.1129294929985294,0.9440000057220459,4.751853990052622,0.9950000047683716,1.3106331552462447,0.9909999966621399,1.496059340930715,0.9929999709129333
96,1.112739111203482,1.0,3.0282590285269024,1.0,4.305661571949636,1.0,1.4859997004657506,1.0,3.69347559688989,1.0,1.9828426738405174,1.0,4.816462090677694,0.9990000128746033,2.465284686427229,1.0,2.2486196297469347,1.0,2.0718019346267527,0.996999979019165,1.2609455744541664,0.9739999771118164,3.076049672801299,0.9729999899864197,4.522006450850128,0.996999979019165,3.8276852298454145,0.9900000095367432,2.7520400569162624,0.9950000047683716
97,1.1475226961754585,1.0,2.302467733174229,1.0,4.26929098525819,1.0,1.5684735536254792,1.0,2.6965803729339246,1.0,2.4017842262913165,1.0,3.581269360340178,1.0,1.725379197519179,1.0,4.351782877216082,1.0,11.22871057790793,0.9950000047683716,7.461832308032924,0.9490000009536743,11.723946985625318,0.9599999785423279,2.3397154629751373,0.9950000047683716,3.554822688257149,0.9900000095367432,2.764462940551537,0.9940000176429749
98,3.8075246816418393,1.0,2.79715005001025,1.0,2.109229232163991,1.0,3.0200721320142017,0.9990000128746033,3.832028256071712,1.0,3.886467106838111,1.0,2.9562579782357,1.0,5.841711157690861,1.0,5.2066912532879135,1.0,1.8109145946457181,0.9950000047683716,3.490048784700155,0.9559999704360962,0.5795308856348579,0.9610000252723694,2.3232469832356357,0.9950000047683716,2.3817299123328213,0.9869999885559082,2.791866298331488,0.9929999709129333
99,2.3273493034054953,1.0,2.2932328487291174,1.0,2.832264413344374,1.0,2.362134375670101,1.0,3.5477509117539476,1.0,2.20960383974708,1.0,4.643567430767552,0.9990000128746033,2.183063413987254,1.0,1.1954395488874263,1.0,5.154554775120974,0.9929999709129333,3.723348798541845,0.9729999899864197,22.682432762714928,0.7089999914169312,4.620830189733834,0.9959999918937683,1.3254896295140077,0.9860000014305115,6.086827656927106,0.9919999837875366
100,1.099588752889571,1.0,1.8304440294612783,1.0,2.998258515696357,1.0,2.8833283483294263,1.0,4.979136583892795,1.0,3.451784377938068,1.0,0.41962280334185514,1.0,1.6817549229215543,1.0,2.6551170428991058,1.0,6.397305730390327,0.9980000257492065,1.6654685983862405,0.9909999966621399,3.141503807959653,0.9520000219345093,9.462356213578675,0.996999979019165,6.350884993349908,0.9789999723434448,1.1741664794369002,0.9940000176429749
101,2.02998206396793,1.0,1.8714678427337075,1.0,1.475766246666773,1.0,3.9458515842290076,1.0,1.9669668312835056,1.0,0.6333939014149136,1.0,2.2291681002985264,1.0,4.393442385790966,1.0,1.6266922156896653,1.0,4.491914863521641,0.996999979019165,3.8003618238990073,0.972000002861023,6.108971672437095,0.9480000138282776,5.3131155973955115,0.9959999918937683,5.0077740011066565,0.9779999852180481,1.0521400235310374,0.9929999709129333
102,2.1500776338218954,1.0,1.3293882517035032,1.0,0.7740057511384979,1.0,1.7477357765582988,1.0,1.8508497901421614,1.0,2.0270290247626668,1.0,1.532283646056074,1.0,1.363726586966837,1.0,2.135298928398069,1.0,4.489428365738768,0.9980000257492065,8.726895032352548,0.9750000238418579,3.9082004807866126,0.9589999914169312,2.5414488608598322,0.9950000047683716,2.651586592236389,0.9860000014305115,3.070721410033837,0.9929999709129333
103,0.35800109985876694,1.0,2.537048299363417,1.0,0.28944675064642544,1.0,5.160407468477978,1.0,3.141538155509403,1.0,1.5859801375640894,0.9990000128746033,3.0455165139904454,1.0,0.7066643272826495,1.0,3.5408086310316405,1.0,4.922241062994497,0.9990000128746033,14.38032735991004,0.5789999961853027,7.9355919972247,0.9070000052452087,2.704740934076527,0.9950000047683716,2.873660384215805,0.9890000224113464,2.073556375152343,0.9890000224113464
104,2.3831624164937537,1.0,1.5182861201295812,1.0,2.7302690035841874,1.0,2.8625930242505024,1.0,1.2738863801349474,1.0,1.645110283067556,0.9990000128746033,2.294635202163786,1.0,2.280191737065774,1.0,0.515408061407696,1.0,5.68197399709355,1.0,6.038268621487364,0.7609999775886536,5.1972866229289645,0.8500000238418579,3.0031529925022995,0.9959999918937683,5.740526972513727,0.9950000047683716,3.840885979364069,0.9860000014305115
105,1.862655284542066,1.0,1.5436679261712754,1.0,1.5563271166523653,1.0,3.0044119551152573,1.0,2.114234254119652,1.0,3.7713285953241042,1.0,4.020371914853815,1.0,1.9512931723327918,1.0,3.9466416253962864,1.0,0.4468911346484989,1.0,7.625538560788862,0.8619999885559082,8.978506724184621,0.8619999885559082,5.751349188012771,0.9950000047683716,1.5134123759440135,0.9819999933242798,1.8134252463247713,0.9879999756813049
106,1.7308441222393791,1.0,2.976335887741159,1.0,1.5741683529410633,1.0,2.11265191171424,1.0,2.5543696393635282,1.0,4.7645503317021145,1.0,2.870026582199355,1.0,1.646158706112409,1.0,4.22610053576841,1.0,8.37005653071166,0.9990000128746033,9.94322813913806,0.8240000009536743,2.8037525895461357,0.8539999723434448,1.9816845802250436,0.9950000047683716,2.2604855072513184,0.9900000095367432,3.292760608681841,0.9900000095367432
107,0.47323854588716824,1.0,2.110906743555851,1.0,3.1084329862171063,1.0,3.521956893065713,1.0,2.125273491166029,1.0,2.5307877013071245,1.0,1.5288985856973143,1.0,1.0884185757398903,1.0,1.442095140693162,1.0,4.713194784786413,0.9959999918937683,5.446259119585334,0.8389999866485596,6.639733631472471,0.9259999990463257,5.170780692517741,0.9950000047683716,4.850266337953062,0.9879999756813049,5.990315261198947,0.9890000224113464
108,2.88810727485787,1.0,2.3976781956618205,1.0,0.4577892692169608,1.0,,,,,2.106186864487794,1.0,2.2404696409933473,1.0,1.2246964660138955,1.0,0.9549013075604517,1.0,1.7238195239781438,0.9990000128746033,6.976287465192833,0.9169999957084656,7.958573670779405,0.9079999923706055,1.004574346214663,0.9959999918937683,2.939658169781522,0.9869999885559082,3.809133079732164,0.9900000095367432
109,2.414463730985992,1.0,1.0202171867298362,1.0,0.9564365504818967,1.0,,,,,2.3200792804383785,1.0,0.8197994512001007,1.0,2.5091224025606818,1.0,5.377825444842276,1.0,1.6840889664399779,0.9990000128746033,5.232844828301427,0.925000011920929,4.801914600154963,0.8960000276565552,4.296254998392694,0.9929999709129333,1.2836029352713436,0.9869999885559082,2.8129827460048284,0.9909999966621399
110,1.1016765683612637,1.0,1.7707888832284455,1.0,0.5494287590704773,1.0,,,,,0.8867198509434796,1.0,2.8582086776277733,1.0,1.0297344987482302,1.0,0.7299512513501593,1.0,3.077717323840605,0.9980000257492065,4.7932178969034265,0.949999988079071,10.618538836957,0.8579999804496765,2.8558028077080078,0.9950000047683716,2.34520787049157,0.9909999966621399,1.9834982862732167,0.972000002861023
111,2.4131208537145734,1.0,0.3986174568411823,1.0,3.3346867466353642,1.0,,,,,2.5693383940742742,1.0,3.046272508732749,1.0,2.2730865065185655,1.0,1.5467105229448184,1.0,3.0242250573536538,0.9980000257492065,3.843895099601915,0.9459999799728394,2.5854492636249002,0.968999981880188,3.878922565262739,0.9959999918937683,4.828309055912423,0.9919999837875366,5.036109815740251,0.9829999804496765
112,0.745111898071474,1.0,3.7620447648594166,1.0,1.669028719685556,1.0,,,,,2.5284152064654766,1.0,0.9641684753861745,0.9990000128746033,0.5815176308650472,1.0,1.370512085343555,1.0,4.563628138792239,0.9990000128746033,3.853937328555754,0.9559999704360962,3.504843677665739,0.9449999928474426,1.083948742750484,0.996999979019165,0.4136012983855923,0.9909999966621399,2.596945045119678,0.968999981880188
113,1.4056373518066005,1.0,1.6848934521824466,1.0,1.57193227213018,1.0,,,,,1.0761828029622424,1.0,0.2882970225655254,1.0,2.5447913631828483,1.0,2.4347345116888595,1.0,4.5482184528418435,0.9490000009536743,5.582229767747067,0.9380000233650208,5.067175512018777,0.9419999718666077,2.310108070561882,0.9950000047683716,1.1512656463666666,0.9879999756813049,3.3527365345874935,0.9909999966621399
114,0.8827168669220593,1.0,1.2027361459735424,1.0,3.7483066075080305,1.0,,,,,2.7279688609312935,1.0,1.0235488656118235,0.9990000128746033,2.0632407901942376,0.9990000128746033,2.8302215957351566,1.0,1.1802638708632966,0.9829999804496765,6.919372891996311,0.921999990940094,4.797780814298125,0.8830000162124634,2.7188228799301393,0.9959999918937683,4.0619547802817895,0.9879999756813049,1.4262219794360504,0.9900000095367432
115,0.5654953185867311,1.0,0.24915394529483756,1.0,0.792747866975354,1.0,,,,,1.5762935961679787,1.0,2.351493755632665,1.0,3.1687123787274025,1.0,4.724009332767023,1.0,4.8063068289277915,0.9559999704360962,8.280329402579067,0.7870000004768372,12.487799035170909,0.8880000114440918,1.03034012411006,0.9959999918937683,1.4360072637082293,0.9900000095367432,0.6982222460962209,0.9929999709129333
116,1.1779099671063487,1.0,1.77520151469089,1.0,1.304386502267518,1.0,,,,,0.593204919651076,1.0,2.595988504781061,1.0,1.277810772547649,1.0,1.7821176902991998,1.0,6.7624287859829595,0.9629999995231628,2.533409680268054,0.8389999866485596,4.632812571919992,0.902999997138977,1.998967010705643,0.996999979019165,2.293587087147885,0.9860000014305115,6.48134042626631,0.9919999837875366
117,1.2394413392487535,1.0,0.20982328338340803,1.0,2.8286277625521445,1.0,,,,,1.1006719435827903,1.0,1.1105336411964293,1.0,3.1437469993574547,1.0,1.6374247254196126,1.0,0.6819570537389726,0.9980000257492065,8.627734723460192,0.9200000166893005,3.949485788648392,0.8889999985694885,4.849468593008408,0.9940000176429749,2.740081847635463,0.9919999837875366,1.6088446744384806,0.9890000224113464
118,2.3354760162752184,1.0,2.1870995077370896,1.0,4.159575888108104,1.0,,,,,4.126153713425342,1.0,2.052172710002874,1.0,3.898993996742086,1.0,2.2181076478279858,1.0,3.1314394997881774,0.9980000257492065,11.610290566307999,0.9150000214576721,5.509060248182791,0.9070000052452087,0.8501882506678159,0.9940000176429749,3.1095062197925323,0.9909999966621399,3.3487163820407986,0.9890000224113464
119,1.4228835852850665,1.0,1.9000219807678693,1.0,,,,,,,2.615781652835214,1.0,1.9334629748605674,1.0,4.582223992938153,1.0,2.8271377112565514,1.0,3.5862563935887457,0.9980000257492065,0.6218245523651743,0.9390000104904175,9.141310353516458,0.9100000262260437,8.40915444882224,0.9950000047683716,0.7781914731550941,0.9929999709129333,3.343062420323835,0.9829999804496765
120,,,2.4702017205128004,0.9990000128746033,0.8543779325820853,0.9990000128746033,5.94532612174945,0.9990000128746033,,,,,2.00859409884099,1.0,2.81779040664877,1.0,3.048319439073936,1.0,1.6073005102402473,0.9990000128746033,0.5122142565133498,0.9980000257492065,0.1721270208654036,1.0,4.744175297253821,0.984000027179718,4.53419544669492,0.996999979019165,3.4792315288718947,0.9959999918937683
121,,,2.9786103476683428,1.0,2.328087710337648,0.9980000257492065,,,,,,,1.1496239128582124,1.0,1.5637291357018201,1.0,1.0527289929467978,1.0,1.359777175896541,1.0,3.4032920483640816,0.9990000128746033,2.427930841905474,1.0,0.34069987043109023,0.9900000095367432,3.135657130790022,0.9959999918937683,3.0014449589465175,0.9950000047683716
122,,,,,1.6755193978152165,1.0,,,,,,,2.21925334439872,1.0,1.6769100986700562,1.0,3.0375347651085765,1.0,3.6405380964477976,1.0,2.9366868994959905,0.9990000128746033,0.9533212666987742,1.0,2.162647889251666,0.9940000176429749,1.224564681729705,0.9919999837875366,2.601054312355587,0.9940000176429749
