scorer,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000
7,1900.479,75.66,0.9940000176429749,1865.238,53.974,1.0,1852.663,11.82,0.9909999966621399,1136.322,366.899,1.0,1142.523,398.155,1.0,1143.899,444.698,1.0,1128.265,308.628,1.0,1137.405,350.201,1.0,1141.876,387.969,1.0,1041.032,797.06,1.0,1041.204,847.453,1.0,1046.635,894.481,1.0,1821.977,441.917,1.0,1792.569,508.697,1.0,1761.574,574.51,1.0,1728.284,627.995,1.0,1692.496,694.423,1.0
8,1899.866,76.525,0.9940000176429749,1863.834,55.062,1.0,1851.28,10.236,0.9779999852180481,1136.158,366.896,1.0,1141.804,396.907,1.0,1143.681,444.213,1.0,1128.662,308.73,1.0,1136.852,348.647,1.0,1140.889,388.239,1.0,1040.131,796.947,1.0,1041.583,848.258,1.0,1047.126,895.027,1.0,1820.91,442.126,1.0,1791.722,507.908,1.0,1761.753,573.532,1.0,1728.332,628.707,1.0,1696.944,696.695,1.0
9,1900.142,76.204,0.9950000047683716,1863.165,55.274,1.0,1851.813,11.261,0.7590000033378601,1136.129,366.765,1.0,1139.238,398.016,1.0,1141.665,443.528,1.0,1128.804,308.539,1.0,1136.944,348.994,1.0,1142.937,388.369,1.0,1040.59,797.042,1.0,1041.895,848.043,1.0,,,1.0,1822.012,441.999,1.0,1790.471,508.462,1.0,1761.029,573.835,1.0,1725.722,625.206,1.0,1695.646,696.596,1.0
10,1900.232,75.365,0.9959999918937683,1863.222,56.023,1.0,1852.124,11.214,0.6779999732971191,1135.828,366.696,1.0,1142.561,397.243,1.0,1143.256,444.353,1.0,1128.899,307.51,1.0,1136.142,348.503,1.0,1141.086,388.284,1.0,1041.084,797.034,1.0,1041.357,847.959,1.0,1047.967,896.113,1.0,1820.946,441.104,1.0,1789.977,507.956,1.0,1761.953,573.563,1.0,1727.15,628.471,1.0,1695.067,696.77,1.0
11,1899.804,76.328,0.9959999918937683,1863.057,55.609,1.0,1852.087,9.942,0.9789999723434448,1136.913,366.996,1.0,1142.382,399.252,1.0,1141.727,446.264,1.0,1129.337,307.405,1.0,1137.066,349.327,1.0,1147.862,386.965,1.0,1039.38,798.038,1.0,1040.892,847.394,1.0,1047.167,896.415,1.0,1820.909,441.503,1.0,1790.408,508.001,1.0,1761.916,574.339,1.0,1728.342,624.75,1.0,1695.978,695.068,1.0
12,1897.858,79.991,0.9980000257492065,1864.763,53.62,1.0,1859.494,11.982,0.49300000071525574,1138.224,366.962,1.0,1140.662,398.921,1.0,1141.748,445.487,1.0,1129.551,307.424,1.0,1135.489,348.617,1.0,1139.27,389.298,1.0,1039.319,795.572,1.0,1039.106,843.428,1.0,1047.573,896.577,1.0,1821.928,440.516,1.0,1788.616,508.926,1.0,1760.244,572.484,1.0,1727.883,628.501,1.0,1695.759,694.541,1.0
13,1900.168,75.986,0.996999979019165,1865.069,53.806,1.0,1852.234,11.932,0.6240000128746033,1137.787,367.935,1.0,1139.395,400.166,1.0,1140.854,446.132,1.0,1129.586,307.405,1.0,1136.123,348.651,1.0,1139.888,390.11,1.0,1039.266,796.832,1.0,1039.782,843.403,1.0,1047.359,896.589,1.0,1823.374,441.184,1.0,1788.173,508.57,1.0,1758.662,573.495,1.0,1728.509,628.876,1.0,1697.221,694.081,1.0
14,1900.153,75.531,0.996999979019165,1866.37,52.204,1.0,1852.786,12.303,0.9070000052452087,1130.861,367.483,1.0,1139.527,401.893,1.0,1139.595,445.875,1.0,1129.64,307.964,1.0,1136.689,348.513,1.0,1148.018,387.444,1.0,1039.457,795.688,1.0,1038.986,843.116,1.0,1047.21,895.792,1.0,1823.552,440.922,1.0,1789.298,508.711,1.0,1759.02,574.087,1.0,1727.748,621.956,1.0,1697.35,696.637,1.0
15,1900.65,75.043,0.9959999918937683,1867.425,53.84,1.0,1852.35,20.013,0.8090000152587891,1137.751,368.063,1.0,1140.176,401.868,1.0,1134.851,438.566,1.0,1129.033,307.815,1.0,1136.626,348.532,1.0,1150.076,385.116,1.0,1039.017,795.701,1.0,1039.209,843.848,1.0,1048.156,896.472,1.0,1822.924,441.106,1.0,1790.057,507.793,1.0,1759.05,571.139,1.0,1727.778,620.895,1.0,1696.66,696.382,1.0
16,1900.335,75.736,0.996999979019165,1866.327,54.363,1.0,1852.337,20.062,0.8259999752044678,1131.11,366.81,1.0,1142.295,400.066,1.0,1137.389,437.944,1.0,1129.086,307.45,1.0,1137.208,348.6,1.0,1150.427,385.761,1.0,1039.607,796.355,1.0,1039.14,843.35,1.0,1048.483,897.405,1.0,1822.615,441.619,1.0,1790.522,509.044,1.0,1760.039,572.558,1.0,1727.255,625.403,1.0,1696.602,695.869,1.0
17,1900.143,75.576,0.996999979019165,1864.634,54.87,1.0,1852.29,12.215,0.7310000061988831,1130.659,366.786,1.0,1142.731,400.555,1.0,1135.04,438.754,1.0,1129.601,306.991,1.0,1137.457,348.491,1.0,1149.293,385.886,1.0,1039.791,796.028,1.0,1039.168,842.331,1.0,1048.292,895.742,1.0,1823.031,441.588,1.0,1790.444,509.161,1.0,1759.582,573.053,1.0,1727.819,621.763,1.0,1696.263,696.134,1.0
18,1900.742,76.17,0.9959999918937683,1865.213,55.688,1.0,1851.876,11.684,0.40400001406669617,1137.772,367.653,1.0,1143.533,397.619,1.0,1141.792,446.049,1.0,1129.856,307.753,1.0,1136.965,348.776,1.0,1139.88,388.274,1.0,1039.026,796.519,1.0,1039.114,841.756,1.0,1047.067,895.851,1.0,1823.468,441.956,1.0,1790.482,507.446,1.0,1760.127,572.156,1.0,1727.747,625.152,1.0,1696.802,693.541,1.0
19,1898.279,80.092,0.996999979019165,1864.085,55.391,1.0,1851.926,12.087,0.5830000042915344,1137.509,367.271,1.0,1139.423,402.898,1.0,1137.35,438.842,1.0,,,,,,,,,,1039.127,796.811,1.0,1039.483,841.993,1.0,1046.314,895.296,1.0,1821.554,442.081,1.0,1788.796,507.938,1.0,1757.095,573.008,1.0,1727.75,627.569,1.0,1694.397,694.16,1.0
20,1900.994,75.493,0.996999979019165,1865.296,54.87,1.0,1852.0,11.9,0.492000013589859,1136.995,367.504,1.0,1144.508,397.895,1.0,1139.032,438.443,1.0,1129.285,307.87,1.0,1136.748,349.481,1.0,1140.503,388.917,1.0,1039.934,795.906,1.0,1039.591,842.961,1.0,1046.297,895.555,1.0,1821.151,442.002,1.0,1790.118,509.137,1.0,1757.947,574.488,1.0,1726.321,632.401,1.0,1695.238,696.651,1.0
21,1900.354,76.378,0.9950000047683716,1864.334,54.169,1.0,1851.691,11.237,0.40799999237060547,1136.975,367.277,1.0,1143.583,397.959,1.0,1147.586,441.647,1.0,1130.245,307.451,1.0,1137.298,348.845,1.0,1140.043,388.484,1.0,1039.616,795.601,1.0,1038.749,842.363,1.0,1047.736,895.078,1.0,1820.693,440.702,1.0,1789.281,509.015,1.0,1758.321,574.46,1.0,1727.316,629.535,1.0,1699.046,695.859,1.0
22,1900.375,77.004,0.9950000047683716,1864.493,53.896,1.0,1852.216,10.866,0.9610000252723694,1137.226,367.496,1.0,1143.528,398.086,1.0,1137.944,438.377,1.0,1130.141,307.361,1.0,1138.197,348.348,1.0,1138.988,388.843,0.9959999918937683,,,,,,,,,,1820.666,441.59,1.0,1789.19,508.819,1.0,1759.958,570.336,1.0,1726.058,627.236,1.0,1694.771,696.535,1.0
23,1900.25,76.992,0.9950000047683716,1865.097,53.822,1.0,1851.963,9.97,0.9670000076293945,1136.059,367.779,1.0,1141.367,398.027,1.0,1139.956,446.086,1.0,1130.348,307.495,1.0,1138.813,349.688,1.0,1146.975,387.375,1.0,1039.132,796.942,1.0,1039.291,841.858,1.0,1045.166,896.225,1.0,1821.703,441.708,1.0,1790.03,509.241,1.0,1759.306,569.516,1.0,1727.808,623.707,1.0,1695.014,696.407,1.0
24,1900.891,75.271,0.9950000047683716,1865.743,53.329,1.0,1851.81,11.802,0.5249999761581421,1136.255,366.462,1.0,1142.745,397.313,1.0,1143.356,446.448,1.0,1132.175,307.569,1.0,1138.146,349.409,1.0,1141.422,388.612,1.0,1044.191,796.188,1.0,1040.363,845.441,1.0,1045.967,895.289,1.0,1820.801,440.986,1.0,1789.278,508.528,1.0,1759.547,570.874,1.0,1728.792,629.183,1.0,1698.392,695.241,1.0
25,1899.955,76.161,0.9950000047683716,1865.816,52.236,1.0,1852.016,11.997,0.5,1135.66,367.159,1.0,1140.993,397.103,1.0,1142.687,445.453,1.0,1132.558,307.13,1.0,1139.41,349.358,1.0,1149.027,387.064,1.0,1043.159,796.733,1.0,1039.924,845.685,1.0,1044.74,895.21,1.0,1821.653,440.655,1.0,1788.42,508.216,1.0,1760.744,568.799,1.0,1726.366,626.27,1.0,1695.326,695.062,1.0
26,1900.152,76.346,0.9940000176429749,1865.596,52.214,1.0,1851.725,10.401,0.593999981880188,1136.902,366.423,1.0,1142.299,397.509,1.0,1143.381,446.2,1.0,1131.75,307.445,1.0,1137.987,350.077,1.0,1148.059,386.524,1.0,1044.884,796.385,1.0,1039.816,845.149,1.0,1044.624,895.098,1.0,1821.233,440.815,1.0,1788.181,508.142,1.0,1759.311,568.253,1.0,1728.551,624.351,1.0,1696.503,694.333,1.0
27,1900.094,75.718,0.9950000047683716,1866.744,53.865,1.0,1851.913,10.882,0.6809999942779541,1130.392,364.755,1.0,1144.522,397.394,1.0,1150.047,440.475,1.0,1131.79,306.763,1.0,1139.267,349.747,1.0,1148.751,385.953,1.0,1042.868,796.53,1.0,1040.358,845.148,1.0,1045.277,895.619,1.0,1822.151,441.37,1.0,1788.303,508.669,1.0,1759.355,568.258,1.0,1728.998,624.96,1.0,1696.895,694.506,1.0
28,1899.959,75.984,0.9940000176429749,1865.109,52.891,1.0,1851.951,9.616,0.9200000166893005,1136.322,365.316,1.0,1143.882,396.636,1.0,1149.247,441.846,1.0,1132.71,306.817,1.0,1138.745,349.511,1.0,1141.774,386.671,1.0,1042.922,796.419,1.0,1040.208,844.855,1.0,1045.24,895.591,1.0,1821.497,441.187,1.0,1788.288,507.634,1.0,1758.678,571.26,1.0,1727.919,627.438,1.0,1697.979,696.374,1.0
29,1900.285,75.448,0.9950000047683716,1864.942,52.738,1.0,1852.23,10.212,0.7070000171661377,1137.782,366.398,1.0,1143.094,397.407,1.0,1149.159,440.268,1.0,1131.696,306.773,1.0,1138.613,349.79,1.0,1140.737,387.855,1.0,1040.956,797.103,1.0,1040.247,845.868,1.0,1045.995,895.606,1.0,1821.953,441.724,1.0,1788.494,507.244,1.0,1760.953,570.116,1.0,1727.378,625.329,1.0,1695.935,696.975,1.0
30,1900.324,75.18,0.996999979019165,1864.918,54.104,1.0,1851.965,10.731,0.5680000185966492,1137.839,366.22,1.0,1141.605,397.035,1.0,1149.448,440.629,1.0,1132.099,307.162,1.0,1139.533,349.429,1.0,1147.709,386.551,1.0,1042.107,797.015,1.0,1039.789,844.95,1.0,1045.536,896.081,1.0,1821.757,441.846,1.0,1789.052,507.077,1.0,1759.376,569.926,1.0,1728.556,626.16,1.0,1696.15,695.318,1.0
31,1900.48,74.667,0.9950000047683716,1864.441,53.166,1.0,1851.842,10.818,0.8899999856948853,1137.4,366.179,1.0,1141.521,395.712,1.0,1149.152,440.769,1.0,1132.58,307.253,1.0,1139.381,349.086,1.0,1147.261,386.389,1.0,1041.973,797.136,1.0,1040.076,844.209,1.0,1045.415,896.176,1.0,1821.862,441.452,1.0,1787.839,508.777,1.0,1760.313,570.541,1.0,1726.755,622.687,1.0,1698.393,694.818,1.0
32,1900.62,75.611,0.9940000176429749,1862.69,51.961,1.0,1851.742,10.747,0.4749999940395355,1137.787,366.197,1.0,1140.908,395.698,1.0,1148.265,440.237,1.0,1132.565,306.94,1.0,1138.933,348.504,1.0,1141.3,387.603,1.0,1041.102,797.02,1.0,1040.05,844.052,1.0,1045.897,895.926,1.0,1821.015,441.163,1.0,1788.424,508.595,1.0,1759.938,570.433,1.0,1727.173,626.151,1.0,1696.18,695.359,1.0
33,1901.112,75.14,0.9919999837875366,1863.696,52.868,1.0,1851.756,10.95,0.39500001072883606,1138.174,365.697,1.0,1140.74,394.916,1.0,1143.222,444.639,1.0,1131.902,307.26,1.0,1138.959,348.539,1.0,1140.97,387.655,1.0,1040.134,797.378,1.0,1038.974,844.584,1.0,1045.534,896.26,1.0,1820.753,441.865,1.0,1788.128,507.396,1.0,1759.203,570.259,1.0,1726.356,624.646,1.0,1696.655,695.786,1.0
34,1900.79,75.299,0.9909999966621399,1865.111,53.001,1.0,1852.36,10.878,0.8199999928474426,1137.689,365.408,1.0,1141.108,396.328,1.0,1143.528,445.876,1.0,1132.426,306.21,1.0,1138.518,347.961,1.0,1140.473,388.343,1.0,1040.111,797.257,1.0,1039.226,844.803,1.0,1045.252,896.324,1.0,1820.143,441.335,1.0,1787.452,508.485,1.0,1758.593,572.028,1.0,1727.759,629.47,1.0,1697.879,695.185,1.0
35,1900.169,76.419,0.9909999966621399,1864.659,52.613,1.0,1852.054,11.746,0.621999979019165,1137.755,365.021,1.0,1140.423,395.591,1.0,1143.833,446.179,1.0,1132.058,307.237,1.0,1138.132,347.806,1.0,1139.972,388.59,1.0,1039.546,796.259,1.0,1038.899,844.462,1.0,1044.435,896.45,1.0,1820.678,441.702,1.0,1788.022,507.928,1.0,1760.03,570.765,1.0,1725.305,628.027,1.0,1696.185,694.208,1.0
36,1901.187,73.464,0.9950000047683716,1866.952,54.427,1.0,1852.305,19.326,0.9430000185966492,1131.426,364.969,1.0,1142.503,396.197,1.0,1147.994,440.644,1.0,1132.233,306.761,1.0,1138.971,350.277,1.0,1142.897,388.386,1.0,1040.484,797.229,1.0,1039.783,846.041,1.0,1043.218,897.666,1.0,1821.025,440.622,1.0,1788.213,510.194,1.0,1758.258,572.513,1.0,1725.424,628.282,1.0,1694.994,696.136,1.0
37,1900.338,74.409,0.996999979019165,1867.028,55.265,1.0,1853.52,19.95,0.9980000257492065,1137.153,366.648,1.0,1139.598,395.594,1.0,1139.361,437.819,1.0,1131.993,307.194,1.0,1138.838,349.517,1.0,1142.089,387.632,1.0,1040.748,796.586,1.0,1039.838,846.633,1.0,1041.82,897.98,1.0,1820.969,440.876,1.0,1788.325,511.387,1.0,1759.622,573.342,1.0,1726.647,629.219,1.0,1695.442,695.65,1.0
38,1900.108,75.186,0.996999979019165,1867.296,54.357,1.0,1852.95,13.779,0.9869999885559082,1136.607,367.413,1.0,1139.016,395.968,1.0,1143.308,445.529,1.0,1132.504,307.092,1.0,1139.55,349.756,1.0,1142.348,386.531,1.0,1039.862,797.386,1.0,1040.277,846.755,1.0,1042.305,898.029,1.0,1821.515,441.385,1.0,1789.57,511.368,1.0,1760.344,574.16,1.0,1726.985,629.018,1.0,1698.119,696.384,1.0
39,1900.439,75.113,0.996999979019165,1868.056,52.988,1.0,1853.565,19.168,0.996999979019165,1137.651,366.973,1.0,1138.601,396.936,1.0,1142.056,445.373,1.0,1132.818,306.755,1.0,1139.281,348.994,1.0,1147.454,383.978,1.0,1039.915,797.047,1.0,1040.197,846.231,1.0,1044.101,896.426,1.0,1821.904,440.686,1.0,1793.451,511.753,1.0,1758.092,572.568,1.0,1727.825,628.405,1.0,1698.257,696.961,1.0
40,1899.448,76.287,0.996999979019165,1867.283,52.404,1.0,1853.349,13.465,0.9959999918937683,1129.557,364.519,1.0,1140.264,395.915,1.0,1143.087,444.731,1.0,1132.744,306.89,1.0,1139.396,348.083,1.0,1147.071,383.24,1.0,1039.26,797.563,1.0,1040.339,846.469,1.0,1042.853,897.551,1.0,1821.21,441.12,1.0,1792.951,511.536,1.0,1760.542,571.517,1.0,1728.234,626.812,1.0,1695.888,696.486,1.0
41,1900.204,75.217,0.9959999918937683,1866.606,51.719,1.0,1852.418,11.198,0.9710000157356262,1131.204,364.078,1.0,1138.8,395.875,1.0,1143.033,444.927,1.0,1132.321,306.781,1.0,1139.015,348.188,1.0,1147.159,383.903,1.0,,,,,,,,,,1822.281,440.515,1.0,1790.948,507.948,1.0,1759.85,571.394,1.0,1732.513,630.467,1.0,1697.706,694.925,1.0
42,1899.254,75.222,0.996999979019165,1867.93,51.416,1.0,1852.531,10.281,0.9819999933242798,1130.495,364.34,1.0,1137.192,395.863,1.0,1142.516,444.618,1.0,1132.375,307.05,1.0,1139.26,348.917,1.0,1146.996,384.32,1.0,1040.255,797.032,1.0,1040.451,846.539,1.0,1041.999,897.672,1.0,1820.858,441.342,1.0,1790.641,508.323,1.0,1759.886,569.429,1.0,1729.615,626.899,1.0,1696.021,696.028,1.0
