Tool 1 :C:\Program Files (x86)\Northern Digital Inc\8700449.rom
Tool 2 :C:\Program Files (x86)\Northern Digital Inc\8700339.rom
YCB Object No.:617047
Frame No: TimeStamp--Tool 1, 2: Tx,Ty, Tz, Q0, Qx, Qy, Qz, *** Tx,Ty, Tz, Q0, Qx, Qy, Qz
Measurement Completed for 17/08/2022 at 5:30 PM.

Frame 1, 2022-08-17-17-29-15.689450, Both Rigid bodies out of volume?
Frame 4, 2022-08-17-17-29-15.748454, Both Rigid bodies out of volume?
Frame 7, 2022-08-17-17-29-15.799457, Both Rigid bodies out of volume?
Frame 10, 2022-08-17-17-29-15.849460, Both Rigid bodies out of volume?
Frame 13, 2022-08-17-17-29-15.899462, Both Rigid bodies out of volume?
Frame 16, 2022-08-17-17-29-15.948465, Both Rigid bodies out of volume?
Frame 19, 2022-08-17-17-29-15.998468, Both Rigid bodies out of volume?
Frame 22, 2022-08-17-17-29-16.049471, Both Rigid bodies out of volume?
Frame 25, 2022-08-17-17-29-16.098474, Both Rigid bodies out of volume?
Frame 28, 2022-08-17-17-29-16.148477, Both Rigid bodies out of volume?
Frame 31, 2022-08-17-17-29-16.199480, Both Rigid bodies out of volume?
Frame 34, 2022-08-17-17-29-16.248482, Both Rigid bodies out of volume?
Frame 37, 2022-08-17-17-29-16.298485, Both Rigid bodies out of volume?
Frame 40, 2022-08-17-17-29-16.349488, Both Rigid bodies out of volume?
Frame 43, 2022-08-17-17-29-16.398491, Both Rigid bodies out of volume?
Frame 46, 2022-08-17-17-29-16.449494, Both Rigid bodies out of volume?
Frame 49, 2022-08-17-17-29-16.499497, Both Rigid bodies out of volume?
Frame 52, 2022-08-17-17-29-16.550499, Both Rigid bodies out of volume?
Frame 55, 2022-08-17-17-29-16.599503, Both Rigid bodies out of volume?
Frame 58, 2022-08-17-17-29-16.650506, Both Rigid bodies out of volume?
Frame 61, 2022-08-17-17-29-16.699508, Both Rigid bodies out of volume?
Frame 64, 2022-08-17-17-29-16.749511, Both Rigid bodies out of volume?
Frame 67, 2022-08-17-17-29-16.798514, Both Rigid bodies out of volume?
Frame 70, 2022-08-17-17-29-16.848517, Both Rigid bodies out of volume?
Frame 73, 2022-08-17-17-29-16.899519, Both Rigid bodies out of volume?
Frame 76, 2022-08-17-17-29-16.948523, Both Rigid bodies out of volume?
Frame 79, 2022-08-17-17-29-16.998525, Both Rigid bodies out of volume?
Frame 82, 2022-08-17-17-29-17.049528, Both Rigid bodies out of volume?
Frame 85, 2022-08-17-17-29-17.098531, Both Rigid bodies out of volume?
Frame 88, 2022-08-17-17-29-17.149534, Both Rigid bodies out of volume?
Frame 91, 2022-08-17-17-29-17.198537, Both Rigid bodies out of volume?
Frame 94, 2022-08-17-17-29-17.248539, Both Rigid bodies out of volume?
Frame 97, 2022-08-17-17-29-17.299542, Both Rigid bodies out of volume?
Frame 100, 2022-08-17-17-29-17.348546, Both Rigid bodies out of volume?
Frame 103, 2022-08-17-17-29-17.398548, Both Rigid bodies out of volume?
Frame 106, 2022-08-17-17-29-17.449551, Both Rigid bodies out of volume?
Frame 109, 2022-08-17-17-29-17.499554, Both Rigid bodies out of volume?
Frame 112, 2022-08-17-17-29-17.550557, Both Rigid bodies out of volume?
Frame 115, 2022-08-17-17-29-17.600560, Both Rigid bodies out of volume?
Frame 118, 2022-08-17-17-29-17.648562, Both Rigid bodies out of volume?
Frame 121, 2022-08-17-17-29-17.699565, Both Rigid bodies out of volume?
Frame 124, 2022-08-17-17-29-17.749568, Both Rigid bodies out of volume?
Frame 127, 2022-08-17-17-29-17.798571, Both Rigid bodies out of volume?
Frame 130, 2022-08-17-17-29-17.849574, Both Rigid bodies out of volume?
Frame 133, 2022-08-17-17-29-17.898577, Both Rigid bodies out of volume?
Frame 136, 2022-08-17-17-29-17.948580, Both Rigid bodies out of volume?
Frame 139, 2022-08-17-17-29-17.999582, Both Rigid bodies out of volume?
Frame 142, 2022-08-17-17-29-18.048585, Both Rigid bodies out of volume?
Frame 145, 2022-08-17-17-29-18.098588, Both Rigid bodies out of volume?
Frame 148, 2022-08-17-17-29-18.149591, Both Rigid bodies out of volume?
Frame 151, 2022-08-17-17-29-18.198594, Both Rigid bodies out of volume?
Frame 154, 2022-08-17-17-29-18.248597, Both Rigid bodies out of volume?
Frame 157, 2022-08-17-17-29-18.299600, Both Rigid bodies out of volume?
Frame 160, 2022-08-17-17-29-18.350603, Both Rigid bodies out of volume?
Frame 163, 2022-08-17-17-29-18.399605, Both Rigid bodies out of volume?
Frame 166, 2022-08-17-17-29-18.449608, Both Rigid bodies out of volume?
Frame 169, 2022-08-17-17-29-18.499611, Both Rigid bodies out of volume?
Frame 172, 2022-08-17-17-29-18.549614, Both Rigid bodies out of volume?
Frame 175, 2022-08-17-17-29-18.599617, Both Rigid bodies out of volume?
Frame 178, 2022-08-17-17-29-18.648620, Both Rigid bodies out of volume?
Frame 181, 2022-08-17-17-29-18.699623, Both Rigid bodies out of volume?
Frame 184, 2022-08-17-17-29-18.748625, Both Rigid bodies out of volume?
Frame 187, 2022-08-17-17-29-18.798628, Both Rigid bodies out of volume?
Frame 190, 2022-08-17-17-29-18.849631, Both Rigid bodies out of volume?
Frame 193, 2022-08-17-17-29-18.898634, Both Rigid bodies out of volume?
Frame 196, 2022-08-17-17-29-18.948637, Both Rigid bodies out of volume?
Frame 199, 2022-08-17-17-29-18.999639, Both Rigid bodies out of volume?
Frame 202, 2022-08-17-17-29-19.048643, Both Rigid bodies out of volume?
Frame 205, 2022-08-17-17-29-19.099646, Both Rigid bodies out of volume?
Frame 208, 2022-08-17-17-29-19.148648, Both Rigid bodies out of volume?
Frame 211, 2022-08-17-17-29-19.200651, Both Rigid bodies out of volume?
Frame 214, 2022-08-17-17-29-19.249654, Both Rigid bodies out of volume?
Frame 217, 2022-08-17-17-29-19.300657, Both Rigid bodies out of volume?
Frame 220, 2022-08-17-17-29-19.350660, Both Rigid bodies out of volume?
Frame 223, 2022-08-17-17-29-19.399662, Both Rigid bodies out of volume?
Frame 226, 2022-08-17-17-29-19.449666, Both Rigid bodies out of volume?
Frame 229, 2022-08-17-17-29-19.499668, Both Rigid bodies out of volume?
Frame 232, 2022-08-17-17-29-19.549671, Both Rigid bodies out of volume?
Frame 235, 2022-08-17-17-29-19.598674, Both Rigid bodies out of volume?
Frame 238, 2022-08-17-17-29-19.648677, Both Rigid bodies out of volume?
Frame 241, 2022-08-17-17-29-19.699680, Both Rigid bodies out of volume?
Frame 244, 2022-08-17-17-29-19.748682, Both Rigid bodies out of volume?
Frame 247, 2022-08-17-17-29-19.799685, Both Rigid bodies out of volume?
Frame 250, 2022-08-17-17-29-19.849689, Both Rigid bodies out of volume?
Frame 253, 2022-08-17-17-29-19.898691, Both Rigid bodies out of volume?
Frame 256, 2022-08-17-17-29-19.949694, Both Rigid bodies out of volume?
Frame 259, 2022-08-17-17-29-19.999697, Both Rigid bodies out of volume?
Frame 262, 2022-08-17-17-29-20.048700, Both Rigid bodies out of volume?
Frame 265, 2022-08-17-17-29-20.099703, Both Rigid bodies out of volume?
Frame 268, 2022-08-17-17-29-20.149705, Both Rigid bodies out of volume?
Frame 271, 2022-08-17-17-29-20.200708, Both Rigid bodies out of volume?
Frame 274, 2022-08-17-17-29-20.249711, Both Rigid bodies out of volume?
Frame 277, 2022-08-17-17-29-20.300714, Both Rigid bodies out of volume?
Frame 280, 2022-08-17-17-29-20.349717, Both Rigid bodies out of volume?
Frame 283, 2022-08-17-17-29-20.399720, Both Rigid bodies out of volume?
Frame 286, 2022-08-17-17-29-20.448723, Both Rigid bodies out of volume?
Frame 289, 2022-08-17-17-29-20.499725, Both Rigid bodies out of volume?
Frame 292, 2022-08-17-17-29-20.549728, Both Rigid bodies out of volume?
Frame 295, 2022-08-17-17-29-20.598731, Both Rigid bodies out of volume?
Frame 298, 2022-08-17-17-29-20.649734, Both Rigid bodies out of volume?
Frame 301, 2022-08-17-17-29-20.699737, Both Rigid bodies out of volume?
Frame 304, 2022-08-17-17-29-20.748740, Both Rigid bodies out of volume?
Frame 307, 2022-08-17-17-29-20.799743, Both Rigid bodies out of volume?
Frame 310, 2022-08-17-17-29-20.848745, Both Rigid bodies out of volume?
Frame 313, 2022-08-17-17-29-20.898748, Both Rigid bodies out of volume?
Frame 316, 2022-08-17-17-29-20.949751, Both Rigid bodies out of volume?
Frame 319, 2022-08-17-17-29-21.000754, Both Rigid bodies out of volume?
Frame 322, 2022-08-17-17-29-21.049757, Both Rigid bodies out of volume?
Frame 325, 2022-08-17-17-29-21.099760, Both Rigid bodies out of volume?
Frame 328, 2022-08-17-17-29-21.150763, Both Rigid bodies out of volume?
Frame 331, 2022-08-17-17-29-21.199766, Both Rigid bodies out of volume?
Frame 334, 2022-08-17-17-29-21.249768, Both Rigid bodies out of volume?
Frame 337, 2022-08-17-17-29-21.299771, Both Rigid bodies out of volume?
Frame 340, 2022-08-17-17-29-21.349774, Both Rigid bodies out of volume?
Frame 343, 2022-08-17-17-29-21.399777, Both Rigid bodies out of volume?
Frame 346, 2022-08-17-17-29-21.448780, Both Rigid bodies out of volume?
Frame 349, 2022-08-17-17-29-21.499783, Both Rigid bodies out of volume?
Frame 352, 2022-08-17-17-29-21.548786, Both Rigid bodies out of volume?
Frame 355, 2022-08-17-17-29-21.598788, Both Rigid bodies out of volume?
Frame 358, 2022-08-17-17-29-21.649791, Both Rigid bodies out of volume?
Frame 361, 2022-08-17-17-29-21.698794, Both Rigid bodies out of volume?
Frame 364, 2022-08-17-17-29-21.749797, Both Rigid bodies out of volume?
Frame 367, 2022-08-17-17-29-21.799800, Both Rigid bodies out of volume?
Frame 370, 2022-08-17-17-29-21.850803, Both Rigid bodies out of volume?
Frame 373, 2022-08-17-17-29-21.899806, Both Rigid bodies out of volume?
Frame 376, 2022-08-17-17-29-21.949809, Both Rigid bodies out of volume?
Frame 379, 2022-08-17-17-29-22.000812, Both Rigid bodies out of volume?
Frame 382, 2022-08-17-17-29-22.051815, Both Rigid bodies out of volume?
Frame 385, 2022-08-17-17-29-22.101817, Both Rigid bodies out of volume?
Frame 388, 2022-08-17-17-29-22.150820, Both Rigid bodies out of volume?
Frame 391, 2022-08-17-17-29-22.200823, Both Rigid bodies out of volume?
Frame 394, 2022-08-17-17-29-22.250826, Both Rigid bodies out of volume?
Frame 397, 2022-08-17-17-29-22.299829, Both Rigid bodies out of volume?
Frame 400, 2022-08-17-17-29-22.349831, Both Rigid bodies out of volume?
Frame 403, 2022-08-17-17-29-22.400834, Both Rigid bodies out of volume?
Frame 406, 2022-08-17-17-29-22.449837, Both Rigid bodies out of volume?
Frame 409, 2022-08-17-17-29-22.499840, Both Rigid bodies out of volume?
Frame 412, 2022-08-17-17-29-22.548843, Both Rigid bodies out of volume?
Frame 415, 2022-08-17-17-29-22.599845, Both Rigid bodies out of volume?
Frame 418, 2022-08-17-17-29-22.649848, Both Rigid bodies out of volume?
Frame 421, 2022-08-17-17-29-22.700851, Both Rigid bodies out of volume?
Frame 424, 2022-08-17-17-29-22.749854, Both Rigid bodies out of volume?
Frame 427, 2022-08-17-17-29-22.799857, Both Rigid bodies out of volume?
Frame 430, 2022-08-17-17-29-22.850860, Both Rigid bodies out of volume?
Frame 433, 2022-08-17-17-29-22.899863, Both Rigid bodies out of volume?
Frame 436, 2022-08-17-17-29-22.950866, Both Rigid bodies out of volume?
Frame 439, 2022-08-17-17-29-23.001869, Both Rigid bodies out of volume?
Frame 442, 2022-08-17-17-29-23.051871, Both Rigid bodies out of volume?
Frame 445, 2022-08-17-17-29-23.100874, Both Rigid bodies out of volume?
Frame 448, 2022-08-17-17-29-23.151877, Both Rigid bodies out of volume?
Frame 451, 2022-08-17-17-29-23.200880, Both Rigid bodies out of volume?
Frame 454, 2022-08-17-17-29-23.250883, Both Rigid bodies out of volume?
Frame 457, 2022-08-17-17-29-23.299886, Both Rigid bodies out of volume?
Frame 460, 2022-08-17-17-29-23.349888, Both Rigid bodies out of volume?
Frame 463, 2022-08-17-17-29-23.400891, Both Rigid bodies out of volume?
Frame 466, 2022-08-17-17-29-23.449894, Both Rigid bodies out of volume?
Frame 469, 2022-08-17-17-29-23.500897, Both Rigid bodies out of volume?
Frame 472, 2022-08-17-17-29-23.550900, Tool  1, -206.695358, 19.183434, -1556.790161, 0.386926, 0.406016, -0.147408, 0.814685, Tool 2, 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 475, 2022-08-17-17-29-23.634905, Tool  1, -206.009811, 18.864908, -1556.803345, 0.387271, 0.405824, -0.147969, 0.814514, Tool 2, 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 481, 2022-08-17-17-29-23.714910, Tool  1, -206.166321, 18.115139, -1557.140869, 0.387556, 0.405840, -0.147735, 0.814414, Tool 2, 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 487, 2022-08-17-17-29-23.798914, Tool  1, -208.881256, 16.548788, -1556.987061, 0.384682, 0.406000, -0.147358, 0.815764, Tool 2, 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 490, 2022-08-17-17-29-23.882919, Tool  1, -210.850922, 15.708028, -1556.427368, 0.383196, 0.406587, -0.147208, 0.816198, Tool 2, 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 496, 2022-08-17-17-29-23.964924, Tool  1, -216.450226, 12.983515, -1555.762207, 0.378815, 0.408535, -0.145282, 0.817614, Tool 2, 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 502, 2022-08-17-17-29-24.048929, Tool  1, -221.701813, 10.497510, -1555.331177, 0.375170, 0.408221, -0.144311, 0.819621, Tool 2, 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
