Tool 1 :C:\Program Files (x86)\Northern Digital Inc\8700449.rom
Tool 2 :C:\Program Files (x86)\Northern Digital Inc\8700339.rom
YCB Object No.:740524
Frame No: TimeStamp--Tool 1, 2: Tx,Ty, Tz, Q0, Qx, Qy, Qz, *** Tx,Ty, Tz, Q0, Qx, Qy, Qz
Measurement Completed for 19/08/2022 at 2:55 PM.

Frame 1, 2022-08-19-14-54-13.181972, Both Rigid bodies out of volume?
Frame 4, 2022-08-19-14-54-13.240975, Both Rigid bodies out of volume?
Frame 7, 2022-08-19-14-54-13.290978, Both Rigid bodies out of volume?
Frame 10, 2022-08-19-14-54-13.341981, Both Rigid bodies out of volume?
Frame 13, 2022-08-19-14-54-13.390984, Both Rigid bodies out of volume?
Frame 16, 2022-08-19-14-54-13.440987, Both Rigid bodies out of volume?
Frame 19, 2022-08-19-14-54-13.491990, Both Rigid bodies out of volume?
Frame 22, 2022-08-19-14-54-13.540993, Both Rigid bodies out of volume?
Frame 25, 2022-08-19-14-54-13.591996, Both Rigid bodies out of volume?
Frame 28, 2022-08-19-14-54-13.640998, Both Rigid bodies out of volume?
Frame 31, 2022-08-19-14-54-13.693001, Both Rigid bodies out of volume?
Frame 34, 2022-08-19-14-54-13.742004, Both Rigid bodies out of volume?
Frame 37, 2022-08-19-14-54-13.793007, Both Rigid bodies out of volume?
Frame 40, 2022-08-19-14-54-13.842010, Both Rigid bodies out of volume?
Frame 43, 2022-08-19-14-54-13.892013, Both Rigid bodies out of volume?
Frame 46, 2022-08-19-14-54-13.942016, Both Rigid bodies out of volume?
Frame 49, 2022-08-19-14-54-13.992018, Both Rigid bodies out of volume?
Frame 52, 2022-08-19-14-54-14.042021, Both Rigid bodies out of volume?
Frame 55, 2022-08-19-14-54-14.091024, Both Rigid bodies out of volume?
Frame 58, 2022-08-19-14-54-14.141027, Both Rigid bodies out of volume?
Frame 61, 2022-08-19-14-54-14.192030, Both Rigid bodies out of volume?
Frame 64, 2022-08-19-14-54-14.241033, Both Rigid bodies out of volume?
Frame 67, 2022-08-19-14-54-14.292036, Both Rigid bodies out of volume?
Frame 70, 2022-08-19-14-54-14.341038, Both Rigid bodies out of volume?
Frame 73, 2022-08-19-14-54-14.391041, Both Rigid bodies out of volume?
Frame 76, 2022-08-19-14-54-14.442044, Both Rigid bodies out of volume?
Frame 79, 2022-08-19-14-54-14.491047, Both Rigid bodies out of volume?
Frame 82, 2022-08-19-14-54-14.543050, Both Rigid bodies out of volume?
Frame 85, 2022-08-19-14-54-14.592053, Both Rigid bodies out of volume?
Frame 88, 2022-08-19-14-54-14.643055, Both Rigid bodies out of volume?
Frame 91, 2022-08-19-14-54-14.693058, Both Rigid bodies out of volume?
Frame 94, 2022-08-19-14-54-14.742061, Both Rigid bodies out of volume?
Frame 97, 2022-08-19-14-54-14.792064, Both Rigid bodies out of volume?
Frame 100, 2022-08-19-14-54-14.842067, Both Rigid bodies out of volume?
Frame 103, 2022-08-19-14-54-14.892070, Both Rigid bodies out of volume?
Frame 106, 2022-08-19-14-54-14.941073, Both Rigid bodies out of volume?
Frame 109, 2022-08-19-14-54-14.992075, Both Rigid bodies out of volume?
Frame 112, 2022-08-19-14-54-15.041079, Both Rigid bodies out of volume?
Frame 115, 2022-08-19-14-54-15.091081, Both Rigid bodies out of volume?
Frame 118, 2022-08-19-14-54-15.142084, Both Rigid bodies out of volume?
Frame 121, 2022-08-19-14-54-15.191087, Both Rigid bodies out of volume?
Frame 124, 2022-08-19-14-54-15.241090, Both Rigid bodies out of volume?
Frame 127, 2022-08-19-14-54-15.292093, Both Rigid bodies out of volume?
Frame 130, 2022-08-19-14-54-15.341095, Both Rigid bodies out of volume?
Frame 133, 2022-08-19-14-54-15.391098, Both Rigid bodies out of volume?
Frame 136, 2022-08-19-14-54-15.442101, Both Rigid bodies out of volume?
Frame 139, 2022-08-19-14-54-15.491104, Both Rigid bodies out of volume?
Frame 142, 2022-08-19-14-54-15.542107, Both Rigid bodies out of volume?
Frame 145, 2022-08-19-14-54-15.592110, Both Rigid bodies out of volume?
Frame 148, 2022-08-19-14-54-15.643113, Both Rigid bodies out of volume?
Frame 151, 2022-08-19-14-54-15.692116, Both Rigid bodies out of volume?
Frame 154, 2022-08-19-14-54-15.742118, Both Rigid bodies out of volume?
Frame 157, 2022-08-19-14-54-15.791121, Both Rigid bodies out of volume?
Frame 160, 2022-08-19-14-54-15.842124, Both Rigid bodies out of volume?
Frame 163, 2022-08-19-14-54-15.891127, Both Rigid bodies out of volume?
Frame 166, 2022-08-19-14-54-15.941130, Both Rigid bodies out of volume?
Frame 169, 2022-08-19-14-54-15.992133, Both Rigid bodies out of volume?
Frame 172, 2022-08-19-14-54-16.041136, Both Rigid bodies out of volume?
Frame 175, 2022-08-19-14-54-16.091138, Both Rigid bodies out of volume?
Frame 178, 2022-08-19-14-54-16.142141, Both Rigid bodies out of volume?
Frame 181, 2022-08-19-14-54-16.191144, Both Rigid bodies out of volume?
Frame 184, 2022-08-19-14-54-16.242147, Both Rigid bodies out of volume?
Frame 187, 2022-08-19-14-54-16.292150, Both Rigid bodies out of volume?
Frame 190, 2022-08-19-14-54-16.341153, Both Rigid bodies out of volume?
Frame 193, 2022-08-19-14-54-16.392156, Both Rigid bodies out of volume?
Frame 196, 2022-08-19-14-54-16.442159, Both Rigid bodies out of volume?
Frame 199, 2022-08-19-14-54-16.493161, Both Rigid bodies out of volume?
Frame 202, 2022-08-19-14-54-16.542164, Both Rigid bodies out of volume?
Frame 205, 2022-08-19-14-54-16.592167, Both Rigid bodies out of volume?
Frame 208, 2022-08-19-14-54-16.642170, Both Rigid bodies out of volume?
Frame 211, 2022-08-19-14-54-16.692173, Both Rigid bodies out of volume?
Frame 214, 2022-08-19-14-54-16.741176, Both Rigid bodies out of volume?
Frame 217, 2022-08-19-14-54-16.792179, Both Rigid bodies out of volume?
Frame 220, 2022-08-19-14-54-16.842181, Both Rigid bodies out of volume?
Frame 223, 2022-08-19-14-54-16.891184, Both Rigid bodies out of volume?
Frame 226, 2022-08-19-14-54-16.942187, Both Rigid bodies out of volume?
Frame 229, 2022-08-19-14-54-16.992190, Both Rigid bodies out of volume?
Frame 232, 2022-08-19-14-54-17.041193, Both Rigid bodies out of volume?
Frame 235, 2022-08-19-14-54-17.092195, Both Rigid bodies out of volume?
Frame 238, 2022-08-19-14-54-17.142199, Both Rigid bodies out of volume?
Frame 241, 2022-08-19-14-54-17.193202, Both Rigid bodies out of volume?
Frame 244, 2022-08-19-14-54-17.242204, Both Rigid bodies out of volume?
Frame 247, 2022-08-19-14-54-17.291207, Both Rigid bodies out of volume?
Frame 250, 2022-08-19-14-54-17.343210, Both Rigid bodies out of volume?
Frame 253, 2022-08-19-14-54-17.392213, Both Rigid bodies out of volume?
Frame 256, 2022-08-19-14-54-17.443216, Both Rigid bodies out of volume?
Frame 259, 2022-08-19-14-54-17.492218, Both Rigid bodies out of volume?
Frame 262, 2022-08-19-14-54-17.542222, Both Rigid bodies out of volume?
Frame 265, 2022-08-19-14-54-17.592224, Both Rigid bodies out of volume?
Frame 268, 2022-08-19-14-54-17.642227, Both Rigid bodies out of volume?
Frame 271, 2022-08-19-14-54-17.692230, Both Rigid bodies out of volume?
Frame 274, 2022-08-19-14-54-17.741233, Both Rigid bodies out of volume?
Frame 277, 2022-08-19-14-54-17.792236, Both Rigid bodies out of volume?
Frame 280, 2022-08-19-14-54-17.842238, Both Rigid bodies out of volume?
Frame 283, 2022-08-19-14-54-17.891242, Both Rigid bodies out of volume?
Frame 286, 2022-08-19-14-54-17.942245, Both Rigid bodies out of volume?
Frame 289, 2022-08-19-14-54-17.991247, Both Rigid bodies out of volume?
Frame 292, 2022-08-19-14-54-18.041250, Both Rigid bodies out of volume?
Frame 295, 2022-08-19-14-54-18.092253, Both Rigid bodies out of volume?
Frame 298, 2022-08-19-14-54-18.141256, Both Rigid bodies out of volume?
Frame 301, 2022-08-19-14-54-18.192259, Both Rigid bodies out of volume?
Frame 304, 2022-08-19-14-54-18.242261, Both Rigid bodies out of volume?
Frame 307, 2022-08-19-14-54-18.293264, Both Rigid bodies out of volume?
Frame 310, 2022-08-19-14-54-18.342267, Both Rigid bodies out of volume?
Frame 313, 2022-08-19-14-54-18.392270, Both Rigid bodies out of volume?
Frame 316, 2022-08-19-14-54-18.442273, Both Rigid bodies out of volume?
Frame 319, 2022-08-19-14-54-18.492276, Both Rigid bodies out of volume?
Frame 322, 2022-08-19-14-54-18.542279, Both Rigid bodies out of volume?
Frame 325, 2022-08-19-14-54-18.591281, Both Rigid bodies out of volume?
Frame 328, 2022-08-19-14-54-18.642284, Both Rigid bodies out of volume?
Frame 331, 2022-08-19-14-54-18.691287, Both Rigid bodies out of volume?
Frame 334, 2022-08-19-14-54-18.742290, Both Rigid bodies out of volume?
Frame 337, 2022-08-19-14-54-18.792293, Both Rigid bodies out of volume?
Frame 340, 2022-08-19-14-54-18.841296, Both Rigid bodies out of volume?
Frame 343, 2022-08-19-14-54-18.892299, Both Rigid bodies out of volume?
Frame 346, 2022-08-19-14-54-18.942302, Both Rigid bodies out of volume?
Frame 349, 2022-08-19-14-54-18.991304, Both Rigid bodies out of volume?
Frame 352, 2022-08-19-14-54-19.042307, Both Rigid bodies out of volume?
Frame 355, 2022-08-19-14-54-19.092310, Both Rigid bodies out of volume?
Frame 358, 2022-08-19-14-54-19.141313, Both Rigid bodies out of volume?
Frame 361, 2022-08-19-14-54-19.192316, Both Rigid bodies out of volume?
Frame 364, 2022-08-19-14-54-19.242319, Both Rigid bodies out of volume?
Frame 367, 2022-08-19-14-54-19.292322, Both Rigid bodies out of volume?
Frame 370, 2022-08-19-14-54-19.342324, Both Rigid bodies out of volume?
Frame 373, 2022-08-19-14-54-19.392327, Both Rigid bodies out of volume?
Frame 376, 2022-08-19-14-54-19.442330, Both Rigid bodies out of volume?
Frame 379, 2022-08-19-14-54-19.492333, Both Rigid bodies out of volume?
Frame 382, 2022-08-19-14-54-19.541336, Both Rigid bodies out of volume?
Frame 385, 2022-08-19-14-54-19.592339, Both Rigid bodies out of volume?
Frame 388, 2022-08-19-14-54-19.642342, Both Rigid bodies out of volume?
Frame 391, 2022-08-19-14-54-19.691344, Both Rigid bodies out of volume?
Frame 394, 2022-08-19-14-54-19.742347, Both Rigid bodies out of volume?
Frame 397, 2022-08-19-14-54-19.792350, Both Rigid bodies out of volume?
Frame 400, 2022-08-19-14-54-19.841353, Both Rigid bodies out of volume?
Frame 403, 2022-08-19-14-54-19.892356, Both Rigid bodies out of volume?
Frame 406, 2022-08-19-14-54-19.941359, Both Rigid bodies out of volume?
Frame 409, 2022-08-19-14-54-19.991362, Both Rigid bodies out of volume?
