individuals,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,cup,cup,cup,cup,cup,cup,tap,tap,tap,tap,tap,tap,time_stamp
pose,x,y,z,X,Y,Z,x,y,z,X,Y,Z,x,y,z,X,Y,Z,x,y,z,X,Y,Z,x,y,z,X,Y,Z,
0,410.0298199928506,36.362753156613785,737.6496622750362,0.13476819758488096,0.6837412476740148,0.7171718337671275,-211.5782189844548,-86.1991834163655,1054.377470127875,-0.030830791707136183,0.8840793933822115,-0.4663186555132146,123.53777775779216,94.752276144326,839.5771303927622,0.12717523768249742,0.9579284570603622,0.25729269339480704,124.06697039198264,139.35862123875404,843.0730130219906,0.11076308294153868,0.9005066126543403,0.4204989655434267,386.29339138352657,-206.26594642245786,591.0674662200315,-0.06206282190517532,-0.7516771726298344,0.6566046255429403,0.0
1,413.0870729011276,36.491112766722985,740.3044454485241,0.1146700551024645,0.6964838033720787,0.7083509653435657,-210.62936387228171,-86.45011524595614,1053.3641907405718,-0.04483960375954913,0.9104505843465978,-0.4111801836149519,124.39701200626297,92.10163388925237,837.2875808113854,0.14704774869800008,0.9705441187339611,0.19084305906626228,122.23012891062157,137.23122217438015,840.7947755224634,0.11497930461642421,0.8313313067430547,0.5437536371729468,386.3892655664687,-206.45271517176744,590.9372779576556,-0.02297951021247913,-0.7242363136205722,0.6891688502418539,0.03333333333333333
2,415.59515233996694,31.343780121025922,742.3834346086452,0.18032539295369626,0.6121726708785579,0.7698878968301216,-211.13893597728952,-87.04302014920702,1055.9202073861743,-0.04214622813202881,0.9030516523677651,-0.4274592478939861,124.47163214547766,92.1568814923248,837.7898317484073,0.1523367849890131,0.9584146972082586,0.24131881840091393,122.2266676328282,136.91434557628514,832.3308199795285,0.1667041325611868,0.716423852405922,0.6774559733967072,380.1973025117305,-204.36654119559907,587.5013504596278,-0.27998900705194085,-0.6841817382509153,0.6734252036967613,0.06666666666666667
3,416.91693537127924,32.68731983179308,744.773975826697,0.16054664039391414,0.6345112146291101,0.7560557484525323,-211.092720884088,-86.2977758802011,1055.7084187555993,-0.03419040622204354,0.8894443470098875,-0.4557628436967264,123.81278265064114,92.1119252569987,837.3811386999884,0.12769680395635463,0.9691497906827803,0.2108132099249371,123.32252448687181,137.69699309528818,839.8445659564588,0.18236822813626105,0.822133939745416,0.5392936254816307,383.4459667561756,-209.49385166971828,586.3476358888448,-0.11947836591181248,-0.8577095017309653,0.5000593271997457,0.1
4,418.8164239106592,32.576881309682776,747.6059604337942,0.17705775643609686,0.6162296707965791,0.7674057230147268,-210.627093112404,-86.81012263646875,1053.3452690050235,-0.048586841443450116,0.9133617464220859,-0.40423958120320985,123.08435526649188,92.01451801475605,836.4956183159642,0.12404202884532628,0.9788433779273735,0.1627243576348189,123.81499023575276,138.46886712873106,847.5300789867389,0.13802535209331007,0.9508230789294754,0.2772804983308244,383.71831375542064,-210.07497388609107,586.7801328591302,-0.10123080250960066,-0.8452066669640748,0.5247647232262683,0.13333333333333333
5,419.0440236712673,33.64932661439781,745.7138871600151,0.12939181614000772,0.6299452437432164,0.7657850532631794,-211.27450576813874,-86.55278350165457,1054.6869306483181,-0.03187961996437727,0.9049445028189379,-0.4243337561975388,123.01924614050716,93.75738662164865,836.0531291102428,0.12064677329225146,0.975559879616798,0.18364987714732312,124.64318086848459,137.79237272373496,842.9066399632551,0.11155156256756958,0.9079225616183375,0.404020879402451,381.85080324119735,-207.96572136188476,581.2254242660692,-0.19878281883354332,-0.9138769746639187,0.3539975510024243,0.16666666666666666
6,417.8219229137664,32.10268004489513,745.7919557829846,0.15182387774795963,0.6336282317059807,0.7585939454877851,-210.9721769042631,-86.61475579935883,1055.0949851034861,-0.03807996576498672,0.8993770903144347,-0.43551207288073956,122.89503431257855,91.87298681619949,835.208971056359,0.11625688295075433,0.9883691495450463,0.09803449083958468,123.15555014895743,138.42304844441512,842.9410567174275,0.15133595780756776,0.8883688209568396,0.4334723357103897,383.16089914500594,-209.75754527203628,585.9124118173265,-0.11857753352314473,-0.857491623061265,0.5006470662286207,0.2
7,417.9090763644661,32.11036150119119,747.1435388788522,0.14931592297881796,0.639298004405144,0.7543227536728456,-210.87731443907154,-86.18939844755327,1054.6170422629018,-0.03997897089406535,0.8993756073208833,-0.4353449193943165,123.08987569309666,92.01864493561594,836.5331357783268,0.1360539390557483,0.9528583357310009,0.271201618165088,124.29965991901531,138.021685231447,846.7724134401423,0.07980168757334027,0.9653953076492517,0.2482812732149843,383.70623600302457,-209.83760820389804,586.7426612016056,-0.12419117316038636,-0.8566181903489085,0.5007812181705782,0.23333333333333334
8,412.87099471957015,30.747205336541256,745.2407097275955,0.1654468908058225,0.667664723852662,0.725845123180858,-211.13283982486413,-86.12580993515954,1054.0232105631899,-0.057273982291325604,0.9064267778901461,-0.41846169152764817,123.58044536318478,91.34206831191918,835.8097754031821,0.15082102173989423,0.9619416662394328,0.22786234913613548,124.59935765722224,138.04719547108246,844.6842526363097,0.09212869684808717,0.9318548829953889,0.35093985275930617,381.7096331553956,-205.63339750738675,591.1432371875595,-0.2569149370359416,-0.6723987016590471,0.6941719535785396,0.26666666666666666
9,407.2959319691221,33.71391451399792,736.876378257715,0.07140322373305462,0.6807135147297392,0.7290615135259937,-210.9570040308794,-86.20957530276623,1055.006979087138,-0.04357483396412433,0.9053142637358669,-0.42250126357371315,123.70163163242782,91.43164077179446,836.6293926830867,0.14498745432098858,0.9741957526837669,0.17297766775635592,124.9287629209548,138.32727573990562,848.9765720021476,0.1359512932452378,0.9817389446805047,0.13306348245313726,383.5289599138277,-207.17582866028283,583.7766991438498,-0.26402898580034373,-0.891019629945009,0.3692867635184086,0.3
10,414.66556609243753,31.89527522130318,741.8654173047465,0.15901339896308966,0.6220874449686599,0.766630256226931,-211.51790173728364,-86.64362572612465,1055.9300060155197,-0.06271525946154058,0.9178953356107555,-0.39183535967889643,123.6070204283857,91.3617107514155,835.9895101436714,0.12685516939187536,0.9743609618722807,0.1858184112995339,123.50914453181744,137.82600277479818,847.571379502552,0.08692247387779307,0.9763920492447595,0.19774491069704797,384.6305404776657,-210.4557223027649,588.4801476521675,-0.1378936885897702,-0.8570143342681832,0.4964995080621634,0.3333333333333333
11,414.0176723656559,33.111627959778644,745.1515127362233,0.1566017841902622,0.607750466977259,0.7785340397679155,-211.4019818736025,-86.1979654583362,1055.338318694674,-0.0687527654428019,0.9234214247996039,-0.3775790373750069,123.61039948905831,91.36420831799963,836.0123636941142,0.14968631874364807,0.9646537239374293,0.21688060972485534,123.11405500289133,138.04470736266597,849.0466110398468,0.0522869064302369,0.9862583864766508,0.15671781813319505,385.20287804336124,-210.9384061146278,589.3274586648822,-0.17612108483211913,-0.8659857685638052,0.46802778990409666,0.36666666666666664
