scorer,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000
individuals,tap,tap,tap,tap,tap,tap,tap,tap,tap,cup,cup,cup,cup,cup,cup,cup,cup,cup,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1899.249,77.293,0.9929999709129333,1867.522,52.703,1.0,1852.319,27.119,0.4819999933242798,1164.806,737.531,1.0,1171.047,770.267,1.0,1168.743,805.397,1.0,1161.844,646.738,1.0,1166.867,698.286,1.0,,,1.0,684.902,392.633,1.0,684.613,430.887,1.0,674.884,460.093,1.0,1796.847,467.877,1.0,1777.968,541.627,1.0,1728.002,594.447,1.0,1721.401,650.971,1.0,1691.705,725.374,1.0
1,1900.922,76.258,0.9800000190734863,1865.015,53.853,1.0,1852.409,27.742,0.03500000014901161,1162.967,737.631,1.0,1172.718,766.406,1.0,1165.539,799.87,1.0,1162.261,646.752,1.0,1168.066,694.093,1.0,,,1.0,685.622,391.587,1.0,684.585,431.4,1.0,675.174,460.471,1.0,1801.447,468.402,0.9990000128746033,1787.885,539.76,1.0,1748.119,602.467,1.0,1718.682,655.031,1.0,1692.323,725.272,1.0
2,1901.166,75.623,0.9819999933242798,1866.323,53.383,1.0,,,1.0,1162.334,738.13,1.0,1174.817,766.486,1.0,1169.519,801.553,1.0,1162.894,646.128,1.0,1168.041,694.263,1.0,,,1.0,685.269,391.96,1.0,684.325,431.179,1.0,675.264,459.869,1.0,1800.38,469.026,1.0,1788.707,539.289,1.0,1740.536,595.709,0.9990000128746033,1720.452,654.728,1.0,1692.536,725.909,0.9990000128746033
3,1900.065,77.368,0.9900000095367432,1862.938,53.637,1.0,1852.093,4.018,0.029999999329447746,1161.757,737.103,1.0,1174.676,765.324,1.0,1170.138,801.231,1.0,1162.165,645.828,1.0,1167.255,694.087,1.0,,,1.0,685.319,392.092,1.0,684.558,430.173,1.0,675.756,460.064,1.0,1802.271,468.712,1.0,1789.325,539.638,1.0,1741.659,596.249,1.0,1719.427,658.939,1.0,1691.448,725.775,1.0
4,1900.669,75.382,0.9850000143051147,1863.642,53.865,1.0,1852.038,4.107,0.04800000041723251,1161.587,736.59,1.0,1174.271,765.474,1.0,1168.806,801.294,1.0,1161.878,646.525,1.0,1166.823,694.159,1.0,,,1.0,685.278,391.748,1.0,684.683,430.353,1.0,675.26,459.658,1.0,1802.143,468.837,1.0,1789.999,539.806,0.9990000128746033,1748.316,599.873,1.0,1720.865,657.243,1.0,1683.838,714.197,0.9670000076293945
5,1900.465,76.438,0.9869999885559082,1864.033,51.603,0.9990000128746033,1860.121,3.9,0.057999998331069946,1165.067,736.746,1.0,1174.818,766.378,1.0,1169.097,801.689,1.0,1161.595,646.347,1.0,1166.786,697.135,1.0,,,1.0,684.765,392.281,1.0,684.404,430.251,1.0,675.202,459.713,1.0,1812.054,474.118,0.9980000257492065,1793.768,540.365,1.0,1740.246,596.231,1.0,1719.227,658.158,1.0,1684.95,714.723,0.9580000042915344
6,1900.498,76.598,0.984000027179718,1863.468,52.948,0.9990000128746033,1852.029,3.998,0.03500000014901161,1161.688,737.107,1.0,1175.255,767.129,1.0,1168.405,802.093,1.0,1161.468,646.434,1.0,1166.313,694.642,1.0,,,1.0,685.235,391.885,1.0,684.42,430.339,1.0,675.793,460.117,1.0,1804.702,469.58,0.996999979019165,1789.226,539.123,1.0,1741.641,596.332,1.0,1719.761,656.054,1.0,1675.391,712.911,0.8820000290870667
