scorer,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d
individuals,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,tap,tap,tap,tap,tap,tap,tap,tap,tap,tap,tap,tap,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,tip,tip,tip,top_handle_inner,top_handle_inner,top_handle_inner,top_handle_outer,top_handle_outer,top_handle_outer,bottom_handle_outer,bottom_handle_outer,bottom_handle_outer,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,top_left,top_left,top_left,bottom_left,bottom_left,bottom_left,bottom_right,bottom_right,bottom_right,top_right,top_right,top_right,center,center,center,top_left,top_left,top_left,bottom_left,bottom_left,bottom_left,bottom_right,bottom_right,bottom_right,top_right,top_right,top_right,center,center,center
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-158.31558037081442,57.86867502259879,789.695693383176,-155.1815288476074,98.46483319127069,735.3561906025865,-215.23748611862464,102.33468339162008,740.5349045338485,-222.86526748392436,58.883518240755215,798.156353339953,-185.37018097414716,57.493298537229634,784.3701939723458,-192.3772953179163,43.611457950904786,827.9679982213838,,,,,,,224.4490967813294,71.62814715959291,613.4146241322514,134.83966296981615,136.3161762762038,549.5272441561583,113.08652776085196,165.06387818784347,548.6831117017313,118.9834649383259,212.14761990484888,604.9978913953493,,,,300.7420140626631,-101.27670727988672,493.2441258413425,294.36964085604177,-115.44176369911281,509.5194290857512,293.499494708672,-134.04125690715443,529.191291819776,98.17561709418166,-63.08906974516622,889.3157369955335,,,,144.1549942427708,-63.97731735796976,936.7900363393898,99.97171842921655,-94.17783017029018,890.9012790904695,122.5751493620583,-66.69302311438982,933.5783937615481,148.7905498459028,-120.73469782799626,931.3564423371597,143.79605161968738,-66.23985053929592,913.5405078892975,193.50622323763892,-67.67552743565588,958.3987451154622,192.47405586132973,-119.33766125316825,928.1824632666271,172.02415723244894,-95.94914484600444,969.1388397991783
1,-158.48595321717679,58.33412516214588,790.6103978111076,-153.25220077644695,100.58568900053643,740.4949618432609,-215.1384781449813,102.80632872542463,740.5770181241362,-219.04308883802207,59.98145232248469,789.2164948518596,-185.36204502253324,57.75694003244253,784.3444972594009,-191.8139433385728,43.63475986914339,826.6944226184504,,,,,,,224.29776809865245,71.77929202578436,612.4392596301129,134.91125370870992,136.4893947311049,549.5874843264544,113.18921029844901,165.0745642751968,544.7707491111386,118.9834649383259,212.14761990484888,604.9978913953493,,,,300.7729395417626,-101.15660440937354,493.1458836926903,295.1773962238162,-115.13701132900303,510.01186126291947,293.2816893997291,-133.77396519527198,528.5251591103123,98.4528552203245,-61.905183260150544,879.5672928314159,,,,144.3840263691439,-63.81432571972106,938.2788346762742,100.06235930314223,-93.67295151681519,890.7190058652335,122.57189054637186,-66.54235111736038,932.454256506309,148.87000907591343,-120.46804920408714,931.8148940263526,148.79031246724236,-68.03634047440993,944.2538804503542,193.11830697426626,-66.98517212418517,953.3415569876634,192.47408051786394,-119.05352511198883,927.4887723312452,172.51677571737736,-95.82002330612823,969.3338210213078
2,-158.4818645040757,59.57353550357998,790.5757020768903,-153.25056068324864,100.67890667933068,740.488792338277,-216.48308592666348,103.53542883843343,745.8270138748942,-218.3683305787991,60.06851211619769,788.4157641148577,-185.35992411377944,57.89408568536866,784.3365675364481,-191.78041207643446,43.748783795063574,827.2379463351546,,,,,,,224.61124696801244,71.9517457818117,612.1791070289815,134.90604234263756,136.4451152822804,549.3953382461895,113.35082044979623,165.4625222272644,545.5456636919669,118.98337726070848,212.1870068386441,604.9962202433413,,,,300.9029769119609,-101.12584302741251,493.3487500886708,296.1244694519734,-115.22881981772785,511.64866099256375,293.44157428549147,-133.60258089217527,528.6428318795666,98.49107390971153,-61.50242369569279,877.9747074514408,,,,144.38350811158656,-63.62371010919489,938.273070132641,100.11178967466549,-93.51490160015187,890.1741116399196,122.57140342940184,-66.51154934886796,932.2932933557246,149.0015860328001,-120.50118371441724,932.1717707798699,148.68968940367873,-67.79801061758806,940.9505930946198,193.0977377191938,-65.41010636358607,953.0999296473503,192.474052042656,-119.03464422170644,927.4887225987418,172.52137735671042,-95.68793414820159,969.3587740201261
3,-158.48058125245723,59.737887390162115,790.5689917163784,-153.24854818049778,100.85773269701998,740.4800414306642,-216.61486495615642,103.590209843759,746.2810387486852,-217.51287714454034,61.714387574267455,785.614850271086,-185.24397224130942,57.90598637349181,783.8467605796942,-191.821789197155,43.897047517950575,827.4125664445894,,,,,,,224.35494186186423,71.87183715036332,611.4805812260855,134.89739520778588,136.36257702622893,549.0758830162689,113.34989160306138,165.7919856003975,545.5579802551455,118.61167240775742,211.68346682960728,603.6750444255395,,,,301.01480091331405,-101.14108442154699,493.53207457467283,296.724646244651,-115.60372133040447,513.3323359905207,293.44162380197736,-133.58995332911843,528.6429156959254,98.52557846177255,-61.31507886722859,878.2864992161436,135.15529073657993,-31.751705675564402,892.9120313882494,144.42498688111917,-63.72823710258919,939.8709234964515,100.11675619527028,-93.41401908294482,889.9428322044787,122.45968493698037,-66.4574251268792,930.553111156722,148.98311963034715,-120.5038558803107,931.5728200209329,148.68968940367873,-67.79801061758806,940.9505930946198,189.26374823576413,-64.07879652171181,933.711990797669,192.37098705381683,-118.96411038808573,926.8644753672578,172.74442161985922,-95.66334421001606,970.6117146173966
4,-158.63642113205856,59.70739327602025,791.345058096323,-153.39025461079743,100.86935948568279,740.5669130528158,-217.26389677713564,103.85125608108201,748.5169501191591,-218.11704380593574,61.88580627811967,787.7969845294346,-185.1374386078824,57.825551760536484,783.573909228944,-191.28396594376306,43.888423173840074,825.9152765849525,,,,,,,224.35532118496965,71.82637078107669,611.4827605140665,134.6764261667373,136.11986531328495,548.0984186234508,113.33545325893698,166.15222866676987,546.7454304992289,118.60014541758663,211.67006223569635,603.8579047126651,,,,301.12305010612226,-101.17745619036089,493.7095557102701,296.8165960650863,-115.51769889921931,513.4919331194617,293.14634299854055,-133.42780232305105,528.1102602371155,98.48662916207597,-61.34242752576529,879.8729662158843,135.20265279493472,-31.881297481797212,895.7012581094425,144.25517281108148,-63.57116906023477,938.7654293326909,100.21075600277715,-93.39122058601524,890.1408031157282,122.05186714552828,-66.0665130815352,926.0584229071684,148.97944942056384,-120.57962278162778,931.4492001520832,143.1949512340998,-65.34932925319656,905.6691080596961,189.0094072104592,-63.82343115469076,932.4528329071375,192.46876940830518,-119.04410521910376,927.3356060026329,172.84434115456273,-95.64356130024017,972.0472888955965
5,-158.85125920477097,59.904373548757235,792.3386472905493,-160.33387693468572,103.3948905291762,759.1149826313906,-216.94517142127606,103.73561333659116,747.8088958810033,-218.31705184880667,61.97634334905144,788.2430327777134,-184.96111582459773,57.68644514803689,782.8270891486618,-190.93433457348877,43.90330103699926,824.9852794628966,,,,,,,224.3055667566176,71.83225551421702,611.1907799155251,134.66114558024077,135.96340284726904,547.5258029151283,113.28970526251109,165.68091767130727,545.2613764155241,118.55377719220448,211.73122850804612,603.7260081549663,,,,301.3325294831773,-101.34636191168933,494.28205200027196,296.4004330619225,-115.23720105899444,512.240284919882,292.8706585942904,-133.28024365712866,527.6020931109807,98.5721094600238,-62.047136357857255,883.9679756285889,135.2089903040776,-31.93383150048025,896.0702181399046,144.17999771008817,-63.4693242728643,938.2752659411725,100.22971084235485,-93.26848273890576,889.2832879546389,118.29936068792757,-64.52709432905664,897.2977964969281,148.97758241592882,-120.60120141648817,931.3873479730624,143.09541951270614,-65.19829680217265,903.4445601585259,188.83650690250028,-63.799799213398224,932.0627194179228,192.63386249062256,-119.14094312791292,927.6904820134938,172.89639312871662,-95.6723643038431,972.3400203788622
6,-159.02367329379763,59.96939259894146,793.1986363567758,-160.34351246213225,102.94531173410549,759.1494091733381,-216.3960177325361,103.51917625271182,746.6566625984174,-220.488051755707,62.531723663278946,793.3249172802276,-185.44415404469729,57.79709875031593,784.3311019445447,-190.9955738387239,43.85541596822557,824.2682299345935,,,,,,,224.16208828975104,71.99322936663691,611.7010327105135,134.65919113475624,135.9452830053258,547.452696756824,113.29293402489012,165.35625144732552,545.0491051726858,118.53814042142375,211.81717869194026,603.8836660496008,,,,301.53826443672887,-101.41662482893788,494.7544950565703,296.56272474501407,-115.29571518922685,512.5207628828945,292.78985536408777,-133.15802481537082,527.4564163133678,98.55162812621508,-62.00867816772504,885.737929781913,,,,144.163333715803,-63.44880258935878,937.626282748112,100.229583950304,-93.1965463011128,889.2808462428005,118.24735667446953,-64.69355027817592,896.8998806352024,148.8947163832203,-120.48346258381682,930.1298060456553,143.06276102793447,-65.11773319336936,902.1649125222434,188.74517096501975,-63.74815968769842,930.8241097676054,192.40412643603386,-119.11691543952142,925.2050592098698,173.03966573443887,-95.74121801469077,973.1456563930968
