scorer,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000
7,1899.732,76.777,0.9940000176429749,1864.953,53.78,1.0,1852.505,10.988,0.9070000052452087,1306.566,838.851,1.0,1319.11,868.549,1.0,1316.243,903.643,1.0,,,,,,,,,,1307.182,750.386,1.0,1308.582,806.458,1.0,,,1.0,1856.366,450.208,1.0,1830.478,514.704,1.0,1796.923,578.408,0.9760000109672546,1752.39,633.071,1.0,1716.257,698.22,1.0
8,1899.503,76.969,0.9929999709129333,1865.574,55.089,1.0,1852.145,11.863,0.6499999761581421,1305.636,839.795,1.0,1319.444,867.585,1.0,1327.293,897.936,1.0,,,,,,,,,,1307.208,750.361,1.0,1308.485,805.945,1.0,,,1.0,1853.298,449.665,1.0,1831.254,514.416,1.0,1796.703,578.536,0.9229999780654907,1753.923,634.217,1.0,1718.395,697.749,1.0
9,1899.65,75.796,0.9959999918937683,1865.065,56.013,1.0,1852.683,12.295,0.9269999861717224,1306.578,839.172,1.0,1319.813,867.292,1.0,1327.62,897.904,1.0,,,,,,,,,,1307.406,750.037,1.0,1308.607,805.324,1.0,,,1.0,1854.815,449.24,1.0,1830.146,515.112,1.0,1796.157,578.695,0.9319999814033508,1751.373,634.193,1.0,1716.955,697.863,1.0
10,1901.134,74.539,0.9950000047683716,1865.617,56.752,1.0,1852.295,12.218,0.7440000176429749,1306.494,839.694,1.0,1320.707,867.42,1.0,1326.841,898.118,1.0,,,,,,,,,,1307.399,749.999,1.0,1308.631,806.287,1.0,,,1.0,1857.685,449.987,1.0,1831.025,514.708,1.0,1795.839,578.518,0.8799999952316284,1752.017,633.866,1.0,1718.397,697.796,1.0
11,1901.218,74.888,0.9940000176429749,1863.942,56.115,1.0,1852.609,11.121,0.8640000224113464,1311.656,846.781,1.0,1319.915,868.303,1.0,1326.546,900.896,1.0,,,,,,,,,,1307.044,750.248,1.0,1307.259,805.857,1.0,,,1.0,1850.857,448.562,1.0,1831.076,515.058,1.0,1797.205,578.769,0.9580000042915344,1753.429,643.666,1.0,1716.414,698.849,1.0
12,1899.698,74.771,0.9959999918937683,1864.378,53.007,1.0,1852.331,9.301,0.9549999833106995,1307.017,837.618,1.0,1321.053,868.615,1.0,1316.56,903.938,1.0,,,,,,,,,,1308.385,749.557,1.0,1307.798,804.621,1.0,,,1.0,1851.113,448.802,1.0,1830.244,513.809,1.0,1797.237,576.945,0.9879999756813049,1750.095,635.434,1.0,1713.46,700.483,1.0
13,1901.023,74.941,0.9950000047683716,1865.6,53.429,1.0,1851.936,10.212,0.8730000257492065,1305.874,838.364,1.0,1321.43,867.617,1.0,1327.296,898.935,1.0,,,,,,,,,,,,,,,,,,,1854.447,448.903,1.0,1830.38,514.24,1.0,1800.143,577.315,0.9879999756813049,1755.603,635.483,1.0,1717.674,699.881,1.0
14,1900.738,74.752,0.9959999918937683,1866.63,53.331,1.0,1851.789,10.023,0.9440000057220459,1305.341,837.997,1.0,1304.932,869.76,1.0,1325.394,899.933,0.9810000061988831,,,,,,,,,,1325.003,346.603,1.0,1327.708,385.91,1.0,1341.827,412.149,1.0,1850.779,448.981,1.0,1832.051,513.573,1.0,1797.676,578.452,0.9919999837875366,1755.688,642.077,1.0,1716.312,700.187,1.0
15,1900.936,73.418,0.9959999918937683,1865.366,53.229,1.0,1851.947,9.04,0.9079999923706055,1306.121,837.996,1.0,1317.369,868.624,1.0,1315.577,902.587,0.9990000128746033,,,,,,,,,,1307.011,749.901,1.0,1307.5,805.283,1.0,1311.657,846.684,0.5559999942779541,1853.708,448.629,1.0,1830.144,514.943,1.0,1797.651,578.641,0.9929999709129333,1753.639,634.808,1.0,1715.728,699.463,1.0
16,1900.472,74.879,0.9959999918937683,1864.991,52.394,1.0,1852.427,8.657,0.9610000252723694,1305.545,839.059,1.0,1315.856,869.543,1.0,1313.895,903.142,1.0,,,,,,,,,,,,,,,,,,,1855.423,448.844,1.0,1830.472,516.065,1.0,1797.659,579.904,1.0,1754.191,636.092,1.0,1717.415,699.846,1.0
17,1900.105,75.52,0.9959999918937683,1865.156,52.68,1.0,1852.489,10.391,0.9300000071525574,1306.051,838.81,1.0,1318.51,869.208,1.0,1325.214,899.659,0.996999979019165,,,,,,,,,,1328.623,349.719,1.0,1327.643,387.637,1.0,,,1.0,1855.69,449.48,1.0,1829.899,515.26,1.0,1796.931,578.128,0.9950000047683716,1755.037,635.596,1.0,1712.849,702.186,1.0
18,1900.179,75.564,0.9959999918937683,1864.494,52.783,1.0,1852.023,9.111,0.9520000219345093,1305.524,838.101,1.0,1318.629,868.63,1.0,1315.601,902.968,0.9990000128746033,,,,,,,,,,1306.828,750.079,1.0,1306.737,805.713,1.0,,,1.0,1855.684,449.475,1.0,1832.152,514.803,1.0,1796.221,578.035,0.9829999804496765,1752.891,634.054,1.0,1712.272,702.802,1.0
19,1898.22,77.595,0.9950000047683716,1863.642,53.071,1.0,1851.829,8.846,0.9739999771118164,1305.81,838.626,1.0,1317.482,868.969,1.0,1314.597,903.096,0.9990000128746033,,,,,,,,,,1306.532,749.554,1.0,1307.216,805.751,1.0,,,1.0,1854.305,449.279,1.0,1830.308,514.57,1.0,1797.198,575.667,0.9810000061988831,1753.005,634.829,1.0,1712.838,701.735,1.0
20,1899.287,77.256,0.9950000047683716,1863.957,53.597,1.0,1852.277,10.922,0.9559999704360962,1305.441,838.743,1.0,1317.491,869.178,1.0,1316.931,903.187,1.0,,,,,,,,,,1306.887,749.663,1.0,1307.114,805.476,1.0,,,1.0,1852.64,448.569,1.0,1830.704,514.229,1.0,1797.033,578.691,0.9779999852180481,1749.952,644.304,1.0,1714.416,700.669,1.0
21,1899.949,76.098,0.996999979019165,1864.132,54.038,1.0,1851.711,11.292,0.3880000114440918,1305.112,838.592,1.0,1320.245,868.463,1.0,1327.209,898.643,1.0,,,,,,,,,,1306.812,749.91,1.0,1307.009,805.039,1.0,,,1.0,1851.712,449.477,1.0,1830.019,514.781,1.0,1798.63,578.161,0.9980000257492065,1750.223,643.421,1.0,1713.94,700.517,1.0
22,1900.278,75.541,0.9959999918937683,1862.818,52.223,1.0,1851.83,11.23,0.9269999861717224,1305.842,839.224,1.0,1320.861,868.939,1.0,1326.399,899.148,1.0,,,,,,,,,,1306.814,749.832,1.0,1306.983,804.749,1.0,,,1.0,1852.796,448.609,1.0,1831.088,515.162,1.0,1797.433,579.371,0.9980000257492065,1748.882,644.112,1.0,1713.357,701.976,1.0
23,1901.099,74.008,0.9959999918937683,1863.649,52.041,1.0,1851.789,10.877,0.8510000109672546,1305.458,839.672,1.0,1320.063,867.985,1.0,1327.271,898.71,1.0,,,,,,,,,,1327.335,347.577,1.0,1327.831,385.431,1.0,1330.23,412.28,1.0,1849.315,448.493,1.0,1830.606,514.825,1.0,1797.887,578.161,0.9850000143051147,1748.831,635.169,1.0,1712.552,701.66,1.0
24,1899.18,75.63,0.9950000047683716,1863.405,51.816,1.0,1852.018,11.63,0.07400000095367432,1307.677,842.99,1.0,1320.229,868.639,1.0,1325.664,899.819,1.0,,,,,,,,,,1302.16,751.84,1.0,1305.467,805.452,1.0,,,1.0,1853.848,449.331,1.0,1831.339,513.306,1.0,1797.34,575.277,0.8289999961853027,1754.861,633.361,1.0,1715.611,700.113,1.0
25,1899.809,75.152,0.9950000047683716,1864.446,53.31,1.0,1851.497,4.177,0.20000000298023224,1308.046,842.556,1.0,1321.454,867.738,1.0,1325.529,899.146,1.0,,,,,,,,,,1307.397,749.234,1.0,1305.325,805.716,1.0,,,1.0,1852.778,448.544,1.0,1831.59,513.074,1.0,1801.574,576.028,0.9440000057220459,1753.651,633.178,1.0,1717.54,699.323,1.0
26,1899.696,75.749,0.9950000047683716,1864.102,51.996,1.0,1851.582,11.406,0.38100001215934753,1307.822,846.659,1.0,1321.338,868.469,1.0,1325.989,899.591,1.0,,,,,,,,,,1307.354,749.416,1.0,1306.399,805.569,1.0,,,1.0,1854.921,449.313,1.0,1830.855,514.246,1.0,1797.4,576.063,0.9679999947547913,1753.079,631.404,0.9990000128746033,1715.175,699.638,1.0
27,1900.469,75.232,0.9959999918937683,1863.397,53.362,1.0,1851.784,11.088,0.47200000286102295,1307.435,847.066,1.0,1320.239,868.371,1.0,1325.535,900.189,1.0,,,,,,,,,,1307.359,749.414,1.0,1307.344,805.181,1.0,,,1.0,1852.539,449.454,1.0,1828.315,513.599,1.0,1802.072,576.353,0.8500000238418579,1750.32,633.903,1.0,1713.164,700.55,1.0
28,1900.423,74.163,0.9959999918937683,1863.761,54.221,1.0,1851.625,10.175,0.609000027179718,1306.456,847.722,1.0,1316.465,869.364,1.0,1316.17,903.154,0.9990000128746033,,,,,,,,,,1307.151,749.518,1.0,1307.445,805.008,1.0,,,1.0,1853.901,449.694,1.0,1829.385,513.852,1.0,1796.649,574.461,0.7149999737739563,1750.941,633.924,1.0,1716.224,700.938,1.0
29,1900.808,74.67,0.9959999918937683,1864.639,52.622,1.0,1851.667,8.767,0.9380000233650208,1307.074,846.921,1.0,1317.243,869.14,1.0,1326.061,900.015,0.9990000128746033,,,,,,,,,,1307.873,749.598,1.0,1307.332,805.041,1.0,,,1.0,1853.788,449.659,1.0,1831.043,515.485,1.0,1800.617,577.461,0.9860000014305115,1750.436,632.195,0.9990000128746033,1717.447,700.332,1.0
30,1900.253,75.782,0.9950000047683716,1864.914,54.892,1.0,1852.243,10.783,0.8730000257492065,1308.179,847.474,1.0,1318.363,869.023,1.0,1325.688,899.769,1.0,,,,,,,,,,1308.481,749.823,1.0,1308.433,805.187,1.0,,,1.0,1853.778,449.317,1.0,1830.362,516.011,1.0,1797.701,578.547,0.9769999980926514,1756.591,632.548,1.0,1719.61,699.677,1.0
31,1899.925,76.791,0.9959999918937683,1864.616,54.347,1.0,1852.188,10.696,0.8500000238418579,1306.229,839.38,1.0,1319.018,868.792,1.0,1325.137,899.733,1.0,,,,,,,,,,,,,,,,,,,1853.26,449.166,1.0,1830.208,514.536,1.0,1796.11,578.153,0.9210000038146973,1755.243,635.195,1.0,1715.742,700.871,1.0
32,1898.007,79.987,0.9959999918937683,1865.358,53.766,1.0,1851.889,10.993,0.7210000157356262,1304.715,839.399,1.0,1318.412,867.994,1.0,1316.693,904.209,1.0,,,,,,,,,,,,,,,,,,,1851.494,449.037,1.0,1830.174,513.633,1.0,1802.127,578.311,0.8679999709129333,1754.933,633.973,0.9980000257492065,1716.636,700.649,1.0
33,1899.766,76.736,0.9950000047683716,1865.086,53.305,0.9990000128746033,1851.981,11.228,0.6660000085830688,1304.729,839.344,1.0,1318.414,868.115,1.0,1325.92,899.349,1.0,,,,,,,,,,1326.782,347.326,1.0,1326.214,383.281,1.0,1340.627,412.496,1.0,1850.034,448.752,1.0,1831.419,513.754,1.0,1802.228,577.477,0.9330000281333923,1756.074,634.663,0.9819999933242798,1713.801,700.925,1.0
34,1898.511,77.127,0.996999979019165,1864.686,54.637,1.0,1851.726,11.671,0.503000020980835,1309.968,846.492,1.0,1317.486,869.58,1.0,1316.252,904.096,1.0,1326.057,347.904,1.0,1325.967,383.664,1.0,1329.836,412.003,1.0,1326.057,347.904,1.0,1325.967,383.664,1.0,1329.836,412.003,1.0,1849.926,448.584,1.0,1828.968,513.598,1.0,1779.544,578.5,0.7179999947547913,1747.882,634.353,0.996999979019165,1713.559,702.026,1.0
35,1899.236,76.635,0.9980000257492065,1866.406,55.057,1.0,1852.353,11.051,0.9359999895095825,1309.05,847.277,1.0,1318.149,869.168,1.0,1325.251,899.864,1.0,1325.576,348.62,1.0,1325.501,383.058,1.0,1329.39,412.058,1.0,1325.576,348.62,1.0,1325.501,383.058,1.0,1329.39,412.058,1.0,1850.342,448.009,1.0,1829.991,514.086,1.0,1788.094,579.152,0.5189999938011169,1751.697,640.541,1.0,1713.251,702.155,1.0
36,1900.691,75.618,0.9940000176429749,1864.144,52.534,1.0,1852.462,9.073,0.9459999799728394,1308.014,846.74,1.0,1316.707,868.32,1.0,1315.031,903.737,1.0,,,,,,,,,,1327.587,348.304,1.0,1326.416,384.678,1.0,,,1.0,1853.965,449.686,1.0,1832.138,516.325,1.0,1797.125,589.514,0.8339999914169312,1750.582,634.328,0.9909999966621399,1715.988,700.4,1.0
37,1900.162,76.569,0.9959999918937683,1864.146,52.854,1.0,1851.715,8.5,0.9860000014305115,1307.016,846.962,1.0,1305.477,869.486,1.0,1315.939,904.149,1.0,,,,,,,,,,1326.576,348.266,1.0,1325.76,384.006,1.0,,,1.0,1853.667,449.292,1.0,1832.906,516.153,1.0,1798.866,579.144,0.9959999918937683,1751.896,634.845,0.9610000252723694,1714.405,701.712,1.0
38,1897.457,81.397,0.9990000128746033,1864.296,53.058,1.0,1852.113,7.545,0.9919999837875366,1304.506,840.479,1.0,1304.839,869.824,1.0,1314.511,904.233,1.0,1327.081,348.115,1.0,1326.692,384.305,1.0,1328.468,412.752,1.0,1327.081,348.115,1.0,1326.692,384.305,1.0,1328.468,412.752,1.0,1851.562,448.931,1.0,1831.926,516.796,1.0,1798.268,579.261,0.9980000257492065,1749.062,629.517,0.9980000257492065,1715.096,701.395,1.0
39,1898.049,80.48,0.9980000257492065,1863.941,52.085,1.0,1852.02,8.369,0.9520000219345093,1304.769,840.952,1.0,1303.393,869.939,1.0,1313.135,903.282,1.0,1327.136,348.139,1.0,1327.029,384.178,1.0,1328.757,412.49,1.0,1327.136,348.139,1.0,1327.029,384.178,1.0,1328.757,412.49,1.0,1852.016,448.365,1.0,1832.252,516.305,1.0,1787.597,577.98,0.9679999947547913,1752.989,635.298,1.0,1718.199,701.493,1.0
40,1897.318,80.212,0.9980000257492065,1863.461,52.197,1.0,1851.826,8.224,0.9620000123977661,1308.835,846.895,1.0,1304.727,869.826,1.0,1316.119,903.705,1.0,,,,,,,,,,1327.122,347.844,1.0,1327.04,384.666,1.0,1339.564,412.01,1.0,1852.728,449.139,1.0,1832.549,515.455,1.0,1798.222,578.948,0.996999979019165,1756.78,642.984,1.0,1717.391,700.0,1.0
41,1899.634,77.191,0.9950000047683716,1863.961,52.032,1.0,1851.85,8.005,0.9470000267028809,1306.922,847.095,1.0,1304.639,870.04,1.0,1315.645,903.576,1.0,1327.21,347.694,1.0,1328.115,384.513,1.0,1330.861,412.485,1.0,,,,,,,,,,1851.975,449.195,1.0,1831.615,515.979,1.0,1799.493,578.997,1.0,1755.87,638.511,1.0,1715.293,701.692,1.0
42,1897.537,81.027,0.9980000257492065,1864.037,51.52,1.0,1851.398,7.695,0.9800000190734863,1308.485,847.355,1.0,1316.174,868.074,1.0,1325.832,899.717,1.0,1326.946,347.483,1.0,1327.656,384.089,1.0,1331.541,413.172,1.0,1306.535,751.112,1.0,1301.04,811.07,1.0,,,1.0,1852.418,448.911,1.0,1831.783,515.437,1.0,1798.694,578.243,0.9990000128746033,1756.098,640.581,1.0,1715.681,700.02,1.0
43,1897.352,80.262,0.996999979019165,1865.918,52.357,1.0,1851.972,11.465,0.9950000047683716,1308.096,847.957,1.0,1317.536,869.104,1.0,1326.3,899.371,1.0,1327.662,347.394,1.0,1327.902,384.843,1.0,1330.318,412.305,1.0,1306.5,750.836,1.0,1306.283,810.365,1.0,,,1.0,1849.284,448.964,1.0,1831.004,515.235,1.0,1798.023,579.312,0.9990000128746033,1755.224,642.389,1.0,1714.578,700.634,1.0
44,1898.26,80.037,0.996999979019165,1865.661,52.139,1.0,1851.908,11.131,0.9940000176429749,1308.512,848.609,1.0,1316.46,868.305,1.0,1327.239,898.908,0.9990000128746033,1327.365,347.095,1.0,1327.475,385.278,1.0,1330.849,412.469,1.0,1306.878,750.572,1.0,1307.149,805.901,1.0,,,1.0,1849.246,447.927,1.0,1830.262,515.297,1.0,1796.615,578.094,0.9990000128746033,1751.774,640.033,1.0,1714.633,701.963,1.0
45,1899.866,77.798,0.9959999918937683,1866.706,53.102,1.0,1852.495,11.242,0.9959999918937683,1303.816,839.227,1.0,1304.043,869.549,1.0,1315.699,902.183,1.0,1327.122,347.529,1.0,1327.47,384.801,1.0,1329.878,412.508,1.0,1306.953,750.006,1.0,1306.841,806.592,1.0,,,1.0,1849.603,448.466,1.0,1829.967,515.355,1.0,1787.471,577.082,0.9509999752044678,1748.123,635.397,1.0,1710.382,701.135,1.0
46,1897.413,80.492,0.9980000257492065,1866.952,53.332,1.0,1852.602,12.001,0.9940000176429749,1303.534,839.8,1.0,1316.479,867.686,1.0,1316.102,902.871,1.0,1327.446,347.299,1.0,1328.044,385.76,1.0,1329.754,412.511,1.0,1307.069,749.877,1.0,1305.645,810.295,1.0,,,1.0,1852.172,448.824,1.0,1830.019,515.809,1.0,1787.661,577.168,0.8479999899864197,1748.062,634.248,1.0,1711.366,700.747,1.0
