individuals,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,cup,cup,cup,cup,cup,cup,tap,tap,tap,tap,tap,tap,time_stamp
pose,x,y,z,X,Y,Z,x,y,z,X,Y,Z,x,y,z,X,Y,Z,x,y,z,X,Y,Z,x,y,z,X,Y,Z,
0,420.68237054922474,31.343285568078024,748.6043014041888,0.05749838614019312,0.7093585825472939,0.7024986384027854,-186.6534365492427,22.49405639217278,960.6392265304903,0.12223196203724825,0.9851457870053322,-0.1206114662964081,123.6623605987817,-114.72171993603448,1031.0171099950487,-0.0476646292009646,0.8785939156727146,0.4751850318202599,117.31239174830387,-77.9019635451451,1023.306304716373,0.03128478527391586,0.9961442705032099,-0.08196251920233329,395.3766512661849,-208.79531321517828,604.3989188336268,-0.5418502462644281,-0.7675723898206874,0.34239003637392473,0.0
1,415.978875166997,31.837327662001982,742.1496223653428,0.095806111843754,0.6553199678764562,0.7492509116683027,-187.51698014786567,22.13283163890191,963.2620731760148,0.14122444152611044,0.9737758387689025,-0.17837116623927374,121.67182039430344,-113.53941664173794,1020.4002170849126,-0.026975543197471752,0.878889318955327,0.47626241201195274,117.15353382201502,-76.78992772607427,1018.7313079069336,0.023256660940808953,0.9993092441930945,-0.028985551437060705,398.61229343616174,-211.0783578106839,609.960230216294,0.24995957364173976,-0.5297593058437627,0.8104784324192558,0.03333333333333333
2,421.85905160984026,26.56543146157684,743.8320809241516,0.08425255708665959,0.6867356225133946,0.7220080964888826,-187.0776306255663,22.180159875556654,961.0599509518884,0.1277297931171506,0.9864538199139281,-0.10292696987412728,120.72200701454881,-112.4082621183907,1012.3422611887595,-0.04222076967443002,0.9231727616591988,0.3820594963335252,116.75116366940316,-76.7567964391704,1015.2275101687233,0.017898900458375045,0.9876512575196017,0.15564261268152324,387.94581104290853,-208.76199997557617,600.1371662542232,0.46547439913145155,-0.3449433018567136,0.8150752739823496,0.06666666666666667
3,411.60672851538067,27.509655247560115,726.6701386147956,0.13964505034696995,0.617309303967293,0.7742276688087352,-187.22514748456103,22.17704337137215,963.5613361699516,0.12660384332520241,0.9805191736356178,-0.15017861694732987,121.28257946134856,-112.99129814886614,1014.0098558566056,-0.05759351260533258,0.937425633823452,0.34338923739173705,116.60881522516333,-77.25352878887023,1017.1058272619598,0.060633639744636716,0.9832754933069994,0.17173487122071276,390.79682021025616,-213.6626809156644,598.4201189088369,-0.31314263084129473,-0.9004311960607903,0.3019360096284101,0.1
4,416.62422628713455,27.388697556170666,737.3880111276718,0.06908153216187282,0.6856474353038559,0.7246484225991339,-187.18480179877199,22.226285821512178,963.3809035452578,0.11911234617525056,0.9868951123466626,-0.10885901990600338,121.02049438582407,-112.31443417542837,1011.7929512761664,-0.027689535224107494,0.9185750550990772,0.39427548464087914,119.63306789826797,-76.98726470311055,1014.8284103542919,0.16216210812464177,0.9456623362651229,0.28182653611425923,383.68470829845785,-206.8929697786159,593.5454051025868,0.7211505808899938,-0.039580668046918,0.6916467381539396,0.13333333333333333
5,415.4812564419019,26.788298455798987,735.365055649384,0.07447013707122534,0.6904017917788873,0.7195829101591387,-186.5551355883449,21.84564325583258,961.9144586340425,0.10861564749719617,0.9880464482410269,-0.10939313158081145,123.79826273669798,-116.20992785635727,1037.6689695835257,-0.10882778428673508,0.9749462746127,-0.1940007087256584,120.01082195608393,-76.24258957422855,1021.3735277514431,0.12846608723285538,0.9916895254750104,-0.006953380057869279,381.43791409805965,-205.71457825665007,591.3766110047436,0.5831331419171749,-0.22024190419137837,0.7819521995850895,0.16666666666666666
6,418.7407921060574,26.930366201020085,739.2649545378064,0.06549099130290555,0.7027216987389618,0.7084441715333613,-186.86260916637508,22.12817813844636,965.1995750311846,0.13788936216624914,0.9667646909915173,-0.21529643762371237,122.03684731615323,-113.70592034833018,1020.2340831290946,-0.03826057628473968,0.9448548144183793,0.32524684160306583,121.01112970327104,-75.8429936171764,1020.6076320348366,0.13612546398536798,0.9898477052325153,-0.0408824962629695,381.51838267653613,-205.53036765870917,590.8470528176446,0.5771098167433812,-0.22660939453629048,0.7845969931922483,0.2
7,417.91799281129295,26.317253955371086,736.8831107503905,0.053317656042872856,0.6788718861424461,0.7323183663950343,-186.45810856726735,22.486960229087373,963.1429767843915,0.12831454732213243,0.9777977840814034,-0.16567097027244598,121.20523329268724,-112.66253161918169,1013.4722891978606,-0.0046009283089136314,0.8346767874027384,0.5507208839600514,120.47772149092344,-75.66205358572836,1022.3362839149277,0.12597257084168514,0.9836159966873126,-0.128959227883705,394.2025817224071,-212.61108679539834,600.4217374754626,0.6714279183606127,0.6882079514835812,0.2748715444725177,0.23333333333333334
8,415.89839843159353,27.306460503084423,735.1739366215038,0.07739551539873281,0.6622919086348181,0.745237788865416,-187.3373405354858,22.448545441820272,964.0967394975014,0.1362660925828425,0.9680805014814142,-0.21036086770998544,121.34796418755626,-112.18922011571863,1011.6393264340192,-0.024474788693323257,0.8682010707176435,0.4956086011392,117.83817149844148,-75.95965759501522,1018.328859027383,0.06760389591955492,0.9942519958842877,0.08302217737814582,397.0948286573132,-214.0415558811435,604.734842568136,0.7226702345573115,0.5253051747964558,0.4492240036072714,0.26666666666666666
