scorer,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000
7,1900.746,75.53,0.9940000176429749,1865.646,52.014,1.0,1852.53,10.425,0.996999979019165,959.323,639.847,1.0,966.909,679.741,1.0,973.685,711.018,1.0,938.136,581.27,1.0,959.501,621.149,1.0,,,1.0,1327.559,346.884,1.0,1325.484,385.68,1.0,1328.586,411.756,1.0,1842.495,448.501,1.0,1816.128,516.265,1.0,1782.218,580.522,1.0,1749.579,633.544,1.0,1715.356,697.827,1.0
8,1900.808,74.428,0.9950000047683716,1864.239,51.558,1.0,1852.589,11.759,0.9919999837875366,960.918,638.957,1.0,967.32,680.411,1.0,973.784,710.69,1.0,938.681,581.935,1.0,958.923,621.903,1.0,,,1.0,1327.059,347.491,1.0,1325.958,385.422,1.0,1329.935,412.366,1.0,1843.815,448.817,1.0,1816.294,516.018,1.0,1781.521,581.212,1.0,1747.284,635.423,1.0,1714.506,697.154,1.0
9,1901.232,74.94,0.9959999918937683,1864.349,51.243,1.0,1852.122,8.04,0.9900000095367432,960.934,639.186,1.0,968.232,680.022,1.0,975.162,711.014,1.0,939.183,581.703,1.0,959.106,621.602,1.0,,,1.0,1327.414,347.846,1.0,1326.131,383.387,1.0,1330.575,413.736,1.0,1843.392,448.664,1.0,1816.781,517.866,1.0,1781.922,582.054,1.0,1746.017,634.23,1.0,1707.657,697.01,1.0
10,1900.933,74.309,0.9959999918937683,1864.536,51.718,1.0,1851.705,9.002,0.9959999918937683,961.464,639.809,1.0,967.509,678.573,1.0,974.669,711.194,1.0,938.543,581.963,1.0,959.091,622.11,1.0,,,1.0,1327.433,347.923,1.0,1326.285,383.805,1.0,1330.842,412.449,1.0,1843.432,448.61,1.0,1817.286,515.99,1.0,1783.326,580.891,1.0,1748.968,632.827,1.0,1710.738,699.205,1.0
11,1900.179,75.467,0.996999979019165,1864.225,52.546,1.0,1852.562,9.42,0.9959999918937683,962.408,640.519,1.0,968.045,678.326,1.0,974.601,710.765,1.0,938.67,582.238,1.0,959.098,622.875,1.0,,,1.0,1327.411,348.403,1.0,1324.856,384.329,1.0,1331.106,412.284,1.0,1843.441,447.442,1.0,1817.533,515.772,1.0,1783.317,580.766,1.0,1748.217,633.192,1.0,1713.107,698.966,1.0
12,1899.678,74.176,0.9959999918937683,1864.852,51.836,1.0,1852.458,9.786,0.9449999928474426,958.771,638.83,1.0,967.437,679.586,1.0,975.246,710.344,1.0,938.878,581.309,1.0,959.85,621.717,1.0,,,1.0,1327.209,348.448,1.0,1327.895,384.576,1.0,1328.915,412.256,1.0,1845.906,447.12,1.0,1817.125,516.428,1.0,1782.349,576.926,1.0,1748.97,630.177,1.0,1712.28,698.996,1.0
13,1899.752,74.587,0.996999979019165,1863.364,52.471,1.0,1852.314,8.556,0.9649999737739563,958.885,638.536,1.0,967.656,680.429,1.0,971.789,710.851,1.0,939.337,581.579,1.0,959.576,621.495,1.0,,,1.0,1327.468,348.578,1.0,1327.462,384.433,1.0,1329.272,412.28,1.0,1845.907,447.74,1.0,1814.667,513.118,1.0,1784.646,575.71,1.0,1749.157,630.492,1.0,1712.737,697.045,1.0
14,1900.586,73.651,0.996999979019165,1864.102,53.55,1.0,1852.935,9.268,0.9169999957084656,959.749,637.86,1.0,967.645,679.291,1.0,972.057,710.439,1.0,939.454,581.322,1.0,959.533,621.811,1.0,,,1.0,1327.409,348.802,1.0,1327.094,386.274,1.0,1330.183,413.149,1.0,1844.501,447.177,1.0,1817.672,511.906,1.0,1782.356,578.04,1.0,1747.037,631.63,1.0,1711.889,698.348,1.0
15,1900.578,74.158,0.996999979019165,1864.42,54.622,1.0,1852.532,9.585,0.7900000214576721,959.093,638.305,1.0,966.375,677.801,1.0,974.964,708.315,1.0,938.952,581.797,1.0,960.049,623.346,1.0,,,1.0,1327.699,348.972,1.0,1327.295,386.333,1.0,1330.21,412.894,1.0,1844.44,447.329,1.0,1816.011,514.737,1.0,1782.465,578.465,1.0,1746.163,631.872,1.0,1711.145,699.283,1.0
16,1900.156,74.202,0.9980000257492065,1864.902,53.14,1.0,1852.809,10.588,0.8840000033378601,959.41,639.149,1.0,966.12,677.883,1.0,974.64,708.036,1.0,939.551,581.206,1.0,959.721,623.197,1.0,,,1.0,1327.705,348.853,1.0,1326.848,386.377,1.0,1329.834,412.686,1.0,1844.294,447.091,1.0,1817.119,512.831,1.0,1783.538,577.746,1.0,1747.706,631.334,1.0,1711.639,699.634,1.0
17,1900.663,73.801,0.9950000047683716,1866.278,52.833,1.0,1852.634,11.479,0.7590000033378601,959.06,638.787,1.0,965.991,678.472,1.0,970.488,710.134,1.0,938.523,581.73,1.0,958.694,621.977,1.0,,,1.0,1327.416,348.659,1.0,1328.08,386.019,1.0,1330.741,413.269,1.0,1844.332,446.797,1.0,1816.291,512.992,1.0,1781.378,576.198,1.0,1747.626,628.944,1.0,1708.818,699.574,1.0
18,1900.095,74.419,0.9959999918937683,1865.775,52.881,1.0,1852.006,11.053,0.39399999380111694,959.908,638.699,1.0,965.979,677.067,1.0,974.626,708.322,1.0,938.773,582.506,1.0,959.051,623.19,1.0,,,1.0,1327.435,348.956,1.0,1329.541,386.21,1.0,1330.613,414.158,1.0,1843.605,447.033,1.0,1816.596,512.696,1.0,1781.837,577.624,1.0,1747.215,632.304,1.0,1709.872,699.523,1.0
19,1899.647,75.53,0.996999979019165,1865.452,52.659,1.0,1852.763,9.918,0.9449999928474426,958.679,639.048,1.0,965.653,676.895,1.0,974.686,707.945,1.0,939.182,581.727,1.0,959.553,622.515,1.0,,,1.0,1327.557,348.854,1.0,1329.87,386.569,1.0,1330.708,414.991,1.0,1844.142,447.293,1.0,1816.969,513.29,1.0,1785.345,575.076,1.0,1746.716,629.451,1.0,1711.606,699.927,1.0
20,1900.343,75.079,0.9959999918937683,1865.832,51.976,1.0,1852.492,10.043,0.6650000214576721,959.781,638.426,1.0,965.942,676.524,1.0,970.464,709.464,1.0,939.067,581.937,1.0,959.918,622.903,1.0,,,1.0,1327.397,348.681,1.0,1329.961,386.717,1.0,1330.616,413.725,1.0,1844.141,447.101,1.0,1813.297,513.479,1.0,1784.167,577.632,1.0,1749.601,632.557,1.0,1711.649,699.573,1.0
21,1900.428,75.692,0.9959999918937683,1866.472,52.442,1.0,1852.331,9.969,0.6890000104904175,959.284,638.634,1.0,966.378,676.884,1.0,970.51,709.666,1.0,939.372,581.764,1.0,959.61,622.952,1.0,,,1.0,1327.427,348.583,1.0,1328.895,386.102,1.0,1331.323,413.219,1.0,1843.459,447.031,1.0,1813.528,514.8,1.0,1782.884,579.188,1.0,1750.091,632.786,1.0,1711.624,699.549,1.0
22,1901.014,75.927,0.9959999918937683,1866.204,52.863,1.0,1852.717,4.443,0.6880000233650208,959.964,638.922,1.0,966.443,676.86,1.0,972.442,709.428,1.0,939.44,581.774,1.0,960.329,623.609,1.0,,,1.0,1327.197,349.168,1.0,1328.244,386.746,1.0,1331.63,413.515,1.0,1844.835,447.709,1.0,1814.083,515.025,1.0,1785.256,578.724,1.0,1749.299,629.163,1.0,1710.626,698.438,1.0
23,1899.811,76.97,0.996999979019165,1865.786,53.511,1.0,1852.769,9.137,0.9089999794960022,960.806,639.325,1.0,966.904,677.407,1.0,973.039,709.844,1.0,938.596,582.369,1.0,959.926,623.51,1.0,,,1.0,1327.876,349.266,1.0,1329.487,384.257,1.0,1330.954,415.179,1.0,1843.594,447.928,1.0,1817.371,516.06,1.0,1784.529,577.068,1.0,1747.582,631.303,1.0,1710.445,699.049,1.0
24,1901.502,73.401,0.996999979019165,1867.874,53.08,1.0,1852.913,10.678,0.9599999785423279,960.875,639.709,1.0,967.218,678.777,1.0,975.178,711.297,1.0,939.226,582.374,1.0,960.766,623.896,1.0,,,1.0,1327.624,349.475,1.0,1329.335,385.603,1.0,1330.396,413.17,1.0,1843.747,448.493,1.0,1813.908,515.993,1.0,1785.342,577.12,1.0,1746.547,633.675,1.0,1714.313,700.121,1.0
25,1901.765,73.038,0.9950000047683716,1867.195,53.564,1.0,1852.896,9.99,0.953000009059906,960.097,639.762,1.0,967.465,679.751,1.0,974.554,711.474,1.0,939.219,581.826,1.0,960.131,624.566,1.0,,,1.0,1327.167,349.72,1.0,1328.952,385.372,1.0,1329.505,412.693,1.0,1844.801,448.285,1.0,1816.471,515.295,1.0,1783.739,577.262,1.0,1746.413,634.457,1.0,1713.13,701.235,1.0
26,1901.286,73.432,0.9959999918937683,1867.488,53.597,1.0,1852.914,9.877,0.9549999833106995,960.22,639.723,1.0,967.942,680.504,1.0,975.402,711.814,1.0,939.255,581.983,1.0,959.654,624.14,1.0,,,1.0,1327.76,349.695,1.0,1329.536,384.117,1.0,1331.148,413.524,1.0,1844.619,447.515,1.0,1815.356,517.377,1.0,1782.709,579.2,1.0,1747.704,632.709,1.0,1711.156,700.153,1.0
27,1900.383,75.004,0.996999979019165,1866.533,54.883,1.0,1853.352,11.3,0.9639999866485596,960.427,639.937,1.0,967.631,679.585,1.0,975.303,711.094,1.0,939.338,581.604,1.0,960.013,621.846,1.0,,,1.0,1324.689,353.026,1.0,1328.821,382.899,1.0,1330.793,412.851,1.0,1844.115,448.437,1.0,1815.608,515.314,1.0,1784.141,577.107,1.0,1749.627,632.435,1.0,1710.734,699.651,1.0
28,1901.143,74.07,0.9940000176429749,1866.938,53.764,1.0,1852.873,10.647,0.9789999723434448,959.901,640.177,1.0,967.181,680.205,1.0,975.649,711.414,1.0,939.306,581.664,1.0,959.75,622.978,1.0,,,1.0,1326.522,350.516,1.0,1328.819,384.26,1.0,1330.151,412.28,1.0,1843.699,448.567,1.0,1815.901,514.204,1.0,1783.487,577.328,1.0,1747.901,636.346,1.0,1705.717,700.318,1.0
29,1900.528,74.307,0.9959999918937683,1867.012,53.668,1.0,1852.219,10.488,0.972000002861023,959.339,639.929,1.0,967.801,680.047,1.0,976.215,712.125,1.0,939.261,581.777,1.0,960.077,622.473,1.0,,,1.0,1327.871,349.147,1.0,1329.634,384.279,1.0,1330.667,413.105,1.0,1843.87,448.436,1.0,1816.068,513.157,1.0,1783.879,575.432,1.0,1747.005,636.263,1.0,1702.839,698.857,1.0
30,1900.588,74.803,0.996999979019165,1866.893,52.327,1.0,1852.154,9.464,0.9869999885559082,961.083,641.099,1.0,967.771,678.644,1.0,975.074,710.881,1.0,939.521,581.226,1.0,959.228,622.109,1.0,,,1.0,1326.745,348.96,1.0,1329.978,385.034,1.0,1328.723,412.562,1.0,1842.452,447.944,1.0,1815.473,515.425,1.0,1782.806,576.057,1.0,1748.381,632.543,1.0,1707.556,699.595,1.0
31,1900.2,74.355,0.996999979019165,1865.655,53.337,1.0,1852.606,11.839,0.9900000095367432,960.811,641.246,1.0,968.406,679.023,1.0,975.986,710.814,1.0,939.879,580.99,1.0,959.472,623.051,1.0,,,1.0,1326.249,350.044,1.0,1329.608,384.952,1.0,1329.373,412.565,1.0,1843.919,448.482,1.0,1816.179,515.181,1.0,1783.368,576.827,1.0,1748.572,633.628,1.0,1709.436,698.759,1.0
32,1900.177,74.834,0.9959999918937683,1864.966,52.867,1.0,1853.103,11.7,0.996999979019165,960.223,641.385,1.0,967.049,678.728,1.0,974.838,710.748,1.0,939.694,581.987,1.0,959.233,623.157,1.0,,,1.0,1326.696,348.932,1.0,1329.072,383.738,1.0,1329.915,412.628,1.0,1843.836,448.279,1.0,1815.57,515.911,1.0,1783.573,579.005,1.0,1748.252,636.572,1.0,1708.789,697.654,1.0
33,1900.616,74.811,0.9959999918937683,1864.17,55.24,1.0,1852.777,11.986,0.984000027179718,959.711,641.505,1.0,966.293,678.014,1.0,974.74,710.09,1.0,938.699,582.591,1.0,959.572,623.328,1.0,,,1.0,1326.909,348.224,1.0,1326.943,382.745,1.0,1329.939,412.226,1.0,1843.924,447.798,1.0,1817.063,513.856,1.0,1785.126,577.661,1.0,1750.616,633.591,1.0,1709.734,697.315,1.0
34,1900.665,73.984,0.9950000047683716,1864.675,54.203,1.0,1852.598,12.799,0.9470000267028809,959.027,642.232,1.0,965.377,678.596,1.0,973.031,709.957,1.0,938.656,582.268,1.0,959.741,623.801,1.0,,,1.0,1326.91,347.952,1.0,1325.976,382.422,1.0,1331.408,413.34,1.0,1844.405,448.616,1.0,1816.341,514.348,1.0,1785.254,577.639,1.0,1747.695,634.996,1.0,1712.142,699.048,1.0
35,1900.583,74.226,0.9959999918937683,1864.787,54.294,1.0,1852.964,12.932,0.9810000061988831,959.897,641.657,1.0,966.435,679.369,1.0,973.287,710.264,1.0,939.077,581.821,1.0,959.943,623.088,1.0,,,1.0,1325.393,347.805,1.0,1324.905,383.957,1.0,1340.359,412.236,1.0,1844.295,448.217,1.0,1816.434,516.283,1.0,1784.789,580.555,1.0,1747.305,632.602,1.0,1712.469,698.237,1.0
36,1900.151,75.433,0.9980000257492065,1864.941,54.446,1.0,1859.391,12.087,0.5659999847412109,959.243,640.642,1.0,966.612,678.998,1.0,973.992,710.749,1.0,938.854,581.962,1.0,960.124,623.464,1.0,,,1.0,1325.001,349.412,1.0,1324.268,385.379,1.0,1341.57,411.793,1.0,1844.535,448.453,1.0,1815.951,517.018,1.0,1783.591,578.211,1.0,1747.479,633.888,1.0,1711.054,694.382,1.0
37,1900.9,74.27,0.996999979019165,1865.67,54.662,1.0,1852.201,12.125,0.703000009059906,960.06,640.842,1.0,965.611,678.415,1.0,972.145,709.827,1.0,939.043,581.825,1.0,960.108,623.496,1.0,,,1.0,1326.11,349.004,1.0,1324.293,384.289,1.0,1342.653,412.055,1.0,1845.064,448.311,1.0,1816.381,516.282,1.0,1786.526,579.226,1.0,1748.761,632.677,1.0,1712.865,696.483,1.0
38,1901.614,73.212,0.9959999918937683,1865.899,54.774,1.0,1859.678,12.308,0.5529999732971191,959.334,640.404,1.0,966.265,678.224,1.0,971.9,709.607,1.0,938.984,581.897,1.0,959.563,623.013,1.0,,,1.0,1325.384,348.24,1.0,1324.585,383.571,1.0,1341.719,412.106,1.0,1844.035,449.075,1.0,1815.364,516.471,1.0,1785.474,581.178,1.0,1748.721,634.241,1.0,1714.408,694.23,1.0
39,1901.087,74.678,0.9940000176429749,1864.609,53.788,1.0,1860.268,12.161,0.2770000100135803,959.789,639.456,1.0,966.992,678.527,1.0,974.341,710.568,1.0,939.592,581.949,1.0,960.377,623.667,1.0,,,1.0,1326.026,348.939,1.0,1324.26,383.403,1.0,1342.404,412.565,1.0,1844.996,448.875,1.0,1817.337,513.841,1.0,1782.234,577.374,1.0,1753.724,633.238,1.0,1715.867,695.305,1.0
40,1901.503,74.261,0.9929999709129333,1865.634,53.595,1.0,1860.015,12.288,0.24799999594688416,959.671,639.862,1.0,965.676,676.253,1.0,973.028,709.107,1.0,938.711,582.172,1.0,959.916,623.682,1.0,,,1.0,1326.018,348.659,1.0,1323.452,384.163,1.0,1342.625,412.932,1.0,1844.201,448.906,1.0,1814.558,513.97,1.0,1783.169,577.667,1.0,1749.393,630.584,1.0,1718.661,696.556,1.0
41,1901.348,74.667,0.9940000176429749,1865.473,53.433,0.9990000128746033,1859.996,12.406,0.10899999737739563,959.638,640.29,1.0,965.236,675.484,1.0,972.284,708.721,1.0,938.677,582.26,1.0,960.335,623.225,1.0,,,1.0,1326.342,349.194,1.0,1323.287,385.174,1.0,1328.319,411.311,1.0,1845.541,448.674,1.0,1815.438,514.092,1.0,1783.498,575.886,1.0,1748.133,633.85,1.0,1716.126,697.087,1.0
42,1901.216,74.079,0.9940000176429749,1865.43,54.647,1.0,1860.026,12.373,0.10999999940395355,959.51,640.555,1.0,965.716,676.699,1.0,972.333,709.335,1.0,938.344,582.448,1.0,960.41,622.671,1.0,,,1.0,1326.348,349.394,1.0,1323.948,384.786,1.0,1328.076,411.017,1.0,1846.056,448.264,1.0,1815.224,513.552,1.0,1785.122,574.979,1.0,1752.188,632.687,1.0,1712.04,697.947,1.0
43,1901.052,74.542,0.9959999918937683,1865.352,55.15,1.0,1860.09,12.309,0.0989999994635582,961.103,640.543,1.0,966.443,678.497,1.0,973.102,710.277,1.0,938.528,582.244,1.0,960.345,621.329,1.0,,,1.0,1326.111,349.235,1.0,1325.082,385.536,1.0,1328.754,411.022,1.0,1844.882,447.998,1.0,1815.219,514.884,1.0,1784.432,573.926,1.0,1749.864,630.836,1.0,1713.53,697.128,1.0
44,1901.002,73.961,0.9950000047683716,1866.293,56.039,1.0,1859.901,11.836,0.45899999141693115,961.634,642.082,1.0,966.249,677.931,1.0,973.193,710.259,1.0,938.747,582.055,1.0,960.074,620.702,1.0,,,1.0,1326.621,349.013,1.0,1325.728,385.234,1.0,1329.999,412.239,1.0,1845.045,448.513,1.0,1816.341,515.623,1.0,1785.211,576.026,1.0,1750.17,629.651,1.0,1713.976,696.245,1.0
