scorer,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000
individuals,tap,tap,tap,tap,tap,tap,tap,tap,tap,cup,cup,cup,cup,cup,cup,cup,cup,cup,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,393.57691133160233,-194.2762626147484,586.1783785789822,384.66037135838076,-206.96169925346175,593.7425798255051,384.66955284792516,-217.34692223694427,603.7414506581786,-188.21815063501973,67.80923272036064,887.2236056869617,-176.0281915108445,86.04363092507697,919.550254161128,-169.09457561178408,112.51292915707174,910.509253294222,-180.72380317200296,16.078630175445106,900.4032898249259,-175.97053550146964,46.88266091827476,899.119524460064,-174.34471229668614,76.68545616057249,917.6037489299272,44.02731666353471,167.66567167757057,844.3594976568303,44.89742069923796,192.5863045783102,827.0577497228047,41.487290226902154,222.4179726053365,806.6973099675419,447.808044488871,-42.07592364324963,701.2653940541605,458.9310258126902,-7.903519388278247,737.6618095726365,455.2455682402009,28.24912833948741,760.5534552938917,450.8887805241241,62.46570007261165,795.0180009241483,441.0174521784047,97.48806837627893,812.4005698023245
1,624.4346575227394,-308.55983076736004,930.999489384276,386.007838547321,-207.4898646496085,596.4801037155071,388.85235726581635,-216.41614956451372,609.6229565197569,-189.1634875979952,68.38004450332934,894.6921710715991,-175.54018244129946,86.78391042041771,920.4354135498849,-171.23646637094288,111.33625760240011,911.5249160430419,-180.00655751679983,16.774804643142637,903.2587115538344,-176.6228660648741,51.56872001894135,902.4526003314736,-171.4226013041481,77.79948828419029,923.044776253105,44.06472777978984,167.80814140796681,845.0769711192573,43.67826081236622,192.42044628150526,826.3454748285502,40.91819821095341,221.880370580522,806.8377112018983,454.73201180582004,-43.13863951282892,710.5187684465939,456.75432319151025,-8.37121325436903,732.4811597572902,449.3165060123275,26.210129517385774,748.8608433538793,443.8893750422691,59.110896676483065,780.7099561044935,439.52209059916134,96.70644154158096,810.7126835821158
2,392.27964718340223,-193.42436277520255,584.8684835535283,384.3096035785113,-205.9559753984287,594.5120939336088,384.60683380456,-217.98703823939704,604.3205020498136,-186.45054176169182,67.62782362203737,884.8500286995545,-173.60937863261807,86.14707803360972,920.6557957790352,-170.5825019640477,111.985459304642,911.5095524796443,-179.51072498268022,16.78877284010678,904.010845236519,-175.35928413227478,46.890944108630244,899.2783801655116,-171.1449101410547,77.01520956347461,921.5495161441407,43.47264981674975,168.4565180399053,845.3015242145785,43.12830765339192,192.0095888678408,827.1182289691603,40.41867800489727,222.30272902693497,808.3735600979453,443.0975313431765,-41.09172637037279,693.1134568496616,447.32521133300787,-9.23377729815842,718.1826787456549,446.342995851933,25.505314048681885,743.904993086555,441.994478692554,56.011847362544486,776.4018446293295,437.33957853947635,96.02958999676333,809.8881084064377
3,401.5714326734927,-198.00593538639737,598.7220508443982,384.3137969862025,-206.57927056543113,593.8623794488781,384.64949780995323,-213.83758435296056,602.3593925435509,-179.40562266610317,66.35550427376418,860.1639442895358,-173.55491224190303,86.12005115033824,920.3669588585767,-169.80548983551154,113.20365989034103,910.8340450946979,-179.87416931835023,16.175734650930774,905.8411404521235,-174.83274454989655,45.63648846706859,899.8744204774088,-174.82767387856342,76.0402893821261,909.8838045724491,43.475499090408945,167.863732599079,845.3569267579518,43.70056949807487,193.1092733225741,826.7675310446598,40.3614738436045,221.98810613982477,807.2294768720901,434.41524114493114,-40.81753943643648,680.2923239406081,434.74034523165557,-7.486917541302908,698.7789705216048,441.7296525074362,25.82906082680713,737.9731664802038,445.4417545406026,58.684296394935096,782.4572852658014,440.5131788101248,96.66977774151229,810.4053223839354
4,403.1855958814538,-199.23122096804533,601.1286839553093,384.38040865828503,-207.03933711395482,593.9653113924934,384.3125882459919,-217.8202660653489,603.8581633494822,-180.33570118454242,67.5484241550348,867.5944386885204,-173.84802748134092,85.60698322944819,921.9213578555958,-170.63764839138477,112.67295103705942,911.8042280455676,-179.7120360216817,15.514708145756694,905.0246418358072,-174.8221081380649,45.63371205074488,899.81967424004,-172.8941651474513,76.04743354230001,909.9692902497437,42.261254728529416,167.23382228289498,845.2250945705883,43.07039925655354,192.34178298132133,826.0076569749996,40.3621122022348,221.99161711229135,807.2422440446959,434.25693729130967,-40.316919233980656,680.0444208141315,427.8838212250836,-8.822346829383168,686.1825311742464,438.2086605296249,25.62317943430981,732.0908409802804,447.9570879590239,58.941722099871555,785.8896279982876,442.5534222146402,96.40927570555155,813.090277034772
5,395.97625858117954,-195.66877953319198,590.3799382467,383.04090932171056,-206.35057836247015,593.204948064596,383.3569267692091,-225.1529002604476,596.9963264481565,-178.35499859335556,67.03687878164054,861.0241311403373,-173.5570775029073,86.77853875145365,920.3784413032964,-169.6143534631324,113.72609906531866,909.8087925225493,-179.82028849596847,15.524053683105192,905.5697981811362,-174.09290728775403,45.61105689088759,899.3729527780652,-172.99307378623337,75.15803954757705,907.0797876431714,43.464749085712896,167.82222563650257,845.1478988888618,43.64963642252479,192.2943442397714,825.8039323180367,40.34376643357711,222.46705490515376,806.8753286715422,426.212695292689,-39.57008244887381,667.4471738364258,429.5527057062986,-8.37430733601729,689.6488394367179,440.2628008705247,25.774046884893327,736.4013395683808,447.3026517876755,59.00349049963055,786.7132066617407,443.5832664585349,96.38065737188063,812.848917594174
6,400.82229227795074,-198.0634117326615,597.6051216071684,383.5694019495605,-205.55929275749924,593.3670306402041,383.05735416812803,-224.9769555069762,596.5298062684975,-178.2167030460907,66.75471007568346,857.3999459262096,-172.7173811650731,86.03033054229877,919.4081126657884,-168.69688059422828,112.89714316690662,908.3678185843062,-180.0599093200148,16.19243788849054,906.7765217554703,-174.25923841161966,45.65463441780442,900.2322279567068,-173.4841407843085,76.02114034368574,909.6546707791457,42.86082646302191,168.42493779131144,845.1430570173334,43.08592961343007,192.41113772572885,826.3054994356453,40.324363097893034,221.78399703841168,806.4872619578607,429.9528816777359,-39.87272533994646,672.551993685844,430.8197801388461,-8.903279038460656,692.4772585469399,446.134765736753,24.460308967688484,744.4441859731279,449.62584635828165,59.309942044748205,790.7992272633095,442.3702422225187,97.20504006731662,814.8925514625346
