individuals,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,cup,cup,cup,cup,cup,cup,tap,tap,tap,tap,tap,tap,time_stamp
pose,x,y,z,X,Y,Z,x,y,z,X,Y,Z,x,y,z,X,Y,Z,x,y,z,X,Y,Z,x,y,z,X,Y,Z,
0,449.86186851237306,27.618492167324554,763.7671319674857,0.02193375724024702,0.7442995991367278,0.6674855931166098,42.75730344521843,195.04182214145354,825.5284038121861,-0.03819391466136602,0.8233003715980765,-0.5663194531439916,-177.53425773434455,46.38204316800879,909.0035193774265,0.10073975769374853,0.9571139655579342,0.2716327634026695,-178.6563631234019,90.1610809387162,898.8664294905918,0.35472753784501376,0.8292190215635938,0.431930767799112,389.12323208976375,-205.81159242584633,594.9599146185803,-0.2936576767492985,-0.7605932014685299,0.5790191281521336,0.0
1,447.50358729678607,25.0277179467124,757.3128935518603,-0.08709202745496288,0.8213057033315537,0.5638013129009599,42.49146299537163,194.8442559942444,825.9573411605778,-0.04745757722006982,0.8155451697747099,-0.5767441845580593,-175.71457941047396,47.28714646366646,913.1517439034697,0.13262418881469537,0.9428460450018036,0.30569946019857663,-180.19997698446906,89.85815105286473,903.1085435573204,0.3621838012717404,0.8678544166045215,0.340075882232743,386.007838547321,-207.4898646496085,596.4801037155071,0.5635989771423813,-0.2389115862408613,0.7907448684145457,0.03333333333333333
2,443.99666706849735,25.854011800148825,748.7511552992491,-0.07134419607073891,0.7520735511343731,0.6552063639580689,41.94566391082351,195.37962353342013,826.8375421562619,-0.04672273663579816,0.8237935677790503,-0.5649611876643608,-175.32781756186745,46.90199120179069,912.7801806903299,0.13219559710435033,0.9516908890331122,0.27714396229683397,-178.51652186286975,89.80664146333969,898.1797905895994,0.29314347140828273,0.8194554257037582,0.49250351314013374,388.4432404939811,-205.7057005072998,594.594492801671,-0.2378577418121219,-0.7614446266721108,0.6030139096009378,0.06666666666666667
3,437.46420997752796,27.9261191525379,745.3488231622717,0.03219743611796049,0.7259403678614309,0.6870035716185472,41.91848646700672,194.9259193694519,826.2932018150209,-0.046983900798122515,0.816619646808734,-0.5752606935223114,-177.3509215984568,46.108012016528434,907.8624725122863,0.0838110783741305,0.9942172638960303,0.06713967018727972,-174.60555625080735,89.7795820820526,885.4989946921169,0.13778779305875177,0.6723973600356191,0.7272525794393092,393.110465241723,-205.92175986967897,600.5407216939745,-0.7214073334461679,-0.6749268187784074,0.15506530412619207,0.1
4,438.2086605296249,25.62317943430981,732.0908409802804,0.04035670307278556,0.6575029140844755,0.7523704237192727,41.3116834653821,194.61271969759315,826.2336693076421,-0.02848625556808401,0.8213414824101055,-0.5697251113616815,-176.3031005845665,45.781070844028356,907.4969660427755,0.11155655932702177,0.9904591472169897,0.08090619114326358,-175.48667478796358,90.11068759604711,889.699333367044,0.15174003327497124,0.7060383518871661,0.6917259630562993,393.74909206372286,-208.5257435166971,602.4934236523957,-0.7086941914260259,-0.6980312062112426,0.1024937958819427,0.13333333333333333
5,434.89798087561195,28.405287461503413,740.1480457153,0.08693329821092222,0.6803832812401122,0.7276820681252969,41.904257759645006,195.14464027082818,826.011613780202,-0.046729950578407224,0.818187877251447,-0.5730487843436287,-176.40668114110093,45.34104661534112,906.3247929121537,0.11370634785377386,0.9931960585542745,0.025148672529791215,-173.984676028244,90.3814889234796,885.4164618314433,0.12836931372420426,0.6857003203813788,0.7164749750848605,389.66659267519435,-210.4108398968198,593.6881323474283,-0.38536353068704887,-0.900372938278759,0.20204831410255905,0.16666666666666666
6,436.1615619501273,28.66615736368508,743.7222725741892,0.06271287118544665,0.6923001239572146,0.7188794294987879,41.592594780457475,195.10446741486157,825.815159487597,-0.038467074017254625,0.8092239414011768,-0.5862396241126114,-176.77202505216167,46.10678911608814,908.215596267308,0.10912732417055121,0.9928795656476452,0.047763953340557316,-173.45679182015948,89.82592662129504,882.883882255258,0.13715735618372027,0.664799597122554,0.7343223783260198,391.9398232230394,-211.52018361981885,597.0674639378329,-0.5505793814302696,-0.8341173040825498,-0.03332668261199996,0.2
7,437.5615806076405,28.039451476330406,747.0768106869527,0.054613730559163284,0.6981102023915614,0.7139043953858418,41.29550204832381,195.37006126275568,825.6410028662934,-0.046378520300391975,0.8200866801659252,-0.5703567917270536,-175.62221280193296,46.58900105837648,912.6499803787544,0.1371586062857405,0.9476227134248595,0.28844186541322314,-172.40379172212283,88.81576701799861,877.8398839012856,0.09305394466356307,0.601948633537511,0.7930944495864751,388.2384352096036,-209.61325134689645,591.25535994762,-0.265542230882414,-0.8981064336522362,0.35055977728549,0.23333333333333334
8,436.346887630826,28.22589544063127,744.9787517723886,0.05290623005114529,0.7010782805209308,0.711118960092888,41.30663325081785,195.09196540584648,825.8536540199452,-0.04670236877637787,0.8116320291493557,-0.5822991825595968,-176.82724167058655,46.34542140163768,910.2624751398617,0.09162687078499032,0.9794245697227847,0.1798110919089501,-175.15740285494036,89.76662470844582,886.3987433188098,0.14116867651027284,0.6933454567954446,0.7066424005913136,389.4698861781212,-209.9825294153469,593.0691511388177,-0.3884123613711525,-0.8988681980968761,0.20290835365790258,0.26666666666666666
