scorer,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000
individuals,ind1,ind1,ind1,ind1,ind1,ind1,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,head,head,head,tail,tail,tail,cup_h,cup_h,cup_h,cup_m,cup_m,cup_m,cup_t,cup_t,cup_t,pitcher_h,pitcher_h,pitcher_h,pitcher_m,pitcher_m,pitcher_m,pitcher_t,pitcher_t,pitcher_t,tap_h,tap_h,tap_h,tap_m,tap_m,tap_m,tap_t,tap_t,tap_t
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
217,1222.994,335.618,1.0,1207.626,380.612,0.9990000128746033,822.105,608.887,1.0,841.103,638.484,0.9980000257492065,859.392,665.321,1.0,490.289,304.65,0.9779999852180481,549.722,422.859,0.9929999709129333,609.827,553.8,0.9929999709129333,493.553,42.071,0.9879999756813049,533.449,103.342,0.9850000143051147,559.407,192.239,0.9990000128746033
218,1222.994,335.693,1.0,1207.031,380.612,0.9990000128746033,821.981,608.976,1.0,841.103,638.484,0.9990000128746033,859.342,665.308,1.0,490.291,304.705,0.9779999852180481,549.48,422.859,0.9869999885559082,609.832,553.8,0.9929999709129333,493.587,42.071,0.9860000014305115,533.449,103.342,0.9850000143051147,559.407,192.239,0.9990000128746033
219,1222.994,335.693,1.0,1206.99,380.13,0.9990000128746033,822.377,608.999,1.0,841.103,638.614,0.9990000128746033,859.277,665.301,1.0,490.289,304.727,0.9789999723434448,549.48,422.873,0.9940000176429749,609.837,553.874,0.9900000095367432,493.501,42.071,0.9869999885559082,533.449,103.337,0.9850000143051147,559.425,192.239,0.9990000128746033
220,1222.994,335.912,1.0,1206.99,380.13,0.9990000128746033,822.677,609.019,1.0,844.078,638.614,0.9980000257492065,859.259,665.276,1.0,490.265,304.739,0.9779999852180481,548.947,424.984,0.9940000176429749,609.827,553.881,0.9929999709129333,493.534,41.996,0.9869999885559082,533.625,103.327,0.9850000143051147,560.432,190.987,0.996999979019165
221,1222.904,335.917,1.0,1206.964,380.122,0.9990000128746033,822.677,609.019,1.0,844.177,638.614,0.9990000128746033,859.092,665.276,1.0,490.265,304.761,0.9789999723434448,549.48,422.404,0.9869999885559082,609.174,553.928,0.9929999709129333,493.58,41.996,0.9900000095367432,533.625,103.327,0.9850000143051147,560.496,190.979,0.996999979019165
222,1222.749,336.061,1.0,1206.99,380.13,0.9990000128746033,822.487,609.245,1.0,844.18,638.486,0.9990000128746033,858.951,665.276,1.0,490.313,304.797,0.9810000061988831,549.48,422.227,0.9869999885559082,609.174,553.928,0.9919999837875366,493.58,41.988,0.9879999756813049,533.625,103.316,0.9860000014305115,560.51,190.967,0.996999979019165
223,1222.655,336.1,1.0,1207.028,380.122,0.9990000128746033,822.487,609.245,1.0,844.16,638.466,0.9990000128746033,858.951,665.319,1.0,490.265,304.831,0.9789999723434448,550.609,420.983,0.9950000047683716,609.174,553.928,0.9940000176429749,493.58,41.979,0.9879999756813049,533.502,103.181,0.9869999885559082,560.513,190.949,0.996999979019165
224,1222.509,336.1,1.0,1207.028,380.086,0.9990000128746033,822.487,609.245,1.0,844.16,638.466,0.9980000257492065,858.951,665.521,1.0,490.248,304.863,0.9789999723434448,550.609,420.885,0.9950000047683716,609.174,553.92,0.9940000176429749,493.58,41.979,0.9869999885559082,533.487,103.181,0.9869999885559082,560.496,190.949,0.996999979019165
225,1222.509,336.061,1.0,1207.022,380.086,0.9990000128746033,822.178,609.139,1.0,844.16,638.486,0.9990000128746033,858.951,665.521,1.0,490.248,304.906,0.9800000190734863,550.609,420.861,0.9950000047683716,609.366,553.894,0.9940000176429749,493.586,41.952,0.9879999756813049,533.457,103.181,0.9869999885559082,560.496,190.949,0.996999979019165
226,1222.509,336.061,1.0,1207.028,380.174,0.9990000128746033,822.178,609.139,1.0,840.846,638.993,0.9990000128746033,858.707,665.409,1.0,490.248,304.956,0.9800000190734863,549.329,420.753,0.9959999918937683,609.366,553.86,0.9929999709129333,493.619,41.952,0.9879999756813049,533.409,103.303,0.9860000014305115,560.488,191.144,0.996999979019165
227,1222.61,335.999,1.0,1207.093,380.227,0.9990000128746033,822.178,609.048,1.0,840.652,638.993,0.9990000128746033,858.616,665.616,1.0,490.248,304.96,0.9810000061988831,549.329,420.753,0.9959999918937683,609.366,553.843,0.9929999709129333,493.613,41.952,0.9900000095367432,533.326,103.303,0.9869999885559082,560.488,191.144,0.996999979019165
228,1222.639,335.999,1.0,1207.119,380.287,0.9990000128746033,822.178,608.915,1.0,840.652,638.993,0.9990000128746033,858.616,665.518,1.0,490.269,304.961,0.9810000061988831,549.227,420.349,0.9959999918937683,609.339,553.841,0.9929999709129333,493.635,41.999,0.9890000224113464,533.313,103.303,0.9869999885559082,560.488,191.144,0.996999979019165
229,1222.639,335.983,1.0,1207.201,380.287,0.9990000128746033,822.142,609.011,1.0,840.652,638.863,0.9990000128746033,858.533,665.518,1.0,490.271,304.96,0.9810000061988831,549.329,420.753,0.9950000047683716,609.314,552.834,0.9940000176429749,493.695,42.011,0.9879999756813049,533.309,103.07,0.9869999885559082,560.52,191.111,0.996999979019165
230,1222.61,335.999,1.0,1207.201,380.256,0.9990000128746033,821.879,609.011,1.0,840.937,638.861,0.9980000257492065,858.616,665.629,1.0,490.275,304.96,0.9810000061988831,549.029,421.335,0.9959999918937683,609.314,552.734,0.9940000176429749,493.695,42.137,0.9890000224113464,533.299,102.959,0.9869999885559082,560.52,191.111,0.996999979019165
231,1222.61,335.999,1.0,1207.262,380.256,0.9990000128746033,821.118,608.885,1.0,840.937,638.75,0.9980000257492065,858.616,665.629,1.0,490.279,304.838,0.9800000190734863,549.029,421.405,0.9959999918937683,609.339,552.734,0.9940000176429749,493.695,42.137,0.9900000095367432,533.233,102.959,0.9869999885559082,560.52,191.111,0.996999979019165
232,1222.672,336.293,1.0,1207.262,380.256,0.9990000128746033,820.874,608.885,1.0,840.937,638.297,0.9980000257492065,858.456,665.518,1.0,490.328,304.769,0.9810000061988831,548.862,421.335,0.9959999918937683,609.956,552.703,0.9950000047683716,493.695,42.15,0.9900000095367432,533.19,102.912,0.9869999885559082,560.512,191.164,0.996999979019165
233,1222.881,336.654,1.0,1207.449,380.256,0.9990000128746033,820.744,608.885,1.0,840.935,638.696,0.9980000257492065,857.98,665.49,1.0,490.439,304.75,0.9779999852180481,548.862,421.405,0.9940000176429749,610.224,552.734,0.9950000047683716,493.657,42.15,0.9890000224113464,533.155,102.912,0.9860000014305115,560.494,191.23,0.996999979019165
234,1223.543,337.405,1.0,1210.426,383.66,0.9990000128746033,820.744,608.685,1.0,840.718,638.696,0.9990000128746033,857.98,665.227,1.0,497.553,304.723,0.9789999723434448,548.751,421.607,0.9950000047683716,610.224,552.703,0.9950000047683716,493.591,42.111,0.9890000224113464,533.127,102.987,0.9860000014305115,560.494,191.254,0.996999979019165
235,1223.708,337.405,1.0,1211.757,383.66,0.9990000128746033,820.579,608.57,1.0,840.688,638.627,0.9980000257492065,857.98,665.182,1.0,497.58,304.75,0.9779999852180481,548.751,421.607,0.9950000047683716,609.956,552.745,0.9940000176429749,493.538,42.111,0.9869999885559082,533.127,103.009,0.9850000143051147,560.494,191.254,0.996999979019165
236,1223.708,337.405,1.0,1211.757,383.66,0.9990000128746033,820.579,608.57,1.0,840.688,638.696,0.9980000257492065,858.555,665.159,1.0,497.58,304.75,0.9779999852180481,548.75,421.607,0.9950000047683716,610.015,552.745,0.9919999837875366,493.536,42.112,0.9869999885559082,533.155,103.01,0.9850000143051147,560.515,191.254,0.996999979019165
237,1223.708,333.351,1.0,1211.757,381.448,0.9990000128746033,820.579,608.685,1.0,840.718,638.785,0.9990000128746033,858.692,665.159,1.0,497.881,304.713,0.9800000190734863,548.75,421.61,0.9950000047683716,610.015,552.764,0.9919999837875366,493.536,42.105,0.9879999756813049,533.155,103.026,0.9850000143051147,560.52,191.16,0.996999979019165
238,,,,,,,820.65,608.752,1.0,840.93,638.907,0.9980000257492065,858.982,665.196,1.0,497.993,304.713,0.9789999723434448,548.75,421.639,0.9950000047683716,610.015,553.32,0.9919999837875366,493.538,42.112,0.9879999756813049,533.149,103.013,0.9850000143051147,560.535,191.14,0.996999979019165
239,,,,,,,820.579,608.978,1.0,844.324,638.949,0.9980000257492065,859.049,665.196,1.0,498.265,300.089,0.9810000061988831,549.139,422.751,0.9940000176429749,610.917,553.32,0.9950000047683716,493.563,42.154,0.9879999756813049,533.159,103.026,0.9850000143051147,560.547,191.14,0.996999979019165
240,,,,,,,820.65,608.978,1.0,844.357,638.949,0.9980000257492065,859.075,665.196,1.0,498.535,300.08,0.9800000190734863,549.292,422.778,0.9940000176429749,610.917,553.445,0.9950000047683716,493.563,42.112,0.9879999756813049,533.15,103.047,0.9850000143051147,560.547,191.14,0.996999979019165
241,,,,,,,820.536,608.978,1.0,844.357,638.986,0.9980000257492065,859.075,665.314,1.0,498.535,300.017,0.9789999723434448,549.345,422.778,0.9879999756813049,610.917,553.468,0.9950000047683716,493.563,42.154,0.9879999756813049,533.15,103.026,0.9860000014305115,560.554,191.14,0.996999979019165
242,,,,,,,820.536,608.973,1.0,844.357,639.026,0.9980000257492065,859.049,665.343,1.0,498.265,300.017,0.9800000190734863,549.674,422.751,0.9950000047683716,610.78,553.573,0.9919999837875366,493.564,42.176,0.9879999756813049,533.159,103.047,0.9860000014305115,560.552,191.14,0.9990000128746033
243,,,,,,,820.536,608.973,1.0,844.234,639.2,0.9980000257492065,858.997,665.346,1.0,498.011,300.08,0.9800000190734863,551.22,422.086,0.9940000176429749,610.772,553.68,0.9919999837875366,493.614,42.154,0.9879999756813049,533.159,103.047,0.9860000014305115,560.552,191.038,0.996999979019165
244,,,,,,,820.785,608.973,1.0,844.234,639.2,0.9980000257492065,858.968,665.393,1.0,497.857,304.665,0.9789999723434448,551.22,422.086,0.9940000176429749,610.753,553.68,0.9929999709129333,493.639,42.144,0.9879999756813049,533.162,103.047,0.9860000014305115,560.583,191.008,0.996999979019165
245,,,,,,,821.377,609.233,1.0,844.195,639.287,0.9980000257492065,858.968,665.405,1.0,497.849,304.782,0.9789999723434448,551.22,422.086,0.9940000176429749,610.753,553.68,0.9940000176429749,493.658,42.188,0.9869999885559082,533.162,103.021,0.9860000014305115,560.583,190.984,0.996999979019165
246,1289.841,335.948,1.0,1260.207,374.111,0.9990000128746033,822.062,609.255,1.0,844.148,639.287,0.9990000128746033,858.968,665.431,1.0,497.847,304.782,0.9800000190734863,550.818,422.293,0.9940000176429749,609.992,553.678,0.9940000176429749,493.658,42.267,0.9869999885559082,533.156,102.981,0.9860000014305115,560.562,190.969,0.996999979019165
247,1289.824,335.896,1.0,1260.031,374.045,0.9990000128746033,822.487,609.313,1.0,844.148,639.182,0.9990000128746033,858.968,665.431,1.0,497.849,304.782,0.9800000190734863,550.818,422.726,0.9929999709129333,609.868,553.621,0.9940000176429749,493.801,42.28,0.9890000224113464,533.12,102.967,0.9869999885559082,560.615,190.968,0.996999979019165
248,1289.784,335.896,1.0,1259.977,374.045,0.9990000128746033,822.487,609.255,1.0,844.352,639.182,0.9990000128746033,859.144,665.431,1.0,497.849,304.782,0.9800000190734863,550.818,422.726,0.9869999885559082,609.868,553.585,0.9940000176429749,493.801,42.28,0.9890000224113464,533.12,102.967,0.9869999885559082,560.615,190.947,0.996999979019165
249,1289.784,335.948,1.0,1259.977,374.111,0.9990000128746033,822.062,609.233,1.0,844.457,639.61,0.9990000128746033,859.166,665.427,1.0,497.847,304.794,0.9800000190734863,554.414,424.905,0.9850000143051147,609.992,553.585,0.9940000176429749,493.801,42.28,0.9879999756813049,533.12,102.967,0.9860000014305115,560.615,190.94,0.996999979019165
250,1289.471,336.734,1.0,1259.891,375.737,0.9990000128746033,819.912,607.68,1.0,844.686,639.543,0.9940000176429749,859.945,664.776,1.0,488.6,305.506,0.9860000014305115,554.611,424.905,0.9900000095367432,612.367,552.971,0.9940000176429749,493.799,42.074,0.9890000224113464,533.241,103.032,0.9850000143051147,560.615,190.947,0.9980000257492065
251,1289.433,336.734,1.0,1259.769,375.801,0.9990000128746033,819.844,607.363,1.0,844.688,639.941,0.9940000176429749,860.051,664.776,1.0,488.6,305.506,0.984000027179718,555.737,425.842,0.9869999885559082,612.702,552.902,0.9950000047683716,493.79,42.045,0.9900000095367432,533.241,103.18,0.9850000143051147,560.678,190.968,0.996999979019165
252,1289.427,336.734,1.0,1259.769,375.853,0.9990000128746033,819.832,607.286,1.0,844.688,639.95,0.9950000047683716,860.208,664.776,1.0,488.6,305.583,0.9860000014305115,556.218,425.842,0.9909999966621399,612.756,552.896,0.9950000047683716,493.785,42.032,0.9900000095367432,533.241,103.18,0.9850000143051147,560.693,190.98,0.996999979019165
253,1289.412,336.602,1.0,1259.769,375.858,0.9990000128746033,819.601,607.286,1.0,844.839,639.95,0.9940000176429749,860.273,664.882,1.0,488.628,305.506,0.9869999885559082,556.218,425.842,0.9879999756813049,612.702,552.823,0.9950000047683716,493.785,42.032,0.9900000095367432,533.207,103.195,0.9850000143051147,560.693,190.98,0.996999979019165
254,1289.35,336.602,1.0,1259.671,375.858,0.9990000128746033,819.601,607.293,1.0,844.688,639.701,0.9959999918937683,860.375,665.283,1.0,488.731,305.398,0.9860000014305115,554.611,422.407,0.9850000143051147,612.756,552.52,0.9950000047683716,493.785,42.045,0.9909999966621399,533.145,103.203,0.9850000143051147,560.678,191.093,0.996999979019165
255,1289.35,336.602,1.0,1259.475,375.973,0.9990000128746033,819.601,607.293,1.0,844.327,639.701,0.9950000047683716,860.474,665.283,1.0,488.906,305.393,0.9879999756813049,551.039,421.435,0.9950000047683716,613.94,552.303,0.9940000176429749,493.79,42.087,0.9900000095367432,532.952,103.195,0.9860000014305115,560.693,191.147,0.996999979019165
256,1289.252,336.884,1.0,1259.475,376.011,0.9990000128746033,819.672,607.293,1.0,842.107,639.563,0.9980000257492065,860.618,665.387,1.0,488.906,305.398,0.9869999885559082,551.039,421.403,0.9950000047683716,613.94,552.283,0.9950000047683716,493.879,42.108,0.9909999966621399,532.952,103.203,0.9860000014305115,560.699,190.98,0.996999979019165
257,1289.252,336.884,1.0,1259.475,376.011,0.9990000128746033,819.732,607.308,1.0,841.851,637.385,0.9950000047683716,860.913,665.557,1.0,488.934,305.393,0.9869999885559082,551.039,421.403,0.9950000047683716,613.94,552.283,0.9950000047683716,493.883,42.139,0.9909999966621399,532.952,103.203,0.9860000014305115,560.699,191.091,0.996999979019165
258,1289.267,336.884,1.0,1259.682,376.24,0.9990000128746033,819.732,607.308,1.0,841.851,637.385,0.9959999918937683,861.212,665.677,1.0,488.976,305.276,0.9869999885559082,552.321,421.435,0.9940000176429749,613.94,552.147,0.9940000176429749,493.929,42.161,0.9909999966621399,533.062,103.239,0.9860000014305115,560.655,191.091,0.996999979019165
259,1289.267,336.821,1.0,1260.057,376.265,0.9990000128746033,819.798,607.353,1.0,842.107,637.385,0.9950000047683716,861.212,665.862,0.9990000128746033,489.601,305.265,0.9869999885559082,553.888,421.724,0.9879999756813049,613.751,552.147,0.9940000176429749,493.898,42.209,0.9909999966621399,533.062,103.181,0.9850000143051147,560.699,191.091,0.996999979019165
260,1289.178,336.789,1.0,1260.333,376.322,0.9990000128746033,819.732,607.353,1.0,842.107,639.019,0.9950000047683716,861.212,665.862,1.0,489.667,305.265,0.9869999885559082,553.888,421.724,0.9909999966621399,613.751,552.147,0.9940000176429749,493.898,42.209,0.9909999966621399,533.062,103.181,0.9850000143051147,560.721,190.998,0.996999979019165
261,1288.713,336.762,1.0,1260.337,376.322,0.9990000128746033,819.732,607.353,1.0,844.718,639.082,0.9959999918937683,861.212,665.862,1.0,489.685,305.262,0.9869999885559082,553.948,422.193,0.9900000095367432,613.751,552.147,0.9940000176429749,493.898,42.209,0.9900000095367432,533.062,103.098,0.9850000143051147,560.655,191.091,0.996999979019165
262,1287.48,335.766,1.0,1260.337,376.322,0.9990000128746033,819.388,607.353,1.0,844.737,639.18,0.9990000128746033,864.314,666.159,1.0,489.685,305.205,0.9860000014305115,553.948,422.556,0.9950000047683716,613.751,552.143,0.9929999709129333,493.686,42.145,0.9879999756813049,533.024,102.885,0.9850000143051147,560.637,191.187,0.996999979019165
263,1287.237,334.502,1.0,1260.337,376.322,0.9990000128746033,819.295,607.34,1.0,844.718,639.18,0.9980000257492065,864.314,665.878,1.0,489.762,305.17,0.9860000014305115,553.919,422.556,0.9850000143051147,613.751,552.143,0.9909999966621399,493.686,42.145,0.9869999885559082,533.02,102.885,0.9850000143051147,560.637,191.402,0.996999979019165
264,,,,,,,819.05,607.219,1.0,844.718,639.18,0.996999979019165,864.571,666.159,1.0,489.768,305.141,0.9869999885559082,552.453,422.556,0.9850000143051147,611.832,552.453,0.9940000176429749,493.686,42.145,0.9879999756813049,533.024,102.885,0.9850000143051147,560.637,191.402,0.996999979019165
265,,,,,,,819.037,607.34,1.0,844.761,639.323,0.9980000257492065,864.571,666.159,1.0,489.768,305.138,0.9869999885559082,553.919,422.724,0.9940000176429749,611.832,552.453,0.9940000176429749,496.645,42.498,0.9919999837875366,533.024,102.948,0.9850000143051147,560.637,191.402,0.9959999918937683
266,,,,,,,818.87,607.34,1.0,844.897,639.323,0.9980000257492065,864.571,666.146,1.0,489.768,305.138,0.9869999885559082,553.919,422.724,0.9940000176429749,612.73,551.827,0.9929999709129333,496.748,42.528,0.9909999966621399,533.153,103.173,0.9850000143051147,560.583,191.349,0.996999979019165
267,,,,,,,818.851,607.529,1.0,844.873,639.195,0.996999979019165,864.505,665.878,1.0,489.768,305.106,0.9869999885559082,554.193,422.845,0.9879999756813049,612.73,551.827,0.9950000047683716,496.865,42.569,0.9919999837875366,533.153,103.184,0.9850000143051147,560.58,191.349,0.996999979019165
268,,,,,,,818.851,607.529,1.0,844.873,639.09,0.996999979019165,860.599,665.461,1.0,489.655,305.106,0.9869999885559082,555.683,426.66,0.9860000014305115,612.934,551.827,0.9950000047683716,496.865,42.528,0.9919999837875366,533.182,103.328,0.9850000143051147,560.553,191.349,0.996999979019165
269,,,,,,,818.765,607.553,1.0,844.83,639.195,0.996999979019165,860.51,665.396,1.0,489.597,305.138,0.9869999885559082,555.683,426.66,0.9879999756813049,612.934,551.804,0.9950000047683716,496.865,42.528,0.9919999837875366,533.245,103.366,0.9860000014305115,560.529,191.349,0.996999979019165
270,,,,,,,818.634,607.61,1.0,844.83,639.195,0.996999979019165,860.51,665.461,1.0,489.579,305.158,0.9869999885559082,555.683,426.66,0.984000027179718,612.749,551.686,0.9940000176429749,496.862,42.519,0.9909999966621399,533.251,103.376,0.9860000014305115,560.5,191.373,0.996999979019165
271,,,,,,,818.502,607.655,1.0,844.666,639.364,0.996999979019165,860.51,665.461,1.0,488.884,305.263,0.9869999885559082,553.889,422.523,0.9929999709129333,612.749,551.686,0.9959999918937683,496.851,42.519,0.9919999837875366,533.526,103.471,0.9850000143051147,560.482,191.375,0.996999979019165
272,,,,,,,818.502,607.655,1.0,844.643,639.45,0.996999979019165,860.618,665.552,1.0,488.884,305.263,0.9860000014305115,551.884,422.523,0.9869999885559082,612.692,551.865,0.9959999918937683,496.851,42.512,0.9909999966621399,533.526,103.471,0.9850000143051147,560.482,191.375,0.996999979019165
273,,,,,,,818.502,607.742,1.0,844.666,639.45,0.9959999918937683,864.233,665.975,1.0,488.884,305.263,0.9860000014305115,550.892,422.508,0.9940000176429749,612.482,551.844,0.9950000047683716,496.851,42.51,0.9919999837875366,533.526,103.471,0.9850000143051147,560.472,191.375,0.996999979019165
274,,,,,,,819.076,607.763,1.0,844.666,639.364,0.9980000257492065,864.233,665.975,1.0,489.065,305.093,0.9869999885559082,550.892,422.229,0.9869999885559082,612.482,551.979,0.9950000047683716,496.854,42.504,0.9919999837875366,533.472,103.44,0.9850000143051147,560.461,191.406,0.996999979019165
275,1356.226,334.428,1.0,1335.34,377.654,1.0,819.923,607.763,1.0,844.643,639.327,0.9959999918937683,861.015,665.552,1.0,489.065,305.093,0.9869999885559082,550.68,421.812,0.9950000047683716,612.482,551.979,0.9950000047683716,496.854,42.51,0.9919999837875366,533.438,103.391,0.9850000143051147,560.472,191.57,0.996999979019165
276,1356.226,334.012,1.0,1335.34,377.654,1.0,819.929,607.587,1.0,841.311,639.283,0.9959999918937683,861.015,665.299,1.0,489.065,305.093,0.9869999885559082,550.68,421.812,0.9950000047683716,612.553,551.979,0.9950000047683716,496.854,42.504,0.9909999966621399,533.24,103.249,0.984000027179718,560.492,191.57,0.996999979019165
277,1355.851,334.012,1.0,1335.34,377.654,1.0,820.343,607.625,1.0,841.311,638.118,0.9959999918937683,860.602,665.223,1.0,489.065,305.116,0.9869999885559082,550.68,421.811,0.9950000047683716,612.553,551.844,0.9950000047683716,496.784,42.42,0.9909999966621399,533.33,103.249,0.9850000143051147,560.492,191.57,0.996999979019165
278,1355.834,334.012,1.0,1335.34,377.702,1.0,820.392,607.625,1.0,841.311,638.118,0.996999979019165,860.602,665.207,1.0,489.15,305.116,0.9860000014305115,550.544,421.812,0.9940000176429749,612.553,551.332,0.9950000047683716,496.728,42.42,0.9879999756813049,533.33,103.249,0.9860000014305115,560.492,191.537,0.996999979019165
279,1355.733,334.19,1.0,1335.34,377.817,1.0,820.392,607.625,1.0,841.311,638.118,0.996999979019165,860.595,665.116,1.0,489.15,305.116,0.9869999885559082,549.88,422.477,0.9950000047683716,612.544,551.321,0.9940000176429749,496.728,42.539,0.9900000095367432,533.33,103.248,0.9850000143051147,560.492,191.518,0.996999979019165
280,1355.597,334.476,1.0,1335.354,377.82,1.0,820.502,607.641,1.0,841.569,638.118,0.9959999918937683,860.595,665.041,1.0,489.159,305.116,0.9869999885559082,548.937,422.635,0.9940000176429749,612.386,551.145,0.9950000047683716,496.728,42.564,0.9919999837875366,533.511,103.248,0.984000027179718,560.516,191.518,0.996999979019165
281,1355.597,334.476,1.0,1335.354,377.985,1.0,820.502,607.648,1.0,844.724,638.425,0.9959999918937683,860.548,665.041,1.0,489.414,305.116,0.9860000014305115,548.937,422.477,0.9950000047683716,612.29,551.083,0.9950000047683716,496.794,42.606,0.9919999837875366,533.511,103.248,0.9850000143051147,560.516,191.518,0.9959999918937683
282,1355.733,334.476,1.0,1335.542,377.82,1.0,820.677,607.648,1.0,844.775,638.425,0.996999979019165,860.727,665.041,1.0,489.698,305.065,0.9860000014305115,548.937,422.477,0.9940000176429749,612.107,550.954,0.9950000047683716,496.794,42.606,0.9909999966621399,533.533,103.208,0.9850000143051147,560.54,191.518,0.996999979019165
283,1355.743,334.438,1.0,1335.542,377.817,1.0,820.684,607.641,1.0,844.724,638.425,0.996999979019165,860.801,665.041,1.0,489.717,305.065,0.9860000014305115,548.937,422.477,0.9950000047683716,612.037,550.725,0.9950000047683716,496.794,42.606,0.9919999837875366,533.511,103.103,0.9850000143051147,560.54,191.461,0.996999979019165
284,1356.633,334.412,1.0,1335.547,377.707,1.0,820.961,607.627,1.0,841.569,638.425,0.996999979019165,860.848,665.114,1.0,489.717,305.124,0.9860000014305115,549.263,422.68,0.9950000047683716,611.883,550.678,0.9950000047683716,496.673,42.561,0.9900000095367432,533.526,103.05,0.9850000143051147,560.558,191.418,0.996999979019165
285,1356.633,334.412,1.0,1335.601,377.679,1.0,820.961,607.627,1.0,841.23,638.551,0.996999979019165,860.934,665.281,1.0,489.878,305.065,0.9860000014305115,549.263,422.335,0.9940000176429749,612.037,550.621,0.9950000047683716,496.667,42.432,0.9919999837875366,533.491,103.05,0.9850000143051147,560.606,191.418,0.996999979019165
286,1356.633,334.434,1.0,1335.601,377.663,1.0,820.961,607.627,1.0,841.215,638.551,0.9980000257492065,860.939,665.281,1.0,489.878,305.047,0.9860000014305115,549.263,422.335,0.9950000047683716,612.037,550.516,0.9950000047683716,496.624,42.342,0.9909999966621399,533.491,103.103,0.9850000143051147,560.558,191.42,0.996999979019165
287,1356.402,334.306,1.0,1335.601,377.663,1.0,820.506,607.767,1.0,841.215,638.551,0.9980000257492065,860.939,665.26,1.0,489.688,304.976,0.9850000143051147,549.565,421.751,0.9950000047683716,612.273,550.465,0.9959999918937683,496.624,42.342,0.9919999837875366,533.491,103.213,0.984000027179718,560.537,191.356,0.996999979019165
288,1356.376,334.434,1.0,1335.601,377.663,1.0,820.283,607.816,1.0,841.215,638.614,0.996999979019165,860.939,665.26,1.0,489.666,304.976,0.9850000143051147,550.254,421.751,0.9950000047683716,612.273,550.516,0.9950000047683716,493.765,42.134,0.9900000095367432,533.526,103.346,0.984000027179718,560.591,191.356,0.996999979019165
289,1356.307,334.434,1.0,1335.601,377.705,1.0,820.221,607.843,1.0,841.215,638.483,0.9980000257492065,860.803,665.228,1.0,489.613,304.976,0.9850000143051147,550.524,421.751,0.9950000047683716,612.779,550.489,0.9950000047683716,493.71,42.094,0.9890000224113464,533.499,103.346,0.9829999804496765,560.586,191.42,0.996999979019165
290,1356.281,334.426,1.0,1335.48,377.705,1.0,820.221,607.843,1.0,844.489,638.441,0.996999979019165,860.389,665.122,1.0,489.338,305.057,0.9850000143051147,550.754,422.216,0.9950000047683716,612.779,550.465,0.9950000047683716,493.71,42.094,0.9879999756813049,533.505,103.346,0.9819999933242798,560.586,191.42,0.996999979019165
