scorer,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000
individuals,ind1,ind1,ind1,ind1,ind1,ind1,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,head,head,head,tail,tail,tail,cup_h,cup_h,cup_h,cup_m,cup_m,cup_m,cup_t,cup_t,cup_t,pitcher_h,pitcher_h,pitcher_h,pitcher_m,pitcher_m,pitcher_m,pitcher_t,pitcher_t,pitcher_t,tap_h,tap_h,tap_h,tap_m,tap_m,tap_m,tap_t,tap_t,tap_t
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
388,,,,,,,643.73,604.56,1.0,665.166,636.727,1.0,679.12,669.324,1.0,292.597,300.038,0.9860000014305115,362.642,418.86,0.9940000176429749,434.163,553.767,0.9850000143051147,261.131,38.729,0.9959999918937683,301.481,98.738,0.9779999852180481,341.488,192.386,0.9990000128746033
389,,,,,,,643.73,604.509,1.0,664.948,636.756,1.0,679.14,669.324,1.0,292.597,300.038,0.9860000014305115,362.642,418.753,0.9940000176429749,434.163,553.767,0.9869999885559082,261.201,38.927,0.9950000047683716,301.481,98.778,0.9779999852180481,341.485,192.386,0.9990000128746033
390,,,,,,,643.73,604.444,1.0,664.063,637.186,1.0,679.14,669.365,1.0,292.597,300.275,0.9869999885559082,362.642,418.753,0.9940000176429749,434.163,553.767,0.9879999756813049,261.298,38.927,0.9950000047683716,301.481,98.861,0.9779999852180481,341.485,192.386,0.9990000128746033
391,1276.598,479.265,1.0,1261.285,529.44,1.0,643.89,604.403,1.0,664.017,637.196,1.0,679.273,669.395,1.0,292.55,300.286,0.9869999885559082,362.642,418.86,0.9940000176429749,432.961,553.767,0.984000027179718,261.431,38.945,0.9950000047683716,301.687,99.148,0.9789999723434448,341.485,192.391,0.9990000128746033
392,,486.313,1.0,1255.906,,0.9990000128746033,643.951,604.403,1.0,664.017,637.43,1.0,679.348,669.45,1.0,292.332,300.521,0.9869999885559082,362.642,418.86,0.9940000176429749,432.961,553.767,0.9860000014305115,261.46,38.945,0.9959999918937683,301.747,99.418,0.9800000190734863,341.497,192.424,0.9990000128746033
393,1274.87,485.482,,,529.44,,644.304,604.444,1.0,664.063,637.43,1.0,679.583,669.722,0.9990000128746033,292.29,300.538,0.9869999885559082,362.754,418.702,0.9940000176429749,432.961,553.858,0.9890000224113464,261.456,41.877,0.9929999709129333,301.771,99.57,0.9800000190734863,341.581,192.391,0.9990000128746033
394,1274.87,486.313,1.0,1252.912,532.177,0.9990000128746033,643.951,604.451,1.0,664.121,637.262,1.0,680.648,669.968,0.9990000128746033,291.95,300.614,0.9860000014305115,362.567,418.759,0.9940000176429749,433.241,553.92,0.9890000224113464,261.456,41.877,0.9929999709129333,301.802,99.585,0.9800000190734863,341.581,192.38,0.9990000128746033
395,1274.14,488.02,1.0,1250.535,526.773,0.9990000128746033,643.951,604.525,1.0,664.2,637.196,1.0,680.648,669.968,0.9990000128746033,291.95,300.614,0.9869999885559082,362.567,418.751,0.9929999709129333,433.241,553.92,0.9869999885559082,261.456,41.877,0.9919999837875366,301.802,99.585,0.9789999723434448,341.564,192.38,0.9990000128746033
396,,488.02,,,527.766,,644.047,604.525,1.0,664.593,637.126,1.0,680.648,669.982,0.9990000128746033,291.813,300.614,0.9860000014305115,362.567,418.715,0.9940000176429749,433.241,553.858,0.9860000014305115,261.246,39.001,0.9950000047683716,301.771,99.57,0.9789999723434448,341.564,192.285,0.9990000128746033
397,1273.118,490.269,1.0,1248.114,528.654,0.9959999918937683,643.925,604.525,1.0,664.593,636.818,1.0,680.561,669.968,0.9990000128746033,291.813,300.614,0.9869999885559082,362.567,418.751,0.9940000176429749,433.241,553.92,0.9879999756813049,261.169,38.845,0.9959999918937683,301.756,99.502,0.9789999723434448,341.545,192.279,0.9990000128746033
398,1272.226,488.02,1.0,1245.001,528.654,0.9980000257492065,643.349,604.525,1.0,665.237,636.612,1.0,680.253,669.852,0.9990000128746033,291.552,300.574,0.9869999885559082,362.499,418.759,0.9929999709129333,432.178,552.385,0.9869999885559082,260.812,38.491,0.9959999918937683,301.733,99.317,0.9789999723434448,341.359,192.238,0.9990000128746033
399,1272.21,485.874,1.0,1244.981,528.654,0.9990000128746033,643.047,604.396,1.0,665.314,636.51,1.0,680.076,669.766,0.9990000128746033,291.497,300.534,0.9860000014305115,362.499,418.828,0.9919999837875366,432.178,552.385,0.9850000143051147,260.812,38.491,0.9959999918937683,301.672,99.227,0.9789999723434448,341.359,192.238,0.9990000128746033
400,1272.021,485.382,1.0,1244.932,529.006,0.9990000128746033,642.98,604.396,1.0,665.314,636.461,1.0,679.912,669.287,0.9990000128746033,291.497,300.574,0.9869999885559082,362.499,419.518,0.9929999709129333,432.645,553.817,0.9929999709129333,260.812,38.491,0.9959999918937683,301.552,98.957,0.9779999852180481,341.359,192.279,0.9990000128746033
401,1272.21,485.382,1.0,1244.932,529.019,0.9990000128746033,642.686,604.535,1.0,665.314,636.51,1.0,679.599,668.878,1.0,291.497,300.534,0.9869999885559082,362.499,419.518,0.9929999709129333,432.782,553.817,0.9900000095367432,260.892,38.418,0.9959999918937683,301.529,98.957,0.9789999723434448,341.318,192.279,0.9990000128746033
402,1272.226,485.382,1.0,1244.932,529.074,0.9990000128746033,642.686,604.57,1.0,666.148,636.493,1.0,679.599,668.877,1.0,291.477,300.52,0.9879999756813049,362.499,418.828,0.9909999966621399,432.782,553.724,0.9919999837875366,260.984,38.418,0.9950000047683716,301.529,98.883,0.9779999852180481,341.263,192.329,0.9990000128746033
403,1272.408,485.613,1.0,1244.567,529.112,0.9990000128746033,642.686,604.535,1.0,666.179,636.493,1.0,679.599,668.877,1.0,291.289,300.52,0.9860000014305115,361.185,415.799,0.9950000047683716,432.993,553.739,0.9940000176429749,261.059,38.406,0.9950000047683716,301.548,98.883,0.9789999723434448,341.263,192.365,0.9990000128746033
404,1272.457,485.727,1.0,1244.52,529.121,0.9990000128746033,642.697,604.535,1.0,666.148,636.632,1.0,679.884,668.878,1.0,291.127,300.534,0.9860000014305115,361.185,415.799,0.9959999918937683,432.782,553.724,0.9909999966621399,261.059,38.344,0.9950000047683716,301.548,98.883,0.9779999852180481,341.263,192.365,0.9990000128746033
405,1272.457,485.727,1.0,1244.422,529.168,0.9990000128746033,642.697,604.504,1.0,666.148,636.632,1.0,679.887,669.708,0.9990000128746033,290.99,300.534,0.9860000014305115,360.975,415.799,0.9950000047683716,432.782,552.968,0.9900000095367432,261.308,38.344,0.9959999918937683,301.551,98.886,0.9779999852180481,341.263,192.271,0.9990000128746033
406,1272.457,485.664,1.0,1244.422,529.168,0.9990000128746033,642.854,604.499,1.0,666.028,636.493,1.0,680.365,669.708,0.9990000128746033,290.728,300.624,0.9860000014305115,360.975,417.24,0.9919999837875366,432.068,552.968,0.9919999837875366,261.293,38.406,0.9959999918937683,301.591,98.894,0.9789999723434448,341.324,192.326,0.9990000128746033
407,1272.161,485.664,1.0,1244.422,529.168,0.9990000128746033,642.697,604.497,1.0,666.01,636.632,1.0,680.365,669.821,0.9990000128746033,290.716,300.624,0.9850000143051147,359.868,417.24,0.9950000047683716,431.879,552.227,0.9909999966621399,261.194,38.517,0.9940000176429749,301.591,98.915,0.9789999723434448,341.383,192.211,0.9990000128746033
408,1272.134,485.792,1.0,1244.446,529.147,0.9990000128746033,642.697,604.48,1.0,665.994,636.428,1.0,680.374,669.765,0.9990000128746033,290.496,300.624,0.9860000014305115,359.632,417.24,0.9950000047683716,431.879,552.227,0.9909999966621399,261.293,38.595,0.9950000047683716,301.591,98.915,0.9789999723434448,341.469,192.096,0.9990000128746033
409,1272.134,485.817,1.0,1244.531,529.147,0.9990000128746033,642.854,604.497,1.0,665.994,636.409,1.0,680.374,669.765,0.9990000128746033,290.496,300.489,0.9850000143051147,359.632,417.24,0.9950000047683716,431.879,552.227,0.9909999966621399,261.4,38.731,0.9950000047683716,301.565,98.938,0.9789999723434448,341.53,192.054,0.9990000128746033
410,1272.161,485.817,1.0,1244.531,529.147,0.9990000128746033,643.881,604.497,1.0,665.994,636.428,1.0,680.537,669.796,0.9990000128746033,290.716,300.339,0.9860000014305115,359.868,417.24,0.9959999918937683,431.879,552.062,0.9909999966621399,261.404,38.763,0.9940000176429749,301.524,98.938,0.9789999723434448,341.595,192.033,0.9990000128746033
411,1272.282,485.817,1.0,1244.531,529.152,0.9990000128746033,643.881,604.581,1.0,666.466,636.366,1.0,680.537,669.821,0.9990000128746033,291.018,300.319,0.9869999885559082,362.127,419.803,0.9900000095367432,431.879,552.062,0.9900000095367432,261.5,38.763,0.9950000047683716,301.524,98.947,0.9789999723434448,341.783,192.033,0.9990000128746033
412,1272.282,485.78,1.0,1244.584,529.152,0.9990000128746033,643.881,604.581,1.0,666.466,636.225,1.0,680.537,669.796,0.9990000128746033,291.4,300.185,0.9879999756813049,362.127,419.803,0.9909999966621399,431.708,551.252,0.9929999709129333,261.5,38.792,0.9950000047683716,301.524,98.947,0.9789999723434448,341.783,192.054,0.9990000128746033
413,1272.282,485.78,1.0,1244.509,529.152,0.9990000128746033,643.252,604.662,1.0,666.466,636.366,1.0,680.364,669.796,0.9990000128746033,291.615,300.157,0.9879999756813049,362.237,419.803,0.9900000095367432,431.666,551.027,0.9919999837875366,261.404,38.831,0.9909999966621399,301.577,98.976,0.9789999723434448,341.783,192.112,0.9990000128746033
414,1272.282,485.766,1.0,1244.446,529.13,0.9990000128746033,643.049,604.667,1.0,666.299,636.627,1.0,680.364,669.796,1.0,291.615,300.127,0.9879999756813049,362.247,419.734,0.9959999918937683,431.501,551.027,0.9919999837875366,261.215,38.831,0.9950000047683716,301.608,98.976,0.9789999723434448,341.549,192.282,0.9990000128746033
415,1272.155,485.766,1.0,1244.385,529.122,0.9990000128746033,642.828,604.667,1.0,666.108,636.805,1.0,679.415,669.508,1.0,291.615,300.126,0.9869999885559082,362.247,419.407,0.9929999709129333,431.367,551.027,0.9909999966621399,261.215,38.849,0.9950000047683716,301.622,99.024,0.9789999723434448,341.549,192.38,0.9990000128746033
416,1270.584,485.596,1.0,1243.372,529.006,0.9980000257492065,642.799,604.736,1.0,665.914,636.93,1.0,679.415,669.508,0.9990000128746033,291.505,300.126,0.9869999885559082,362.189,419.351,0.9919999837875366,431.124,551.027,0.9900000095367432,261.18,38.849,0.9950000047683716,301.648,99.024,0.9789999723434448,341.549,192.38,0.9990000128746033
417,,,,,,,642.799,604.736,1.0,665.914,637.065,1.0,679.684,669.711,1.0,291.505,300.095,0.9869999885559082,362.189,419.351,0.9919999837875366,431.124,551.027,0.9869999885559082,261.18,38.881,0.9940000176429749,301.648,99.047,0.9789999723434448,341.549,192.359,0.9990000128746033
418,,,,,,,642.625,604.702,1.0,664.692,637.247,1.0,680.299,670.188,1.0,291.404,300.043,0.9869999885559082,361.359,418.585,0.9959999918937683,431.124,551.143,0.9909999966621399,261.233,38.881,0.9950000047683716,301.636,99.056,0.9789999723434448,341.525,192.285,0.9990000128746033
419,,,,,,,642.625,604.702,1.0,664.692,637.36,1.0,680.299,670.188,0.9990000128746033,291.402,300.003,0.9879999756813049,361.359,418.585,0.9950000047683716,431.124,551.143,0.9890000224113464,261.544,42.122,0.9909999966621399,301.657,99.186,0.9789999723434448,341.476,192.285,0.9990000128746033
420,,,,,,,642.799,604.638,1.0,664.756,637.36,1.0,680.391,670.243,0.9990000128746033,291.25,300.003,0.9869999885559082,361.359,418.585,0.9950000047683716,431.234,551.143,0.9869999885559082,261.544,42.122,0.9909999966621399,301.664,99.229,0.9789999723434448,341.451,192.261,0.9990000128746033
421,,,,,,,643.074,604.591,1.0,664.756,637.36,1.0,680.57,670.243,0.9990000128746033,291.157,300.003,0.9869999885559082,362.363,419.925,0.9919999837875366,431.234,550.78,0.9850000143051147,261.544,42.122,0.9909999966621399,301.675,99.286,0.9789999723434448,341.421,192.261,0.9990000128746033
422,,,,,,,643.308,604.58,1.0,665.14,637.324,1.0,680.983,670.188,0.9990000128746033,291.072,300.149,0.9860000014305115,362.501,419.925,0.9919999837875366,431.184,550.78,0.9890000224113464,261.439,38.88,0.9950000047683716,301.721,99.375,0.9800000190734863,341.252,192.186,0.9990000128746033
423,,,,,,,643.322,604.487,1.0,665.153,636.963,1.0,681.432,670.114,0.9990000128746033,290.963,300.177,0.9869999885559082,362.561,419.94,0.9909999966621399,430.934,550.78,0.9909999966621399,261.161,38.817,0.9940000176429749,301.736,99.391,0.9800000190734863,341.148,192.186,0.9990000128746033
424,,,,,,,643.681,604.487,1.0,665.327,636.772,1.0,681.556,670.102,0.9990000128746033,290.941,300.237,0.9860000014305115,362.561,419.925,0.9900000095367432,430.934,550.787,0.9909999966621399,261.109,38.817,0.9940000176429749,301.763,99.391,0.9800000190734863,341.148,192.271,0.9990000128746033
425,1287.12,536.425,1.0,1269.747,581.078,1.0,644.0,604.543,1.0,665.454,636.699,1.0,681.561,670.098,0.9990000128746033,290.941,300.237,0.9860000014305115,362.501,419.811,0.9909999966621399,430.934,550.839,0.9909999966621399,260.998,38.799,0.9940000176429749,301.772,99.375,0.9800000190734863,341.127,192.322,0.9990000128746033
426,1284.983,538.776,1.0,1268.278,580.963,0.9980000257492065,644.0,604.543,1.0,665.454,636.699,1.0,681.561,669.909,0.9990000128746033,290.923,300.237,0.9860000014305115,362.412,419.795,0.9900000095367432,431.168,551.121,0.9909999966621399,260.998,38.745,0.9940000176429749,301.781,99.346,0.9800000190734863,341.127,192.555,0.9990000128746033
427,,537.706,,,,,644.0,604.658,1.0,665.327,636.772,1.0,681.556,669.749,0.9990000128746033,290.797,300.208,0.9860000014305115,362.412,419.631,0.9900000095367432,431.168,551.04,0.9909999966621399,260.998,38.745,0.9940000176429749,301.858,99.345,0.9800000190734863,341.136,192.555,0.9990000128746033
428,1277.261,538.776,1.0,1258.951,577.235,0.9990000128746033,643.813,604.658,1.0,665.327,636.699,1.0,681.516,669.657,0.9990000128746033,290.797,300.193,0.9860000014305115,362.203,419.176,0.9950000047683716,431.26,551.04,0.9919999837875366,261.086,38.705,0.9940000176429749,301.858,99.345,0.9800000190734863,341.18,192.555,0.9990000128746033
429,1277.261,538.776,1.0,1258.951,577.235,0.9990000128746033,643.813,604.543,1.0,664.949,636.749,1.0,681.364,669.749,0.9990000128746033,290.797,300.013,0.9860000014305115,362.203,419.176,0.9919999837875366,431.53,551.04,0.9919999837875366,261.164,38.677,0.9940000176429749,301.858,99.345,0.9800000190734863,341.136,192.467,0.9990000128746033
430,1277.261,538.776,1.0,1258.951,577.235,0.9990000128746033,643.71,604.462,1.0,664.949,636.849,1.0,680.351,669.749,0.9990000128746033,290.868,300.013,0.9860000014305115,362.421,419.176,0.9950000047683716,431.919,551.446,0.9929999709129333,261.252,38.669,0.9950000047683716,301.835,99.316,0.9800000190734863,341.136,192.438,0.9990000128746033
431,1277.756,539.018,1.0,1259.088,577.312,0.9990000128746033,643.784,604.455,1.0,665.099,636.749,1.0,680.351,669.773,0.9990000128746033,291.003,300.013,0.9860000014305115,363.546,419.999,0.9929999709129333,432.151,551.968,0.9900000095367432,261.429,38.669,0.9950000047683716,301.481,99.156,0.9779999852180481,341.123,192.409,0.9990000128746033
432,1277.982,539.153,1.0,1259.088,577.312,0.9990000128746033,643.813,604.455,1.0,665.546,636.418,1.0,680.146,669.902,0.9990000128746033,291.314,300.112,0.9869999885559082,363.546,419.999,0.9900000095367432,432.797,552.294,0.9890000224113464,261.472,38.677,0.9950000047683716,301.429,99.112,0.9789999723434448,341.123,192.405,0.9990000128746033
433,1277.984,539.198,1.0,1259.088,577.451,0.9990000128746033,643.847,604.462,1.0,665.546,636.656,1.0,680.193,670.0,0.9990000128746033,291.317,300.118,0.9869999885559082,363.546,419.999,0.9919999837875366,435.416,552.294,0.9869999885559082,261.586,38.681,0.9950000047683716,301.429,98.919,0.9789999723434448,341.123,192.367,0.9990000128746033
434,1277.982,539.416,1.0,1259.088,577.47,0.9990000128746033,643.92,604.527,1.0,665.877,636.61,1.0,680.193,670.0,0.9990000128746033,291.416,300.19,0.9869999885559082,362.667,419.807,0.9959999918937683,435.479,552.317,0.9879999756813049,261.472,38.838,0.9950000047683716,301.478,98.875,0.9779999852180481,341.159,192.367,0.9990000128746033
435,1277.982,539.416,1.0,1259.088,577.548,0.9990000128746033,644.139,604.574,1.0,665.95,636.418,1.0,680.146,670.0,0.9990000128746033,292.058,300.19,0.9869999885559082,362.667,419.343,0.9919999837875366,435.629,552.429,0.9900000095367432,261.586,38.838,0.9950000047683716,301.478,98.838,0.9779999852180481,341.243,192.404,0.9990000128746033
436,1277.61,539.416,1.0,1258.89,577.548,0.9990000128746033,644.171,604.588,1.0,665.95,636.418,1.0,678.847,669.342,1.0,292.106,300.118,0.9869999885559082,362.451,419.304,0.9919999837875366,435.629,552.317,0.9909999966621399,261.586,38.838,0.9950000047683716,301.429,98.676,0.9779999852180481,341.337,192.405,0.9990000128746033
437,1277.55,539.416,1.0,1258.89,577.548,0.9990000128746033,644.139,604.668,1.0,665.877,635.939,1.0,678.847,669.342,1.0,292.106,300.118,0.9869999885559082,362.667,419.333,0.9929999709129333,436.053,552.429,0.9900000095367432,261.586,38.649,0.9950000047683716,301.416,98.615,0.9779999852180481,341.352,192.413,0.9990000128746033
438,1277.528,539.416,1.0,1258.89,577.205,0.9990000128746033,644.171,604.717,1.0,665.765,635.792,1.0,678.847,669.339,1.0,292.106,300.108,0.9869999885559082,362.753,419.343,0.9919999837875366,435.629,552.498,0.9909999966621399,261.614,38.649,0.9950000047683716,301.401,98.615,0.9779999852180481,341.415,192.428,0.9990000128746033
439,1277.501,539.5,1.0,1258.851,577.154,0.9990000128746033,644.171,604.717,1.0,665.537,635.587,1.0,680.349,669.339,0.9990000128746033,292.254,300.102,0.9869999885559082,363.528,419.343,0.9950000047683716,435.389,553.853,0.9890000224113464,261.614,38.642,0.9940000176429749,301.374,98.615,0.9789999723434448,341.42,192.422,0.9990000128746033
440,1277.473,539.876,1.0,1258.851,576.996,0.9990000128746033,643.952,604.717,1.0,665.409,635.587,1.0,680.349,669.339,0.9990000128746033,292.08,300.108,0.9869999885559082,363.847,420.128,0.9940000176429749,434.85,553.905,0.9900000095367432,261.565,38.642,0.9909999966621399,301.318,98.615,0.9769999980926514,341.415,192.528,0.9990000128746033
441,1277.406,539.876,1.0,1258.686,577.154,0.9990000128746033,643.873,604.641,1.0,665.391,635.603,1.0,680.349,669.574,0.9990000128746033,292.08,300.081,0.9879999756813049,363.847,420.284,0.9940000176429749,435.389,553.966,0.9909999966621399,261.565,38.538,0.9940000176429749,301.318,98.658,0.9769999980926514,341.451,192.525,0.9990000128746033
442,1277.136,539.513,0.9990000128746033,1258.686,577.205,0.9990000128746033,643.718,604.62,1.0,664.686,635.603,1.0,680.048,669.574,1.0,292.08,300.08,0.9879999756813049,363.847,420.423,0.9940000176429749,435.189,553.975,0.9909999966621399,261.565,38.538,0.9950000047683716,301.318,98.723,0.9760000109672546,341.471,192.525,0.9990000128746033
443,1277.12,539.513,1.0,1258.686,576.996,0.9990000128746033,643.628,604.62,1.0,664.648,635.603,1.0,680.048,670.228,0.9990000128746033,292.146,299.951,0.9879999756813049,363.525,420.664,0.9929999709129333,435.189,553.975,0.9909999966621399,261.478,38.407,0.9940000176429749,301.335,98.802,0.9769999980926514,341.451,192.525,0.9990000128746033
444,1277.088,539.645,1.0,1258.585,577.22,0.9990000128746033,643.319,604.62,1.0,664.648,635.761,1.0,680.048,670.228,0.9990000128746033,292.146,299.771,0.9879999756813049,363.15,420.664,0.9919999837875366,435.189,553.966,0.9909999966621399,261.323,38.407,0.9950000047683716,301.349,98.924,0.9779999852180481,341.356,192.525,0.9990000128746033
445,1277.037,539.513,1.0,1258.536,577.22,0.9990000128746033,643.304,604.62,1.0,664.648,636.139,1.0,680.098,670.242,0.9990000128746033,292.146,299.732,0.9869999885559082,363.15,420.664,0.9929999709129333,435.493,553.954,0.9909999966621399,261.292,38.347,0.9950000047683716,301.387,99.035,0.9779999852180481,341.356,192.492,0.9990000128746033
446,1275.178,539.513,0.9959999918937683,1254.172,576.116,0.9980000257492065,643.304,604.641,1.0,664.526,636.154,1.0,680.488,670.242,0.9990000128746033,292.187,299.628,0.9869999885559082,363.293,421.379,0.9940000176429749,435.493,553.954,0.9890000224113464,261.262,38.347,0.9950000047683716,301.422,99.056,0.9779999852180481,341.25,192.492,0.9990000128746033
447,,,,,,,642.656,604.658,1.0,663.709,636.515,1.0,680.488,670.242,0.9990000128746033,292.249,299.628,0.9869999885559082,363.293,421.064,0.9929999709129333,435.493,553.954,0.9850000143051147,261.262,38.277,0.9950000047683716,301.422,99.056,0.9789999723434448,341.246,192.551,0.9990000128746033
448,,,,,,,642.656,604.658,1.0,663.709,637.014,1.0,680.367,670.226,0.9990000128746033,292.249,299.628,0.9869999885559082,363.293,421.064,0.9929999709129333,435.664,553.954,0.9850000143051147,261.292,38.277,0.9950000047683716,301.428,99.107,0.9789999723434448,341.245,192.538,0.9990000128746033
449,,,,,,,642.597,608.221,1.0,663.154,637.014,1.0,680.367,670.226,0.9990000128746033,292.62,299.628,0.9869999885559082,363.293,421.064,0.9929999709129333,435.664,554.004,0.9860000014305115,261.525,38.166,0.9950000047683716,301.465,99.173,0.9789999723434448,341.246,192.564,0.9990000128746033
450,1293.885,566.884,1.0,1269.844,612.748,1.0,642.597,608.221,1.0,663.121,637.014,1.0,679.45,669.884,1.0,292.62,299.714,0.9860000014305115,363.176,420.86,0.9929999709129333,435.144,554.053,0.9869999885559082,261.595,38.166,0.9950000047683716,301.488,99.222,0.9789999723434448,341.246,192.579,0.9990000128746033
451,1292.011,557.651,1.0,1266.61,601.221,1.0,642.796,604.837,1.0,663.154,636.642,1.0,678.739,669.527,1.0,292.62,299.714,0.9869999885559082,363.176,420.86,0.9929999709129333,435.144,554.094,0.9739999771118164,261.595,38.115,0.9950000047683716,301.637,99.32,0.9800000190734863,341.268,192.605,0.9990000128746033
452,,566.884,1.0,1260.886,612.748,0.9990000128746033,643.199,604.708,1.0,664.151,636.563,1.0,678.739,669.367,1.0,292.135,299.719,0.9869999885559082,363.17,420.86,0.9919999837875366,435.718,554.136,0.9629999995231628,261.55,38.115,0.9950000047683716,301.637,99.381,0.9800000190734863,341.37,192.658,0.9990000128746033
453,1291.426,601.589,,1266.61,643.657,,643.392,604.752,1.0,664.151,636.467,1.0,678.948,669.367,1.0,292.135,299.719,0.9869999885559082,363.168,420.895,0.9919999837875366,435.718,554.149,0.9729999899864197,261.55,38.166,0.9950000047683716,301.637,99.389,0.9800000190734863,341.37,192.658,0.9990000128746033
454,1291.426,605.487,1.0,1268.708,656.783,0.9940000176429749,643.536,604.752,1.0,664.477,636.424,1.0,679.45,669.527,1.0,292.135,299.836,0.9860000014305115,363.168,420.895,0.9919999837875366,435.718,554.199,0.9739999771118164,261.507,38.236,0.9950000047683716,301.59,99.526,0.9789999723434448,341.368,192.652,0.9990000128746033
455,1291.384,601.589,1.0,1259.484,643.657,0.996999979019165,643.631,604.752,1.0,664.617,636.304,1.0,679.195,669.407,0.9990000128746033,292.135,299.859,0.9869999885559082,363.135,420.895,0.9919999837875366,435.718,554.199,0.9629999995231628,261.397,38.236,0.9950000047683716,301.56,99.535,0.9800000190734863,341.358,192.658,0.9990000128746033
456,,605.668,,,,,643.631,608.004,1.0,664.617,636.304,1.0,679.195,669.54,0.9990000128746033,292.108,300.075,0.9860000014305115,363.113,420.767,0.9919999837875366,434.889,554.199,0.9610000252723694,261.397,38.37,0.9950000047683716,301.559,99.557,0.9800000190734863,341.368,192.652,0.9990000128746033
457,,,,,,,643.631,608.004,1.0,664.773,636.304,1.0,679.74,670.165,1.0,292.183,300.197,0.9869999885559082,362.88,420.767,0.9929999709129333,434.741,554.331,0.9610000252723694,261.397,38.37,0.9950000047683716,301.559,99.557,0.9800000190734863,341.368,192.652,0.9990000128746033
458,1283.713,606.704,1.0,1255.607,649.146,0.9980000257492065,643.631,608.004,1.0,664.789,636.668,1.0,679.74,670.165,1.0,292.264,300.211,0.9860000014305115,362.88,420.767,0.9909999966621399,434.222,554.331,0.9670000076293945,261.397,38.37,0.9950000047683716,301.544,99.557,0.9800000190734863,341.358,192.652,0.9990000128746033
459,1282.966,606.382,1.0,1255.607,648.919,0.9980000257492065,643.851,604.759,1.0,665.338,636.668,1.0,679.74,670.165,0.9990000128746033,292.264,300.211,0.9850000143051147,362.775,420.413,0.9900000095367432,434.222,554.344,0.9860000014305115,261.671,38.375,0.9950000047683716,301.508,99.557,0.9789999723434448,341.407,192.638,0.9990000128746033
460,1282.966,606.32,1.0,1255.607,648.914,0.9980000257492065,644.377,604.682,1.0,665.458,636.668,1.0,679.99,670.165,0.9990000128746033,292.832,300.197,0.9860000014305115,362.499,420.22,0.9929999709129333,433.829,554.121,0.9919999837875366,261.671,38.401,0.9950000047683716,301.508,99.559,0.9800000190734863,341.407,192.616,0.9990000128746033
461,1282.954,606.32,1.0,1255.702,648.919,0.9980000257492065,644.377,604.653,1.0,665.768,636.05,1.0,680.137,670.201,0.9990000128746033,293.061,300.111,0.9869999885559082,362.499,420.6,0.9950000047683716,434.222,554.199,0.9900000095367432,261.678,38.388,0.9950000047683716,301.508,99.536,0.9789999723434448,341.324,192.616,0.9990000128746033
