scorer,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000
individuals,ind1,ind1,ind1,ind1,ind1,ind1,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,head,head,head,tail,tail,tail,cup_h,cup_h,cup_h,cup_m,cup_m,cup_m,cup_t,cup_t,cup_t,pitcher_h,pitcher_h,pitcher_h,pitcher_m,pitcher_m,pitcher_m,pitcher_t,pitcher_t,pitcher_t,tap_h,tap_h,tap_h,tap_m,tap_m,tap_m,tap_t,tap_t,tap_t
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
164,933.366,335.828,1.0,922.64,383.778,0.9990000128746033,643.152,604.837,1.0,664.724,637.016,1.0,677.618,669.752,1.0,291.652,300.074,0.9879999756813049,364.276,422.692,0.9900000095367432,432.774,551.958,0.9789999723434448,261.238,38.568,0.9950000047683716,301.637,98.96,0.9789999723434448,340.96,192.66,0.9990000128746033
165,933.256,335.828,1.0,922.725,383.778,0.9990000128746033,643.159,604.837,1.0,664.681,636.89,1.0,677.525,669.818,1.0,291.422,300.066,0.9879999756813049,365.025,424.993,0.9919999837875366,431.612,551.451,0.9909999966621399,261.238,38.499,0.9950000047683716,301.658,99.038,0.9800000190734863,340.96,192.66,0.9990000128746033
166,933.366,335.698,1.0,922.725,383.831,0.9990000128746033,643.159,604.234,1.0,664.62,636.375,1.0,677.361,669.897,1.0,291.422,300.074,0.9860000014305115,365.025,424.993,0.9900000095367432,431.612,551.451,0.9869999885559082,261.307,38.372,0.9959999918937683,301.806,99.272,0.9800000190734863,340.874,192.639,0.9990000128746033
167,933.366,335.48,1.0,922.789,383.866,0.9990000128746033,643.152,604.201,1.0,664.62,636.29,1.0,677.361,669.897,1.0,291.496,300.144,0.9879999756813049,363.984,422.237,0.9890000224113464,431.461,551.451,0.9909999966621399,261.307,38.244,0.9959999918937683,301.806,99.272,0.9810000061988831,340.846,192.584,0.9990000128746033
168,932.95,335.466,1.0,922.789,383.866,0.9990000128746033,643.074,604.112,1.0,664.62,636.29,1.0,677.361,669.918,1.0,291.496,300.144,0.9879999756813049,363.984,421.604,0.9950000047683716,431.461,551.825,0.9860000014305115,261.238,38.244,0.9950000047683716,301.806,99.272,0.9819999933242798,340.846,192.583,0.9990000128746033
169,932.799,333.903,1.0,922.211,383.866,0.9990000128746033,643.074,604.112,1.0,664.62,636.239,1.0,678.402,669.918,1.0,291.496,300.144,0.9879999756813049,363.913,421.604,0.9950000047683716,431.461,551.825,0.9909999966621399,261.216,38.244,0.9959999918937683,301.749,99.138,0.9819999933242798,340.874,192.583,0.9990000128746033
170,,,,,,,642.755,604.011,1.0,664.294,636.29,1.0,678.402,669.897,0.9990000128746033,291.496,300.249,0.9890000224113464,363.477,421.604,0.9940000176429749,430.966,551.825,0.9769999980926514,261.155,38.296,0.9959999918937683,301.676,98.745,0.9810000061988831,340.874,192.583,0.9990000128746033
171,,,,,,,641.879,604.011,1.0,664.258,636.394,1.0,678.402,669.689,0.9990000128746033,291.426,300.3,0.9879999756813049,363.251,421.604,0.9940000176429749,430.966,551.782,0.9869999885559082,261.01,38.679,0.9959999918937683,301.444,98.216,0.9800000190734863,341.228,192.569,0.9990000128746033
172,,,,,,,641.879,604.011,1.0,663.653,636.394,1.0,678.062,669.82,1.0,291.014,300.3,0.9879999756813049,363.21,421.976,0.9919999837875366,431.245,551.569,0.9850000143051147,261.01,38.679,0.9950000047683716,301.444,98.176,0.9779999852180481,341.228,192.521,0.9990000128746033
173,,,,,,,641.879,604.011,1.0,663.593,636.394,1.0,677.935,669.82,1.0,291.014,300.338,0.9879999756813049,363.125,421.976,0.9940000176429749,431.245,550.744,0.9879999756813049,261.084,38.403,0.9950000047683716,301.395,98.109,0.9789999723434448,341.228,192.521,0.9990000128746033
174,,,,,,,641.879,604.011,1.0,663.453,636.394,1.0,677.847,669.82,1.0,291.014,300.3,0.9879999756813049,363.125,421.151,0.9940000176429749,431.361,551.177,0.9869999885559082,261.084,38.403,0.9959999918937683,301.197,97.778,0.9789999723434448,341.189,192.521,0.9990000128746033
175,,,,,,,641.879,603.977,1.0,662.992,636.176,1.0,676.634,669.898,1.0,291.052,300.159,0.9879999756813049,363.128,421.151,0.9940000176429749,431.641,551.177,0.9919999837875366,261.096,37.939,0.9950000047683716,301.157,97.679,0.9769999980926514,341.109,192.521,0.9990000128746033
176,,,,,,,642.044,603.974,1.0,662.992,636.176,1.0,676.566,670.016,1.0,291.052,300.144,0.9890000224113464,363.128,421.463,0.9940000176429749,433.544,550.705,0.9900000095367432,261.096,37.939,0.9950000047683716,301.157,97.679,0.9779999852180481,341.094,192.521,0.9990000128746033
177,,,,,,,642.044,603.974,1.0,662.992,636.2,1.0,676.029,670.079,1.0,291.217,300.146,0.9890000224113464,363.125,421.463,0.9940000176429749,433.685,551.177,0.9909999966621399,261.174,37.939,0.9950000047683716,301.157,97.679,0.9769999980926514,341.109,192.535,0.9990000128746033
178,,,,,,,642.044,603.977,1.0,663.237,636.2,1.0,675.986,670.201,1.0,291.217,300.144,0.9890000224113464,363.128,421.463,0.9940000176429749,434.329,551.339,0.9929999709129333,261.174,38.069,0.9950000047683716,301.359,97.829,0.9789999723434448,341.109,192.535,0.9990000128746033
179,1001.53,343.183,1.0,989.718,387.111,0.9990000128746033,642.058,604.023,1.0,663.824,636.217,1.0,675.986,670.201,1.0,291.217,300.144,0.9890000224113464,363.02,421.463,0.9919999837875366,434.418,551.339,0.9929999709129333,261.099,38.216,0.9950000047683716,301.46,97.829,0.9789999723434448,341.151,192.535,0.9990000128746033
180,,,,,,,642.224,604.028,1.0,663.877,636.233,1.0,675.986,670.201,1.0,291.236,300.138,0.9890000224113464,363.02,419.617,0.9929999709129333,434.418,550.994,0.9929999709129333,261.099,38.225,0.9950000047683716,301.464,97.973,0.9779999852180481,341.151,192.542,0.9990000128746033
181,,,,,,,642.373,604.028,1.0,664.05,636.493,1.0,676.136,670.017,1.0,291.62,300.064,0.9890000224113464,363.173,419.617,0.9940000176429749,434.329,551.339,0.9929999709129333,261.099,38.502,0.9950000047683716,301.467,98.04,0.9779999852180481,341.269,192.542,0.9990000128746033
182,999.879,339.449,1.0,983.047,386.1,0.9990000128746033,642.373,604.028,1.0,664.083,636.493,1.0,676.136,669.902,1.0,292.319,299.69,0.9900000095367432,363.268,419.617,0.9950000047683716,434.018,550.994,0.9919999837875366,261.099,38.663,0.9950000047683716,301.543,97.993,0.9789999723434448,341.306,192.542,0.9990000128746033
183,996.26,339.349,1.0,,383.284,0.9990000128746033,642.224,603.998,1.0,664.083,636.503,1.0,676.136,669.752,1.0,292.451,299.676,0.9900000095367432,363.268,420.438,0.9929999709129333,433.425,550.628,0.9860000014305115,261.032,38.663,0.9950000047683716,301.623,98.04,0.9789999723434448,341.306,192.402,0.9990000128746033
184,996.881,,,976.641,,,642.224,603.998,1.0,664.083,636.503,1.0,676.136,669.678,1.0,292.507,299.639,0.9890000224113464,363.268,420.833,0.9919999837875366,433.425,550.432,0.9929999709129333,261.032,38.663,0.9950000047683716,301.635,98.121,0.9789999723434448,341.272,192.345,0.9990000128746033
185,997.062,337.809,1.0,976.641,382.311,0.9990000128746033,642.373,603.998,1.0,663.84,636.687,1.0,676.119,669.569,1.0,292.507,299.639,0.9890000224113464,363.221,421.956,0.9909999966621399,433.002,550.628,0.9940000176429749,261.039,38.562,0.9959999918937683,301.635,98.274,0.9800000190734863,341.272,192.345,0.9990000128746033
186,997.062,336.837,1.0,976.611,382.012,0.9990000128746033,642.413,604.055,1.0,663.84,636.687,1.0,676.119,669.516,1.0,292.451,299.639,0.9890000224113464,363.349,422.164,0.9919999837875366,433.002,550.628,0.9940000176429749,261.039,38.562,0.9950000047683716,301.682,98.327,0.9800000190734863,341.218,192.402,0.9990000128746033
187,997.062,336.646,1.0,976.417,380.112,0.9990000128746033,642.413,604.144,1.0,663.84,636.687,1.0,676.135,669.516,1.0,290.526,300.175,0.9850000143051147,363.349,422.284,0.9890000224113464,434.393,552.084,0.9940000176429749,260.802,38.562,0.9940000176429749,301.85,98.454,0.9810000061988831,341.008,192.42,0.9990000128746033
188,997.595,336.244,1.0,975.966,381.763,0.9990000128746033,642.604,604.327,1.0,664.058,636.511,1.0,676.135,669.516,1.0,289.696,300.5,0.9819999933242798,364.827,425.418,0.9810000061988831,434.393,552.084,0.9940000176429749,260.822,38.572,0.9940000176429749,301.886,98.72,0.9800000190734863,341.002,192.448,0.9990000128746033
189,999.51,336.244,1.0,975.966,381.151,0.9990000128746033,642.636,604.384,1.0,664.238,636.511,1.0,676.119,669.516,1.0,289.696,300.5,0.9829999804496765,364.917,425.621,0.9879999756813049,432.988,552.084,0.9900000095367432,260.822,38.594,0.9950000047683716,301.886,98.72,0.9800000190734863,340.897,192.448,0.9990000128746033
190,1000.153,336.244,1.0,975.966,381.196,0.9990000128746033,642.636,604.418,1.0,664.238,636.511,1.0,676.101,669.424,1.0,289.696,300.5,0.9860000014305115,365.001,425.649,0.9879999756813049,434.321,551.654,0.9890000224113464,260.802,38.627,0.9950000047683716,301.85,98.72,0.9800000190734863,340.74,192.474,0.9990000128746033
191,1000.391,336.407,1.0,976.098,381.178,0.9990000128746033,642.636,604.663,1.0,664.11,636.531,1.0,676.101,669.387,1.0,291.644,300.445,0.9869999885559082,365.001,425.701,0.9900000095367432,434.321,551.654,0.9919999837875366,260.802,38.682,0.9950000047683716,301.618,98.671,0.9769999980926514,340.722,192.559,0.9990000128746033
192,1000.697,336.499,1.0,976.098,381.196,0.9990000128746033,642.636,604.663,1.0,664.11,636.531,1.0,676.101,669.298,1.0,291.644,300.445,0.9869999885559082,365.072,425.746,0.9890000224113464,434.321,551.654,0.9959999918937683,260.822,38.716,0.9950000047683716,301.547,98.669,0.9769999980926514,340.722,192.637,0.9990000128746033
193,1000.697,336.699,1.0,976.314,381.196,0.9990000128746033,642.621,604.663,1.0,664.585,636.531,1.0,676.817,669.022,1.0,292.378,300.349,0.9869999885559082,365.001,425.746,0.9860000014305115,434.751,552.445,0.9950000047683716,260.728,38.682,0.9950000047683716,301.422,98.547,0.9760000109672546,340.722,192.701,0.9990000128746033
194,1000.697,336.702,1.0,976.44,381.196,1.0,642.286,604.433,1.0,665.213,636.52,1.0,676.983,669.014,1.0,292.032,300.343,0.9869999885559082,364.687,425.701,0.9879999756813049,435.094,552.899,0.9959999918937683,260.708,38.682,0.9950000047683716,301.38,98.519,0.9760000109672546,340.722,192.748,0.9990000128746033
195,1000.057,336.702,1.0,976.467,381.315,0.9990000128746033,642.234,604.432,1.0,665.213,636.457,1.0,677.251,668.881,1.0,291.644,300.349,0.9869999885559082,363.286,422.112,0.9919999837875366,435.094,553.477,0.9929999709129333,260.728,38.669,0.9950000047683716,301.38,98.38,0.9760000109672546,340.651,192.799,0.9990000128746033
196,1000.038,336.699,1.0,976.467,381.315,0.9990000128746033,642.014,604.432,1.0,665.213,636.457,1.0,677.251,668.881,1.0,291.375,300.507,0.9869999885559082,363.141,422.112,0.9919999837875366,435.094,553.477,0.9929999709129333,260.765,38.537,0.9950000047683716,301.38,98.38,0.9760000109672546,340.622,192.799,0.9990000128746033
197,999.906,336.469,1.0,976.44,381.315,0.9990000128746033,642.014,604.433,1.0,664.985,636.457,1.0,677.251,668.881,1.0,291.726,300.521,0.9879999756813049,363.141,422.112,0.9919999837875366,434.172,553.477,0.9919999837875366,260.765,38.419,0.9950000047683716,301.38,98.349,0.9769999980926514,340.622,192.76,0.9990000128746033
198,999.821,336.469,1.0,976.467,381.187,0.9990000128746033,642.286,604.466,1.0,664.879,636.457,1.0,677.251,668.899,1.0,291.387,300.521,0.9869999885559082,363.141,422.336,0.9919999837875366,433.933,552.776,0.9940000176429749,260.967,38.419,0.9950000047683716,301.38,98.38,0.9769999980926514,340.651,192.791,0.9990000128746033
199,998.984,336.34,1.0,976.204,381.051,0.9990000128746033,642.014,604.53,1.0,664.831,636.443,1.0,677.275,668.972,1.0,291.375,300.521,0.9879999756813049,364.837,425.337,0.9900000095367432,433.54,552.554,0.9929999709129333,260.988,38.476,0.9950000047683716,301.362,98.45,0.9779999852180481,340.744,192.791,0.9990000128746033
200,998.962,335.495,1.0,975.757,380.493,1.0,642.746,604.594,1.0,664.831,636.576,1.0,677.121,669.06,1.0,291.387,300.422,0.9879999756813049,364.837,425.337,0.9879999756813049,432.673,552.47,0.9919999837875366,260.988,38.476,0.9950000047683716,301.337,98.719,0.9779999852180481,340.764,192.76,0.9990000128746033
201,,,,,,,642.759,604.594,1.0,664.72,636.576,1.0,676.954,669.06,1.0,291.519,300.284,0.9879999756813049,364.854,425.337,0.9860000014305115,432.643,552.192,0.9919999837875366,260.988,38.476,0.9950000047683716,301.328,98.751,0.9779999852180481,340.764,192.696,0.9990000128746033
202,,,,,,,642.904,604.594,1.0,664.472,636.576,1.0,675.49,669.058,1.0,291.406,300.28,0.9879999756813049,364.837,425.002,0.9919999837875366,432.583,551.645,0.9950000047683716,260.954,38.476,0.9950000047683716,301.328,98.751,0.9760000109672546,340.744,192.696,0.9990000128746033
203,,,,,,,642.949,604.457,1.0,664.421,636.656,1.0,675.433,669.058,1.0,291.484,300.28,0.9879999756813049,363.404,422.088,0.9890000224113464,431.847,551.565,0.9919999837875366,260.686,38.446,0.9959999918937683,301.163,98.751,0.9739999771118164,340.511,192.401,0.9990000128746033
204,,,,,,,642.949,604.457,1.0,664.271,636.745,1.0,675.433,669.058,1.0,291.519,300.32,0.9890000224113464,363.404,422.085,0.9919999837875366,432.583,551.645,0.9940000176429749,260.686,38.446,0.9959999918937683,301.163,98.751,0.9750000238418579,340.511,192.382,0.9990000128746033
205,,,,,,,642.759,604.457,1.0,664.421,636.656,1.0,675.49,668.974,1.0,291.484,300.32,0.9890000224113464,363.489,422.037,0.9929999709129333,432.583,551.645,0.9929999709129333,260.686,38.446,0.9959999918937683,301.152,98.711,0.9739999771118164,340.511,192.401,0.9990000128746033
206,,,,,,,642.48,604.484,1.0,664.472,636.656,1.0,676.296,668.845,1.0,291.406,300.51,0.9869999885559082,363.489,421.774,0.9929999709129333,432.592,552.416,0.9929999709129333,260.952,39.16,0.9959999918937683,301.163,98.681,0.9739999771118164,340.665,192.401,0.9990000128746033
207,,,,,,,642.467,604.484,1.0,664.846,636.739,1.0,676.296,668.845,1.0,291.245,300.664,0.9869999885559082,363.489,420.916,0.9929999709129333,432.836,553.812,0.9929999709129333,261.001,39.17,0.9950000047683716,301.17,98.681,0.9760000109672546,340.736,192.468,0.9990000128746033
208,,,,,,,642.467,604.484,1.0,664.846,636.739,1.0,676.681,668.845,1.0,291.245,300.664,0.9869999885559082,363.585,420.916,0.9929999709129333,432.836,553.972,0.9950000047683716,261.055,39.17,0.9950000047683716,301.173,98.681,0.9769999980926514,340.745,192.468,0.9990000128746033
209,1065.306,338.253,1.0,1051.68,384.407,0.9990000128746033,642.467,604.385,1.0,664.846,636.694,1.0,676.681,668.755,1.0,291.245,300.664,0.9869999885559082,363.587,420.614,0.9929999709129333,433.242,553.929,0.9940000176429749,261.055,39.17,0.9950000047683716,301.17,98.723,0.9769999980926514,340.745,192.501,0.9990000128746033
210,1064.045,337.055,1.0,1051.671,384.119,0.9990000128746033,642.467,604.301,1.0,664.672,636.694,1.0,676.722,668.811,1.0,291.245,300.319,0.9869999885559082,363.585,420.916,0.9929999709129333,433.242,553.929,0.9929999709129333,261.055,39.217,0.9950000047683716,301.17,98.723,0.9779999852180481,340.756,192.501,0.9990000128746033
211,1065.306,336.293,1.0,,383.676,0.9990000128746033,642.489,604.259,1.0,664.672,636.468,1.0,676.763,668.811,1.0,291.245,300.319,0.9879999756813049,363.594,420.916,0.9940000176429749,433.242,553.929,0.9919999837875366,261.072,39.217,0.9950000047683716,301.163,98.73,0.9769999980926514,340.773,192.501,0.9990000128746033
212,1065.306,,,,,,642.492,604.23,1.0,664.591,636.468,1.0,676.845,668.811,1.0,291.151,300.319,0.9879999756813049,363.594,420.635,0.9919999837875366,433.289,553.913,0.9950000047683716,261.072,39.217,0.9950000047683716,301.163,98.723,0.9760000109672546,340.782,192.512,0.9990000128746033
213,1067.379,334.509,1.0,1050.974,383.275,0.9990000128746033,642.489,604.23,1.0,664.542,636.468,1.0,676.859,668.811,1.0,291.082,300.349,0.9879999756813049,363.594,420.635,0.9929999709129333,433.341,553.913,0.9940000176429749,261.053,39.217,0.9950000047683716,301.163,98.721,0.9760000109672546,340.782,192.512,0.9990000128746033
214,1065.277,334.509,1.0,1049.313,381.861,0.9990000128746033,642.2,604.259,1.0,664.492,636.687,1.0,677.008,668.811,1.0,290.858,300.37,0.9879999756813049,363.594,420.802,0.9929999709129333,433.414,553.913,0.9919999837875366,260.795,39.217,0.9950000047683716,301.175,98.721,0.9769999980926514,340.782,192.533,0.9990000128746033
215,1065.142,334.509,1.0,1049.304,381.533,0.9990000128746033,641.977,604.295,1.0,664.514,636.687,1.0,677.29,668.905,1.0,290.858,300.429,0.9869999885559082,364.042,420.635,0.9929999709129333,433.414,553.961,0.9919999837875366,260.782,39.23,0.9950000047683716,301.19,98.737,0.9789999723434448,340.646,192.533,0.9990000128746033
216,1064.949,334.547,1.0,1049.304,381.533,0.9990000128746033,641.977,604.446,1.0,664.514,636.81,1.0,677.52,668.998,1.0,291.082,300.43,0.9860000014305115,364.092,420.464,0.9929999709129333,433.414,553.961,0.9929999709129333,260.745,39.201,0.9950000047683716,301.334,98.749,0.9789999723434448,340.515,192.499,0.9990000128746033
217,1064.949,334.547,1.0,1049.304,381.533,0.9990000128746033,641.802,604.457,1.0,664.514,636.687,1.0,677.52,668.905,1.0,291.088,300.43,0.9850000143051147,364.092,420.016,0.9909999966621399,433.357,553.961,0.9929999709129333,260.541,39.191,0.9940000176429749,301.512,98.997,0.9810000061988831,340.515,192.472,0.9990000128746033
218,1064.949,334.547,1.0,1049.304,381.72,0.9990000128746033,641.355,604.457,1.0,664.846,636.62,1.0,677.29,668.764,1.0,291.257,300.43,0.9869999885559082,364.092,420.016,0.9929999709129333,433.357,554.031,0.9929999709129333,260.585,39.191,0.9950000047683716,301.551,99.02,0.9810000061988831,340.448,192.45,0.9990000128746033
219,1065.037,334.137,1.0,1049.364,381.731,0.9990000128746033,641.355,604.446,1.0,664.846,636.21,1.0,677.002,668.68,1.0,291.321,300.302,0.9860000014305115,363.868,419.888,0.9940000176429749,433.239,553.947,0.9879999756813049,260.585,39.155,0.9950000047683716,301.551,99.02,0.9800000190734863,340.448,192.306,0.9990000128746033
220,1065.142,333.736,1.0,1049.412,381.801,0.9990000128746033,641.479,604.446,1.0,664.846,636.115,1.0,677.002,668.68,1.0,291.257,300.302,0.9869999885559082,363.868,419.833,0.9940000176429749,433.157,553.947,0.9890000224113464,260.585,39.147,0.9950000047683716,301.512,99.02,0.9800000190734863,340.481,192.296,0.9990000128746033
221,1065.297,333.723,1.0,1049.412,381.818,0.9990000128746033,641.479,604.447,1.0,664.747,636.027,1.0,676.905,668.68,1.0,291.257,300.272,0.9869999885559082,363.841,419.888,0.9929999709129333,432.073,553.357,0.9890000224113464,260.595,39.08,0.9950000047683716,301.477,99.074,0.9800000190734863,340.54,192.296,0.9990000128746033
222,1065.49,333.723,1.0,1049.425,381.85,0.9990000128746033,641.898,604.447,1.0,664.747,636.012,1.0,676.905,668.565,1.0,291.26,300.302,0.9869999885559082,363.841,420.192,0.9929999709129333,432.569,554.185,0.9919999837875366,260.637,39.064,0.9950000047683716,301.435,99.22,0.9800000190734863,340.54,192.306,0.9990000128746033
223,1065.821,333.723,1.0,1049.536,381.946,0.9990000128746033,641.898,604.447,1.0,664.576,635.965,1.0,677.243,668.687,1.0,291.281,300.182,0.9869999885559082,363.859,420.558,0.9929999709129333,431.947,553.369,0.9900000095367432,260.795,39.006,0.9950000047683716,301.427,99.226,0.9800000190734863,340.655,192.321,0.9990000128746033
224,1065.935,333.805,1.0,1049.502,381.953,0.9990000128746033,641.914,604.447,1.0,664.576,635.95,1.0,677.243,668.719,1.0,291.26,300.156,0.9869999885559082,363.957,420.558,0.9929999709129333,432.569,554.309,0.9890000224113464,260.795,38.991,0.9950000047683716,301.225,99.226,0.9779999852180481,340.673,192.344,0.9990000128746033
225,1065.963,333.805,1.0,1049.536,382.004,0.9990000128746033,641.914,604.447,1.0,664.707,635.797,1.0,677.243,668.687,1.0,291.26,300.113,0.9879999756813049,363.957,420.558,0.9929999709129333,432.569,554.1,0.9829999804496765,260.795,38.991,0.9950000047683716,301.225,99.342,0.9789999723434448,340.673,192.344,0.9990000128746033
226,1066.028,333.805,1.0,1049.502,381.946,0.9990000128746033,641.49,604.445,1.0,664.707,635.716,1.0,677.659,668.687,1.0,291.239,300.113,0.9860000014305115,364.115,420.352,0.9929999709129333,433.024,554.1,0.9890000224113464,260.853,38.995,0.9950000047683716,301.225,99.342,0.9789999723434448,340.655,192.344,0.9990000128746033
227,1066.074,333.773,1.0,1049.502,381.946,0.9990000128746033,641.49,604.399,1.0,664.707,635.716,1.0,677.659,668.687,1.0,291.054,300.113,0.9869999885559082,364.115,420.352,0.9929999709129333,433.875,554.006,0.9890000224113464,261.03,38.991,0.9950000047683716,301.282,99.357,0.9789999723434448,340.655,192.344,0.9990000128746033
228,1066.422,333.28,1.0,1049.339,381.445,0.9990000128746033,641.84,604.295,1.0,664.805,635.716,1.0,678.794,668.719,0.9990000128746033,290.957,300.193,0.9869999885559082,364.148,420.352,0.9929999709129333,434.479,554.006,0.9890000224113464,261.041,38.991,0.9909999966621399,301.282,99.342,0.9800000190734863,340.698,192.405,0.9990000128746033
229,1066.515,333.258,1.0,1049.339,381.292,0.9990000128746033,641.84,604.295,1.0,665.876,635.749,1.0,680.069,669.274,1.0,291.054,300.264,0.9860000014305115,364.162,420.449,0.9929999709129333,434.888,553.96,0.9909999966621399,261.041,38.691,0.9940000176429749,301.282,99.342,0.9779999852180481,340.716,192.348,0.9990000128746033
230,1066.515,332.824,1.0,1049.339,380.867,0.9990000128746033,641.84,604.373,1.0,666.232,635.749,1.0,680.156,669.55,0.9990000128746033,291.054,300.264,0.9850000143051147,364.162,420.489,0.9929999709129333,435.476,553.874,0.9900000095367432,261.041,38.619,0.9940000176429749,301.225,98.662,0.9760000109672546,340.716,192.348,0.9990000128746033
231,1066.515,332.747,1.0,1049.422,380.696,0.9990000128746033,641.881,604.373,1.0,666.232,635.749,1.0,680.273,669.613,0.9990000128746033,290.703,300.264,0.9879999756813049,364.34,421.026,0.9929999709129333,435.476,553.874,0.9909999966621399,260.964,38.619,0.9950000047683716,301.225,98.662,0.9769999980926514,340.716,192.348,0.9990000128746033
232,1066.348,332.692,1.0,1049.422,380.619,0.9990000128746033,642.163,604.257,1.0,666.232,635.788,1.0,680.273,669.613,0.9990000128746033,290.703,300.308,0.9869999885559082,364.34,421.026,0.9929999709129333,435.82,553.874,0.9890000224113464,260.789,38.52,0.9950000047683716,301.079,98.662,0.9789999723434448,340.588,192.346,0.9990000128746033
233,1065.861,332.824,1.0,1049.552,380.867,0.9990000128746033,642.169,604.257,1.0,665.603,635.788,1.0,680.273,669.613,0.9990000128746033,290.703,300.257,0.9860000014305115,364.344,421.026,0.9919999837875366,435.82,553.88,0.9919999837875366,260.789,38.691,0.9940000176429749,301.225,98.818,0.9789999723434448,340.511,192.34,0.9990000128746033
234,,335.658,,1051.908,383.166,,642.169,604.223,1.0,665.549,635.719,1.0,678.393,669.341,1.0,290.549,300.257,0.9850000143051147,364.382,420.603,0.9929999709129333,435.184,553.888,0.9909999966621399,260.964,38.828,0.9950000047683716,301.27,98.97,0.9779999852180481,340.511,192.302,0.9990000128746033
235,1063.311,339.276,1.0,1054.16,384.467,0.9990000128746033,642.169,604.2,1.0,664.976,635.719,1.0,678.392,669.143,1.0,290.451,300.462,0.9850000143051147,364.381,420.603,0.9929999709129333,434.659,553.973,0.9929999709129333,261.066,38.867,0.9950000047683716,301.347,99.271,0.9789999723434448,340.511,192.302,0.9990000128746033
236,1062.78,335.658,1.0,1052.927,383.166,0.9990000128746033,642.02,604.146,1.0,664.931,635.788,1.0,678.392,669.143,1.0,290.306,300.462,0.9860000014305115,364.382,420.603,0.9929999709129333,433.799,554.053,0.9929999709129333,261.142,38.867,0.9950000047683716,301.507,99.279,0.9810000061988831,340.599,192.277,0.9990000128746033
237,1061.328,335.601,1.0,1051.908,380.241,0.9990000128746033,641.665,604.141,1.0,664.795,635.756,1.0,678.393,669.074,1.0,290.451,300.352,0.9860000014305115,364.382,420.628,0.9929999709129333,433.59,554.136,0.9929999709129333,261.161,38.921,0.9950000047683716,301.507,99.333,0.9810000061988831,340.599,192.277,0.9990000128746033
238,,,,,,,641.665,604.141,1.0,664.795,635.828,1.0,678.656,669.058,1.0,290.451,300.444,0.9850000143051147,364.381,421.464,0.9929999709129333,433.326,554.142,0.9929999709129333,261.161,38.921,0.9950000047683716,301.53,99.333,0.9800000190734863,340.599,192.277,0.9990000128746033
239,,,,,,,642.02,604.2,1.0,664.817,635.828,1.0,678.673,669.035,1.0,290.905,300.352,0.9860000014305115,364.29,421.774,0.9929999709129333,433.59,554.172,0.9919999837875366,261.161,38.913,0.9950000047683716,301.53,99.333,0.9800000190734863,340.432,192.427,0.9990000128746033
