scorer,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d
individuals,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup
bodyparts,top_left,top_left,top_left,bottom_left,bottom_left,bottom_left,bottom_right,bottom_right,bottom_right,top_right,top_right,top_right,center,center,center,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-62.094472110822515,-106.39598682609314,1042.8120060474153,-65.09335280187184,-47.826359329471856,1082.252058921593,-13.444076881157448,-47.60340953034264,1090.6314147468536,-17.872470341792397,-110.04767474077067,1085.489963640433,-39.550133721026654,-77.50613729985534,1065.6252670943227,-223.43813155231706,79.86215635765714,897.9237102966473,-229.0875579386887,58.15320871551163,930.5596984110202,,,,,,,-258.2928435494897,76.29021043359495,873.16581747863,-261.6490467365141,131.10949132991774,856.8741690472344,-179.79318090241165,117.55648825059018,805.365388814157,-189.30723118215238,77.43848352992099,896.7745145168267
1,-62.20899269942515,-106.38472639822126,1044.737358081987,-65.12414428295703,-47.30464471420784,1082.7652047485349,-13.232257015710022,-47.678568436921374,1093.6259108634836,-17.607643612687436,-109.5476185603274,1084.0759223207124,-39.53039554851997,-77.32436589244182,1066.068321699019,-224.37294742779628,80.71037665115875,902.2410571718037,-229.6047274681091,58.33405919608805,932.6887189448278,,,,,,,-255.0665651222983,75.77713688201473,865.9525383752474,-262.01507808235937,131.47160449111342,858.0697193775251,-181.28507181414247,119.50654825348651,812.0380238696886,-190.0105461557876,78.13135837201989,900.2366681037553
2,-62.20885145829155,-106.35348784800799,1044.7352855426343,-65.13754533977843,-47.29524681902963,1082.9872578754942,-13.225078119968,-47.42827641492433,1093.558664533192,-17.49367157655182,-109.44661506216681,1083.1777891280342,-39.12576410324582,-77.15747540151362,1065.7998922451252,-224.41394958021934,80.7525135301829,902.4051965493585,-229.6066242053519,58.448368448946525,932.6937788915153,,,,,,,-263.19799686835705,78.26478626953926,893.6491231068079,-262.83524886841207,131.8971228266577,860.8294145114618,-181.35061866542634,120.17572903211648,812.3247157287396,-189.8642623661126,78.2495923691606,899.8103547724493
3,-62.388266924133404,-106.55309798971366,1045.7629060542788,-65.40258240050993,-47.21486907275208,1084.581099767419,-13.22606652561654,-47.487100483107525,1093.0761535406493,-17.4601867259962,-109.43449006194388,1082.9140244408372,-39.68649623203106,-77.48048182112157,1070.2566939260182,-224.45083535771047,80.79966927853631,902.5496466186846,-229.5213959289731,58.48316134049847,932.3455984932772,,,,,,,-263.09068925976294,78.54530449819367,893.8924127210705,-262.83433836635504,131.85552233038388,860.827367282173,-185.27577103397198,124.34775953745778,822.9291838367493,-189.75190804010805,78.2031356165846,899.277881844261
4,-62.798957119397265,-106.93003566608152,1048.1174886986414,-66.42477451259536,-47.37626340493479,1090.6665490328994,-13.232893118786407,-47.42437148994237,1093.6250761625274,-17.53688749156201,-109.90872010938507,1087.6654299953827,-39.73544416967919,-77.40526113305313,1070.5801851701451,-224.53518973475119,80.86994742039798,902.888869976919,-229.04587224084955,58.362791615880674,931.0777223460475,,,,,,,-265.04443425500233,79.02566038755418,899.9213661264099,-261.9436666647531,131.44883626022582,857.9093238766171,-186.5848362009207,124.9904515375436,826.4652614836281,-189.03686992856748,78.13140047200119,897.2020724332874
5,-62.80848056652157,-106.95396125892961,1048.171328697291,-66.90207641703289,-47.35522548853221,1093.6966842903357,-13.219291527692858,-47.29475478092032,1093.0186828945816,-17.572675551061653,-109.99220762326247,1088.0750250836968,-39.71097666725769,-77.46533745892017,1070.9327781114373,-224.9639915461722,81.0338450001995,904.990986737193,-229.04534628312084,58.291328349625736,931.1972844572649,,,,,,,-263.660063107757,78.61170683969775,895.2209192059087,-261.91994685393087,131.43481449666734,857.8296032887354,-186.8241693481785,125.15110916610351,827.5253768252685,-188.3654750704982,77.997262549007,895.2529626689875
6,-62.891432845165205,-107.52760559120763,1049.5971364639063,-67.20896539867957,-47.24516483995288,1095.7472912188848,-13.219938076885667,-47.215058355491315,1093.0258773997539,-17.598090447751506,-110.15634246583247,1089.6487197976414,-39.764890371386,-77.4113901585674,1070.7723770481396,-224.8123641816438,80.97865720624526,904.68948686182,-229.2756633835774,58.219445845428,932.0165588354715,,,,,,,-263.30566106099656,78.2524960037836,893.9002826127696,-261.5833759587403,131.50837369827943,856.72044625846,-188.2164418077378,125.78496425598297,832.6954896491342,-188.15036367542058,77.96617782350579,894.6285876214396
7,-62.90110805008675,-107.67979621955962,1049.7636554880078,-67.33142825593835,-47.16597069161485,1096.4637452991237,-13.34397792037551,-47.28554692566349,1094.6568827950796,-17.570780970308093,-110.35628069801353,1089.8312711342908,-39.92030168949238,-77.48684297852711,1071.813870422907,-224.99432933562593,81.03286233817893,905.4227025967666,-229.49940109227953,58.9946826084168,933.6977770254387,,,,,,,-263.1087116782019,78.2279660595796,893.2309978341217,-261.97760872102765,131.64731053190664,857.6055715529583,-187.95252714011838,125.64582989874465,831.9825181215306,-188.15042610381326,77.95509429520347,894.6288783654592
8,-62.900684492850864,-107.82837920590785,1049.7640189936096,-67.97817876163695,-46.796880782447175,1100.776983341839,-13.343945211595639,-47.24610906487048,1094.654341136187,-17.48388796585938,-110.08669533298838,1089.14080213499,-39.894654119355955,-77.3172048124599,1071.107792748834,-224.80315906058306,80.95664788459688,904.6649360533858,-230.18246248046367,59.12141958680087,935.706117945803,,,,,,,-255.72920921544122,75.9745008814556,868.1075275118633,-262.322092647171,131.82076270919137,858.7332728209994,-187.95472167469816,125.77771815491072,831.9884466509333,-188.23035148166076,77.99941770075596,895.0089184698146
9,-62.90038548290733,-107.75687094462592,1049.7595086766216,-67.97820592002954,-46.7988022749292,1100.7774141384275,-13.624514425488409,-47.402508021938786,1097.4822801000523,-17.39755913523158,-109.97563802162749,1088.4526236552572,-40.16429652442207,-77.42153665474845,1072.8830008879413,-224.89184859945266,81.07113083124437,905.1522560424016,-230.2527653687754,59.13599990954024,935.9368786736406,,,,,,,-255.66366975687987,75.96128560358409,867.956107395134,-262.97870880398705,132.08162504460236,860.4001736732918,-187.27315618892706,125.36785090534953,828.9722149038897,-188.31378824710973,77.93654748639463,895.4078335456402
10,-63.226837847802315,-108.02091136407769,1051.6358281295227,-68.04482642130269,-46.81543309002628,1101.1675036339072,-13.623413987381655,-47.49326466908424,1097.469062891227,-17.396634699468194,-110.05561992423738,1088.4420294892454,-40.164132609629775,-77.35012696049135,1072.8788729671724,-224.7055597483939,81.1428807073433,904.4058234444941,-230.41858418232138,59.03882448690612,936.3392351250178,,,,,,,-255.10503986041388,75.86465659407645,866.6652569825591,-262.50742884147854,131.8428380906818,859.3414792328261,-187.07959572409032,125.37363729986122,828.1175313435243,-187.6985848873978,77.74430121810485,893.504066053549
11,-63.649093139283615,-108.19321513719579,1054.0280532252211,-67.9947945716111,-46.851939334639745,1100.3608173014768,-13.619064654030788,-47.532145957934894,1097.1411990343806,-17.396720327551108,-110.01125724692284,1088.4416171652942,-40.164832055501975,-77.017393199064,1072.8987083028758,-224.01841345631738,80.85314330254421,901.9371831128011,-230.67093198723637,60.05900852281692,937.0564609756693,,,,,,,-261.0964409008537,78.68995864969311,887.5942314093357,-262.2354158379486,131.71097485153015,858.730399275714,-185.87543996537394,124.7597258332265,824.4678471375511,-187.9248526797957,77.74715871907956,894.1617329285857
12,-63.65271043436036,-108.27622772664856,1054.0618203537379,-67.59495994698861,-47.28259950486346,1098.9129244958037,-13.451852194896409,-47.653753665232045,1095.2709301893397,-17.61700213395218,-110.35210559805677,1091.8142836032202,-39.81136259899819,-76.8671793464185,1075.296032017289,-223.6302565592645,80.80336129026897,900.8817282586123,-230.96260715446232,60.10475190944617,937.8478815447933,,,,,,,-254.59202130116086,75.84672246400434,865.4786478304306,-262.2126933023361,131.61283948292436,858.6549115953923,-178.98488048673977,120.19659751896086,805.4426134896854,-187.9255679089994,77.79215014556361,894.1640286802783
13,-63.40247522985856,-108.14736374599559,1052.9587542520603,-67.16280497393208,-47.199922262908615,1095.8435604072552,-13.303097300218328,-47.73182896178572,1093.6044415584129,-17.61689333331688,-110.37159807080586,1091.813420517119,-39.542678004306765,-76.48374190216977,1074.1349517587148,-223.5589896887313,80.79034692968644,900.7321860394436,-231.46331309627178,60.300774608335395,939.6373440552153,,,,,,,-253.75678172730696,75.62671189810015,863.1942540832845,-262.5073140379813,131.75242293726592,859.3167612121007,-178.6094579452502,120.0992792943188,803.7589279885316,-187.51392724284588,77.62124282031833,892.2054110519712
14,-63.25948360117624,-108.06293070160103,1052.1378731828418,-67.16280497393208,-47.199922262908615,1095.8435604072552,-13.301826853104485,-47.68800553334193,1093.5607352583547,-17.616593566659,-110.45172382993906,1091.8121381233304,-39.61771581797875,-76.62857432087948,1076.1732748847378,-223.53619198457673,80.79898977740713,900.6724184132038,-231.46240132253004,60.36077600777554,939.6341651174213,,,,,,,-253.40388177039026,75.49889535620991,862.3305595308897,-262.2135114179727,131.6513734662774,858.6567494375582,-178.13816845174486,119.57592971416442,802.2695532277038,-187.41347112072694,77.57952748543683,891.7274331707359
15,-63.21612169096741,-108.05256912034315,1051.8889427343788,-67.13041147926324,-47.10664323282545,1095.3094412203413,-12.943122335528225,-47.622165174666144,1090.6183917072135,-17.504704941776794,-110.35791811578555,1090.3089388815613,-39.683588098724066,-76.71193216291509,1076.617355515154,-222.96143232063335,80.84949351169408,899.1648040496532,-231.302626123474,60.35438761226046,939.2066016601518,,,,,,,-253.16780230459884,75.41217861577236,861.6871347907897,-262.5342422006136,132.0543540446469,859.708196528178,-178.12574620134487,119.59078135648265,802.2136463443097,-187.28800508810943,77.46726982169164,891.1333223147125
