scorer,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000
individuals,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
81,582.329,171.023,1.0,612.427,225.687,1.0,627.707,298.735,0.5509999990463257,636.538,360.678,0.7459999918937683,650.669,422.864,0.9810000061988831
82,582.329,171.247,1.0,612.427,226.1,1.0,626.648,298.735,0.996999979019165,637.582,360.678,0.9990000128746033,650.731,422.931,0.9990000128746033
83,582.173,171.247,1.0,612.427,226.1,1.0,622.524,298.735,0.9990000128746033,637.684,360.678,0.996999979019165,650.976,423.055,1.0
84,581.677,170.977,1.0,612.297,226.1,1.0,621.687,299.262,0.9990000128746033,637.684,360.982,1.0,652.352,423.055,0.9990000128746033
85,582.329,170.977,1.0,612.754,226.008,1.0,621.687,298.735,0.8009999990463257,637.582,360.982,1.0,652.352,423.055,0.9990000128746033
86,588.281,170.714,0.9990000128746033,613.195,225.608,1.0,621.687,299.264,0.9850000143051147,637.138,360.982,0.996999979019165,652.352,421.472,0.9620000123977661
87,589.655,170.714,1.0,614.461,222.963,1.0,619.74,299.441,0.9279999732971191,637.138,360.919,0.9700000286102295,651.99,421.472,0.9160000085830688
88,589.655,170.799,0.9990000128746033,613.195,225.095,1.0,620.432,299.674,0.5640000104904175,636.733,360.755,0.6890000104904175,651.505,421.472,0.6549999713897705
89,589.655,170.799,1.0,613.195,225.095,0.9990000128746033,620.06,299.674,0.9229999780654907,636.733,360.451,0.9629999995231628,651.239,422.457,0.9950000047683716
90,579.852,170.714,1.0,614.461,221.318,0.9990000128746033,620.06,300.065,0.9959999918937683,636.868,360.538,0.8730000257492065,651.084,422.641,0.9350000023841858
91,579.852,170.799,1.0,605.875,223.476,0.9940000176429749,620.06,300.326,0.9959999918937683,636.911,360.4,0.9020000100135803,650.776,422.892,0.9459999799728394
92,579.852,170.872,0.9980000257492065,605.482,224.392,0.9860000014305115,620.06,307.053,0.9929999709129333,636.868,360.4,0.8579999804496765,650.776,422.641,0.9639999866485596
93,581.01,170.561,1.0,605.482,224.392,0.9990000128746033,619.874,307.751,0.41499999165534973,636.868,360.538,0.9229999780654907,651.084,422.641,0.9599999785423279
94,581.645,170.605,1.0,604.347,224.392,1.0,619.874,307.375,0.9869999885559082,636.868,360.779,0.5640000104904175,652.54,421.12,0.14800000190734863
95,581.645,170.872,1.0,603.894,225.962,1.0,619.874,307.375,0.9900000095367432,636.992,360.84,0.621999979019165,652.548,421.12,0.4320000112056732
96,581.917,170.661,1.0,603.894,225.962,0.9990000128746033,625.785,307.375,0.6169999837875366,636.656,362.48,0.28299999237060547,652.556,421.12,0.01
97,582.435,170.605,1.0,604.347,225.962,0.9990000128746033,625.785,307.375,0.9900000095367432,636.907,362.48,0.5130000114440918,652.556,421.162,0.4830000102519989
98,582.77,170.605,1.0,605.685,225.404,1.0,625.785,307.104,1.0,637.192,362.48,0.9990000128746033,658.58,423.777,1.0
99,582.891,170.661,1.0,605.685,225.282,1.0,620.555,306.76,0.9819999933242798,637.192,361.893,0.9900000095367432,658.994,423.777,1.0
100,582.891,170.22,1.0,605.688,225.098,1.0,620.282,305.021,0.9990000128746033,637.192,361.69,0.9940000176429749,659.433,423.777,1.0
101,582.77,170.22,1.0,605.685,224.775,0.9940000176429749,620.191,299.775,0.5640000104904175,637.384,361.419,0.9909999966621399,661.532,423.624,1.0
102,582.048,170.294,1.0,605.688,224.68,0.9980000257492065,620.191,299.437,0.4830000102519989,637.471,361.369,0.9919999837875366,661.532,422.84,1.0
103,581.584,170.368,1.0,605.611,224.68,0.9769999980926514,620.191,299.437,0.4869999885559082,637.471,361.367,0.9940000176429749,661.532,422.819,0.9990000128746033
104,581.304,170.294,1.0,605.611,224.68,1.0,620.285,299.437,0.777999997138977,637.473,361.214,0.9919999837875366,661.465,422.819,1.0
105,581.304,170.301,1.0,604.692,225.698,0.9610000252723694,620.285,299.765,0.5410000085830688,637.473,361.211,0.9139999747276306,661.417,422.259,1.0
106,580.744,170.301,1.0,603.483,225.946,0.9990000128746033,620.285,302.286,1.0,637.876,361.211,0.9869999885559082,660.436,422.278,1.0
107,579.56,170.548,1.0,603.483,225.946,0.9980000257492065,620.791,305.955,0.7639999985694885,638.018,361.214,0.9990000128746033,660.436,422.819,0.9990000128746033
108,579.115,170.548,1.0,595.673,227.767,0.9909999966621399,621.577,302.286,0.9779999852180481,638.018,361.587,0.9980000257492065,659.998,422.451,1.0
109,578.633,170.892,1.0,595.673,228.137,0.9959999918937683,621.11,301.811,1.0,638.018,362.158,1.0,660.121,422.451,1.0
110,578.633,170.918,1.0,595.673,228.5,0.9990000128746033,621.732,302.484,1.0,639.457,362.158,0.9940000176429749,660.436,422.824,1.0
111,578.768,170.918,1.0,595.673,229.445,1.0,621.732,302.384,1.0,639.457,361.587,0.9819999933242798,661.2,422.888,1.0
112,578.561,170.892,1.0,595.673,229.445,0.9990000128746033,621.11,302.384,1.0,638.194,361.36,1.0,661.2,422.888,1.0
113,578.768,170.976,1.0,596.631,229.445,0.9990000128746033,621.11,302.484,1.0,639.214,360.956,0.9940000176429749,661.938,422.888,1.0
114,579.073,170.852,1.0,605.1,228.778,1.0,621.164,302.721,1.0,639.214,358.965,0.9990000128746033,662.166,422.995,1.0
115,579.073,170.718,1.0,605.325,228.717,1.0,621.164,302.721,1.0,639.214,360.956,1.0,662.287,422.852,1.0
116,578.951,170.852,1.0,605.799,228.487,0.9990000128746033,621.531,302.721,1.0,639.214,361.028,1.0,662.166,422.852,1.0
117,579.073,170.489,1.0,607.133,227.407,1.0,621.975,301.873,1.0,639.487,361.028,0.9959999918937683,662.166,422.775,0.9990000128746033
118,579.073,170.472,0.9990000128746033,608.491,225.883,0.9929999709129333,622.857,299.943,1.0,639.487,361.028,0.9929999709129333,660.669,422.652,1.0
119,579.706,169.858,1.0,608.491,225.883,1.0,622.857,299.943,1.0,638.303,361.584,0.9980000257492065,660.257,422.652,1.0
120,581.625,169.858,1.0,607.133,225.883,1.0,622.857,299.251,1.0,638.303,361.584,0.9789999723434448,660.257,422.896,0.9990000128746033
121,583.036,169.65,1.0,609.036,226.172,0.9240000247955322,622.718,299.943,1.0,640.204,363.431,0.9919999837875366,660.669,422.896,1.0
122,583.036,169.858,1.0,606.299,226.696,0.9929999709129333,621.513,301.319,1.0,640.227,364.195,1.0,661.129,423.389,1.0
123,583.036,170.005,1.0,606.123,226.939,1.0,621.08,306.758,1.0,640.227,364.195,0.9990000128746033,661.129,423.389,1.0
124,582.756,170.03,1.0,606.123,226.696,0.9890000224113464,621.513,301.319,0.9990000128746033,640.314,364.195,0.9980000257492065,661.148,423.389,1.0
125,581.19,170.169,1.0,605.903,226.429,0.9810000061988831,621.84,307.776,1.0,640.383,363.838,0.9950000047683716,661.311,422.844,1.0
126,580.849,170.2,1.0,605.478,226.939,0.9959999918937683,621.675,308.014,1.0,640.383,362.965,0.9789999723434448,662.294,422.844,1.0
127,580.719,170.2,1.0,604.873,226.961,0.9879999756813049,621.675,307.776,1.0,640.314,362.724,0.9670000076293945,662.294,422.844,1.0
128,580.719,170.2,1.0,604.873,227.078,0.9980000257492065,621.84,307.118,0.9990000128746033,640.314,362.724,0.9100000262260437,662.294,423.159,1.0
129,580.849,170.198,1.0,597.676,227.941,0.972000002861023,621.675,307.58,1.0,640.002,362.686,0.972000002861023,661.805,423.159,1.0
130,579.818,170.433,1.0,596.107,228.708,0.9660000205039978,621.634,307.118,1.0,638.737,361.029,0.9869999885559082,661.439,423.159,1.0
131,579.755,170.414,1.0,596.107,228.708,0.9599999785423279,621.556,306.031,1.0,638.65,361.029,0.9950000047683716,660.575,422.971,1.0
132,579.921,170.198,1.0,597.477,228.708,0.9980000257492065,621.556,305.773,1.0,638.65,361.348,0.9890000224113464,660.575,422.971,1.0
133,579.899,170.081,1.0,597.477,228.708,0.9990000128746033,621.494,302.866,1.0,638.65,361.029,0.9990000128746033,660.575,422.971,1.0
