scorer,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_110000
individuals,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
87,590.055,171.106,1.0,613.195,225.608,1.0,627.108,292.039,0.9279999732971191,636.733,360.451,0.9700000286102295,651.505,421.421,0.9160000085830688
88,590.701,170.714,0.9990000128746033,618.477,220.426,1.0,619.74,299.264,0.5640000104904175,636.041,360.919,0.6890000104904175,651.99,421.472,0.6549999713897705
89,589.655,170.799,1.0,614.461,221.318,0.9990000128746033,618.597,300.065,0.9229999780654907,637.865,360.755,0.9629999995231628,651.239,423.09,0.9950000047683716
90,579.852,170.895,1.0,605.369,225.095,0.9990000128746033,620.432,299.674,0.9959999918937683,636.465,360.21,0.8730000257492065,650.776,422.457,0.9350000023841858
91,579.733,170.524,1.0,605.875,225.841,0.9940000176429749,620.06,307.751,0.9959999918937683,636.911,360.4,0.9020000100135803,650.613,422.641,0.9459999799728394
92,579.187,170.561,0.9980000257492065,618.291,220.16,0.9860000014305115,627.057,307.053,0.9929999709129333,636.868,360.538,0.8579999804496765,651.084,422.91,0.9639999866485596
93,581.01,170.872,1.0,605.482,223.476,0.9990000128746033,619.35,300.326,0.41499999165534973,636.992,359.957,0.9229999780654907,650.568,422.892,0.9599999785423279
94,581.645,170.901,1.0,603.477,224.392,1.0,619.874,309.075,0.9869999885559082,636.391,360.84,0.5640000104904175,660.261,420.216,0.14800000190734863
95,582.435,170.307,1.0,604.347,226.531,1.0,619.582,309.07,0.9900000095367432,636.24,360.779,0.621999979019165,652.54,421.078,0.4320000112056732
96,581.917,170.605,1.0,603.894,225.962,0.9990000128746033,627.924,307.375,0.6169999837875366,642.705,362.905,0.28299999237060547,652.548,421.12,0.01
97,581.434,171.044,1.0,596.701,229.721,0.9990000128746033,627.007,307.104,0.9900000095367432,642.741,362.48,0.5130000114440918,652.556,421.162,0.4830000102519989
98,586.443,170.661,1.0,609.256,225.098,1.0,625.785,305.021,1.0,636.656,363.62,0.9990000128746033,658.994,423.929,1.0
99,582.891,169.725,1.0,605.685,225.404,1.0,620.555,307.814,0.9819999933242798,636.907,361.69,0.9900000095367432,658.58,424.118,1.0
100,582.77,169.913,1.0,605.688,225.282,1.0,620.282,306.76,0.9990000128746033,637.192,361.893,0.9940000176429749,659.433,423.777,1.0
101,585.837,170.876,1.0,605.459,224.775,0.9940000176429749,619.835,299.775,0.5640000104904175,637.384,361.367,0.9909999966621399,661.532,423.624,1.0
102,581.094,170.22,1.0,611.074,221.393,0.9980000257492065,620.058,299.437,0.4830000102519989,637.599,361.369,0.9919999837875366,661.835,422.84,1.0
103,581.584,170.368,1.0,605.611,224.68,0.9769999980926514,620.191,299.247,0.4869999885559082,637.471,361.419,0.9940000176429749,666.119,421.858,0.9990000128746033
104,582.048,170.294,1.0,611.204,222.07,1.0,620.285,299.017,0.777999997138977,637.473,361.211,0.9919999837875366,661.465,422.259,1.0
105,580.744,170.703,1.0,603.483,225.698,0.9610000252723694,620.791,308.234,0.5410000085830688,637.062,360.177,0.9139999747276306,661.417,422.819,1.0
106,581.304,170.041,1.0,604.692,225.946,0.9990000128746033,621.577,302.286,1.0,638.156,361.214,0.9869999885559082,659.896,422.845,1.0
107,579.56,170.301,1.0,594.911,228.137,0.9980000257492065,619.328,299.765,0.7639999985694885,638.018,361.063,0.9990000128746033,659.998,421.274,0.9990000128746033
108,578.633,170.548,1.0,589.246,227.767,0.9909999966621399,620.265,309.105,0.9779999852180481,637.876,362.158,0.9980000257492065,660.436,422.278,1.0
109,579.115,170.918,1.0,604.98,225.136,0.9959999918937683,626.142,305.955,1.0,640.941,364.325,1.0,661.754,422.824,1.0
110,577.213,170.892,1.0,595.673,228.5,0.9990000128746033,621.827,300.266,1.0,637.809,361.587,0.9940000176429749,659.107,422.451,1.0
111,578.561,171.212,1.0,596.631,231.34,1.0,621.11,301.811,1.0,640.499,363.632,0.9819999933242798,660.121,422.888,1.0
112,578.768,170.976,1.0,594.116,229.445,0.9990000128746033,621.732,302.484,1.0,639.457,358.965,1.0,661.2,422.995,1.0
113,580.652,170.718,1.0,593.186,229.841,0.9990000128746033,619.749,302.384,1.0,638.167,360.956,0.9940000176429749,662.287,423.015,1.0
114,578.29,170.852,1.0,605.799,228.717,1.0,620.742,302.721,1.0,638.194,361.36,0.9990000128746033,661.938,422.852,1.0
115,579.207,170.985,1.0,605.325,228.487,1.0,621.164,306.382,1.0,639.214,358.777,1.0,662.166,422.775,1.0
116,579.073,170.489,1.0,605.1,228.778,0.9990000128746033,621.531,306.704,1.0,639.487,358.947,1.0,662.334,423.087,1.0
117,578.951,170.472,1.0,608.491,227.407,1.0,621.975,301.873,1.0,640.722,363.863,0.9959999918937683,665.809,421.894,0.9990000128746033
118,574.875,171.667,0.9990000128746033,607.133,225.638,0.9929999709129333,624.335,298.757,1.0,638.272,361.028,0.9929999709129333,657.781,422.983,1.0
119,579.706,169.65,1.0,609.992,225.883,1.0,624.933,298.835,1.0,640.204,363.431,0.9980000257492065,660.669,422.652,1.0
120,581.625,169.593,1.0,618.684,222.154,1.0,622.857,299.943,1.0,638.272,360.317,0.9789999723434448,660.084,422.225,0.9990000128746033
121,583.206,169.858,1.0,605.257,227.397,0.9240000247955322,619.753,306.758,1.0,638.303,361.584,0.9919999837875366,660.257,422.896,1.0
122,583.036,170.005,1.0,606.299,226.696,0.9929999709129333,621.513,299.251,1.0,640.227,364.195,1.0,661.129,423.404,1.0
123,583.341,169.625,1.0,609.036,226.172,1.0,622.718,301.319,1.0,640.59,364.248,0.9990000128746033,661.148,423.469,1.0
124,582.756,170.488,1.0,606.123,226.939,0.9890000224113464,621.08,309.601,0.9990000128746033,640.383,364.249,0.9980000257492065,661.311,423.389,1.0
125,581.19,170.03,1.0,605.903,226.961,0.9810000061988831,620.854,308.014,1.0,640.139,363.838,0.9950000047683716,660.917,422.844,1.0
126,580.719,170.2,1.0,604.873,226.429,0.9959999918937683,622.722,300.45,1.0,640.314,362.965,0.9789999723434448,666.682,422.25,1.0
127,580.849,170.169,1.0,605.478,226.316,0.9879999756813049,621.84,307.776,1.0,640.918,362.686,0.9670000076293945,666.254,422.223,1.0
128,579.818,170.513,1.0,597.676,228.889,0.9980000257492065,621.675,308.223,0.9990000128746033,641.427,362.724,0.9100000262260437,662.294,423.933,1.0
129,579.755,170.592,1.0,596.107,228.862,0.972000002861023,621.634,307.118,1.0,638.515,360.721,0.972000002861023,661.805,424.465,1.0
130,581.262,170.198,1.0,605.223,227.078,0.9660000205039978,621.889,306.031,1.0,640.002,363.439,0.9869999885559082,661.439,423.159,1.0
131,581.216,170.081,1.0,595.776,227.941,0.9599999785423279,621.556,307.58,1.0,638.737,360.954,0.9950000047683716,660.575,422.937,1.0
132,579.495,170.433,1.0,595.871,228.708,0.9980000257492065,621.494,305.773,1.0,638.65,361.029,0.9890000224113464,660.405,422.971,1.0
133,579.486,170.414,1.0,597.501,230.488,0.9990000128746033,621.322,302.866,1.0,638.414,361.348,0.9990000128746033,659.985,422.958,1.0
