scorer,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000
individuals,tap,tap,tap,tap,tap,tap,tap,tap,tap,cup,cup,cup,cup,cup,cup,cup,cup,cup,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1899.969,77.254,0.996999979019165,1864.744,55.138,1.0,1852.848,11.897,0.746999979019165,713.371,581.105,1.0,725.552,613.793,1.0,734.951,645.906,1.0,705.861,508.775,1.0,720.956,557.734,1.0,738.904,595.378,1.0,1265.602,365.39,1.0,1275.622,398.761,1.0,1284.535,430.822,1.0,1849.749,430.935,1.0,1845.609,498.567,0.9509999752044678,,,1.0,,,1.0,1708.069,684.409,1.0
1,1900.156,76.196,0.996999979019165,1864.192,56.043,1.0,1851.856,11.354,0.3700000047683716,712.64,578.942,1.0,728.022,612.335,1.0,735.245,645.359,1.0,707.247,508.473,1.0,721.029,557.172,1.0,741.393,594.48,1.0,1266.215,365.149,1.0,1275.71,399.473,1.0,1283.042,431.418,1.0,1849.263,431.149,1.0,1851.534,499.153,0.6899999976158142,,,1.0,1740.395,627.611,0.07199999690055847,1708.309,685.801,1.0
2,1900.537,75.291,0.996999979019165,1863.33,54.707,1.0,1852.082,4.305,0.5339999794960022,712.825,578.982,1.0,727.717,612.287,1.0,734.615,645.547,1.0,707.064,508.697,1.0,721.112,557.986,1.0,739.195,593.511,1.0,1266.451,364.753,1.0,1275.857,398.99,1.0,1283.014,431.538,1.0,1849.225,430.964,1.0,1844.212,499.721,0.44699999690055847,,,1.0,1741.225,620.722,0.28700000047683716,1708.768,684.051,1.0
3,1901.051,74.442,0.996999979019165,1864.315,54.856,1.0,1852.465,10.456,0.7940000295639038,713.243,579.568,1.0,726.345,613.641,1.0,732.871,645.431,1.0,706.229,509.475,1.0,720.725,558.549,1.0,740.142,593.512,1.0,1267.262,364.68,1.0,1275.793,400.143,1.0,1282.825,431.857,1.0,1848.711,430.604,1.0,1843.728,498.987,0.7749999761581421,,,1.0,1741.686,620.584,0.14499999582767487,1716.171,691.835,0.9990000128746033
4,1900.958,74.58,0.996999979019165,1865.68,55.387,1.0,1852.815,9.722,0.9369999766349792,713.464,578.958,1.0,726.036,612.258,1.0,733.936,644.792,1.0,706.351,509.377,1.0,720.296,557.709,1.0,738.97,594.428,1.0,1267.586,364.988,1.0,1275.963,399.626,1.0,1282.98,431.524,1.0,1852.583,430.194,1.0,1843.894,499.138,0.7770000100135803,,,1.0,1740.566,611.009,0.7570000290870667,1710.058,684.972,1.0
5,1899.819,75.773,0.9980000257492065,1863.696,54.616,1.0,1852.269,10.22,0.7960000038146973,713.512,579.484,1.0,725.967,611.936,1.0,733.199,645.664,1.0,706.591,509.963,1.0,719.645,557.661,1.0,740.105,596.776,1.0,1267.406,365.113,1.0,1277.271,400.585,1.0,1282.962,430.34,1.0,1852.009,429.817,1.0,1843.744,499.291,0.8019999861717224,,,1.0,1741.172,611.472,0.7020000219345093,1714.404,684.914,1.0
6,1900.561,76.037,0.9980000257492065,1866.361,55.822,1.0,1853.248,10.184,0.9900000095367432,713.791,579.538,1.0,726.556,612.32,1.0,734.197,645.793,1.0,705.727,509.718,1.0,719.878,558.222,1.0,739.64,597.47,1.0,1267.732,365.065,1.0,1277.884,400.686,1.0,1283.635,431.315,1.0,1850.394,429.559,1.0,1844.116,499.025,0.8379999995231628,,,1.0,1740.815,620.455,0.1899999976158142,1716.808,682.45,0.9990000128746033
