individuals,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,cup,cup,cup,cup,cup,cup,tap,tap,tap,tap,tap,tap,time_stamp
pose,x,y,z,X,Y,Z,x,y,z,X,Y,Z,x,y,z,X,Y,Z,x,y,z,X,Y,Z,x,y,z,X,Y,Z,
0,446.2618822211074,15.110773837894882,768.7906192862739,-0.015702281528931654,0.7421317038289282,0.6700701250815159,238.6058814343396,-108.90707721105822,1063.0696960837604,0.01029994173352267,0.6762779857739027,-0.7365745021095145,-159.6363592887022,8.126655506218775,938.0074800393411,0.2616727767459,0.8755761827524554,0.4060710604152053,-158.0687723405328,48.90278529790825,935.9112057994028,0.27310562271209043,0.94224472997043,0.19387673322498727,386.93879413214165,-207.59437517045205,599.2414953373875,-0.5571422781424529,0.24639150153234282,-0.793021884867546,0.0
1,450.49732403596937,14.955675652524306,775.4149764419554,-0.01773200819170568,0.7433419838750532,0.6686765069106206,239.0837307305128,-108.7072870187821,1065.062800506944,-0.00023081356973893302,0.6971149899517513,-0.7169592997581284,-158.4514752119266,7.941068323507626,941.2458861981098,0.2404631062158629,0.8281149764917056,0.5063625976108036,-158.21922151964077,47.98064295908917,936.8747673999414,0.2776767035239894,0.9330712139735672,0.22863455113771428,385.05715903876865,-206.15892143226105,596.3274586883585,-0.5477090150617425,0.2566820206405803,-0.7963222809264882,0.03333333333333333
2,452.269161296723,14.328327608853272,778.2141630230833,-0.08645698626614795,0.7951603829319774,0.6002042610155698,238.13138407005064,-108.6414870955015,1060.798127974959,0.004411503913229708,0.7112621087316706,-0.7029130467673799,-158.893726950487,7.56730663867415,939.7670447986211,0.22887092617961094,0.8359637807317419,0.49878117091002866,-159.1140670787497,48.08423460231941,940.0580975096358,0.2874548052854492,0.948962112538827,0.12977150644171154,382.4523936429008,-205.83816534933527,592.9494475083733,-0.5463588377199454,0.25817724013335686,-0.7967662976823463,0.06666666666666667
3,451.0603719505688,16.856509506692262,772.9992583019157,-0.016592859278530953,0.7751949794756388,0.6315040940617305,238.99094424370972,-109.10801248120742,1064.6136771151419,-0.03060544423612504,0.676500945823593,-0.735805529391356,-158.72861658218244,7.82557725406831,938.7132820904403,0.2667395494564108,0.8514216066192494,0.45158748935027776,-158.51860898439145,48.26746042904299,934.7552612550794,0.2024009681693316,0.9193118239439885,0.33749017532499287,386.10234001291735,-207.57271819278526,597.9461017899164,-0.5465942974293108,0.25894787272416114,-0.7963546152496324,0.1
4,453.1646641334622,14.301087781611535,760.1709323219642,-0.08471589367282692,0.7103655491179233,0.6987159680339399,240.21184398144882,-109.79680221505345,1070.1712185779666,-0.051844870342450514,0.6272548600526433,-0.7770865138190942,-158.89605894930304,8.064752227266329,935.5244157077674,0.26521606769861383,0.8827724103078242,0.387779975029396,-157.76290022114932,47.51209472251419,932.3426698314731,0.20069272541476052,0.8992004942017728,0.38879416301287645,384.51765313278815,-206.0674715684003,594.8339385479596,-0.5460108626628616,0.25916040189442097,-0.7966856493900716,0.13333333333333333
5,447.8313841651482,14.649775662020872,766.9680723518227,-0.016919775155506633,0.7532485308218484,0.6575183434881601,239.53434809794726,-109.32326457957797,1067.0245453093153,-0.02901338627913074,0.670953347987451,-0.7409317298112214,-158.4981999674121,8.799043869092014,937.2702549039905,0.2689054223299461,0.870407554649493,0.41240824755409927,-158.07398329488558,48.23064785068223,934.111590930016,0.21707847922661366,0.9183113081672304,0.33103062569624997,383.5364909209372,-206.42163298734826,594.6302184820732,-0.5581982988347115,0.24730688509525914,-0.7919936639661421,0.16666666666666666
6,448.8949662117368,14.190305281040736,768.7293068005117,0.0017029938401352449,0.7447995505922202,0.6672860925042625,240.02747550955107,-108.94530947128399,1067.5099154123354,-0.0072352349297726114,0.7026652962768293,-0.7114837544060348,-158.93224269993735,9.139125430279162,935.9148354584106,0.26284133618176125,0.8688182500590019,0.4196061014315689,-157.7652520894511,48.218747043284,934.2410172383525,0.2380535974745031,0.923441190868192,0.30097649698503487,395.4455026973304,-214.46989623432074,604.0845771091933,-0.54990860341618,-0.8338241874972003,0.048350307480928854,0.2
7,449.52983629039124,14.823825287760108,769.7966745116835,0.011878550158927267,0.7412789562614495,0.6710919527531662,239.9873990772764,-109.17454973999293,1067.193839966832,0.0257892304549502,0.7715674372710439,-0.6356245789265352,-158.86658911030935,8.778065333311087,937.3901386493312,0.26515983428926915,0.8794147108505744,0.3953732775735961,-159.14863032675044,48.30380598179793,936.4025730965096,0.20908339552394095,0.9425194437528842,0.2606553890943615,394.4530476037636,-214.3303613525608,602.5435486373518,-0.600315524792117,-0.7997312320255997,-0.007157319077819425,0.23333333333333334
8,451.0650330658799,14.54158576404182,769.7809747927702,-0.0008859084781126285,0.7714842765748469,0.6362477710483188,240.6008805170275,-109.01674624739434,1068.3079785199593,-0.014767546313759929,0.7074005975063645,-0.7066585556147393,-159.4360813364975,6.386383160998744,936.722461845915,0.26584464168801486,0.8706578319800451,0.4138617717276854,-157.6187574256303,47.612501299244116,935.4129408014683,0.2804782072808839,0.9062150638690883,0.3163956909587198,386.610881958396,-207.38729429556346,597.4119588761088,-0.6429252206258754,0.1579863169681817,-0.7494581271385339,0.26666666666666666
9,449.6973093375122,14.10777133513357,772.3900816857467,-0.019282396605293965,0.772001909835658,0.6353276638013277,239.22966310113102,-108.29609580585262,1062.0587504614682,-0.014906449523579814,0.7491560641360124,-0.662225784254011,-158.9045588115133,8.168109993046517,939.7133412142475,0.2644938125998605,0.8650004052888672,0.42640042442108944,-159.264557329419,47.98484147341254,937.07360950478,0.24108584122337637,0.944945276934492,0.22126012013196888,396.0922804707748,-214.80204853133904,605.2929921373352,-0.6931634326269127,-0.696491054704477,-0.18553885411288062,0.3
10,453.58453620402383,14.152714606554348,758.3246047417717,-0.041835711493383235,0.7013709585826848,0.7115676719052436,239.56812943714587,-108.59850162967919,1063.681145602031,-0.04499624955371776,0.6814299434165483,-0.7304988499247753,-158.32605941053276,8.500827329148759,938.2780697195475,0.253556007647301,0.8597510347296056,0.44332551163601497,-157.60682083899894,47.65824665324681,937.2144082256123,0.28854373096851965,0.9270704365440675,0.23933850714993307,392.2640508550985,-212.9634574848595,599.868632898652,-0.5649300085472473,-0.8247687569293659,0.024709978470157736,0.3333333333333333
11,449.8852813626455,14.72475142131649,771.0120032064905,-0.014822797021696841,0.7619332465025436,0.6474859168835627,237.48136790561153,-107.9023278727162,1057.7719788441275,-0.0048828843012846046,0.7269225219179186,-0.6867021221529708,-158.73953070538883,8.549569594764499,938.8744112380764,0.25117688538094873,0.8430480682630709,0.4755839850628178,-157.20734091843218,48.05522005395912,936.963960187516,0.23977719460049246,0.9031873304852124,0.35603306447648003,382.1019801426135,-205.42208224481212,591.7508542031626,-0.6966377992073443,0.10350251035707554,-0.7099176058285437,0.36666666666666664
