scorer,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d
individuals,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,tap,tap,tap,tap,tap,tap,tap,tap,tap,tap,tap,tap,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher
bodyparts,top_left,top_left,top_left,bottom_left,bottom_left,bottom_left,bottom_right,bottom_right,bottom_right,top_right,top_right,top_right,center,center,center,top_left,top_left,top_left,bottom_left,bottom_left,bottom_left,bottom_right,bottom_right,bottom_right,top_right,top_right,top_right,center,center,center,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,tip,tip,tip,top_handle_inner,top_handle_inner,top_handle_inner,top_handle_outer,top_handle_outer,top_handle_outer,bottom_handle_outer,bottom_handle_outer,bottom_handle_outer
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-315.2304266864147,204.45836369230918,700.2346585846483,-286.19557066170074,235.44330792751845,744.6010979376366,-292.7903850730612,209.290784957238,787.5924158897756,-328.5085956493596,176.59858101136157,756.3532278524559,-295.883686286332,199.29176415281253,730.9110458243701,-289.181577549148,141.14227797195744,754.9367687678563,-281.86096800275226,189.41408290400804,759.2267680763044,-247.93043050134162,195.7179125968752,777.7590580742514,-253.76322488961006,146.7589655682135,773.3162149169867,-272.42668335044834,171.4526915140231,772.5944410126614,147.70116151940536,147.9492903357561,700.9907471993697,148.1990155347834,192.2859599622488,657.065205270946,84.30661110630173,189.5200314234098,654.7814211665773,86.16041842969457,148.81831555620423,687.6710943424392,117.03507406174825,151.3873140795009,726.3727724631058,112.57484740012593,125.99385630234167,703.9517409351786,,,,,,,,,,308.75790949246255,-103.29591830369861,512.2879554652063,297.0715972913897,-126.71855413840585,532.8883500165571,292.9798774156048,-134.53304873676083,533.8967695529129,291.60582762285924,-224.797045210417,841.8153698218947,184.74162969390866,-158.97724597006444,762.3669679765811,160.22847799072306,-133.6554746127793,772.2354350473294,168.0410481107705,-84.2436225645033,827.4432011314519
1,-316.6479423968351,205.75959130070854,704.0405052868962,-285.5616540555042,235.27598248033908,743.6177126763046,-293.07382828826655,209.92655346522236,788.9981080979647,-326.9301761349231,177.32829806633393,754.3054281489323,-296.89214119216496,200.0641169185301,733.7425482921816,-287.65987347239934,141.95671145043,752.5215675877097,-284.2597717411349,191.45090218558954,765.6832844594742,-245.30784809718318,194.51308774743285,772.5237334679724,-253.4461148943745,146.64051968382282,772.6591303097761,-273.00062331556404,171.94350842792056,774.6397120822606,147.90445996706435,147.6580429968758,698.6781103407843,148.265889175337,192.4715112041301,657.2422812959077,85.01424878634687,191.62100294246903,660.293079113832,86.2564851300154,148.9842442365039,688.4378303234096,117.1181319303254,151.68599629874177,726.7119848157594,112.56752547826144,129.6553373455525,703.8154567470663,,,,,,,,,,308.877491219554,-103.24768303846463,512.4724079782253,296.8694942206608,-126.17164264933001,531.8628837522358,293.35716979678335,-134.36434552371978,534.4711756181542,291.0568816022863,-223.91453692882172,838.9510898138287,184.86355666867647,-158.81867625146003,762.8698451911583,160.50439552375636,-133.57177328166492,773.1076802023165,168.1423271315727,-83.52154892221319,827.5966983478571
2,-317.83766183497613,206.97229232566025,706.6883996783905,-285.89467456970795,235.71765081873647,744.5389724088435,-292.9746371536069,209.87614114817995,788.8083972209123,-324.4413900899491,176.3443322822633,750.099151500583,-296.88917934156797,200.14388545406763,733.7360144277449,-286.9680566421251,142.11137042630008,751.2590315928579,-284.2565853094678,191.56756506631922,765.6752934870401,-245.27799887562497,194.54434947217223,772.4597250488057,-253.61171013145844,146.73633086495934,773.1639661085743,-272.8077287280914,171.91325788185878,774.259178745463,147.87033145361644,147.62207325938368,697.8287876637833,148.21183204625467,192.1960464056646,655.9872224865629,85.25420308784923,192.205726306761,662.1580550633453,86.90047044368025,149.6867393778624,691.68178605045,117.1511702177218,151.96693581102045,726.9217091928489,112.56749252780386,129.66822615142422,703.8156876135413,,,,,,,,,,308.8637742792862,-103.23449932076937,512.4350818967581,298.9645479516644,-125.06994603350515,535.4209335287067,293.35726129853356,-134.3328773520027,534.4712929293995,290.2856348951025,-222.8999198537667,835.1639387103883,185.45953843345367,-159.25156959009843,765.329146392573,160.82424991156097,-133.56575335457947,774.648257322639,168.14192805438353,-83.38156896206989,827.5935463772012
3,-318.01458049396,207.05710455152175,707.0820409288326,-285.1205226977376,234.7078615839346,743.126112959528,-293.26456791934993,210.0225533993544,789.5895007325817,-323.1535079351931,175.8528002915974,747.9970347027639,-297.6654365028995,200.66585665787628,735.4655192745468,-287.28306927631945,142.32398190554076,752.3818463611703,-284.2592384416022,191.56932348021482,765.6803171580115,-244.8008776305606,194.24006157325445,771.4502430760242,-253.47410692661745,146.50283855729916,772.7196321613666,-272.8053920164294,171.8556752959625,774.3144149697067,147.85816027806558,147.5899455285594,697.5250510709417,148.18911666179645,192.31407423382402,656.838025203955,85.21209395436854,192.45327297181257,662.961067582613,86.74118935663165,149.78554133342942,692.306708006548,117.15117515408727,151.9643954062415,726.9219691878197,112.31753523796262,129.40583953491017,702.2537183488804,,,,,,,,,,308.7168616840497,-103.17842434666952,512.1567585048595,299.059117134094,-125.10950845864171,535.590299161861,293.35726129853356,-134.3328773520027,534.4712929293995,290.1448535129807,-222.71542497160573,834.4726427341161,185.65910875271229,-159.42293789422584,766.1527059860775,160.8305608491537,-133.55207017788706,774.7692141576426,168.0110717465628,-83.33703506343102,826.9491508581322
4,-318.6355021267895,207.43672779462426,708.5979974925535,-284.4218618948192,234.16848603750066,741.5322246620269,-293.2502206210983,209.94364250410771,789.6441831120716,-322.4560009011642,175.7589615852077,746.7404661090031,-297.3706579131835,200.3132083868236,734.5856283597523,-286.6588804922561,142.1177178392707,751.2893847175227,-283.48648235776034,191.04854406418985,763.5988223696647,-244.57565846247275,194.06542040048495,770.7409073704894,-253.64032854226517,146.57699311865122,773.226147833314,-273.0455576972167,172.14053769035925,774.9973102648053,147.77223838274685,147.18974880821722,695.3732473338183,147.95723704092475,191.88875271248983,654.8598082412891,85.22222439682712,192.40106947090803,663.0443149017295,86.73352472497238,149.82006059500657,692.4665105938919,117.16552353803222,151.1986884004513,723.249689844106,112.31726857397791,129.49791050711022,702.2582526147813,,,,,,,,,,308.6310899142743,-103.13533191018841,511.9265409609868,299.0591143647195,-125.10835695257028,535.5902845988769,293.3572569652569,-134.31793340868586,534.4712012268282,289.7691857681576,-222.20175761735965,832.6279314276841,185.70315241692808,-159.46868392211712,766.3344437084266,160.82436439770075,-133.62768422625524,774.6485347156686,167.8662217124856,-83.35992902937573,827.1751226699151
5,-318.6233766650923,207.49412098717266,708.5773799263058,-284.09656138547973,233.90945221745613,740.6841606492646,-293.6597623892594,210.20589850116772,790.7760240849881,-321.40725397336183,175.38543973980487,744.7788771133564,-297.2590142817415,200.0970827345755,734.3018449468025,-286.64128590655304,141.9303097624806,751.2598017867431,-282.10626114165706,190.449045108133,760.9823094190526,-243.5697971494884,193.28610194898897,768.0299200752615,-253.53239216688516,146.50691479048047,772.8247115328342,-272.97061195236193,172.24572717055085,774.7858905608248,147.77215745822073,147.2177153089565,695.3724610138917,147.79760509271435,191.65694032060935,654.1469890082399,85.19561891054676,192.54829158034983,663.5524011515184,86.67953043550257,150.02618795611698,693.5944704434704,117.16575420779135,151.08946935239845,723.2554935889308,112.31731296345461,129.49088090590132,702.2556136330177,,,,,,,,,,308.6308972937326,-103.16718236852925,511.9262112397566,299.23146797840093,-125.31669687596178,536.107276811164,293.40889728118503,-134.35115395305803,534.6306790699058,289.7287128938401,-222.06201034615907,832.385238080273,185.64890093452735,-159.39122275931334,765.7000966440698,160.72502968608117,-133.53601268879802,774.1699255474666,167.93024575319862,-83.54091540924205,828.2809344806028
6,-318.3769376229872,207.35691263299455,708.1790124250856,-283.3261246151974,233.48896314743035,739.0726421410384,-294.1298573726401,210.61265967922273,792.1909426751217,-320.9175327739819,175.3509173077497,743.9058515742173,-298.0661333238928,200.41773238142392,735.463407581859,-286.64319103706123,141.82025064815156,751.2651390138498,-281.73418014060127,190.65153527327786,760.2709485556086,-243.21858085116875,193.08157941714197,767.2489974904659,-253.86618353136103,146.66925089096577,773.5157119517246,-272.86582714132317,172.32827923738247,774.426276741744,147.66208123821315,147.16261504527094,694.8536737840855,147.52098357445195,191.7180540541105,653.8686971231112,85.18618383869794,192.635549768063,663.4534938230217,86.2747799678294,149.3871417027859,690.5144623965657,116.97603809606866,150.87445270307347,722.0849147029297,112.34018327726629,125.84262366536561,700.9019366975433,,,,,,,,,,308.54487742979416,-103.1390996067692,511.7823181868904,299.2165219224277,-125.35365851005743,536.2240515775261,293.6076695039866,-134.22008320142763,535.0216864238954,290.30004858457477,-222.49326232738173,833.9804721201067,185.59463535883353,-159.26662279498294,765.0662535514363,160.47530098292142,-133.4498522296861,772.8920265322018,167.93049917594982,-83.71691327192323,828.2805990565123
7,-318.26370184195866,206.9016573585492,708.0021847036378,-282.9303208994322,232.97005787125522,738.3510716641471,-294.2951278090976,210.77275664832365,792.7915762979543,-320.6355703686104,175.26299694747826,743.2518149894646,-298.1574560648752,200.33156177108097,735.5588485423488,-286.3241426686197,141.48922478432516,750.1661533898985,-281.9915564962732,190.86038046145336,761.1033319298785,-242.6085490537015,192.65150947440839,765.8955854369628,-253.86461995787172,146.7260767292391,773.5115034757102,-272.8423650525446,172.40721294163194,774.4210326995252,147.71908016371896,147.28119613715037,695.1228045866876,147.3203443325125,191.8826971679706,654.0094097262685,85.14735916946023,192.71173791216967,663.1686220296777,85.58963901537874,149.11159578723948,686.0485494730588,116.77647730107442,150.4700611041279,720.1484189516161,112.36535421121049,125.68468807967085,700.0205731688301,,,,,,,,,,308.5069972628592,-103.14900838438058,511.6794782765917,299.4966431594333,-125.63184145636171,537.1485064110727,293.8925917943307,-134.5296623163606,535.804668117114,290.4872982811002,-222.55984758256324,834.2634325908546,185.52783267928564,-159.16892462152381,764.790938808789,160.38226203085924,-133.34188726870758,772.443827520154,167.86717192952395,-83.7770694383318,827.1803916835551
