scorer,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000
individuals,tap,tap,tap,tap,tap,tap,tap,tap,tap,cup,cup,cup,cup,cup,cup,cup,cup,cup,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1900.007,76.416,0.9940000176429749,1870.281,53.578,1.0,1853.07,36.108,0.4659999907016754,1165.586,841.763,1.0,1159.669,867.476,1.0,1162.024,891.499,1.0,485.55,827.365,1.0,482.745,878.813,1.0,479.866,929.182,1.0,1172.88,741.648,1.0,1165.09,793.007,1.0,1161.685,832.04,1.0,1859.854,460.347,1.0,1840.48,531.889,1.0,1812.359,589.843,0.4269999861717224,1762.321,651.952,1.0,1724.718,714.651,1.0
1,1900.668,75.656,0.9940000176429749,1866.459,54.624,1.0,1852.52,11.259,0.5820000171661377,1165.7,843.657,1.0,1159.07,867.706,1.0,1161.783,892.086,1.0,485.449,827.215,1.0,482.493,878.982,1.0,479.168,929.068,1.0,1173.06,741.472,1.0,1169.067,795.453,1.0,1161.017,831.777,1.0,1859.359,461.021,1.0,1839.266,530.904,1.0,1811.167,595.132,0.6710000038146973,1764.272,650.443,1.0,1724.119,713.896,1.0
2,1900.392,75.894,0.9950000047683716,1866.587,54.828,1.0,1860.035,12.194,0.16099999845027924,1166.264,843.516,1.0,1159.0,867.156,1.0,1162.09,891.911,1.0,490.95,826.316,1.0,482.815,877.934,1.0,479.036,929.796,1.0,1172.254,741.067,1.0,1169.387,789.48,1.0,1156.251,830.163,1.0,1859.283,460.788,1.0,1841.018,529.464,1.0,1804.288,595.658,0.23199999332427979,1765.276,650.046,1.0,1724.892,713.166,1.0
3,1900.496,76.138,0.9940000176429749,1866.113,55.76,1.0,1860.027,11.986,0.2680000066757202,1167.714,843.828,1.0,1160.206,867.772,1.0,1161.649,891.722,0.9980000257492065,491.014,826.303,1.0,481.962,880.019,1.0,478.851,929.986,1.0,1173.284,741.084,1.0,1169.716,789.258,1.0,1155.598,829.82,1.0,1860.299,460.337,1.0,1840.919,530.376,1.0,1804.247,595.719,0.24699999392032623,1764.989,649.57,1.0,1722.653,713.72,1.0
4,1899.396,76.947,0.9929999709129333,1865.396,54.323,1.0,1852.061,10.967,0.45100000500679016,1166.609,843.571,1.0,1160.706,868.307,1.0,1162.344,891.932,0.996999979019165,491.474,826.585,1.0,482.152,879.161,1.0,477.774,930.18,1.0,1172.979,741.254,1.0,1168.839,796.07,1.0,1155.484,829.438,1.0,1860.757,460.817,1.0,1840.894,530.008,1.0,1811.175,594.45,0.718999981880188,1765.475,648.671,1.0,1723.175,713.404,1.0
5,1899.496,77.155,0.9929999709129333,1864.755,53.531,1.0,1852.301,10.644,0.5580000281333923,1166.275,843.486,1.0,1160.909,868.613,1.0,1162.183,892.484,1.0,491.257,826.347,1.0,482.572,878.742,1.0,479.239,928.877,1.0,1172.182,741.912,1.0,1168.656,796.441,1.0,1155.602,829.784,1.0,1860.474,460.782,1.0,1840.377,530.7,1.0,1810.994,595.016,0.49399998784065247,1764.69,648.9,0.9990000128746033,1723.291,713.154,1.0
6,1899.255,76.973,0.9940000176429749,1866.026,53.566,1.0,1852.483,10.087,0.6729999780654907,1165.565,842.865,1.0,1160.823,868.483,1.0,1161.731,891.827,0.9990000128746033,491.26,825.883,1.0,482.299,879.39,1.0,479.295,928.616,1.0,1172.79,742.375,1.0,1168.956,796.571,1.0,1155.711,830.105,1.0,1859.184,460.662,1.0,1840.977,530.312,1.0,1811.91,589.192,0.23499999940395355,1764.264,648.305,0.9950000047683716,1724.106,712.977,1.0
