individuals,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,cup,cup,cup,cup,cup,cup,tap,tap,tap,tap,tap,tap,time_stamp
pose,x,y,z,X,Y,Z,x,y,z,X,Y,Z,x,y,z,X,Y,Z,x,y,z,X,Y,Z,x,y,z,X,Y,Z,
0,451.8490007398894,30.539742712444585,754.5399147857489,-0.09404721828457963,0.7700455921610425,0.6310189432388555,119.04528973291434,142.59904590476486,807.4405998654452,-0.03843319655179294,0.9061319400100377,0.42124553017979505,-287.96717035643053,203.0288293010535,843.5257182154047,0.1263073721094532,0.8346899481858249,-0.5360402392995782,117.57419855957377,188.42394618708778,808.8921790689441,-0.020025230989958762,0.9706090575061279,0.23982712025720726,391.42248890265535,-207.1311856104163,598.3855943932483,0.08063608745833742,-0.6292729727624506,0.7729898751925017,0.0
1,450.44221370163933,30.005979282137336,752.8427546368296,-0.07890796132031169,0.7625310726177565,0.6421214035777705,118.92391206204098,141.82080678458888,804.6984743674477,-0.04813129906173873,0.904727226201719,0.4232635399133419,-287.56219060267324,202.67117039465154,842.3524008463162,0.14461599161111385,0.7977753648896878,-0.5853551760644643,116.78750529440129,188.6019737898501,805.524910404112,0.012185807828661833,0.8636708175581869,0.5039089451338765,386.9410560931973,-210.30488216694425,591.6877631858528,-0.13469828395141706,-0.8347999939145871,0.5338214518551578,0.03333333333333333
2,447.6297460752926,29.82235505904716,757.8543952421614,-0.06842340087567753,0.8045132720414752,0.5899801973979515,117.12193371359069,141.38109040719067,804.2170515230246,-0.09925341709577791,0.9217285029251185,0.374920426344353,-286.5516622103462,202.82493373090125,843.87693777121,0.07275441089676499,0.850387875108446,-0.5211019646514555,116.42802595680052,186.91375582628376,799.160394317494,0.04447007206947279,0.757459462229716,0.6513659307707192,387.2953414171568,-209.27193182575235,589.5486673764503,-0.14999647916151326,-0.8752462059002319,0.45983163798981763,0.06666666666666667
3,447.6514072639669,29.660946078417354,758.2785158093202,-0.0924455094556452,0.8134515038339096,0.5742390431621984,117.22856297658956,141.25395745358657,805.0334803034709,-0.1146947806218245,0.9114120085441862,0.39518762376820926,-287.67850743985355,203.72200319996648,847.1932609968266,0.02554607884390495,0.8939237132847053,-0.4474905503840111,115.31625114662843,185.29850253375133,791.7100134708986,0.052287556610122785,0.6466023374273536,0.7610331324306624,386.77574340486404,-208.98808049218667,588.7512573111359,-0.15902000776783887,-0.8839358094705685,0.43973869725682224,0.1
4,447.26153946768864,29.788762908618445,757.2830211558935,-0.07549316546669696,0.804757811348326,0.5887831918810779,116.97315324934075,141.31647389964525,805.2564018996212,-0.10040049397569051,0.9043778706752194,0.4147534301755607,-288.1434857529129,204.15437198935518,847.6785900704181,0.010664706772737561,0.9028096177204371,-0.4299081973874536,115.21156982092468,185.11826484629495,790.8900698293144,0.07356358835996872,0.63746314993424,0.7669609709388879,387.64480552542443,-210.81643580085668,593.0880321100665,-0.11429288279746186,-0.8386252682090172,0.532583135729249,0.13333333333333333
5,447.08278973169,29.8885303618164,757.079192794874,-0.06683234370083271,0.798893777982904,0.5977475799496443,117.12258533589304,141.46332460880637,806.248794412704,-0.10620531846862916,0.9136591285897329,0.3923613475785135,-286.755725098463,202.93771958819457,845.3669291307224,0.04939603415605315,0.8711959865354437,-0.4884440447525071,115.91032479589668,186.4817192451432,795.6612337494528,0.06563510237915435,0.6766321408628025,0.7333900594411534,387.4359952505629,-210.52080906424862,592.7884071961919,-0.087661256819201,-0.8312892512953932,0.5488840357795286,0.16666666666666666
6,449.5011717463497,29.716738860452875,750.684886489984,-0.08453181141088424,0.7616400240425018,0.6424631091635784,117.17260736205193,142.13284541969207,806.6286531459245,-0.10050223790972708,0.9046422924097336,0.41415169075931446,-286.79182236428244,202.6014902883279,845.4937008061493,0.06530664878709777,0.8473828332313871,-0.5269510181875978,115.59363817057368,186.30533066443815,797.3903341528667,0.06292409822665933,0.685928078371897,0.7249436041261407,387.4580028252178,-210.71694747157437,592.8038791707016,-0.11208497694975363,-0.8377907794998821,0.5343627679087992,0.2
7,449.5887052219148,29.736782591542553,751.3966308697601,-0.08208978726103144,0.7627382235529075,0.6414761641392402,116.99637006328271,141.63577330621735,805.4152620405206,-0.09968674944332982,0.9063507732239635,0.4105981342648143,-287.15780200858296,203.30411709696784,845.6798788596482,0.04107475645988443,0.8715524831975047,-0.48857868702392715,115.3020724516242,186.13933297877202,795.39264689018,0.06769093437225736,0.661586487537298,0.7468073760427595,387.5144370817145,-212.16257438037024,593.2218542078072,-0.11460034630302665,-0.8529753797134331,0.5092148487916972,0.23333333333333334
8,448.556251047711,29.34009846883775,749.3768364883497,-0.07359460793759401,0.7617858817275297,0.6436350705820202,118.30966042220655,143.06797365695883,806.5345791170448,-0.06637653994901103,0.8937324232451771,0.44366260895493675,-288.8611793983057,203.72404349710493,846.1640238518066,0.0871382135897943,0.8739588990436341,-0.47812422498218854,114.76431235600819,185.6136718088147,791.7176587553868,0.07742432521239746,0.6133274699090892,0.7860247378551902,386.40102316731463,-209.89889521586002,591.1644968606789,-0.1438952348642132,-0.8457980226128204,0.5137313172540835,0.26666666666666666
9,444.55887203499367,29.61137218607425,754.1283435266703,-0.04222266551301162,0.7911893319562948,0.6101120286599243,118.54069674209572,143.34900873566463,808.0500996376891,-0.046938645035223284,0.890651622685239,0.45225706253236986,-287.457778932133,203.2569051577923,845.6690071058708,0.05902578193537023,0.8616385528261499,-0.5040783285865168,114.49681222890406,184.78092538038808,788.0161330409395,0.07374029520449608,0.5916157324841377,0.8028407027178001,386.4966873305765,-210.72343102627627,591.6480794997522,-0.13910863386594244,-0.8494378070900437,0.5090227891460353,0.3
10,444.50048513289283,30.032281237014786,753.7061383033417,-0.024534382222662486,0.7793905258495957,0.6260578825514802,118.89892791182103,142.1746879367673,806.4795035985003,-0.032427389055773116,0.891103787347625,0.4526394863616567,-287.257622539311,203.04429570052497,845.9466102947995,0.06415322819929688,0.866087810597556,-0.49575827541851586,114.145350849393,184.96439262628908,787.4790318185987,0.08373297793221773,0.5861747397730477,0.8058461161156034,386.69723756362913,-210.7130576558206,591.6238175322262,-0.1317618779029618,-0.8514524508247647,0.5076096251214971,0.3333333333333333
11,451.92900549024876,29.729101565253288,755.6995966665605,-0.10697156771607523,0.7816369095995365,0.6144923313207832,118.16740666171981,143.24350549458723,807.4997361318167,-0.05708456706132397,0.8928065077914424,0.4468085628640863,-286.91667739716036,203.0521548222628,845.8371996651499,0.04512825510612607,0.8808951550825649,-0.4711551404188864,114.57035891848513,184.9090254403484,788.5281909407927,0.07482064543881697,0.5868668157570406,0.8062190841076082,387.4957521838166,-210.69422686668003,592.8220683275541,-0.16451728722848216,-0.8619598737935072,0.4795406533057049,0.36666666666666664
12,440.43619187801715,29.923534842430563,751.0619955572532,-0.034588845385680106,0.7608753930119533,0.6479754996014828,117.82567866433685,143.42819087119958,807.1242348656201,-0.07255597807711661,0.9072652337147808,0.41425285241955445,-286.96353888825575,202.72177375115865,843.3729812719429,0.02654197473775622,0.869688424119739,-0.4928869733814694,115.83143450357831,186.3740044071904,795.1292085287228,0.06857898911693215,0.6637011525156933,0.7448474356544703,388.61527683166867,-212.7321896152161,594.8823213926872,-0.14596333509820014,-0.8638369655244318,0.4821622152352382,0.4
13,441.7530398215311,30.368364925597888,750.3266063115373,-0.029017252595017817,0.7697572317919141,0.6376768798975593,119.2453497326213,143.48921277474963,808.849652908204,-0.02825025283866875,0.8844379580602093,0.4658019123585032,-285.8289543469633,202.20836673553882,842.7320924020928,0.03072564958673847,0.8504529273691047,-0.525153075575868,115.48961225985013,185.96985078592294,794.6762784596526,0.07776239581585487,0.6625021061035539,0.7450127309015153,385.9833058006819,-210.0973014308496,587.818886899481,-0.2141650149630266,-0.918245532938066,0.33310431940335744,0.43333333333333335
14,446.29666754530854,28.374589270514925,747.2675877048875,-0.10724430165799728,0.7616448479252156,0.6390585148410618,117.95114284409927,143.29871133413224,807.9940053811316,-0.07152508360455789,0.9027038120114588,0.4242758421066912,-286.71018587006927,202.15245170922907,843.5270686978496,0.014669412687710227,0.8773114000545126,-0.4796973167173115,116.43259878067919,188.0643469273892,799.2040835292671,0.05197490912029076,0.7131287476670206,0.6991037105271323,385.67124047469986,-209.94650940229684,587.355787982068,-0.19113139151210307,-0.9141197275271269,0.357566658015507,0.4666666666666667
15,446.27196855772945,28.737012579742256,748.4166363037119,-0.1159147317228669,0.7620703111630869,0.6370342344124151,118.0670496342997,143.77970026019057,808.8404055366027,-0.06393596145062197,0.8856559130488485,0.45991933696572834,-286.66289992951425,202.38023158746276,843.4106417979041,0.028682027331041793,0.8542477659394916,-0.5190742679959863,114.97136056370513,185.8932384565976,793.0184967409054,0.09271421691477982,0.6297247970844415,0.7712656830942487,387.0160094581049,-210.58714292236908,589.3455586313162,-0.30479571003089395,-0.9241600023993181,0.2302777998680198,0.5
16,446.73350819311077,26.12698293049729,748.2881583017205,-0.08874984909547859,0.724350739526951,0.6836954515223054,118.56612078560227,144.39163177374326,812.2632743602637,-0.06334653088567846,0.8845029607860638,0.4622139433048691,-286.380149684244,202.13662962055287,843.4220767748498,0.021258375284250855,0.8807742726869688,-0.4730589414153538,114.80713346629881,185.06455725306824,791.8864177350455,0.09301936641002108,0.6277435099418038,0.7728424698466194,390.119682920314,-210.64118336873753,594.3682599968145,-0.40698270731727015,-0.8965712167742764,0.1747144218334557,0.5333333333333333
17,445.2274009084148,27.89674549671156,752.6626298866325,0.02630950274434608,0.7243885411343951,0.6888897237864187,118.04484781800693,143.43193337673432,808.653811394832,-0.0687308069261391,0.8975510155209533,0.43552066623363284,-285.6952674908462,202.46108054196068,842.3120058555608,0.014826631320594825,0.8765254501613529,-0.4811271206480891,115.40866602943413,185.82539414590576,794.0186140646105,0.09902261145476343,0.6541162210879514,0.7498843188987867,382.8636192017924,-205.79975999036742,591.6214866252863,-0.6700466486997466,0.10924164571491453,-0.7342368496661928,0.5666666666666667
