scorer,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d
individuals,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,tap,tap,tap,tap,tap,tap,tap,tap,tap,tap,tap,tap,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2
bodyparts,tip,tip,tip,top_handle_inner,top_handle_inner,top_handle_inner,top_handle_outer,top_handle_outer,top_handle_outer,bottom_handle_outer,bottom_handle_outer,bottom_handle_outer,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,top_left,top_left,top_left,bottom_left,bottom_left,bottom_left,bottom_right,bottom_right,bottom_right,top_right,top_right,top_right,center,center,center,top_left,top_left,top_left,bottom_left,bottom_left,bottom_left,bottom_right,bottom_right,bottom_right,top_right,top_right,top_right,center,center,center
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,196.91310520660917,63.24322131015999,613.0278055367911,92.26693425918656,111.38058636281787,574.9989897483799,65.55619593281766,132.62410010459553,565.6168697637579,73.93484389309332,189.21403244018745,647.388394446636,-199.28546637374535,157.8069727681056,707.174472396632,-202.03097178213685,200.49440110118854,691.6076797572879,-259.9063253522431,206.28335829918427,672.2842043202882,-250.33699469895913,154.79952452711177,681.6489780316783,-220.7951811102374,151.21368772920977,693.5526443388273,-228.37950099217855,140.39976192239027,730.0783777832722,,,,,,,,,,304.7605065011685,-100.24252008420306,502.5295225433078,298.1809572245294,-111.5892306929956,518.2320432598367,294.9524525834801,-127.62084193470973,537.8731351876442,-31.249764431331116,-52.13255790616329,710.2775138680561,,,,4.180580418718405,-35.889622262869516,744.9619840155427,0.9594905739645044,-52.11038015267315,578.5319889223077,-14.965799686797709,-43.923395215326344,749.2511032486582,-102.84423175479515,-92.47248456105989,1289.3765009023282,,,,-35.6739147226059,-59.661295430850714,1252.0806412805596,-209.34812408708925,-236.93792398744267,2614.6675912058327,-62.202631543879754,-73.5692843896936,1213.250898338664
1,197.84193863931333,63.492655142055405,615.4433818140192,92.68892015888288,111.91072899889663,577.6289919771511,65.55523690166444,133.72162761642196,565.5876083292527,75.25014233320417,192.58014385592625,658.905412697389,-200.67291778620353,159.01490390944653,712.0965550655536,-201.32442197664986,200.2703533135622,690.65112185149,-257.4341153689631,205.5980814156589,667.919048416559,-250.55357948290194,156.4233099073487,682.2349352968113,-221.22995830257915,152.06651648538428,694.9161635393923,-223.3820528026686,141.2118728433615,720.6339566589452,,,,,,,,,,304.6638281242559,-100.1899471068005,502.26603332497706,298.1111085877708,-111.51804373722338,518.0283375137676,294.99290812866576,-127.45536183272671,537.9135763651997,-31.101358894910938,-52.059594906103136,713.6433730395765,,,,4.2369124528255275,-35.81305047599966,744.5975593081001,1.5176657569709031,-51.78805395451329,575.8125496087052,-14.85477401913767,-43.97167786447921,751.0906055192097,-102.81250243473782,-92.29933749036606,1291.0385517603347,,,,-35.43185514997022,-59.51558062933273,1250.1305051828501,-209.67054655704334,-236.98902275129663,2619.395629328901,-61.8982934827469,-72.92252041331629,1212.1453174329408
2,197.6366622558311,63.32542528052934,613.8177711463029,92.79864708540867,111.88820040613504,577.4344171111136,65.55475272955071,133.8640162491549,565.5875877225545,75.25014233320417,192.58014385592625,658.905412697389,-200.5657044888859,159.1922110494963,711.8541575184734,-202.25948910234928,201.32564537423528,693.8588398834638,-257.4341153689631,205.5980814156589,667.919048416559,-250.27177996739007,156.5438960714742,682.4603007338993,-221.22629775736254,152.24871151027264,694.9056090185644,-224.6152848800123,142.00436416172315,724.6122326522627,,,,,,,,,,304.6639382947871,-100.17275465940754,502.26622904834767,298.1111085877708,-111.51804373722338,518.0283375137676,294.98382238168034,-127.4009301816016,537.8853430710974,-30.99740972624951,-52.030835892569385,713.2502213172181,,,,4.236820430324095,-35.76254973264784,744.596803825531,1.6659362675530787,-51.597053967574844,575.0877345196217,-14.767492433250707,-43.584254482429216,750.8512443758244,-102.52539123264161,-91.92492334873337,1289.771310999141,,,,-35.86766936708627,-60.416855093561864,1274.5488212205512,-211.51860226467542,-238.98051292709906,2642.477155798367,-60.547039171681014,-72.27884384253264,1203.1301115830504
3,197.86512598316295,62.928342791106836,614.2725944469706,92.86121383840903,111.90599782435902,577.6284947575338,65.2985712051197,134.49034490814833,567.7159611707531,75.23357549457297,192.3048315245229,658.7630826974865,-199.66986970272967,158.52280278502303,708.6741469882463,-202.31136919933334,201.37654443109795,694.036821964181,-257.1465146694138,205.48124363471433,667.4086652396597,-251.9264074035713,157.50210032849657,685.9721326205254,-221.808841501919,152.587124327856,695.6031193190296,-228.78130592372108,141.34349845302046,732.016748626137,,,,,,,,,,304.66739943994935,-100.1559105167923,502.2755486533616,296.995998872928,-111.1754832386478,516.0905071662047,294.8670421603453,-127.318561588838,537.6087902360133,-30.931712107812864,-52.18953538063423,714.3324491419531,,,,4.234879383036457,-35.599934368794976,744.3010575420996,1.6647650967721075,-51.53902587233689,574.7001815370235,-14.312126389727274,-43.46464782202453,748.3113168123834,-102.56716483570784,-91.81558416476805,1290.276524682509,,,,-35.86795462237473,-60.028552816698024,1274.539270861376,-213.44893391435824,-241.49603689918848,2666.544764533734,-60.36748126281982,-72.26410286396717,1201.7686759771286
4,197.58417769068714,62.868560081279426,613.3998050204007,93.01647772333826,111.98221868439036,578.019864518859,65.11766171688528,134.2058847480621,566.4983953125526,75.23361701783006,192.28623342072981,658.7633149596329,-199.62773964086642,158.48935469644715,708.5246177393086,-203.49559497960595,202.1695224517161,696.5897417614094,-257.13043095833245,205.49686408148472,667.36877096773,-252.53801729289532,157.90740139322193,687.2879147210939,-222.2020198852847,152.73348911303162,696.3623840640433,-233.37163544070557,144.22595907566418,746.6927726498468,,,,,,,,,,304.66410524709477,-100.15411980144928,502.26657059692474,296.995998872928,-111.1754832386478,516.0905071662047,294.7106110394835,-127.20730933330049,537.2740741288413,-30.857715439679072,-52.51968677762977,717.008182025855,,,,4.234815030426928,-35.64280351691247,744.3026148929234,1.8134896256169784,-51.44092533176707,573.5571715116212,-14.236062969599894,-43.416879198837464,747.8863650032273,-101.12952302311218,-91.24078987171083,1282.2055810026786,,,,-35.75944741701741,-59.96874020781069,1274.7873866661503,-213.61326015112266,-241.61513094046455,2667.8593852393346,-60.53420357116112,-72.33104021520874,1202.8805102167933
5,197.33554645483548,62.568935077319985,612.5478637599114,93.03543984084324,112.00504711265818,578.1376982711237,64.73710010182688,135.36400944569777,569.9317867378229,74.49478472986245,190.29163695261255,653.0012369877647,-196.98518703899268,158.2148050846487,702.696146413987,-203.81393022016948,202.43307938993266,697.6790606440854,-257.12370058454434,205.69226117522044,667.3536168998111,-253.96880659828753,158.56217023062624,689.9307456504305,-222.16684440724325,152.79196284736545,696.0149684227189,-233.26356862676602,144.34675535530826,746.7657909585904,,,,,,,,,,304.66142284155774,-100.12437775436554,502.25810589947946,297.2552958330128,-111.39697099634165,516.925315035024,294.61079903625074,-127.10439244612621,536.9663895096027,-30.857715439679072,-52.51968677762977,717.008182025855,,,,4.234830542308405,-35.651305280767865,744.3027419406227,1.8169319438056721,-51.45479356582148,573.2772346719154,-14.22511388330313,-43.383486893245134,747.3111589896849,-101.94742883630177,-91.68586562381222,1287.1512830886527,,,,-35.89793835997995,-59.814094509869456,1279.7448843959085,-215.56804263722657,-243.5444418200563,2688.9388912754275,-60.52178060414764,-72.33762778538186,1202.6324842467186
6,197.21773203543526,62.49049605165393,612.1814437696032,93.24032489144855,112.0698161135227,578.7211604972523,64.16992778028963,136.49148880699252,572.8881479348529,74.39604215055276,189.65251479465488,650.2095154291412,-196.98283879620536,158.55755571202022,702.6850138301132,-203.57292282726644,202.27237330744362,696.8534733988226,-256.3214127271706,205.19394852340878,665.8069763665559,-253.96880659828753,158.56217023062624,689.9307456504305,-221.55455081015467,152.2868219118337,694.0950406379636,-233.30538408510333,144.18319300414635,746.9002530447855,,,,,,,,,,304.6989626997858,-100.1152102331263,502.3199454587005,297.4223929835365,-111.43857428072309,517.413220191442,294.5947029483134,-127.08631290080697,536.9167632452306,-30.86246041600033,-52.07106526829327,717.0204545173109,,,,4.10388309424386,-35.731842581855474,745.6256157263399,1.8266078526748584,-51.48912836911196,573.128133940127,-14.166478444251622,-43.462217679413335,745.6522009384998,-101.97435393916395,-91.72563445891889,1287.4889347580754,,,,-35.89793835997995,-59.814094509869456,1279.7448843959085,-218.68573687101076,-245.31840714682505,2713.916397553633,-62.335419529285446,-70.38045124921838,1214.6525647003975
