,Time,x,y,z,qx,qy,qz,qw
0,0.016658059850374066,-70.2584987853655,-441.8914344523394,-1640.7584893556757,-0.1529079584756846,0.689620319653963,0.22700886801773387,0.6704577347846961
1,0.06663223940149626,-71.00538417979816,-440.98170176859446,-1640.0505050941763,-0.15167518579611952,0.6897386212541624,0.22753837189991047,0.670433860777674
2,0.11660641895261845,-71.75226957423081,-440.0719690848495,-1639.3425208326769,-0.15044241311655443,0.6898569228543618,0.22806787578208707,0.6704099867706519
3,0.21655477805486284,-74.43447909047752,-436.2061110731313,-1635.090934858987,-0.15057903458423375,0.6903171628919833,0.22565267387230972,0.6707227741285666
4,0.3165031371571072,-81.04675526981256,-428.8811396661514,-1626.7626984361582,-0.14968204639872948,0.6893041085341223,0.22722707333435166,0.6714335321443015
5,0.3664773167082294,-85.56115276767208,-424.0347056178073,-1620.6573776640832,-0.15071104556678125,0.6868686938111093,0.22835173960198665,0.6733149792089396
6,0.4664256758104738,-96.8339225124873,-412.4171343120779,-1603.677634709154,-0.15306503020123693,0.6755235202497624,0.2319003932410808,0.6829797052134825
7,0.5663740349127182,-111.53077528082375,-398.8502738078166,-1586.4445350380302,-0.1449187517199327,0.6748682099779661,0.24279622356836042,0.681616789979542
8,0.6163482144638404,-120.00670285551087,-391.4336846520463,-1578.5627023522654,-0.13515028407976437,0.6800285083668807,0.25010694285738205,0.6758270086760432
9,0.7162965735660848,-138.81940309012708,-373.3234561173226,-1560.9075434176532,-0.1280396012784429,0.6785812215916008,0.2575145969555076,0.675884323359072
10,0.8162449326683292,-157.87459658940236,-349.5158765640464,-1543.100473675901,-0.1363652551243949,0.6680299348055261,0.2550999692180717,0.6856125211105192
11,0.8662191122194514,-166.27429030327906,-334.94989446081115,-1535.5367471952522,-0.13970922528161883,0.6659290803139188,0.25558552563694026,0.6868011585956718
12,0.9661674713216959,-178.67523757591502,-300.1274809726561,-1524.9691608051935,-0.14642312209368924,0.6722182625221347,0.25269368872532344,0.6803152038036842
13,1.0661158304239402,-184.0835576089442,-259.3387739391638,-1519.4658969353345,-0.155581793216853,0.6810446969142959,0.24228677863638606,0.6732529564156002
14,1.1160900099750624,-183.97126877268082,-237.66349521158162,-1518.6404556146153,-0.15730831445416177,0.6879836575225907,0.23768423177690814,0.6674120070466594
15,1.216038369077307,-177.69133076172216,-194.60971338656705,-1520.4487541342687,-0.1535393479432371,0.7042230785678079,0.22716676149009196,0.654897539100391
16,1.3159867281795512,-164.8986006574488,-154.71995805812645,-1526.2102910179424,-0.14356633598540086,0.7187057497184841,0.21416680993789172,0.645742464156064
17,1.3659609077306734,-157.14547532485648,-136.36835320513876,-1530.018691896294,-0.1414464665148964,0.7263596440467555,0.2067530015591956,0.64003731215999
18,1.4659092668329177,-139.5100921969207,-103.52607158182315,-1536.7291408492988,-0.1331585408978443,0.7381168284182708,0.19744683439938926,0.6312425034623147
19,1.5658576259351622,-118.53078526949574,-76.80694082876046,-1541.1953085594796,-0.12549482399139922,0.7439054839149619,0.18063546077161116,0.6310519079001677
20,1.6158318054862844,-107.65069603352269,-65.32898228842797,-1542.6395149153745,-0.12332231833188496,0.739648699796252,0.17066161984482978,0.6392073358487852
21,1.7157801645885287,-87.8882091574574,-44.080858118972756,-1547.6269598322529,-0.11460214361598786,0.738507479478343,0.15597828520047113,0.6458667246259756
22,1.8157285236907732,-71.28785182263096,-23.04782577063679,-1554.1104622435535,-0.10415280705259136,0.7434996385297872,0.15099764696632886,0.6430864567846019
23,1.8657027032418951,-63.45982246096739,-13.283176332567123,-1556.3913406809268,-0.10153894897867859,0.7396017248275407,0.1491440588192212,0.6484097317216643
24,1.9656510623441397,-49.019802555793234,1.833764444190109,-1561.2093010185754,-0.09648642060929782,0.7361714685510106,0.1420137549813609,0.6546556598132702
25,2.065599421446384,-35.51090295243995,11.666864713954112,-1566.1429216492324,-0.09160068641683533,0.7355368272665067,0.1309127794186474,0.6583743115945292
26,2.1155736009975064,-29.637543551605248,15.455023331708645,-1567.988620545134,-0.09192338826356672,0.7315600681979189,0.1278515811291311,0.66334299612733
27,2.2155219600997507,-21.822341491919303,20.01762345999279,-1570.6857690276418,-0.09016147143085583,0.729072421582852,0.12666181819884575,0.6665441448001035
28,2.315470319201995,-19.531389227726834,21.08171893822029,-1572.122674762603,-0.08456034364138061,0.7322233775287584,0.13004698923192662,0.6631638215971526
29,2.365444498753117,-19.673955902054672,21.260117515215768,-1571.9466251675797,-0.08553790584118287,0.7307054038507632,0.13060005316768256,0.6646025169679968
30,2.4653928578553614,-20.150940827704247,22.22541465963664,-1570.5480099783633,-0.08790157353351735,0.7306569105033048,0.12916954677137651,0.6646269786060255
31,2.565341216957606,-18.393087814076537,24.62723151657997,-1567.6206116269493,-0.08367807254148193,0.7295247810561933,0.1336071781962947,0.6655378996984913
32,2.615315396508728,-17.24150030686677,25.898302745294956,-1565.9452772389218,-0.08184289346713777,0.7289443668753114,0.1366492285901854,0.6657843788460238
33,2.7152637556109727,-14.681885950317834,26.76681756777947,-1563.4018805936057,-0.07653815420481917,0.7290416323372924,0.14109211860621074,0.6653820130850447
34,2.815212114713217,-13.324547301601498,25.999096199828642,-1563.0491895961725,-0.0718179740801581,0.7313244063280493,0.14399049253364862,0.6627771340110227
35,2.865186294264339,-13.080874224597721,25.41261642120591,-1563.949776470657,-0.07195154776184903,0.7325025753977265,0.14326411402147762,0.6616179754541237
36,2.9651346533665834,-12.829745077396623,24.61531761742029,-1567.3672616219744,-0.07379936093723043,0.7347891568206946,0.13986915874541736,0.6596022799959367
37,3.065083012468828,-11.425859102646868,25.214684421911073,-1569.943876168961,-0.07565547786241876,0.735209429051921,0.13697966424946625,0.6595300718577287
38,3.11505719201995,-10.565069151556898,25.62034872373175,-1570.5784476963101,-0.07554121083159214,0.7344090325452207,0.13654707891603418,0.6605238781615606
39,3.2150055511221947,-9.79532789607461,26.389180068020778,-1571.0931211772947,-0.07561687681033848,0.7344216871389495,0.13789972613024387,0.6602200685639847
40,3.314953910224439,-9.702958537648087,26.65929848543098,-1570.3023490364792,-0.07490689703035673,0.7331362056296128,0.14120366953509916,0.6610308498717139
41,3.3649280897755616,-9.81754306952348,26.523712452268,-1570.0009066975624,-0.07539588088454918,0.7329994931229052,0.141472296781798,0.6610694316563804
42,3.4648764488778054,-9.71796249464174,26.24840387287196,-1569.2149595703204,-0.07513204240854811,0.7333517585058049,0.1428880884486547,0.6604039435674602
43,3.5648248079800497,-9.167356896292048,26.00682869641048,-1568.5393532713733,-0.07437877213371777,0.7337262089484858,0.14445967574671525,0.659731044169605
44,3.6147989875311723,-8.921563591988686,25.87437086081883,-1568.280962354839,-0.07461325952639467,0.7342582526858651,0.14433930207549012,0.6591387150986564
45,3.7147473466334167,-8.052685546471665,25.558513641712523,-1568.0322635931175,-0.0739496509072968,0.7350105179863194,0.1435158344031926,0.6585546240485499
46,3.8146957057356605,-7.017750624745744,25.287614068134218,-1567.412667675239,-0.07435059434200021,0.7356418723034375,0.14214753169823838,0.6581011351357651
47,3.8646698852867836,-6.541463643593801,25.056875058695084,-1567.284650358731,-0.074271619950512,0.7357750878533281,0.14143328503611693,0.6581150146047776
48,3.9646182443890274,-5.992851733706971,24.28446284209616,-1566.8742379491298,-0.07579711359298263,0.7360980778948375,0.13977338550984403,0.6579345088940195
49,4.064566603491271,-6.16688052985387,23.550754394502974,-1567.0294183545159,-0.07634546419835686,0.7374103020521487,0.13998909248317734,0.6563539216835933
50,4.114540783042394,-6.186754306271766,23.53712115930901,-1567.1580761892628,-0.07670191424890184,0.737736266645145,0.14060337522559102,0.6558145378856809
51,4.214489142144639,-5.762575615879555,24.17751585575408,-1567.1134890347487,-0.07692473422814333,0.7372053798446196,0.1422647570860036,0.6560270970648543
