scorer,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D
individuals,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,head,head,head,middle,middle,middle,tail,tail,tail,cup_h,cup_h,cup_h,cup_m,cup_m,cup_m,cup_t,cup_t,cup_t,pitcher_h,pitcher_h,pitcher_h,pitcher_m,pitcher_m,pitcher_m,pitcher_t,pitcher_t,pitcher_t,tap_h,tap_h,tap_h,tap_m,tap_m,tap_m,tap_t,tap_t,tap_t
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-12.871386677771746,-0.08447107313855187,56.96047688992634,-12.526181803068921,-1.0232084364251597,56.619275000800954,-12.48012915331762,-1.9638927486844524,56.3910386363255,4.6946517014805105,5.160651347826746,43.51224886613647,4.435440690487267,6.745232368709957,46.342787855923895,4.081725439196179,8.042895748524264,47.282422706467784,-20.791733008968105,-3.410108205451265,46.41342653976811,,,,-19.532987432151533,4.336920172870259,51.17651560094853,-17.269044785552897,-8.245883470103701,37.08460492811809,-16.718554098601214,-6.988368337911206,38.00070377768437,-16.959085694506342,-5.2949497987098555,39.74521435556661
1,-12.883533140182486,-0.084567051750372,56.99641794307837,-12.586191310312724,-1.032392518889258,56.83167371544547,-13.362047300787106,-2.0852824979312725,60.37606978347274,4.692528479607249,5.151594454893753,43.4492096488572,4.438664175434052,6.745600722169261,46.35987593031641,4.081692243795004,8.036579555467823,47.23849133222719,-20.77610007355714,-3.403367249373343,46.36672161082883,,,,-18.771113734469004,4.204343164682089,49.58642649459412,-17.30173104474507,-8.261222192191388,37.15570713113482,-16.721201585171666,-6.990204267324279,38.005374445864156,-16.95927893530482,-5.293373218144238,39.744947553571265
2,-12.986453637501018,-0.05253756378580543,57.52058831214955,-12.91403895801473,-1.0383984437296436,58.013225576628976,-12.983168926426712,-2.0745344571293747,59.02094596480257,4.661800413077328,5.181992442620631,43.31534525525278,4.4948082631769095,6.838489225138671,46.56489348989933,4.051525498554719,8.0785313264022,47.49065064263652,-20.587313988320375,-3.3707542235086447,46.029988503083665,,,,-18.63724965218428,4.171238888740088,49.28318336439229,-17.25066011975112,-8.230978366444242,37.0625046371381,-16.87449217136974,-7.022124980271453,38.36028411101752,-17.006867640025625,-5.327383501427095,39.85006440681545
3,-12.980385837462078,-0.05292491140435074,57.494699083392014,-12.920795682769203,-1.0419643021546607,58.03264039805759,-13.008406157139667,-2.0776910548224565,59.12970899700611,4.65604447375096,5.180574186535524,43.242643859375434,4.4938795810120675,6.8150694999724415,46.501423334631355,4.056761629639395,8.093094939999538,47.5376921472398,-20.57952785947553,-3.357453509095577,46.02409277192533,,,,-18.60179856894728,4.1777391358754725,49.27846413389975,-17.234487258506057,-8.224953416484578,37.035856340478816,-16.90023360171173,-7.040047759505206,38.40566121743957,-16.989077793003737,-5.322070833646794,39.81384468975951
4,-12.989222594986947,-0.05301371360032391,57.530599969366776,-12.899088979303894,-1.0398987122304817,57.95709552019931,-13.001619032556464,-2.0764630967470157,59.095599760262914,4.65605219592577,5.191596089703668,43.35877520156659,4.499253598300855,6.874169095556,46.731236022105335,4.051460197729548,8.082136365744907,47.48890561291318,-20.681377357324546,-3.371651990000726,46.25510194624544,,,,-18.68243327538762,4.175963972008941,49.46046047640898,-17.228850040864305,-8.23049712984711,37.027366236033494,-16.887718398041606,-7.038081555772999,38.38940040042555,-16.978820862969698,-5.321633042925557,39.79411547243733
5,-12.732685673097867,0.23134380627028064,56.472969560163136,-13.062414088910323,-1.1031277067001422,58.72022653658876,-12.961378624552905,-2.1401002798686157,59.21324771502235,4.620822977583888,5.2212061246673045,43.30720664777681,4.453900060325517,6.7653041524185555,46.227285057710105,4.068809005416657,8.015595911655293,47.263383963816025,-20.1620623416372,-3.196102196590344,45.10119766694078,-19.647173470862523,0.33895271616256456,47.825255284042505,-18.629297583639307,4.156114031167262,49.25575812910333,-17.2640292078327,-8.224938316795503,37.08992588508678,-16.92539243615665,-7.011547576550273,38.480619842456875,-16.86268591528946,-5.2693315288110645,39.5473414658969
6,-12.736888234936375,0.22942136065454174,56.48449931370961,-13.0584165997243,-1.1029764288478232,58.720609284379606,-12.959864828841566,-2.141437908447841,59.2126559727421,4.627562456819264,5.232624289537266,43.41859929200007,4.46591494369681,6.754681355381316,46.22795200388534,4.0732760632910185,8.057713998074027,47.56648292253063,-20.132952660084623,-3.1941793965332397,45.060227554651526,-19.667304620797854,0.3360650453251259,47.86716780593985,-19.035965962984683,4.2346596162546035,50.34163114879191,-17.28727415282329,-8.233252998112494,37.13048657677611,-16.959415086175692,-7.0248487602134695,38.547616019978754,-16.838640085123732,-5.262208473400164,39.50622969541566
