scorer,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,head,head,head,middle,middle,middle,tail,tail,tail,head,head,head,middle,middle,middle,tail,tail,tail,cup_h,cup_h,cup_h,cup_m,cup_m,cup_m,cup_t,cup_t,cup_t,pitcher_h,pitcher_h,pitcher_h,pitcher_m,pitcher_m,pitcher_m,pitcher_t,pitcher_t,pitcher_t,tap_h,tap_h,tap_h,tap_m,tap_m,tap_m,tap_t,tap_t,tap_t
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
27,1465.318,519.207,1.0,1465.429,559.035,1.0,1466.384,600.276,1.0,1510.479,261.483,1.0,1513.391,320.037,1.0,1520.563,359.365,1.0,1375.291,647.939,1.0,1369.993,692.978,1.0,1362.104,731.876,1.0,511.024,430.921,0.9919999837875366,582.308,551.153,0.9860000014305115,620.668,669.532,0.9490000009536743,457.996,180.343,0.9860000014305115,461.956,248.087,0.996999979019165,443.369,335.986,0.9950000047683716
28,1465.315,519.137,1.0,1465.571,558.902,1.0,1466.384,600.241,1.0,1532.598,225.94,1.0,1537.712,280.474,1.0,1548.704,328.69,1.0,1375.291,647.59,0.9990000128746033,1369.925,693.053,1.0,1361.493,731.968,1.0,511.053,430.899,0.9909999966621399,581.638,551.853,0.9869999885559082,621.076,669.527,0.9430000185966492,457.996,180.463,0.9869999885559082,461.956,248.087,0.996999979019165,443.369,335.986,0.9950000047683716
29,1465.003,519.137,1.0,1465.92,558.777,1.0,1466.384,600.133,1.0,1552.0,202.202,1.0,1561.076,259.482,1.0,1571.835,309.026,1.0,1375.291,647.59,1.0,1369.592,693.053,1.0,1361.493,732.195,1.0,511.402,429.258,0.996999979019165,581.52,553.495,0.9869999885559082,627.75,669.514,0.8009999990463257,457.793,180.607,0.9800000190734863,462.98,246.961,0.9959999918937683,442.763,335.674,0.996999979019165
30,1465.003,518.71,1.0,1465.92,558.564,1.0,1466.651,600.105,1.0,1574.48,183.578,1.0,1580.052,238.092,1.0,1592.673,288.192,1.0,1375.291,647.59,0.9990000128746033,1369.592,693.053,1.0,1361.493,731.968,1.0,512.028,429.166,0.9959999918937683,580.661,551.853,0.9900000095367432,628.131,669.503,0.8240000009536743,458.246,180.617,0.9819999933242798,462.98,246.794,0.9959999918937683,442.763,335.674,0.996999979019165
31,1464.929,517.268,1.0,1465.92,558.142,1.0,1466.703,599.802,1.0,1589.145,166.846,1.0,1597.692,223.571,1.0,1610.897,272.466,1.0,1373.993,647.59,1.0,1369.483,693.053,1.0,1361.493,731.876,1.0,512.607,429.125,0.9959999918937683,580.021,551.339,0.9950000047683716,628.131,669.503,0.8610000014305115,458.31,180.723,0.9850000143051147,462.98,246.794,0.9959999918937683,442.763,335.674,0.996999979019165
32,1464.567,515.97,1.0,1465.92,557.172,1.0,1466.703,599.802,1.0,1599.257,150.825,1.0,1610.324,208.238,1.0,1624.018,256.528,1.0,1374.326,648.546,1.0,1369.425,691.464,1.0,1361.823,731.919,1.0,512.451,428.438,0.9990000128746033,579.761,551.853,0.9850000143051147,628.461,669.503,0.9150000214576721,458.31,180.743,0.9900000095367432,462.355,246.76,0.9959999918937683,442.909,335.674,0.996999979019165
33,1464.315,515.122,1.0,1462.061,557.172,1.0,1466.703,599.802,1.0,1606.726,140.111,1.0,1619.884,191.052,1.0,1630.224,246.219,1.0,1374.326,648.546,1.0,1369.277,691.464,0.9990000128746033,1361.823,731.919,1.0,512.451,428.438,0.9990000128746033,580.021,553.671,0.9850000143051147,628.461,669.297,0.925000011920929,458.537,180.809,0.9879999756813049,462.172,246.425,0.9959999918937683,442.909,335.674,0.996999979019165
34,1464.315,515.122,1.0,1462.061,557.172,1.0,1466.524,599.989,1.0,1611.146,129.662,1.0,1623.185,185.447,1.0,1633.937,236.01,1.0,1374.326,648.546,1.0,1369.277,691.464,1.0,1362.143,731.919,1.0,512.451,428.396,0.9980000257492065,580.021,553.671,0.9919999837875366,629.882,669.297,0.9039999842643738,458.922,180.936,0.9850000143051147,462.097,246.403,0.9959999918937683,442.909,335.721,0.996999979019165
35,1464.315,515.122,1.0,1462.061,558.735,1.0,1466.445,600.102,1.0,1612.493,124.476,1.0,1625.142,178.524,1.0,1635.801,223.634,1.0,1374.511,646.972,0.9990000128746033,1369.425,692.919,1.0,1362.143,733.084,1.0,511.87,428.337,0.996999979019165,581.058,554.879,0.9700000286102295,629.882,669.687,0.9309999942779541,458.962,180.958,0.9869999885559082,461.906,245.757,0.9940000176429749,442.881,335.748,0.9959999918937683
36,1464.315,515.801,1.0,1461.954,559.302,1.0,1465.91,600.112,1.0,1612.493,118.346,1.0,1627.077,173.337,1.0,1636.211,216.144,1.0,1374.643,646.624,1.0,1369.489,693.308,1.0,1362.344,733.34,1.0,511.87,428.141,0.996999979019165,581.058,555.204,0.972000002861023,629.882,670.438,0.9639999866485596,458.962,181.142,0.984000027179718,461.839,245.757,0.9929999709129333,442.76,335.875,0.9959999918937683
37,1464.512,515.122,1.0,1462.014,559.314,1.0,1465.896,600.159,1.0,1612.493,110.614,1.0,1627.077,162.683,1.0,1636.211,204.679,1.0,1374.939,646.624,0.9990000128746033,1369.575,693.989,1.0,1363.005,733.34,1.0,511.534,428.337,0.9980000257492065,582.319,555.315,0.9509999752044678,629.899,670.5,0.9800000190734863,458.922,181.142,0.9879999756813049,461.839,245.562,0.9950000047683716,442.717,335.902,0.9959999918937683
38,1464.544,514.979,1.0,1462.014,559.314,1.0,1465.797,600.403,1.0,1608.729,99.381,1.0,1627.077,153.564,1.0,1636.211,192.835,1.0,1374.939,646.89,1.0,1369.788,693.308,1.0,1363.005,733.084,1.0,511.534,428.337,0.9980000257492065,582.319,555.315,0.968999981880188,629.611,670.695,0.9769999980926514,458.884,181.142,0.9890000224113464,461.839,245.562,0.996999979019165,442.649,335.928,0.996999979019165
39,1464.544,514.979,1.0,1461.954,559.302,1.0,1465.896,600.403,1.0,1606.131,99.381,1.0,1625.254,151.177,1.0,1634.434,192.835,1.0,1374.739,646.972,0.9990000128746033,1369.803,692.919,1.0,1363.303,732.895,1.0,510.427,429.037,0.9980000257492065,588.989,555.284,0.9819999933242798,629.276,670.757,0.9810000061988831,458.765,180.827,0.9900000095367432,461.839,245.579,0.9940000176429749,442.649,336.022,0.9959999918937683
40,1464.545,515.24,1.0,1462.014,558.756,1.0,1465.91,600.403,1.0,1591.934,99.381,1.0,1613.187,151.177,1.0,1623.504,192.835,1.0,1374.739,648.178,1.0,1369.803,692.469,1.0,1363.303,732.895,1.0,510.427,429.269,0.9980000257492065,589.001,555.284,0.9800000190734863,629.503,670.757,0.9789999723434448,458.497,180.697,0.9890000224113464,461.808,245.86,0.9950000047683716,442.664,336.107,0.996999979019165
41,1464.545,515.24,1.0,1462.017,558.083,1.0,1465.896,600.403,1.0,1575.455,105.578,1.0,1589.491,151.177,1.0,1601.323,199.459,1.0,1374.739,648.178,1.0,1369.788,692.469,1.0,1362.85,732.895,1.0,510.427,429.466,0.996999979019165,589.001,555.284,0.9739999771118164,629.571,670.885,0.9829999804496765,458.497,180.531,0.9900000095367432,461.808,245.86,0.9929999709129333,442.664,336.133,0.996999979019165
42,1464.754,516.102,1.0,1462.073,558.083,1.0,1465.763,600.403,1.0,1554.405,117.405,1.0,1563.868,169.064,1.0,1571.211,210.542,1.0,1374.37,648.186,1.0,1369.788,692.318,1.0,1362.85,733.056,1.0,510.474,429.269,0.996999979019165,588.989,555.284,0.9819999933242798,629.571,670.885,0.9810000061988831,458.497,180.464,0.9900000095367432,460.933,248.451,0.996999979019165,442.314,336.152,0.996999979019165
43,1464.933,516.911,1.0,1462.096,558.083,1.0,1465.763,600.426,1.0,1523.713,131.668,1.0,1529.626,182.802,1.0,1534.473,225.78,1.0,1374.37,648.186,1.0,1369.68,692.318,1.0,1362.369,733.056,1.0,510.933,429.269,0.9980000257492065,588.768,555.612,0.9670000076293945,629.571,670.741,0.9869999885559082,458.497,180.464,0.9900000095367432,460.933,248.536,0.996999979019165,442.314,336.304,0.996999979019165
44,1465.995,517.762,1.0,1465.052,558.723,1.0,1465.763,600.557,1.0,1485.896,150.741,1.0,1494.449,193.124,1.0,1487.4,243.539,1.0,1374.37,648.364,1.0,1369.68,692.813,1.0,1362.369,733.056,1.0,511.148,428.931,0.9980000257492065,588.567,555.612,0.9829999804496765,630.103,670.52,0.9700000286102295,458.314,180.239,0.9890000224113464,460.933,248.546,0.9980000257492065,442.314,336.548,0.996999979019165
45,1465.995,517.762,1.0,1465.327,558.73,1.0,1465.763,600.588,1.0,1449.562,173.511,1.0,1450.973,225.671,1.0,1452.111,268.552,1.0,1374.93,648.186,1.0,1369.714,693.317,1.0,1362.369,732.99,1.0,511.175,428.931,0.9980000257492065,581.751,555.612,0.9769999980926514,630.103,670.52,0.9629999995231628,457.901,180.239,0.9900000095367432,460.946,248.536,0.9980000257492065,442.314,336.548,0.996999979019165
46,1465.995,518.623,1.0,1465.527,558.766,1.0,1466.133,600.68,1.0,1415.796,192.716,1.0,1415.697,245.8,1.0,1411.042,287.938,1.0,1374.107,648.186,1.0,1369.862,694.293,1.0,1362.718,732.484,1.0,511.175,428.931,0.996999979019165,581.751,555.059,0.9869999885559082,630.103,670.52,0.9729999899864197,457.89,180.239,0.9879999756813049,461.102,248.536,0.996999979019165,442.404,336.591,0.996999979019165
47,1465.981,518.623,1.0,1465.527,558.902,1.0,1466.325,600.588,1.0,1378.896,222.697,1.0,1376.548,270.195,1.0,1377.173,314.294,1.0,1374.107,647.246,0.9990000128746033,1369.862,694.801,1.0,1362.718,732.08,1.0,511.175,429.438,0.996999979019165,581.438,554.9,0.9800000190734863,629.024,670.231,0.9440000057220459,457.703,180.54,0.9879999756813049,461.473,248.546,0.9980000257492065,442.707,336.659,0.996999979019165
48,1465.199,517.964,1.0,1465.527,558.902,1.0,1466.325,600.588,1.0,1344.644,253.996,1.0,1341.108,298.744,1.0,1338.944,338.199,1.0,1373.994,647.246,1.0,1370.001,695.116,1.0,1362.848,732.08,1.0,511.175,429.438,0.9980000257492065,579.027,554.893,0.9779999852180481,629.024,669.856,0.9670000076293945,457.632,180.842,0.9869999885559082,461.674,248.184,0.9980000257492065,442.728,336.702,0.9959999918937683
49,1465.149,517.964,1.0,1465.44,558.991,1.0,1466.325,600.588,1.0,1310.245,275.425,1.0,1309.426,324.127,1.0,1310.273,366.514,1.0,1373.811,647.246,0.9990000128746033,1370.468,695.186,1.0,1364.427,732.484,1.0,511.175,429.438,0.9959999918937683,580.833,554.893,0.968999981880188,629.024,669.856,0.9290000200271606,457.625,180.842,0.9879999756813049,461.918,248.091,0.9980000257492065,442.789,336.659,0.9959999918937683
50,1465.149,517.964,1.0,1465.398,559.647,1.0,1466.473,600.528,1.0,1271.497,305.706,1.0,1274.295,350.853,1.0,1270.977,387.937,1.0,1373.811,647.171,1.0,1370.468,695.768,1.0,1364.427,732.484,1.0,512.804,429.106,0.9980000257492065,580.833,554.398,0.949999988079071,629.024,669.856,0.9459999799728394,457.625,180.68,0.9879999756813049,461.918,248.091,0.9980000257492065,442.728,336.659,0.9959999918937683
51,1465.149,517.911,1.0,1465.398,560.126,1.0,1466.652,600.256,1.0,1230.367,328.236,1.0,1230.193,368.025,1.0,1234.561,412.229,1.0,1373.411,647.171,1.0,1370.468,695.867,1.0,1364.427,732.369,1.0,513.064,429.106,0.996999979019165,580.659,551.094,0.9710000157356262,626.808,669.493,0.9380000233650208,457.173,180.68,0.9879999756813049,462.247,248.091,0.9980000257492065,442.728,336.51,0.996999979019165
52,1465.149,517.908,1.0,1465.398,560.126,1.0,1466.853,600.256,1.0,1189.459,353.755,1.0,1192.279,396.049,1.0,1200.846,433.261,1.0,1373.411,647.078,0.9990000128746033,1370.468,695.867,1.0,1364.287,732.772,1.0,513.064,429.106,0.9990000128746033,579.027,549.361,0.9729999899864197,626.808,669.493,0.9670000076293945,456.247,180.258,0.9900000095367432,462.247,246.539,0.9980000257492065,442.436,336.086,0.996999979019165
53,1464.912,517.795,1.0,1463.69,560.126,1.0,1466.902,600.236,1.0,1152.448,374.064,1.0,1159.509,417.043,1.0,1157.721,449.789,1.0,1373.514,646.662,1.0,1370.632,695.905,1.0,1364.163,732.437,1.0,513.064,429.202,0.9980000257492065,579.042,549.361,0.9639999866485596,626.808,669.493,0.9810000061988831,456.247,180.258,0.9900000095367432,462.247,246.117,0.9980000257492065,442.402,336.086,0.9959999918937683
54,1464.676,517.795,1.0,1465.378,560.126,1.0,1466.902,600.256,1.0,1116.503,392.536,1.0,1121.368,429.568,1.0,1128.472,461.543,1.0,1373.856,646.662,0.9990000128746033,1370.564,695.905,1.0,1364.073,732.369,1.0,513.064,429.202,0.9959999918937683,577.543,549.361,0.9810000061988831,626.808,669.493,0.9829999804496765,456.247,180.258,0.9909999966621399,462.247,246.079,0.9980000257492065,442.25,336.124,0.9950000047683716
55,1464.676,517.908,1.0,1465.325,560.102,1.0,1466.902,600.236,1.0,1078.932,405.422,1.0,1089.145,448.019,1.0,1093.46,480.093,1.0,1373.828,646.798,1.0,1370.564,695.905,1.0,1364.073,732.369,1.0,512.712,429.202,0.9959999918937683,577.543,548.947,0.9900000095367432,628.838,668.996,0.9390000104904175,456.584,180.355,0.9869999885559082,462.247,246.079,0.9990000128746033,442.25,335.373,0.996999979019165
56,1464.636,518.941,1.0,1464.473,560.102,1.0,1466.636,600.347,1.0,1047.811,417.031,1.0,1055.672,456.241,1.0,1065.871,486.452,1.0,1373.856,646.798,0.9990000128746033,1370.564,696.253,1.0,1363.647,732.437,1.0,512.378,429.202,0.9980000257492065,578.033,549.361,0.9760000109672546,629.499,668.971,0.9409999847412109,456.672,180.564,0.9919999837875366,462.629,246.117,0.9980000257492065,442.385,336.046,0.996999979019165
57,1464.616,518.97,1.0,1464.883,560.208,1.0,1466.636,600.282,1.0,1022.454,422.631,1.0,1028.889,465.597,1.0,1037.2,495.468,1.0,1373.856,646.798,1.0,1370.564,695.683,1.0,1363.647,732.437,1.0,512.197,429.594,0.9940000176429749,578.338,549.971,0.9850000143051147,629.91,668.971,0.8799999952316284,456.766,180.652,0.9919999837875366,462.709,246.322,0.9980000257492065,442.25,336.048,0.996999979019165
58,1464.488,519.141,1.0,1465.325,560.003,1.0,1466.636,600.347,1.0,997.391,425.864,1.0,1001.951,468.532,1.0,1011.073,500.043,1.0,1374.263,646.816,1.0,1370.564,695.232,1.0,1363.599,732.795,1.0,508.475,430.591,0.9909999966621399,578.033,548.566,0.984000027179718,629.91,668.971,0.9399999976158142,456.768,180.757,0.9919999837875366,462.776,246.456,0.9980000257492065,442.385,336.046,0.996999979019165
59,1464.213,519.2,1.0,1465.325,560.003,1.0,1466.792,600.347,1.0,972.789,429.385,1.0,975.965,470.695,1.0,981.843,500.641,1.0,1374.704,647.818,1.0,1370.816,694.404,1.0,1363.259,733.116,1.0,508.475,430.616,0.9259999990463257,578.033,548.992,0.9779999852180481,629.91,669.694,0.9419999718666077,456.766,180.905,0.9929999709129333,462.928,246.496,0.9980000257492065,442.422,335.988,0.9959999918937683
60,1464.213,519.285,0.9990000128746033,1465.784,560.003,1.0,1466.802,600.635,1.0,949.344,429.786,1.0,953.128,471.389,1.0,961.81,503.593,1.0,1376.147,647.818,1.0,1371.977,694.404,1.0,1363.155,733.307,1.0,508.164,430.866,0.9919999837875366,571.895,548.992,0.9760000109672546,629.605,669.841,0.9750000238418579,456.766,181.094,0.9940000176429749,462.947,246.623,0.9980000257492065,442.41,335.988,0.9959999918937683
61,1463.253,519.285,0.9990000128746033,1465.784,559.896,1.0,1466.802,600.635,1.0,922.13,430.303,1.0,928.003,474.514,1.0,935.586,505.299,1.0,1376.45,648.074,1.0,1372.068,693.931,1.0,1363.259,733.307,1.0,508.475,430.616,0.9900000095367432,571.705,548.565,0.9869999885559082,629.49,670.088,0.9589999914169312,456.607,181.131,0.9940000176429749,462.947,246.623,0.9980000257492065,442.422,335.734,0.9959999918937683
62,1463.253,519.285,0.9990000128746033,1465.784,559.683,1.0,1466.802,600.635,1.0,903.256,432.469,1.0,905.034,475.373,1.0,916.799,505.44,1.0,1376.45,648.074,1.0,1372.068,693.655,1.0,1362.289,733.528,1.0,508.896,430.591,0.9919999837875366,571.705,547.462,0.9890000224113464,629.49,670.178,0.9639999866485596,456.607,181.283,0.9940000176429749,462.93,246.809,0.9980000257492065,442.422,335.734,0.9959999918937683
63,1464.415,519.991,0.9990000128746033,1465.612,559.683,1.0,1466.676,600.647,1.0,885.136,432.469,1.0,889.256,476.664,1.0,895.494,507.034,1.0,1376.147,647.998,1.0,1371.977,693.622,1.0,1363.259,733.528,1.0,508.939,430.616,0.9909999966621399,571.705,548.364,0.9700000286102295,629.605,670.178,0.9660000205039978,456.607,181.62,0.9929999709129333,462.93,246.856,0.9980000257492065,442.416,335.734,0.9959999918937683
64,1464.415,520.019,0.9990000128746033,1465.003,559.669,1.0,1466.518,600.579,1.0,869.012,437.022,1.0,877.226,478.286,1.0,879.37,511.189,1.0,1375.23,648.074,0.9990000128746033,1370.903,692.577,1.0,1363.338,733.668,1.0,509.427,430.814,0.9919999837875366,571.798,548.084,0.9909999966621399,630.297,670.178,0.9419999718666077,457.083,182.263,0.9929999709129333,462.947,247.216,0.9980000257492065,442.41,335.84,0.9950000047683716
65,1463.798,520.024,0.9990000128746033,1465.003,559.683,1.0,1466.518,600.575,1.0,862.989,442.343,1.0,865.745,492.511,1.0,869.315,520.267,1.0,1374.607,648.116,1.0,1370.723,692.577,1.0,1363.338,733.771,1.0,509.427,430.814,0.9589999914169312,571.536,548.364,0.9769999980926514,630.297,669.919,0.9620000123977661,457.361,182.808,0.9900000095367432,463.048,247.216,0.9980000257492065,442.203,335.902,0.996999979019165
66,1463.84,520.554,0.9990000128746033,1465.003,559.701,1.0,1466.518,600.575,1.0,862.559,447.193,1.0,864.12,498.203,1.0,869.315,526.077,1.0,1374.607,648.116,0.9990000128746033,1370.723,692.22,1.0,1363.415,733.771,1.0,509.427,431.05,0.9459999799728394,571.536,548.364,0.9850000143051147,630.737,669.702,0.9490000009536743,457.361,182.831,0.9890000224113464,463.125,247.216,0.996999979019165,442.203,335.902,0.996999979019165
67,1463.798,520.554,0.9990000128746033,1465.12,559.803,1.0,1466.763,600.149,1.0,862.559,454.627,1.0,864.12,504.822,1.0,869.315,537.459,1.0,1374.72,647.998,1.0,1370.723,691.963,1.0,1363.415,733.668,1.0,509.124,431.105,0.972000002861023,571.353,549.182,0.9089999794960022,630.957,669.413,0.9470000267028809,457.361,183.082,0.9879999756813049,464.385,246.772,0.9929999709129333,442.203,335.84,0.996999979019165
68,1463.777,520.554,0.9990000128746033,1465.207,559.926,1.0,1466.763,600.145,1.0,862.559,462.473,1.0,864.12,514.511,1.0,870.197,544.422,1.0,1374.736,647.684,0.9990000128746033,1370.723,691.682,1.0,1363.056,733.653,1.0,509.122,431.232,0.9900000095367432,570.94,549.182,0.8619999885559082,630.957,668.767,0.9179999828338623,457.36,183.082,0.9929999709129333,464.515,246.772,0.9919999837875366,442.33,335.761,0.996999979019165
69,1463.734,520.268,0.9990000128746033,1465.287,559.936,1.0,1466.763,600.145,1.0,868.757,470.193,1.0,871.644,520.083,1.0,873.223,556.14,1.0,1374.736,647.528,0.9990000128746033,1370.723,691.963,1.0,1363.056,733.653,1.0,508.77,431.342,0.9850000143051147,570.783,549.182,0.8320000171661377,629.102,668.767,0.9549999833106995,457.333,183.082,0.9929999709129333,464.603,246.772,0.9929999709129333,442.571,335.75,0.996999979019165
70,1463.734,519.857,0.9990000128746033,1465.207,559.926,1.0,1466.567,600.145,1.0,874.598,474.563,1.0,881.246,528.672,1.0,883.224,562.3,1.0,1375.542,647.528,0.9990000128746033,1370.721,691.681,1.0,1363.056,733.62,1.0,508.77,431.342,0.9940000176429749,570.94,548.687,0.9210000038146973,629.102,668.767,0.953000009059906,457.267,182.609,0.9929999709129333,464.515,246.772,0.9950000047683716,442.784,335.566,0.996999979019165
71,1463.512,519.857,0.9990000128746033,1465.12,559.926,1.0,1466.301,600.314,1.0,885.124,478.478,1.0,890.134,530.414,1.0,894.244,568.668,1.0,1375.562,647.528,0.9990000128746033,1370.346,691.535,1.0,1363.056,733.453,1.0,508.77,431.232,0.9470000267028809,571.353,547.683,0.9070000052452087,629.102,668.8,0.9779999852180481,457.267,182.377,0.9940000176429749,464.515,246.772,0.9950000047683716,442.837,335.566,0.996999979019165
72,1463.279,519.857,0.9990000128746033,1464.49,559.905,1.0,1465.982,600.507,1.0,897.769,485.836,1.0,902.412,531.96,1.0,909.803,568.668,1.0,1375.601,647.595,1.0,1370.346,691.535,1.0,1363.056,733.149,1.0,512.637,431.004,0.9860000014305115,571.533,546.343,0.9829999804496765,629.102,668.8,0.9660000205039978,457.267,182.284,0.9940000176429749,463.632,246.682,0.9950000047683716,442.844,335.75,0.996999979019165
73,1463.04,520.125,0.9990000128746033,1464.49,559.345,1.0,1465.982,600.511,1.0,904.986,486.318,1.0,914.589,532.177,1.0,923.804,568.668,1.0,1375.601,647.595,0.9990000128746033,1370.721,691.535,1.0,1363.159,733.149,1.0,515.099,430.998,0.9739999771118164,571.647,543.27,0.9049999713897705,629.802,669.061,0.9319999814033508,457.267,182.121,0.9929999709129333,463.558,246.476,0.9929999709129333,442.891,335.75,0.996999979019165
74,1462.702,520.143,0.9990000128746033,1464.49,559.345,1.0,1465.968,600.814,1.0,916.954,486.318,1.0,925.044,532.177,1.0,934.336,565.277,1.0,1375.616,647.927,0.9990000128746033,1370.313,691.233,1.0,1363.053,733.149,1.0,515.302,430.998,0.9810000061988831,571.647,543.27,0.9190000295639038,630.401,668.966,0.9760000109672546,457.267,181.978,0.9929999709129333,463.529,246.476,0.9929999709129333,442.937,335.831,0.996999979019165
75,1462.583,520.153,0.9990000128746033,1464.402,559.905,1.0,1465.968,600.879,1.0,922.518,486.318,1.0,930.604,531.96,1.0,939.623,563.688,1.0,1375.616,647.903,0.9990000128746033,1370.313,691.233,1.0,1363.053,733.384,1.0,515.302,430.998,0.9909999966621399,571.647,546.225,0.9649999737739563,630.449,668.8,0.9810000061988831,457.074,181.518,0.9950000047683716,463.519,246.476,0.9929999709129333,442.937,335.884,0.996999979019165
76,1462.583,520.27,0.9990000128746033,1464.55,559.952,1.0,1465.867,600.879,1.0,928.326,486.085,1.0,937.359,529.883,1.0,945.757,562.528,1.0,1375.601,647.903,0.9990000128746033,1370.541,692.554,1.0,1363.053,733.742,1.0,515.176,430.998,0.9869999885559082,571.647,546.225,0.9179999828338623,630.449,668.966,0.968999981880188,457.074,181.319,0.9959999918937683,462.448,248.224,0.9940000176429749,442.932,335.991,0.996999979019165
77,1462.695,520.335,0.9980000257492065,1464.59,559.952,1.0,1465.777,600.879,1.0,935.012,480.888,1.0,943.016,529.484,1.0,949.16,559.774,1.0,1375.639,647.903,0.9990000128746033,1370.541,692.902,1.0,1363.229,733.783,1.0,515.176,431.411,0.9929999709129333,571.716,547.478,0.9860000014305115,630.449,668.966,0.9800000190734863,457.074,181.295,0.9959999918937683,462.448,248.224,0.9940000176429749,442.932,335.991,0.996999979019165
78,1462.695,520.343,0.9980000257492065,1464.59,559.973,1.0,1465.777,600.801,1.0,935.075,478.648,1.0,943.334,527.947,1.0,952.93,558.847,1.0,1375.866,647.903,0.9990000128746033,1370.35,693.388,1.0,1363.229,733.865,1.0,514.998,432.184,0.9980000257492065,565.787,547.478,0.8199999928474426,630.449,668.966,0.9890000224113464,457.289,181.295,0.9959999918937683,462.215,248.224,0.9959999918937683,442.932,336.147,0.996999979019165
79,1462.165,520.401,0.9980000257492065,1464.707,559.973,1.0,1465.98,600.699,1.0,937.794,478.396,1.0,948.766,524.807,1.0,954.327,555.507,1.0,1376.319,647.903,0.9990000128746033,1370.483,693.388,1.0,1363.57,733.865,1.0,514.998,431.411,0.9950000047683716,571.716,547.478,0.9279999732971191,630.449,669.022,0.9819999933242798,457.817,181.295,0.9950000047683716,462.448,248.221,0.9959999918937683,442.878,336.225,0.996999979019165
80,1462.165,520.397,0.9990000128746033,1464.707,559.926,1.0,1466.067,600.668,1.0,944.186,474.939,1.0,950.023,523.137,1.0,957.593,553.744,1.0,1376.508,647.714,0.9990000128746033,1370.35,693.388,1.0,1363.57,733.865,1.0,514.998,432.184,0.9929999709129333,571.716,546.118,0.9300000071525574,629.882,669.328,0.9739999771118164,457.875,181.419,0.996999979019165,462.699,247.757,0.996999979019165,442.596,336.371,0.9959999918937683
81,1462.08,520.401,0.9990000128746033,1464.451,559.926,1.0,1466.067,600.668,1.0,948.158,468.074,1.0,958.7,516.641,1.0,966.875,550.813,1.0,1377.057,647.642,0.9980000257492065,1370.327,693.388,1.0,1363.57,733.865,1.0,513.192,432.184,0.9959999918937683,572.036,546.118,0.9449999928474426,630.979,669.328,0.9890000224113464,457.875,181.574,0.9959999918937683,462.699,247.721,0.996999979019165,442.596,336.425,0.996999979019165
