scorer,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,head,head,head,middle,middle,middle,tail,tail,tail,head,head,head,middle,middle,middle,tail,tail,tail,cup_h,cup_h,cup_h,cup_m,cup_m,cup_m,cup_t,cup_t,cup_t,pitcher_h,pitcher_h,pitcher_h,pitcher_m,pitcher_m,pitcher_m,pitcher_t,pitcher_t,pitcher_t,tap_h,tap_h,tap_h,tap_m,tap_m,tap_m,tap_t,tap_t,tap_t
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
82,1462.08,520.452,0.9990000128746033,1464.451,559.973,1.0,1466.067,600.699,1.0,965.098,458.691,1.0,975.901,512.175,1.0,985.207,543.34,1.0,1376.508,647.642,0.9990000128746033,1370.199,693.154,1.0,1363.419,733.04,1.0,513.192,431.427,0.9909999966621399,572.567,546.118,0.9890000224113464,630.979,669.328,0.9869999885559082,457.924,181.574,0.9950000047683716,462.517,247.721,0.996999979019165,442.596,336.467,0.996999979019165
83,1462.164,520.401,0.9990000128746033,1464.414,560.069,1.0,1465.911,600.733,1.0,978.625,440.638,1.0,992.762,495.313,1.0,1001.063,529.894,1.0,1376.508,647.997,0.9990000128746033,1370.199,692.535,1.0,1363.014,732.907,1.0,513.801,431.427,0.996999979019165,572.567,546.79,0.9570000171661377,630.979,669.016,0.972000002861023,457.924,181.574,0.9950000047683716,462.747,247.757,0.9980000257492065,442.62,336.435,0.996999979019165
84,1462.164,520.397,0.9990000128746033,1464.227,560.141,1.0,1465.834,600.963,1.0,990.177,423.86,1.0,1004.727,481.545,1.0,1013.406,519.083,1.0,1375.936,648.498,0.9990000128746033,1370.095,691.848,1.0,1362.388,732.907,1.0,513.801,431.845,0.996999979019165,572.567,547.591,0.8880000114440918,630.167,669.016,0.9800000190734863,457.929,181.471,0.9959999918937683,462.747,248.293,0.996999979019165,442.62,336.435,0.9959999918937683
85,1462.455,518.996,0.9990000128746033,1464.227,560.141,1.0,1465.799,600.963,1.0,1008.246,403.775,1.0,1015.501,460.563,1.0,1023.587,500.223,1.0,1375.451,648.498,0.9990000128746033,1370.095,691.079,1.0,1362.388,732.972,1.0,513.801,431.609,0.9940000176429749,572.092,547.591,0.9490000009536743,630.167,669.016,0.9470000267028809,457.929,181.404,0.9959999918937683,462.747,248.293,0.9959999918937683,442.625,336.435,0.9959999918937683
86,1462.596,518.996,0.9990000128746033,1464.419,560.385,1.0,1465.799,600.978,1.0,1018.89,382.707,1.0,1028.107,442.448,1.0,1033.692,478.252,1.0,1375.451,648.498,1.0,1369.841,691.079,1.0,1362.388,733.012,1.0,513.801,431.845,0.9879999756813049,570.632,547.346,0.6759999990463257,630.11,669.522,0.9700000286102295,458.039,181.373,0.9959999918937683,462.9,248.293,0.996999979019165,442.661,336.328,0.996999979019165
87,1462.615,518.996,0.9990000128746033,1464.419,560.414,1.0,1465.799,600.978,1.0,1031.129,368.434,1.0,1040.83,423.51,1.0,1045.897,459.702,1.0,1375.709,648.39,0.9990000128746033,1369.649,691.079,1.0,1362.444,733.01,1.0,510.888,431.845,0.9700000286102295,570.632,547.346,0.9810000061988831,630.098,669.917,0.9750000238418579,458.039,181.009,0.9959999918937683,463.594,246.145,0.9929999709129333,442.661,336.023,0.996999979019165
88,1462.926,519.439,0.9980000257492065,1464.988,560.449,1.0,1465.833,601.194,1.0,1045.11,351.43,1.0,1050.577,406.995,1.0,1057.367,442.111,1.0,1375.709,648.112,0.9990000128746033,1369.649,691.178,1.0,1362.92,733.012,1.0,509.547,431.609,0.9950000047683716,572.092,547.346,0.9739999771118164,627.702,669.917,0.9330000281333923,457.929,180.986,0.9950000047683716,463.594,246.145,0.9950000047683716,442.858,335.933,0.9959999918937683
89,1463.145,519.448,0.9990000128746033,1464.988,560.529,1.0,1465.945,601.246,1.0,1057.306,343.939,1.0,1060.452,393.152,1.0,1066.882,430.108,1.0,1375.709,647.846,0.9990000128746033,1369.424,691.178,1.0,1363.652,733.098,1.0,508.406,431.601,0.9950000047683716,572.417,547.346,0.9909999966621399,626.71,670.133,0.9509999752044678,457.754,180.898,0.9950000047683716,463.594,246.145,0.9959999918937683,442.863,335.87,0.9959999918937683
90,1463.145,519.608,0.9990000128746033,1464.988,560.669,1.0,1465.949,601.286,1.0,1068.447,335.071,1.0,1072.768,381.993,1.0,1083.076,417.115,1.0,1375.709,647.846,0.9990000128746033,1369.123,691.178,1.0,1363.948,733.012,1.0,508.406,431.513,0.9900000095367432,573.6,549.994,0.9819999933242798,626.71,670.019,0.9829999804496765,456.979,180.898,0.9950000047683716,462.172,248.504,0.9980000257492065,442.863,335.585,0.9959999918937683
91,1463.056,519.608,0.9990000128746033,1464.939,560.671,1.0,1465.949,601.286,1.0,1081.031,325.688,1.0,1087.419,369.195,1.0,1088.438,410.035,1.0,1375.478,647.846,0.9990000128746033,1369.053,689.179,1.0,1364.139,733.01,1.0,509.547,431.058,0.9919999837875366,573.6,550.011,0.9779999852180481,626.71,670.272,0.9750000238418579,456.979,180.898,0.9940000176429749,461.807,248.734,0.996999979019165,442.863,335.319,0.9950000047683716
92,1463.056,519.608,0.9980000257492065,1464.14,560.985,1.0,1465.949,601.286,1.0,1096.551,313.856,1.0,1102.769,360.611,1.0,1106.115,394.769,1.0,1375.463,647.656,0.9990000128746033,1369.032,689.037,1.0,1364.139,732.733,1.0,513.856,430.29,0.9869999885559082,573.6,550.011,0.9909999966621399,627.888,670.272,0.9649999737739563,456.918,180.906,0.9929999709129333,461.807,248.734,0.996999979019165,442.863,335.174,0.9950000047683716
93,1462.961,519.608,0.9980000257492065,1463.666,560.985,1.0,1465.949,601.153,1.0,1114.652,304.905,1.0,1115.193,352.776,1.0,1118.476,385.231,1.0,1375.284,647.656,0.9990000128746033,1369.053,689.037,1.0,1364.139,732.492,1.0,515.81,430.29,0.9879999756813049,573.175,549.994,0.9850000143051147,628.562,670.423,0.9610000252723694,456.888,180.989,0.9940000176429749,461.807,248.629,0.996999979019165,442.745,335.174,0.9950000047683716
94,1462.961,519.655,0.9990000128746033,1463.666,560.669,1.0,1465.949,600.944,1.0,1130.572,296.117,1.0,1133.934,338.243,1.0,1134.274,377.043,1.0,1375.226,647.656,0.9990000128746033,1369.123,689.037,1.0,1364.185,732.492,1.0,519.241,429.969,0.9909999966621399,572.599,548.695,0.9819999933242798,629.032,670.423,0.9549999833106995,456.861,180.989,0.9940000176429749,461.807,248.723,0.9980000257492065,442.745,335.174,0.9950000047683716
95,1463.056,519.516,0.9990000128746033,1464.14,560.511,1.0,1466.053,600.928,1.0,1149.669,286.218,1.0,1149.996,329.831,1.0,1155.427,366.859,1.0,1375.226,647.485,0.9990000128746033,1369.103,690.591,1.0,1364.185,732.492,1.0,520.661,429.196,0.9620000123977661,572.22,548.676,0.9909999966621399,629.142,670.423,0.9649999737739563,456.861,181.131,0.9950000047683716,461.807,248.658,0.9950000047683716,442.869,335.185,0.9950000047683716
96,1463.27,519.516,0.9990000128746033,1464.302,560.485,1.0,1466.204,600.921,1.0,1165.108,277.844,1.0,1166.524,318.345,1.0,1171.574,352.871,1.0,1375.173,647.485,0.9990000128746033,1369.188,690.591,1.0,1364.417,732.871,1.0,521.907,429.154,0.9800000190734863,572.22,548.676,0.9869999885559082,629.504,670.33,0.968999981880188,456.861,181.131,0.9950000047683716,461.653,248.629,0.9980000257492065,443.102,335.275,0.9959999918937683
97,1463.27,519.721,0.9990000128746033,1464.723,560.484,1.0,1466.398,600.848,1.0,1183.572,268.984,1.0,1183.41,305.232,1.0,1193.826,346.198,1.0,1375.086,647.485,0.9990000128746033,1369.33,690.591,1.0,1364.417,732.885,1.0,521.907,429.196,0.9950000047683716,572.236,548.676,0.9929999709129333,630.019,670.206,0.9700000286102295,456.891,181.194,0.9940000176429749,461.653,248.638,0.9980000257492065,443.136,335.275,0.9950000047683716
98,1463.432,520.001,0.9980000257492065,1465.128,560.444,1.0,1466.495,600.921,1.0,1207.532,255.266,1.0,1208.998,299.659,1.0,1210.691,336.693,1.0,1375.086,647.552,0.9990000128746033,1369.33,690.047,1.0,1364.417,732.985,1.0,521.907,429.114,0.9860000014305115,572.599,549.519,0.9900000095367432,630.894,670.042,0.9739999771118164,457.065,181.194,0.9959999918937683,461.653,248.638,0.9980000257492065,443.246,335.347,0.9950000047683716
99,1463.616,520.001,0.996999979019165,1465.542,560.018,1.0,1466.495,600.921,1.0,1227.153,248.998,1.0,1232.369,292.137,1.0,1234.343,327.929,1.0,1375.173,647.552,0.9990000128746033,1369.441,689.266,1.0,1364.417,733.203,1.0,521.531,428.878,0.9940000176429749,572.34,552.957,0.9660000205039978,633.901,669.19,0.949999988079071,457.263,181.333,0.9940000176429749,461.738,248.526,0.9980000257492065,443.42,335.347,0.9950000047683716
100,1463.654,520.034,0.9980000257492065,1465.542,559.529,1.0,1466.398,601.023,1.0,1257.101,241.432,1.0,1254.628,288.333,1.0,1264.948,325.031,1.0,1375.401,647.975,0.9980000257492065,1369.443,689.266,1.0,1364.494,733.268,1.0,519.278,428.878,0.9879999756813049,573.346,552.957,0.9869999885559082,633.901,669.19,0.9660000205039978,457.263,181.353,0.9940000176429749,462.102,248.409,0.9950000047683716,443.42,335.347,0.9950000047683716
101,1464.048,520.229,0.9980000257492065,1465.627,559.416,1.0,1466.379,601.097,1.0,1276.064,234.005,1.0,1277.629,280.511,1.0,1286.504,318.938,1.0,1375.409,647.975,0.9990000128746033,1369.443,689.266,1.0,1364.494,733.559,1.0,516.766,428.947,0.9919999837875366,573.687,552.957,0.9700000286102295,630.953,669.744,0.949999988079071,457.422,181.688,0.9940000176429749,463.124,245.549,0.9980000257492065,443.354,335.347,0.9959999918937683
102,1464.123,520.586,0.9990000128746033,1465.627,559.416,1.0,1465.772,601.1,1.0,1304.96,230.927,1.0,1302.977,275.654,1.0,1311.92,314.187,1.0,1375.409,647.571,0.9990000128746033,1369.486,690.769,1.0,1365.96,733.559,1.0,516.498,428.878,0.9950000047683716,573.687,553.3,0.9160000085830688,631.455,669.264,0.9490000009536743,457.44,181.714,0.9959999918937683,463.124,245.549,0.9959999918937683,443.354,335.502,0.9959999918937683
103,1464.123,520.586,0.9990000128746033,1465.542,559.416,1.0,1465.446,601.104,1.0,1333.015,227.029,1.0,1334.392,269.582,1.0,1340.741,305.327,1.0,1375.438,647.576,0.9990000128746033,1369.766,691.757,1.0,1365.96,733.559,1.0,515.838,428.947,0.9980000257492065,576.513,553.3,0.9490000009536743,631.455,669.651,0.949999988079071,458.06,181.745,0.9959999918937683,462.102,248.077,0.9950000047683716,443.074,335.502,0.996999979019165
104,1464.048,520.586,0.9990000128746033,1465.483,559.529,1.0,1465.186,601.104,1.0,1358.876,221.484,1.0,1358.748,261.517,1.0,1361.201,296.92,1.0,1375.448,647.975,0.9990000128746033,1369.797,691.757,1.0,1365.96,733.47,1.0,513.356,429.235,0.996999979019165,579.221,552.719,0.9580000042915344,631.455,669.651,0.953000009059906,458.456,181.745,0.9959999918937683,462.256,247.662,0.9980000257492065,443.074,335.638,0.9959999918937683
105,1464.123,519.798,0.9990000128746033,1465.483,559.576,1.0,1465.171,601.337,1.0,1383.941,213.778,1.0,1382.186,255.604,1.0,1389.275,291.11,1.0,1375.448,648.015,1.0,1369.892,691.23,1.0,1365.501,733.404,1.0,513.039,429.252,0.9739999771118164,579.221,553.13,0.984000027179718,634.541,669.649,0.9810000061988831,458.495,181.745,0.9940000176429749,462.256,247.83,0.9980000257492065,443.066,335.638,0.996999979019165
106,1464.283,519.53,0.9990000128746033,1465.483,559.6,1.0,1465.16,601.341,1.0,1398.415,207.12,1.0,1403.012,253.419,1.0,1407.835,285.137,1.0,1375.629,647.576,1.0,1369.892,691.23,1.0,1365.501,733.382,1.0,511.164,430.525,0.9620000123977661,579.221,553.13,0.9760000109672546,634.556,669.58,0.9779999852180481,458.752,181.7,0.9929999709129333,461.858,248.077,0.9980000257492065,443.066,335.732,0.996999979019165
107,1464.283,519.43,1.0,1465.483,559.687,1.0,1465.145,601.341,1.0,1418.768,204.518,1.0,1420.672,247.122,1.0,1425.208,285.137,1.0,1375.629,649.136,1.0,1369.892,691.29,1.0,1365.391,733.382,1.0,510.824,430.525,0.9769999980926514,579.184,552.719,0.9700000286102295,634.58,669.649,0.9810000061988831,458.752,181.678,0.9919999837875366,461.883,248.077,0.9980000257492065,443.242,335.796,0.9959999918937683
108,1464.315,519.43,1.0,1465.483,559.687,1.0,1465.145,601.615,1.0,1434.391,204.518,1.0,1433.805,247.122,1.0,1441.516,285.137,1.0,1375.506,649.136,0.9990000128746033,1369.727,691.29,1.0,1365.198,733.23,1.0,510.824,430.525,0.9789999723434448,577.469,549.305,0.972000002861023,634.804,669.58,0.9800000190734863,458.952,181.574,0.9940000176429749,461.892,248.46,0.9980000257492065,443.449,336.033,0.996999979019165
109,1465.066,519.211,0.9990000128746033,1465.226,559.687,1.0,1465.145,601.681,1.0,1447.783,204.518,1.0,1446.533,247.122,1.0,1452.18,286.412,1.0,1375.442,649.109,0.9990000128746033,1369.727,691.29,1.0,1365.391,732.927,1.0,509.409,430.525,0.9909999966621399,577.469,549.305,0.9710000157356262,634.804,669.649,0.9909999966621399,458.952,181.508,0.9940000176429749,461.883,248.563,0.9980000257492065,443.524,336.127,0.9959999918937683
110,1465.066,519.18,1.0,1464.205,559.82,1.0,1465.608,601.681,1.0,1455.948,204.953,1.0,1459.976,256.807,1.0,1464.454,288.689,1.0,1375.506,648.512,0.9990000128746033,1369.727,691.29,1.0,1365.719,732.634,1.0,509.409,430.533,0.9890000224113464,576.919,549.305,0.9760000109672546,634.804,669.58,0.9810000061988831,458.632,181.356,0.9929999709129333,461.858,248.629,0.9980000257492065,443.524,336.191,0.996999979019165
111,1465.066,518.99,1.0,1463.937,559.881,1.0,1465.983,601.681,1.0,1465.258,211.736,1.0,1466.128,262.965,1.0,1472.944,298.477,1.0,1375.506,648.512,1.0,1370.164,690.936,1.0,1366.306,732.132,1.0,509.409,430.533,0.9819999933242798,576.919,549.5,0.972000002861023,634.735,669.52,0.9779999852180481,458.526,181.356,0.9950000047683716,461.689,248.629,0.9980000257492065,443.524,336.127,0.996999979019165
112,1465.016,518.281,1.0,1463.934,559.881,1.0,1466.23,601.554,1.0,1472.877,218.468,1.0,1473.622,267.282,1.0,1477.376,306.057,1.0,1375.58,647.945,0.9990000128746033,1370.348,689.659,1.0,1366.351,732.132,1.0,510.606,430.533,0.9810000061988831,578.133,549.989,0.9229999780654907,634.704,669.392,0.9829999804496765,458.632,181.412,0.9929999709129333,461.677,248.771,0.9980000257492065,443.468,336.127,0.996999979019165
113,1464.487,518.106,1.0,1463.934,560.151,1.0,1466.364,601.075,1.0,1478.118,225.486,1.0,1482.711,273.603,1.0,1479.836,316.756,1.0,1375.712,648.385,0.9990000128746033,1370.42,689.659,1.0,1366.351,732.077,1.0,510.606,430.533,0.9829999804496765,578.273,553.246,0.9679999947547913,634.472,669.392,0.9829999804496765,458.36,181.412,0.9929999709129333,461.57,248.908,0.9980000257492065,443.433,336.185,0.996999979019165
114,1464.487,518.106,1.0,1463.934,560.151,1.0,1466.755,600.766,1.0,1480.698,229.421,1.0,1483.616,279.757,1.0,1487.467,320.725,1.0,1375.712,648.385,0.9990000128746033,1370.453,689.659,1.0,1366.306,731.955,1.0,510.646,430.242,0.9950000047683716,578.343,553.256,0.9829999804496765,634.704,669.392,0.984000027179718,458.36,181.412,0.9929999709129333,461.404,248.629,0.9980000257492065,443.384,336.1,0.996999979019165
115,1463.65,517.851,1.0,1463.934,560.127,1.0,1466.854,600.621,1.0,1487.484,234.301,1.0,1488.031,288.879,1.0,1488.339,322.758,1.0,1375.98,648.385,0.9990000128746033,1370.837,690.038,1.0,1366.121,731.949,1.0,510.606,430.242,0.9869999885559082,578.343,553.447,0.9660000205039978,634.542,669.456,0.984000027179718,458.634,181.557,0.9919999837875366,461.404,248.329,0.9980000257492065,443.155,336.007,0.996999979019165
116,1463.433,517.822,0.9990000128746033,1464.877,560.151,1.0,1466.854,600.621,1.0,1490.047,238.682,1.0,1489.343,291.665,1.0,1492.919,327.207,1.0,1375.98,648.608,0.9990000128746033,1371.119,690.243,1.0,1366.121,731.955,1.0,510.029,430.43,0.9959999918937683,578.343,553.447,0.9580000042915344,634.542,669.456,0.9789999723434448,458.634,181.557,0.9919999837875366,461.404,248.158,0.9990000128746033,443.155,335.952,0.996999979019165
117,1462.876,517.822,1.0,1464.935,560.342,1.0,1466.854,600.548,1.0,1495.959,248.828,1.0,1490.52,293.405,1.0,1492.919,329.107,1.0,1375.604,648.609,0.9990000128746033,1371.154,690.762,1.0,1366.031,731.949,1.0,510.029,430.665,0.9900000095367432,578.229,553.256,0.9570000171661377,634.764,669.456,0.9779999852180481,458.812,181.557,0.9919999837875366,461.752,247.077,0.9990000128746033,443.142,335.732,0.996999979019165
118,1462.876,517.851,1.0,1464.952,560.428,1.0,1466.823,600.621,1.0,1495.959,257.526,1.0,1490.52,301.666,1.0,1493.435,339.237,1.0,1375.13,648.609,0.9990000128746033,1371.119,690.243,1.0,1365.942,731.955,1.0,510.342,430.43,0.9829999804496765,576.885,550.124,0.9409999847412109,634.771,669.416,0.9760000109672546,458.89,181.559,0.9909999966621399,461.752,247.077,0.9990000128746033,443.139,335.732,0.996999979019165
119,1462.876,517.851,1.0,1465.189,560.428,1.0,1466.765,600.621,1.0,1496.471,263.469,1.0,1490.52,304.725,1.0,1493.435,342.952,1.0,1375.13,648.609,0.9990000128746033,1371.119,690.243,1.0,1365.705,732.028,1.0,510.342,430.43,0.9879999756813049,576.885,548.371,0.953000009059906,634.776,669.416,0.9779999852180481,459.097,181.695,0.9919999837875366,461.752,247.077,0.9990000128746033,443.069,335.732,0.996999979019165
120,1462.971,518.663,1.0,1465.363,560.428,1.0,1466.562,600.548,1.0,1495.959,268.217,1.0,1490.52,314.588,1.0,1493.646,350.278,1.0,1375.13,649.128,1.0,1370.929,688.85,1.0,1365.539,732.028,1.0,510.834,430.367,0.9929999709129333,576.672,548.371,0.9480000138282776,634.819,669.416,0.972000002861023,459.097,181.865,0.9919999837875366,461.633,247.258,0.9990000128746033,443.069,335.813,0.996999979019165
121,1464.979,518.663,0.9990000128746033,1465.363,560.381,1.0,1466.562,600.542,1.0,1495.735,276.399,1.0,1489.662,322.322,1.0,1492.721,362.58,1.0,1375.149,649.128,1.0,1370.929,688.85,1.0,1365.519,732.018,1.0,510.834,430.367,0.9850000143051147,576.885,548.263,0.9509999752044678,634.886,669.451,0.9729999899864197,459.252,181.865,0.9929999709129333,461.614,247.485,0.9990000128746033,443.051,335.886,0.996999979019165
122,1464.979,518.663,1.0,1465.363,560.253,1.0,1466.562,600.439,1.0,1494.969,287.79,1.0,1489.662,332.253,1.0,1492.721,368.63,1.0,1375.528,649.062,1.0,1370.929,688.85,1.0,1365.519,732.018,1.0,513.081,428.652,0.9919999837875366,577.249,548.263,0.9470000267028809,634.886,669.451,0.9769999980926514,459.097,181.865,0.9929999709129333,461.561,247.714,0.9980000257492065,443.024,335.907,0.9980000257492065
123,1463.395,518.663,1.0,1465.374,560.203,1.0,1466.688,600.439,1.0,1495.735,294.636,1.0,1490.862,341.461,1.0,1491.806,377.794,1.0,1375.528,649.062,1.0,1370.929,689.246,1.0,1365.519,731.682,1.0,513.081,428.502,0.984000027179718,577.41,548.114,0.9710000157356262,634.819,669.451,0.9779999852180481,459.097,181.94,0.9919999837875366,461.384,247.714,0.9980000257492065,442.987,336.187,0.9980000257492065
124,1463.877,518.727,1.0,1465.328,559.031,1.0,1466.748,600.439,1.0,1495.735,309.868,1.0,1491.022,354.624,1.0,1491.806,393.939,1.0,1375.528,648.753,1.0,1370.929,689.246,1.0,1365.519,731.62,1.0,514.078,428.397,0.9959999918937683,577.249,547.941,0.9639999866485596,634.42,669.397,0.968999981880188,459.091,181.865,0.9929999709129333,461.003,247.86,0.9980000257492065,442.9,336.187,0.9980000257492065
125,1463.877,518.575,1.0,1462.674,558.528,1.0,1466.807,600.447,1.0,1496.061,320.741,1.0,1492.185,367.893,1.0,1491.563,401.897,1.0,1374.74,648.753,1.0,1370.698,689.429,1.0,1365.3,731.62,1.0,514.432,428.271,0.9890000224113464,577.249,547.237,0.9570000171661377,634.42,669.195,0.968999981880188,459.091,181.565,0.9919999837875366,461.003,247.884,0.9980000257492065,442.9,336.187,0.9980000257492065
126,1463.877,518.248,1.0,1461.881,557.903,1.0,1466.807,600.447,1.0,1496.061,333.132,1.0,1492.185,376.888,1.0,1491.563,414.428,1.0,1374.501,649.062,1.0,1370.687,689.429,1.0,1365.271,731.682,1.0,514.432,428.271,0.9860000014305115,577.249,547.227,0.9120000004768372,634.42,669.193,0.949999988079071,458.943,181.617,0.9919999837875366,461.003,247.962,0.9980000257492065,442.84,336.131,0.9980000257492065
127,1463.877,517.329,1.0,1461.881,557.903,1.0,1466.748,600.455,1.0,1496.061,359.011,1.0,1492.185,398.797,1.0,1491.563,435.95,1.0,1374.277,649.298,1.0,1370.687,689.429,1.0,1364.469,732.077,1.0,514.432,428.397,0.9950000047683716,576.823,547.227,0.9490000009536743,634.687,669.186,0.984000027179718,458.917,181.617,0.9909999966621399,460.948,248.357,0.9980000257492065,442.819,336.043,0.9980000257492065
128,1463.877,517.262,1.0,1461.881,557.903,1.0,1466.579,600.481,1.0,1489.058,365.938,1.0,1488.027,410.013,1.0,1486.063,444.505,1.0,1374.277,649.298,1.0,1370.279,690.139,1.0,1364.447,732.185,1.0,514.262,428.271,0.984000027179718,576.823,547.227,0.949999988079071,634.762,669.195,0.9789999723434448,458.899,181.617,0.9929999709129333,461.092,248.357,0.9980000257492065,442.84,335.848,0.9980000257492065
129,1462.869,517.216,1.0,1464.578,558.456,1.0,1465.919,600.481,1.0,1475.525,373.711,1.0,1474.794,418.222,1.0,1469.44,452.065,1.0,1373.984,649.302,1.0,1370.279,691.974,1.0,1364.447,732.388,1.0,513.763,428.255,0.9850000143051147,577.025,547.227,0.9449999928474426,634.78,669.195,0.9800000190734863,458.684,181.756,0.9919999837875366,461.095,248.429,0.9980000257492065,443.058,336.043,0.9980000257492065
130,1462.869,516.816,1.0,1464.596,558.79,1.0,1465.919,600.36,1.0,1455.64,379.548,1.0,1452.77,423.831,1.0,1450.885,459.157,1.0,1373.984,649.298,0.9990000128746033,1370.121,691.974,1.0,1364.373,732.434,1.0,513.763,428.167,0.9890000224113464,577.304,547.929,0.9399999976158142,634.798,669.258,0.9860000014305115,458.684,181.756,0.9929999709129333,461.095,248.357,0.9980000257492065,443.058,335.987,0.9980000257492065
131,1462.543,516.816,1.0,1464.596,558.79,1.0,1465.885,600.481,1.0,1440.217,387.352,1.0,1435.276,432.65,1.0,1434.367,464.667,1.0,1374.346,647.642,1.0,1370.125,692.324,1.0,1364.373,732.471,1.0,514.262,428.064,0.9850000143051147,577.628,548.037,0.9490000009536743,635.106,669.258,0.984000027179718,458.364,181.756,0.9929999709129333,461.201,248.289,0.9980000257492065,443.098,335.987,0.996999979019165
132,1462.543,516.816,1.0,1464.578,559.149,1.0,1465.885,600.481,1.0,1434.978,395.227,1.0,1434.099,441.226,1.0,1434.367,471.787,1.0,1374.346,647.642,0.9990000128746033,1370.125,691.974,1.0,1364.372,732.388,1.0,514.262,428.064,0.9929999709129333,577.628,548.339,0.9760000109672546,635.622,669.269,0.9819999933242798,458.329,181.65,0.9929999709129333,461.406,248.23,0.9980000257492065,443.159,336.132,0.996999979019165
133,1463.012,518.592,1.0,1464.596,559.37,1.0,1465.885,600.607,1.0,1434.978,408.843,1.0,1434.099,448.137,1.0,1434.367,487.826,1.0,1374.346,647.699,0.9990000128746033,1370.125,691.474,1.0,1364.248,732.388,1.0,514.607,427.029,0.9940000176429749,578.558,549.073,0.9710000157356262,635.895,669.258,0.9860000014305115,458.204,181.448,0.9929999709129333,461.559,248.117,0.9980000257492065,443.229,336.132,0.996999979019165
134,1463.012,518.592,1.0,1464.088,559.37,1.0,1465.781,600.607,1.0,1434.978,422.413,1.0,1434.099,469.91,1.0,1434.433,500.963,1.0,1374.346,647.699,1.0,1369.989,691.474,1.0,1364.061,732.471,1.0,514.607,427.029,0.9810000061988831,580.395,550.53,0.9340000152587891,635.972,669.17,0.9909999966621399,458.204,181.44,0.9929999709129333,461.622,247.936,0.9980000257492065,443.229,336.163,0.996999979019165
135,1461.67,518.592,1.0,1463.663,558.679,1.0,1465.703,600.607,1.0,1441.32,435.022,1.0,1438.757,479.771,1.0,1437.605,505.08,1.0,1374.285,648.327,0.9990000128746033,1369.769,692.017,1.0,1363.91,732.361,1.0,510.237,428.772,0.9940000176429749,580.395,550.53,0.9660000205039978,635.972,669.17,0.9909999966621399,458.212,181.402,0.9929999709129333,461.622,247.923,0.9990000128746033,443.159,336.185,0.996999979019165
