scorer,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,head,head,head,middle,middle,middle,tail,tail,tail,head,head,head,middle,middle,middle,tail,tail,tail,cup_h,cup_h,cup_h,cup_m,cup_m,cup_m,cup_t,cup_t,cup_t,pitcher_h,pitcher_h,pitcher_h,pitcher_m,pitcher_m,pitcher_m,pitcher_t,pitcher_t,pitcher_t,tap_h,tap_h,tap_h,tap_m,tap_m,tap_m,tap_t,tap_t,tap_t
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,5.209749029096413,3.251483486892933,50.87719149332422,5.103157424165821,4.36761129225262,49.92003152666024,5.04295494278876,5.27729462137131,48.30577503568185,,,,,,,,,,2.6626989001167507,6.19053825233329,44.71302755556624,2.5006443658839346,7.921483681151803,47.48083558780795,2.4440767555293967,9.075201839762954,48.096873230864404,-18.23171992784119,0.26680912122299383,39.03435439068133,-17.89790372131428,3.379238364266008,42.311649549929335,-17.883265244478533,7.021026126075504,45.61835282021498,-15.985327543175607,-4.732940351330988,32.333645903922736,-15.674514085997114,-3.382384876099955,31.6318038506529,-15.539385277035452,-1.6198537008545912,30.55104956118595
1,5.20878054560908,3.267188385723868,50.905758409199244,5.094504889664221,4.34608207791215,49.78113419835907,5.0350604686148195,5.261371232655693,48.145708980806354,,,,,,,,,,2.605168673894267,6.114952963831255,43.99925116436828,2.503836748419064,7.9671313114254305,47.75494853791787,2.4387226622629083,9.100519965143361,48.24431010359073,-18.280180075447753,0.2628413590242124,39.14494317047657,-18.83265177382366,3.5516663991439237,44.4317814448615,-17.863671041303622,7.02820707630563,45.59913753296457,-15.966530778433,-4.729197387989467,32.303514250907924,-15.649175766707838,-3.3749451698361534,31.582025276469388,-15.539374955793056,-1.6199481703159848,30.5512383090383
2,5.203571958200305,3.2458980669020177,50.441412798387745,5.105053036043033,4.380855681523625,50.16690849313193,4.969142891084524,5.250330752467796,47.7779427120672,,,,,,,,,,2.583924402189672,6.087954692274834,43.782403201489345,2.4325824110242205,7.7104139720445275,46.87521545901485,2.3775462692018694,9.005782787147522,47.620623819317586,-19.28264976652139,0.24695900740837212,41.28233515006891,-19.43735448372658,3.7481291280993743,45.51542104690128,-18.62376960762525,7.294001206490741,47.522287897199874,-16.048886868741956,-4.724925143814498,32.414427205153004,-15.568620120271412,-3.380400083044193,31.51259065314988,-15.379400229544839,-1.60602229309782,30.281514743669113
3,5.178610016765642,3.2082665215969444,50.272567484486714,5.061838431080776,4.27888545788547,49.12486216682272,5.035424962691184,5.327776657738869,48.520276236699914,,,,,,,,,,2.5742944840972983,6.09405152399612,43.76146911315804,2.4260031332022174,7.762316748495558,47.12087518165371,2.3911188443099087,9.036163588732489,47.81518243331438,-19.385123581326372,0.2358378059041022,41.38686883300274,-18.717719383407612,3.571984654173337,43.82149039594276,-18.582029422024323,7.327081960261719,47.82186729722202,-16.001172797872066,-4.719759692290029,32.3331324818842,-15.516201069637374,-3.3705441399308405,31.417415225563797,-15.361903099272267,-1.5996535121580757,30.247199668657803
4,5.192148087823565,3.2191429522252415,50.550919062585194,5.098209704034212,4.330497670470269,49.699827048988155,5.05010599776374,5.376401690311932,48.94143705180826,,,,,,,,,,2.6039582563777217,6.204379492829915,44.41980490831429,2.4191221479436242,7.803068396669226,47.300562385899994,2.378819535722339,9.064846616828742,47.90093393147914,-19.392960740163087,0.24780830351447708,41.43922483908258,-19.51889856282236,3.734038255071629,45.709792930414025,-17.79382850871371,7.029317186483167,45.83317176881134,-16.054512959304216,-4.7313007394424496,32.4305562268419,-15.491468039114073,-3.376449139650262,31.37726689702371,-15.406753941283892,-1.6126157639800425,30.333842142584224
5,5.256695383240699,3.247397055389818,50.98529224891631,4.991159632425706,4.240915261324911,49.13180475905414,4.9782673093760295,5.270500089018996,47.77744452328835,,,,,,,,,,2.4977211716774477,6.093839067340249,43.369012727821236,2.355181620500556,7.62798546999561,46.769926947935026,2.322135454766723,9.062241705337884,47.73672745140572,-19.480219757754313,0.2440538007503859,41.83649615883538,-19.42415436177459,3.6938215438935864,45.66377546897218,-18.272051395449665,7.221614924249546,46.91317345053768,-16.134852816152577,-4.777151982772189,32.58352580370149,-15.343029234940083,-3.3378384376592827,31.175822179839436,-15.439133444516592,-1.6134198238858373,30.354641147306264
6,5.2247325164019545,3.2583391348713375,51.130273105606626,4.966154491881652,4.231745931543976,48.61458335025041,4.964244601408002,5.2295135056489945,47.43886642290289,,,,,,,,,,2.5231864399245194,6.085425032934112,43.35053122685597,2.3365513228059527,7.70414881725374,47.16976069036006,2.30925107220264,9.066310183089149,47.74680744609727,-19.685914408435874,0.25190052938756863,42.2222722406505,-19.61281954650399,3.689666207697822,45.955339436123374,-18.60473610029904,7.35896408300669,47.893092571106784,-16.15271660549633,-4.784287499784092,32.60485257608992,-15.3116462540575,-3.3273416012543113,31.120061617737015,-15.431271188407395,-1.6134938356027777,30.341088650092708
