,Time,x,y,z,Rx,Ry,Rz
0,0.016662139385275197,-76.05766235888788,-323.96044131027355,-1839.9498665321707,-0.554966184317224,1.7580961892120712,0.5398192044403827
1,0.06664855754110079,-77.81230583403044,-321.7283335539257,-1845.2736649624683,-0.5689933788254256,1.7862386025033756,0.5381319708809663
2,0.11663497569692638,-79.566949309173,-319.4962257975779,-1850.5974633927658,-0.5830205733336271,1.81438101579468,0.53644473732155
3,0.21660781200857754,-82.45615070501543,-313.8905787316154,-1862.395233421468,-0.5991251650766597,1.8821700422982426,0.535229648196892
4,0.31658064832022875,-86.05513734201514,-307.42945410882703,-1877.6548137319073,-0.6184950697242851,1.9646396152582473,0.5434230718080097
5,0.3665670664760543,-87.63691492639003,-304.02861229963025,-1887.727698541254,-0.61539496536458,2.020378107290256,0.5434267715270659
6,0.4665399027877055,-92.18795820077946,-298.0816500402131,-1909.923067066074,-0.5808002528334718,2.1390877714437986,0.5387819539945402
7,0.5665127390993567,-98.56012306524951,-287.62452079949264,-1937.672822448705,-0.5503805135828258,2.2751052863973924,0.5744907548429424
8,0.6164991572551823,-101.74690659431113,-280.3367125325434,-1953.3247246547082,-0.5325281967304513,2.3534576380037233,0.6027715071741551
9,0.7164719935668334,-105.94821121942272,-263.61839549704644,-1986.9131270390412,-0.46987325722735407,2.510480340642603,0.6591967369482491
10,0.8164448298784847,-107.29665727727743,-245.96030451970998,-2019.6537409860139,-0.38086052639815066,2.678919188810505,0.7246538864473228
11,0.8664312480343102,-105.0011598675309,-236.59044456227122,-2034.8165462792945,-0.3412219039479609,2.7403176633491837,0.7410815293096434
12,0.9664040843459614,-99.08026939968899,-218.78769618489258,-2061.58820560765,-0.2576818511331036,2.8473913925678245,0.7522096989923226
13,1.0663769206576126,-92.76095382147493,-202.13735333091063,-2083.7192328985475,-0.21144023676264043,2.9221935063980644,0.7458314474260037
14,1.1163633388134382,-90.56423082496167,-194.63485283585368,-2093.5446829278635,-0.18401167694609352,2.9696795754098835,0.7404469531827192
15,1.2163361751250894,-84.32880403170468,-180.06865593698603,-2109.984446311296,-0.12969199108271134,3.04453149104687,0.7270302855618567
16,1.3163090114367404,-75.22350047920673,-164.17263457921217,-2123.8331950672437,0.06585218170586471,-3.0224562199673546,-0.7128359205081496
17,1.3662954295925662,-70.13312087350238,-156.74458743759976,-2129.3844498863104,0.043084890948408124,-3.0101134834160765,-0.7070828645564051
18,1.4662682659042172,-62.51260670986653,-144.3933969201591,-2139.4188239610407,0.03048272611805097,-2.993178183600131,-0.6945029837461659
19,1.5662411022158687,-57.4129381791298,-136.752434200299,-2147.7943066275584,0.029567186898030444,-2.9887563698814748,-0.6765487610228853
20,1.616227520371694,-55.48695240020743,-134.56444277233408,-2151.5439032275153,0.027984506853370946,-2.9892247699907455,-0.6657732083687872
21,1.7162003566833455,-52.3690589911063,-131.5304193446558,-2157.6245327890083,0.03738882252943504,-2.99814378330938,-0.6517175726426915
22,1.8161731929949965,-49.00404754180544,-129.31229670964342,-2161.4857059968,0.03672024293106235,-3.0136368340562996,-0.6413723027202942
