scorer,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,pitcher3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,tap3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d
individuals,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,tap,tap,tap,tap,tap,tap,tap,tap,tap,tap,tap,tap,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,tip,tip,tip,top_handle_inner,top_handle_inner,top_handle_inner,top_handle_outer,top_handle_outer,top_handle_outer,bottom_handle_outer,bottom_handle_outer,bottom_handle_outer,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,top_left,top_left,top_left,bottom_left,bottom_left,bottom_left,bottom_right,bottom_right,bottom_right,top_right,top_right,top_right,center,center,center,top_left,top_left,top_left,bottom_left,bottom_left,bottom_left,bottom_right,bottom_right,bottom_right,top_right,top_right,top_right,center,center,center
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,22.351598504790157,-23.93235218464773,829.5052153796786,17.4188798201669,18.45613215552415,786.62109893649,-41.01265561221381,21.81501176406525,794.0664450346585,-36.75932868337219,-21.99545145528531,822.6273752473347,-11.532490040225968,-26.622788401232146,881.561340595261,-9.328937183827753,-40.262607130534676,879.7313713716774,,,,,,,117.73891229333648,60.7286311716869,623.0698738928835,17.47746631808878,114.98220853975046,573.8715177410655,-9.777504857830493,140.7069395094309,578.1860712574253,1.987949593177143,188.21402390917007,627.7767996269212,,,,309.7859591477658,-102.86896277306789,514.0040428487404,294.6384901427786,-107.5758102374214,506.5398233715843,294.74499628541116,-128.37348219273045,537.4999864102742,-264.0676930412137,-85.27869198186143,899.0050154345892,,,,-230.0448261644368,-89.97393182550539,979.6043935970956,-279.8250779722728,-123.43733556762092,970.3533976833066,-259.43365846121253,-93.16949202735726,968.8705217208311,-229.56375170798432,-154.6987828700467,1001.3958435277193,-234.8496910571228,-97.76265346904046,1001.757642097336,-184.76856320536382,-87.772423098231,969.1229715196016,-187.07076982862012,-147.48239864080682,996.1063192463627,-202.62228154994895,-116.89048688193314,964.139998687242
1,22.450830124728558,-23.904949665829886,832.0369275107531,18.677560433464535,18.522114012489176,781.9153521962152,-40.96404969791672,22.548846953361846,799.4408129627151,-36.70570108054692,-19.96499748339455,822.2970039664245,-11.392360602924043,-26.522953994392108,881.6140166615926,-7.5975888350741245,-39.30620693315449,872.108086196238,,,,,,,117.76149429537071,60.816667657185526,622.9317803086052,17.483396518269767,115.02122263375519,574.0662354945697,-9.776847867336349,141.04949363677252,578.1866170750358,2.800489717821781,188.32911649284657,627.2672280396067,,,,309.78656083605125,-102.74477595525782,514.0049179104309,295.10126733162474,-107.43161059355384,507.33863261476546,294.95966263837937,-128.46697815567964,537.8914541647827,-262.8308617524787,-83.97147188578386,896.1762634835392,,,,-231.21363094861823,-90.04448024145908,985.0223037885427,-279.82168976511235,-123.23648449586766,970.3416390342896,-259.4310158267803,-92.9823825770162,968.8604216809977,,,,-233.94287985390702,-97.52440812865298,999.8200059260967,-184.85805437998064,-87.73608653583626,969.5927438762834,-187.90431212261802,-148.0690297000194,1000.5444930945367,-201.83402092043022,-116.3740717361468,961.8630317043499
2,22.450486776269912,-23.758778719724393,832.0352658616176,19.424949199536165,18.58899586289828,783.0387144507288,-40.813193938527064,22.669894827377,799.4732105984042,-36.70581970812618,-19.439841507235393,822.285012999584,-11.399089427374708,-26.48109523775703,882.1267977011115,-6.755156924249015,-38.315578619037346,869.9356363824644,,,,,,,117.78197040848679,60.73638767162967,621.3964032095757,18.597653184239995,113.96747652566135,568.3834180904327,-9.807274812246332,142.04595276380607,580.0376808229227,2.913259024186972,189.42456714269144,627.2524433920646,,,,309.79330416850195,-102.71732517495253,514.0160190531803,295.8408831841122,-107.65614282546164,508.61059488728347,295.27711807017033,-128.5981536239654,538.4704385580688,-262.4387804158774,-83.7650347006486,895.255264327334,,,,-231.21798787452423,-89.99692701111951,985.1787255184126,-281.1385639983727,-123.79770706089882,975.270429539002,-259.7386070763813,-93.09262601554747,970.0091393346275,,,,-231.3539308814467,-96.79100729688031,992.6081455345459,-185.07646450907933,-87.83766945602248,970.7383292964824,-187.90431212261802,-148.0690297000194,1000.5444930945367,-201.81568784261333,-114.34387668862888,961.7699045633915
3,22.68590505976639,-23.557834400369206,830.020214705747,18.817149711258846,18.50454596467995,787.783087875262,-40.96379911296152,22.979062422696103,802.4225689094907,-36.64900077617887,-19.319004517933035,820.1173339999466,-11.23857805758391,-26.44857051001522,881.0479326826522,-6.7208935476625715,-38.07847344116635,870.3073175176668,,,,,,,117.81825331500552,60.755097603796614,621.5878252713484,18.59763703142929,113.96121587791905,568.3836651626737,-10.168842429485169,142.85732000433953,581.8323769059384,2.947204917740512,191.1980851661259,632.7564073405315,,,,310.09048865072856,-102.82975786487133,514.5786086969326,296.29785309307755,-107.97576715877032,509.6935868280656,295.6302126765548,-128.61099349203695,539.1859503884666,-262.4116780033209,-83.87389238749286,895.1937507479004,,,,-230.7274400653615,-89.66953754859544,983.9326698884979,-281.13995677133164,-123.87825427418265,975.2752343024399,-259.7386070763813,-93.09262601554747,970.0091393346275,,,,-231.24155629872797,-96.74114415965542,992.1806145127,-185.74896037904358,-88.07518347969697,972.896716010056,-188.02404617744702,-148.1340199265935,1000.9341230018935,-201.81608120163722,-114.45805821049082,961.7732385360413
4,22.68590505976639,-23.557834400369206,830.020214705747,18.901327585904248,18.5873254172241,791.307208535253,-41.01437863176812,23.232503155346272,803.4019418774948,-36.81628362275368,-19.081848938365795,820.7857528227544,-11.127770053991956,-26.518962945389355,879.8378905591726,-6.685342001613935,-38.00555067314462,870.0611340490091,,,,,,,117.8454063623077,60.78802702306059,620.7424416831645,17.663905145300077,115.09487927401523,574.1860043712871,-10.33183885000803,143.18945583570377,582.3731936329226,3.045154228300199,191.3747668505712,633.3110732833468,,,,310.34766517753746,-103.05700057407167,515.1222522640061,301.2631473108744,-111.92910322178022,524.082575807892,296.31270666264265,-128.5001170772952,541.1817129431239,-262.2193136513849,-83.73969542367703,894.842291319188,,,,-230.611388087996,-89.57033213188424,983.6054654438824,-281.3211368168781,-123.89892450664507,975.9037857478949,-259.8658027379458,-93.41193946520201,970.3395676564576,-231.44572462498996,-155.50633352919306,1008.3963698268296,-231.24484977962794,-96.95931147431396,992.1939575933471,-187.67372862361356,-88.89919962521947,981.9975597160238,-188.02476759584735,-148.19737046196786,1000.9376981171754,-201.7886962452087,-114.35772617389577,961.5122769904372
5,22.71796405694537,-23.444026426969494,826.0358583200996,18.47546612170046,19.43002922211142,830.4461718051951,-41.01600452191015,22.916835036176035,803.4174737834367,-36.815903561640425,-18.966174977266412,820.7717936604873,-11.044013134886823,-26.53647132673689,879.2761652504443,-6.626207771526675,-37.92090947819393,869.6526617023434,,,,,,,117.94982020543495,61.002895585254656,620.9051272323529,17.664897953965617,115.05498158380541,574.2208364404331,-10.335455755876303,143.2531353703825,582.5736967097864,2.9517695053075745,191.43673072893907,633.8198184362377,,,,312.7928763854339,-104.47097493048854,521.4831777468911,301.1209318292312,-111.87626552335152,523.8351752990426,297.21406668957815,-129.01934277101185,543.3168607642286,-262.2193136513849,-83.73969542367703,894.842291319188,,,,-230.36413956733767,-89.46601967717254,982.7753420111766,-280.421239776601,-123.72519098927951,974.8028977856499,-259.86242728235186,-93.18943101240531,970.3269588379031,-231.4996223320677,-155.71341439647006,1008.593537659668,-231.16949987295112,-96.94573178441154,991.8160379113061,-188.11001645638865,-89.1414406957739,983.9089011236275,-187.71875187334481,-147.95827748819693,999.1832676813264,-201.9631247038017,-114.48930382218222,962.035354830945
6,22.57431777797214,-23.893821492521298,825.9032894796297,17.85843978929593,19.461380679334383,841.3174228107172,-40.34310304675349,23.114990582566328,799.3190123756971,-36.8167359406593,-18.762317434638774,820.7804565173909,-11.12798629739999,-26.594316205275213,879.8582487517923,-6.607112491871222,-38.12053166755219,867.2121522133164,,,,,,,118.13949339074428,60.90583277013743,620.6051577583393,17.663957118255478,115.08173336823855,574.1860383126398,-10.34067837274936,143.58466340765332,582.860056837875,2.9481115687224118,191.13087012667796,633.0498004052936,,,,312.8430925096584,-104.55705504423612,521.619630945356,301.11508716632784,-111.99765128445549,523.9028097070876,297.21407458435584,-129.0071002044922,543.3168203371066,-262.70888070655434,-83.89923657796282,896.512961874996,,,,-230.0930147905672,-89.36072353752066,981.618674373209,-279.47151850950587,-123.36508057386882,972.6045976185753,-259.86132522283765,-93.11391477927768,970.3227906863758,,,,-230.58062615030613,-97.02728883015816,989.7907140043122,-188.40561375482412,-89.10940671577954,984.8515754564179,-187.6583687074792,-147.9356341780475,998.987119243769,-202.70664059146458,-116.1623748418059,964.2860539512811
