,Time,x,y,z,Rx,Ry,Rz
0,0.01667346374501992,-89.20357428256229,-270.59804088627544,-1827.1839168938325,-0.44714443054325415,2.269742124577917,0.618418658151156
1,0.06669385498007968,-92.14710989768635,-263.452328704051,-1837.722999672214,-0.40049586260578907,2.373903675080277,0.6097066820953159
2,0.11671424621513946,-95.09064551281041,-256.3066165218266,-1848.2620824505955,-0.353847294668324,2.478065225582637,0.6009947060394757
3,0.21675502868525898,-97.91822205958938,-242.1487980574307,-1874.4687548118434,-0.2465575630158991,2.6668039486898785,0.5670986399217705
4,0.3167958111553785,-98.8882270064708,-228.10533603689854,-1906.3517746907241,-0.17690763757565392,2.7870032062351284,0.5212042340193338
5,0.3668162023904383,-98.95462776575765,-220.52147607577345,-1923.3981414264022,-0.15202437359004395,2.8300759180267243,0.500838785616267
6,0.4668569848605578,-95.84148784506115,-203.9412469824906,-1957.188536064296,-0.12431981298749277,2.872159824552085,0.44772737684026687
7,0.5668977673306773,-91.31882476746523,-186.0278716145729,-1989.8814906315115,-0.09574440220747653,2.8983997537255206,0.4112119396123396
8,0.6169181585657371,-89.6787686696025,-177.42787977985157,-2006.5491004084847,-0.07367422515131564,2.9225892681301837,0.39055992754014324
9,0.7169589410358567,-84.21687893972582,-160.99201100868564,-2037.4444794655635,-0.0714468788237972,2.923793924419571,0.35224986664703284
10,0.816999723505976,-79.46124768065934,-147.80348445988773,-2063.599542973609,-0.07087491068145076,2.926623538326303,0.3177099390665189
11,0.8670201147410359,-76.391237267631,-142.0213391153011,-2074.8328576675376,-0.06521684322511395,2.92800562192265,0.30002409029637844
12,0.9670608972111554,-68.26350645732579,-131.39316413122407,-2094.6687320781784,-0.02913007632241823,2.92676255578729,0.2779880658203097
13,1.067101679681275,-62.339426802933666,-124.15641056458874,-2110.375061943096,-0.009153598142287396,2.932329637401362,0.26058782082002324
14,1.1171220709163345,-60.678678109351324,-121.04469533104304,-2116.8961645707773,-0.004671053003322745,2.9408624133190773,0.25749994046206437
15,1.2171628533864542,-57.46019165846391,-115.8455468941773,-2128.266003564748,0.016107496951866848,2.960424131621475,0.24208147076753406
16,1.317203635856574,-53.950335894315465,-112.20336676080515,-2136.577759166253,0.025287006815491953,2.9655896744545207,0.2271251472145106
17,1.3672240270916336,-53.12329488541501,-111.02633498093215,-2139.819334736947,0.031093705926853937,2.9711011672429115,0.22011430509934754
18,1.467264809561753,-53.28766208598238,-108.02053084477497,-2144.260432239137,0.027616887212756125,2.9857428917126834,0.2119902496595825
