scorer,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_tapJan29shuffle1_50000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_cupJan29shuffle1_150000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_teabagJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000,DLC_dlcrnetms5_make_tea_pitcherJan29shuffle1_200000
individuals,tap,tap,tap,tap,tap,tap,tap,tap,tap,cup,cup,cup,cup,cup,cup,cup,cup,cup,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1900.639,77.362,0.9079999923706055,1865.917,48.563,0.996999979019165,1851.726,9.605,0.847000002861023,679.355,694.581,1.0,695.843,719.008,1.0,708.829,763.341,1.0,681.895,626.114,1.0,685.804,662.367,1.0,,,1.0,1349.65,717.61,1.0,1359.612,781.382,1.0,1366.506,834.788,1.0,1788.262,462.263,1.0,1754.477,529.28,1.0,1751.02,599.056,1.0,1712.207,653.935,1.0,1687.054,715.357,1.0
1,1896.932,81.837,0.9940000176429749,1865.836,48.698,1.0,1851.655,4.277,0.3840000033378601,679.522,693.413,1.0,693.994,722.002,1.0,709.705,763.606,1.0,681.975,625.752,1.0,688.189,667.417,1.0,,,1.0,1349.78,718.691,1.0,1359.913,778.829,1.0,1367.644,835.098,1.0,1789.344,462.682,1.0,1757.758,529.382,1.0,1733.232,588.252,1.0,1710.859,650.775,1.0,1686.054,717.122,1.0
2,1896.235,79.958,0.9959999918937683,1862.516,50.042,1.0,1845.228,3.617,0.22300000488758087,679.895,692.851,1.0,694.527,723.347,1.0,709.712,764.129,1.0,681.845,625.454,1.0,688.143,667.422,1.0,,,1.0,1349.26,719.078,1.0,1359.068,778.448,1.0,1366.226,835.108,1.0,1791.984,460.483,1.0,1753.303,524.634,1.0,1730.778,586.37,1.0,1707.708,646.622,1.0,1682.133,719.006,1.0
3,1896.43,79.915,0.9959999918937683,1862.288,50.312,1.0,1845.231,3.551,0.24500000476837158,679.541,693.35,1.0,693.752,723.606,1.0,707.974,763.922,1.0,683.283,626.294,1.0,685.969,667.932,1.0,,,1.0,1349.661,718.729,1.0,1359.032,774.082,1.0,1366.798,835.823,1.0,1792.52,458.632,1.0,1754.593,522.895,1.0,1735.728,586.236,1.0,1708.403,644.69,1.0,1680.788,717.966,1.0
4,1897.015,81.177,0.9959999918937683,1862.619,51.456,1.0,1852.086,4.114,0.4230000078678131,679.593,694.051,1.0,692.172,723.683,1.0,707.449,763.789,1.0,682.275,625.973,1.0,688.377,667.94,1.0,,,1.0,1350.565,719.088,1.0,1359.381,777.639,1.0,1366.309,835.453,1.0,1794.424,461.139,1.0,1761.506,527.698,1.0,1735.927,587.854,1.0,1707.332,651.974,1.0,1682.193,719.458,1.0
5,1896.844,83.167,0.996999979019165,1863.698,50.304,1.0,1852.414,4.14,0.5090000033378601,680.105,693.828,1.0,692.26,723.031,1.0,708.399,763.703,1.0,682.361,625.705,1.0,689.319,667.187,1.0,,,1.0,1350.729,719.232,1.0,1359.67,773.457,1.0,1366.33,835.614,1.0,1796.388,465.577,1.0,1761.519,527.814,1.0,1734.766,587.257,1.0,1707.854,650.655,1.0,1687.318,717.924,1.0
6,1897.05,82.992,0.9959999918937683,1862.045,50.838,1.0,1851.396,4.061,0.3310000002384186,680.806,693.517,1.0,696.34,719.452,1.0,707.698,763.493,1.0,682.977,625.584,1.0,685.691,662.535,1.0,,,1.0,1351.214,718.672,1.0,1359.941,774.129,1.0,1365.457,835.44,1.0,1796.394,466.366,1.0,1758.648,527.517,1.0,1734.377,586.185,1.0,1707.497,647.744,1.0,1686.006,718.183,1.0
