scorer,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,head,head,head,tail,tail,tail,head,head,head,tail,tail,tail,cup_h,cup_h,cup_h,cup_m,cup_m,cup_m,cup_t,cup_t,cup_t,pitcher_h,pitcher_h,pitcher_h,pitcher_m,pitcher_m,pitcher_m,pitcher_t,pitcher_t,pitcher_t,tap_h,tap_h,tap_h,tap_m,tap_m,tap_m,tap_t,tap_t,tap_t
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-21.675921809569058,7.979429177957568,47.731478971496294,-20.135215612151477,7.2619625165197075,47.87392979800475,-19.979255489064403,5.3039135429264475,47.23742193760641,-18.974724682427347,6.29824223634578,47.4488389251508,-21.680137998984872,-0.8413800270789474,52.870652117547394,-20.16677732811799,0.5290126904083436,51.52993730729507,-19.90914049796921,1.5537397823561028,52.902362133815465,,,,,,,-11.861430792577288,2.724572242686462,53.69281178605761,-17.983727247193144,-8.658396574618658,37.50736657894949,-16.745804190707695,-7.141077850887988,37.05200283256987,-17.884846706778706,-5.705349925849361,40.83723593731697
1,-21.660926233591688,7.975026502116989,47.70267606096324,-20.03922006326563,7.22436492763788,47.64587685812338,-20.072500710019213,5.311024506000682,47.47057969096413,-18.98704676083172,6.300024833524147,47.47630754100228,-21.72785025717583,-0.8395143413678731,52.97031178964721,-20.220111745214233,0.5251862988148478,51.66036503395142,-19.78564718494082,1.5524927976376044,52.606125889909336,,,,,,,-11.921382310619586,2.7377532917753724,53.89798687535654,-17.974838176517746,-8.656348605600453,37.488363854053716,-16.751229046964095,-7.140986223175416,37.06247869148466,-17.88568340638644,-5.705450655696604,40.83941419285616
2,-21.255734334585174,7.792110997741892,46.80862643742802,-20.06238341410642,7.211739847821576,47.66874581927893,-20.27856434116643,5.374630817070113,47.806754101530956,-19.006617350857653,6.312887177177029,47.52895075520822,-20.874827293704303,-0.8617854582419241,50.96462011107003,-21.019031317809752,0.3253602576018459,53.22046597243249,-20.096030506763526,1.5557335749241377,53.32336265641901,-11.23778195987053,-4.569781500417523,46.86058593223272,-12.030075443040948,-1.6213268450776641,49.98389875886107,-11.939783660543139,2.7320017695836265,53.96148226346865,-17.674362309420726,-8.542200887308988,37.0388292723098,-16.823109296392474,-7.16322289149644,37.21097752280147,-17.71551310383391,-5.629777806513716,40.42793902629496
3,-21.231210824768763,7.787492277499748,46.755368632245016,-20.035127218913235,7.203751626974918,47.6168640066423,-20.17480586622515,5.358182000293815,47.602348260909764,-19.0200371282335,6.3182939928555255,47.568972549036445,-21.114184150768864,-0.8786302471912631,51.48057534788365,-21.01964035292323,0.32222085230504327,53.22436507674279,-20.14889922880925,1.5551481748681235,53.490734791504615,-11.24620296900221,-4.566709211721978,46.862571499163685,-12.000050215336088,-1.6289650247173897,49.980371866119555,-11.86285225696782,2.71117781040655,53.638050120123644,-17.71942645557948,-8.535018064346245,37.13630358436886,-16.79296207671582,-7.152009680576489,37.15818572506022,-17.693951212584913,-5.6218663952542585,40.38946873662272
4,-20.507639091660828,7.520632546567398,45.33448502453707,-19.85852361592563,7.1405571512432715,47.24022518631454,-20.191684213875842,5.3623342717835225,47.51002344004389,-19.069600035676146,6.35704265719094,47.707514818502226,-21.062270274755136,-0.8782750190734787,51.49794574477799,-20.904474158285034,0.33745438808299494,52.98678062437891,-20.25400855815435,1.5395940554243732,53.58941995127154,-10.649012277927307,-4.323082545468162,44.42479488943219,-11.693845864768583,-1.5544006321060495,49.48833647361075,-12.143061377887287,2.7898343165592148,54.70231045049581,-17.86287762648432,-8.601279841531735,37.41727438896551,-16.83817452365986,-7.156928414684275,37.24941098803183,-17.668579380135743,-5.607267105773292,40.310912784293905
5,-20.935162523754,7.713377304777235,46.281701534725144,-19.925216325497157,7.172675236345336,47.41443972391306,-20.38296032051164,5.44707636627083,47.94655039973302,-19.086051810251856,6.388759651276822,47.69177238479564,-21.047915260974264,-0.8689713845459934,51.43303315043585,-20.897200377064994,0.32650393142359024,52.97963194284612,-20.344093257745655,1.5357637391558703,53.824845322264075,-10.639471341545597,-4.323567596009835,44.423609699025924,-11.372981472233041,-1.5134852740138658,48.14898356378042,-11.992810892894681,2.7777329829453774,54.06478065637589,-17.861367680080516,-8.595477874702746,37.41167660473517,-16.83313579003473,-7.155461767103459,37.241200606669416,-17.66256459185727,-5.605759812775043,40.299576588022546
6,-20.95655203800732,7.720588061320197,46.33724781344607,-19.9710465064492,7.1767332981284415,47.50101281898486,-20.475542097459552,5.473988245534791,48.179997911348536,-19.11060411345179,6.385417580287023,47.79997595756521,-21.52580329078637,-0.9168472409743651,52.59501484825678,-21.03980246981958,0.31482126509408376,53.3461056202327,-20.45061024373969,1.5296180414645975,54.11391170368535,-11.088397181361552,-4.519934147036136,46.28633708975648,-11.398812138275055,-1.513487129048986,48.237290919974775,-12.12518691075949,2.7855582809263044,54.61054604155896,-17.842749381695224,-8.58970397626957,37.37125846094735,-16.83826067308231,-7.157299020546419,37.25157826255688,-17.65817516774237,-5.606177907445774,40.29368408732553
