scorer,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D,make_tea_3D
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,head,head,head,tail,tail,tail,head,head,head,tail,tail,tail,cup_h,cup_h,cup_h,cup_m,cup_m,cup_m,cup_t,cup_t,cup_t,pitcher_h,pitcher_h,pitcher_h,pitcher_m,pitcher_m,pitcher_m,pitcher_t,pitcher_t,pitcher_t,tap_h,tap_h,tap_h,tap_m,tap_m,tap_m,tap_t,tap_t,tap_t
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-15.968494738827093,5.149472500572074,37.451685686388,-16.11634424787907,5.686625213422232,40.252158136050134,-29.720583876891165,9.14470886878787,65.34318820646807,-24.95617893680397,8.435354939960536,59.27316316471177,-16.042459730738273,-3.633538988070029,59.47975839966231,-16.926909346583745,-2.4976906718665037,62.715467772132875,-16.013902957071565,-0.8465497718079938,60.29999374187661,-22.4581487534193,-3.6657432818794193,47.97338220491135,,,,-20.420966173577295,4.078614987208293,51.76736603649422,-17.558482472791386,-8.496029172937801,36.83388460778722,-17.118183574262932,-7.283898780518067,37.70146305474887,-18.00215122067473,-5.756342157901859,40.952398104572566
1,-16.078079757437887,5.145292569779783,37.560866013447345,-16.10102064499221,5.67427832651818,40.14422896839132,-30.865981071909573,9.439918274095614,67.65330687195605,-25.409266654459827,8.553842298483902,60.23058715648187,-14.133044253661406,-3.1871593969949177,52.029927699158904,-15.86555115836407,-2.378659598466077,59.8867534348279,-14.928316132729933,-0.7726695598770612,57.259320561868826,-21.918289149589665,-3.571880269046026,46.968462146944574,-20.81654758483027,0.03878867776033908,48.838232677584806,-19.023507704762082,3.847774536021452,48.87024725598886,-17.673311833394607,-8.503634486506801,37.036518144941084,-17.102185246051462,-7.262756958637316,37.67407180966071,-17.930011036431992,-5.70282464345761,40.807983282993376
2,-15.897704274164479,5.101214971626541,37.26049424228343,-16.079219273607077,5.667988821936156,40.09708500678315,-30.600075351480623,9.38639358347431,67.12314558714735,-25.393456251589175,8.545259886616423,60.219447726666395,-14.093846726510467,-3.180829413262626,51.93843174078215,-15.87120622203328,-2.4031411602543455,59.887433813031734,-14.993999028080207,-0.7707043514964794,57.53060348021826,-21.984047402213474,-3.581635407780198,47.09339014992531,-19.61498251517009,0.028209988124342986,46.39214051247615,-19.26528264289471,3.8769054461899293,49.14149365122155,-17.674878374289538,-8.504082602552415,37.03461100235407,-17.117220982344207,-7.269917200276177,37.70131809277127,-17.94623349289223,-5.705584475108333,40.83500789715493
3,-15.933613363915397,5.1091467437527305,37.33799932492432,-16.09695808471746,5.67576683684601,40.139318296198496,-30.48628908314328,9.355499858610026,66.88104622154839,-25.413246399713557,8.545084572752112,60.24752466759934,-14.04033068498898,-3.171085334336304,51.77592752168101,-15.898613617448142,-2.38665042479396,59.94243922599155,-15.04369877196127,-0.7672037007550823,57.70185952511256,-21.945905897562866,-3.574790923842628,47.027687208004586,-19.291619108790005,0.04254784807546214,45.74550760974863,-19.950789434882214,3.9968239328149497,50.87563891856938,-17.674723294596983,-8.504483258226998,37.03449293652655,-17.124865306682874,-7.273000236010171,37.716266531088856,-17.942811925796278,-5.70534866301264,40.8299029739208
4,-16.364030388306066,5.307326714386063,38.1663366753801,-15.893032222388017,5.638574782209681,39.70866801652067,-29.967472665422104,9.24847432214694,65.77517903404436,-25.714454911728687,8.645123474998593,60.9963525034717,-15.504480050590116,-3.473350457161819,57.29666118899232,-15.958688778564856,-2.188328798835601,60.060176028060404,-15.237883005132275,-0.7409071527824312,58.22125226465351,-21.589310763295952,-3.4966122538830984,46.32225664863578,-20.920648046083826,-0.01579669219104168,49.022011125751796,-18.277271869660346,3.6775266972797955,47.24271202750158,-17.994598157634073,-8.634994609343602,37.56657659932394,-16.71301145973748,-7.118996424103776,37.01953335961394,-17.903895309882998,-5.662272204388531,40.71437822646478
5,-16.05063997867621,5.210751355203918,37.52939945062279,-16.003522216651096,5.666210870897983,39.90091342539395,-28.629605207743605,8.900274915446449,63.30911299051753,-25.67863786447603,8.686267848179668,60.805054850565746,-16.219429883572406,-3.6311397209654888,59.924609438692336,-16.15472186539386,-2.207021751410564,60.77160292520029,-14.934169728617633,-0.7537277133676111,57.18662210600047,-21.391757096388083,-3.425390007340943,45.88106629710086,-20.361592367504198,0.0008638986211398792,47.695339828695374,-18.894582701638615,3.8021785248405515,48.47261017580112,-17.738688421666996,-8.536042198693535,37.14947536603409,-16.678353007146526,-7.1061970524106295,36.9505635670138,-17.82398004743982,-5.642206365884831,40.56039599357764
6,-16.36363952103744,5.292032454842632,38.14476316103704,-16.031398211796173,5.672324387690731,39.95225914024523,-29.23087056000925,9.10100489938154,64.61835234168105,-26.30090441923198,8.843633807940517,62.296430064576185,-16.213506680760588,-3.627534666906368,59.9242196975476,-16.841080925551744,-2.333887811391507,63.43698986514276,-14.945335572825233,-0.7454428344576141,57.24106919312076,-20.103428079756455,-3.2802794045452677,43.57442667573437,-20.424141507714697,0.030355800387647274,47.822871923048915,-19.133233567738067,3.8746178851846977,48.93967703992181,-17.993577864811034,-8.63442604937212,37.56566613691098,-16.660496622019924,-7.101245052889999,36.91765831171733,-17.846879023306315,-5.654676423235653,40.61856742222289
