scorer,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan
individuals,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,head,head,tail,tail,head,head,tail,tail,cup_h,cup_h,cup_m,cup_m,cup_t,cup_t,pitcher_h,pitcher_h,pitcher_m,pitcher_m,pitcher_t,pitcher_t,tap_h,tap_h,tap_m,tap_m,tap_t,tap_t
metrics,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf
125,1.9617363901628397,1.0,3.5864728311865632,1.0,2.9237482162377337,1.0,2.8734970713855095,1.0,4.139459612979084,1.0,1.258296186764145,1.0,2.7299013937064385,1.0,3.209749530100662,0.9369999766349792,9.943666724518977,0.9240000247955322,7.798056750032932,0.9409999847412109,2.014984452954225,0.9990000128746033,1.7932012394026609,0.9879999756813049,7.494919510781257,0.9900000095367432
126,0.72917265899251,1.0,3.074994062654528,1.0,3.4145771338096034,1.0,1.004494356730659,1.0,2.466796259594743,1.0,1.0131570862098553,1.0,0.9821644402907431,1.0,2.0301858449860695,0.9309999942779541,4.718776125694121,0.9169999957084656,0.8890285333599289,0.9670000076293945,3.804696729406838,0.9990000128746033,7.686955532589943,0.9879999756813049,7.5365713079231105,0.9890000224113464
127,1.3378565131289375,1.0,4.692037613992585,1.0,1.1411887709545159,1.0,1.1990990004538211,1.0,0.8133735499565847,0.9990000128746033,2.4529669289520535,1.0,2.3382582684244975,1.0,8.276255944349842,0.9120000004768372,6.15413874058876,0.9020000100135803,1.4797193152579942,0.9670000076293945,3.348491418900072,0.9990000128746033,4.975681873171373,0.9879999756813049,2.0175206531773116,0.9879999756813049
128,0.3854028089164492,1.0,2.927617623904646,1.0,2.6051958820026924,1.0,2.1024396576782873,1.0,3.4956009884852315,0.9990000128746033,1.400331065681584,1.0,1.8310515070588513,1.0,7.499494927484805,0.9409999847412109,10.677408976226962,0.8769999742507935,8.021755235309342,0.972000002861023,2.4713921685833338,0.9990000128746033,7.701829205845825,0.9879999756813049,5.613681163826504,0.9890000224113464
129,1.8102951164567285,1.0,2.4335407835953027,1.0,1.2774415695344472,1.0,5.192237430403083,0.9990000128746033,1.3385600815827585,1.0,1.0015068592347354,1.0,2.134624075228073,1.0,3.483765637810652,0.9559999704360962,4.561543002839762,0.8799999952316284,5.37802825410975,0.9700000286102295,1.033520295033955,0.9990000128746033,2.3514979685733475,0.9879999756813049,3.4833257543483245,0.9890000224113464
130,3.3213857856810356,1.0,1.8378196944341387,1.0,2.0247345636080927,1.0,0.8258504917154633,1.0,2.652169692597032,0.9990000128746033,0.8851575187165885,1.0,1.1021523555949437,1.0,1.9951407811587558,0.9160000085830688,8.871962969639025,0.890999972820282,1.447820579681543,0.9710000157356262,3.533436016070577,0.9990000128746033,4.318649546930211,0.9879999756813049,5.694155156328599,0.9900000095367432
131,1.8254205884030799,1.0,4.6341161793050025,1.0,2.1362602218214324,1.0,1.5882590556028802,0.9990000128746033,1.5535651617742587,0.9890000224113464,2.9261150210358524,0.9990000128746033,0.9502674288610972,1.0,1.7838990769609941,0.9380000233650208,9.494481462592232,0.906000018119812,7.476629025420861,0.9679999947547913,1.9487095008939694,0.9990000128746033,2.3163747891493247,0.9879999756813049,5.47404650805168,0.9890000224113464
132,1.454900281237813,1.0,3.396921980668941,1.0,2.6941970630234584,1.0,3.7243278988816173,0.9990000128746033,3.5095006629805274,0.9750000238418579,3.510163519932245,0.9990000128746033,2.0877745295897756,1.0,6.24039033329459,0.9160000085830688,10.63881229603442,0.921999990940094,7.135660951598567,0.9679999947547913,1.4132093041915832,0.9990000128746033,7.443731070651365,0.9869999885559082,1.0654389171131458,0.9890000224113464
133,1.282129719103339,1.0,3.6118104800534017,1.0,2.466283599484477,1.0,3.5617013868355047,0.9990000128746033,3.7927223638251606,0.9990000128746033,2.4720359868039474,1.0,2.5085528505359598,1.0,8.4720080695506,0.9259999990463257,11.552629532685902,0.8669999837875366,5.076257361309542,0.9679999947547913,1.8661700210266567,0.9990000128746033,2.6791675036356786,0.9869999885559082,6.142221974466715,0.9900000095367432
134,5.9272112034109625,1.0,4.638546904093051,1.0,3.4841513759695806,1.0,2.356431623003404,1.0,,,6.937931089787474,0.8019999861717224,19.676511666630045,0.9980000257492065,1.8316413356902226,0.9020000100135803,17.17765126809383,0.8090000152587891,18.166317504051076,0.9589999914169312,3.605851547505031,0.9990000128746033,2.310343305814239,0.9879999756813049,5.125342160182604,0.9879999756813049
135,1.4867483367154788,1.0,2.0837676537457575,1.0,1.340669482992137,1.0,3.8497641914698266,0.9990000128746033,2.6971078405357005,1.0,3.514573862137836,0.9990000128746033,1.2392779111792438,1.0,4.550770534197978,0.9150000214576721,19.810229002008747,0.7839999794960022,10.764733454182473,0.9570000171661377,0.21376571268206518,0.9990000128746033,4.15752148498513,0.9879999756813049,2.874955893298919,0.9869999885559082
136,2.0347550870240534,1.0,3.0536301263214476,1.0,4.029371979731908,1.0,3.0769942303734785,1.0,1.6794455263605192,1.0,2.0551712349392233,1.0,2.6527108796777545,1.0,16.674647166652225,0.8859999775886536,5.47567950230518,0.8209999799728394,3.223323446570866,0.9670000076293945,2.327435685706715,0.9990000128746033,1.3204175389888548,0.9879999756813049,4.6472415837153065,0.9869999885559082
137,3.316977091361068,1.0,3.724920313867973,1.0,2.867793529597075,1.0,2.6573693544136656,1.0,3.904765664116961,1.0,5.681495799759087,1.0,0.8977673219239368,1.0,4.265164259632523,0.8809999823570251,19.376761148722718,0.8330000042915344,3.53250271101203,0.9700000286102295,1.4176811839997006,0.9990000128746033,7.271338151995821,0.9879999756813049,2.123313090719365,0.9869999885559082
138,1.6302963999877433,1.0,1.842909343292752,1.0,1.377914596397663,1.0,1.403482485696248,1.0,0.18645979486597158,1.0,0.5816916934292861,1.0,0.7037062966182188,1.0,3.527207238855399,0.9279999732971191,18.699993299894402,0.8199999928474426,4.51035584731553,0.9739999771118164,3.0291830136677764,0.9990000128746033,5.7333598780429815,0.9869999885559082,7.107455905701889,0.9860000014305115
139,2.4841175716067028,1.0,3.6898362661747095,1.0,1.0100612826914797,0.9990000128746033,3.4555470055137585,1.0,1.5415789197051641,1.0,2.078338202846982,1.0,1.7783631730185194,1.0,3.850913967465582,0.9070000052452087,11.905383515731494,0.8009999990463257,7.871575810034113,0.9700000286102295,5.8157916335109325,0.9990000128746033,1.6693848815727046,0.9850000143051147,2.7773095491937294,0.9879999756813049
140,0.378605605950016,1.0,3.4073139966301405,1.0,3.242791459744249,1.0,0.9900188750822027,1.0,2.2319063260516105,1.0,1.0988294880601355,1.0,2.0475602377908704,1.0,4.175904367341078,0.9490000009536743,3.4221522558280433,0.9139999747276306,9.807999588442524,0.9359999895095825,3.8022004810778998,0.9990000128746033,2.6055842451763396,0.9879999756813049,3.851604249056112,0.9929999709129333
141,2.0480143766166203,1.0,3.235356670784339,1.0,3.3150677447054044,1.0,2.1445681884631145,1.0,3.28059860211574,1.0,2.3757600648617085,1.0,1.4928329655142116,1.0,2.9517997072907782,0.9850000143051147,4.224682802412081,0.9789999723434448,10.504961061543066,0.949999988079071,2.8120449042941376,0.9990000128746033,3.14075459711006,0.9879999756813049,3.735317192651856,0.9900000095367432
142,0.9754261879937339,1.0,3.4244132942811643,1.0,3.483022933843439,1.0,2.4026644226038076,1.0,1.5764374036761055,1.0,0.15985327708352057,1.0,1.7873083168933772,1.0,1.6014986743220168,0.9860000014305115,9.810842153594594,0.9520000219345093,1.5048606977863748,0.9599999785423279,1.834090442769074,0.9990000128746033,8.094809234063298,0.9879999756813049,1.4155096185414064,0.9909999966621399
143,4.673990530885351,1.0,1.0308142570453145,1.0,1.9721441479536257,1.0,1.8354999880567018,1.0,2.647171809076001,1.0,3.5038023157515283,1.0,0.1830452199964158,1.0,5.500891738388321,0.9789999723434448,1.9516287524605307,0.9599999785423279,2.769491737886495,0.9610000252723694,0.4992967045023814,0.9990000128746033,1.3030968906124671,0.9879999756813049,3.492815346351937,0.9909999966621399
144,1.5809977274801164,1.0,0.24547495765994412,1.0,0.9887528592929643,1.0,2.6131399156991066,1.0,0.8398847797669954,1.0,0.7118891203146669,1.0,1.3313685213136317,1.0,0.4473407794379143,0.9890000224113464,2.0124421950970404,0.9150000214576721,1.1858263641943185,0.9620000123977661,1.5891948093537904,0.9990000128746033,2.42523640014818,0.9860000014305115,2.942571385689235,0.9900000095367432
145,2.526854800536345,1.0,0.9571581323008279,1.0,3.7130796157573234,1.0,2.107221383901206,1.0,3.452467091892708,1.0,3.2946895210884355,1.0,1.816727159038973,1.0,3.85631412085932,0.9769999980926514,1.0141488876875957,0.9559999704360962,2.7062183698997093,0.9620000123977661,1.4658291626117832,0.9990000128746033,4.568785956518941,0.9850000143051147,4.887054236985372,0.9909999966621399
146,1.3219866660941744,1.0,2.215184510423162,1.0,1.2730325404133727,1.0,1.5983824870436405,1.0,1.3542005014353993,1.0,1.4455838176441118,1.0,1.2519883524538065,1.0,6.329147772149721,0.9800000190734863,3.3080777570475783,0.9070000052452087,11.476386358731988,0.9290000200271606,1.3906677618040257,0.9990000128746033,3.9136218866701857,0.9890000224113464,4.492349251649606,0.9919999837875366
147,3.0698817017382662,1.0,1.3177193257163655,1.0,1.059047600999507,1.0,3.4335500431445287,1.0,2.893563230791191,1.0,4.475596295523602,1.0,1.8806634999116865,1.0,5.207192426430845,0.8939999938011169,6.444100969174437,0.8090000152587891,7.20233594747745,0.8539999723434448,2.853134151129852,0.9990000128746033,1.7483265200082383,0.9890000224113464,4.191334456198479,0.9919999837875366
148,4.385461916667293,1.0,0.7800984967907297,1.0,4.00610737898354,1.0,0.6574395961058852,1.0,1.2403506218665754,1.0,1.0886486242747997,1.0,2.1316814503037596,1.0,2.6172844641996833,0.9459999799728394,0.2251828926828256,0.8820000290870667,2.461656106080169,0.9570000171661377,4.832143763281197,0.9990000128746033,7.664990448314384,0.984000027179718,4.420522807126175,0.9940000176429749
149,2.2301444484619743,1.0,3.1010535764032285,1.0,1.6368288405861309,0.9990000128746033,0.5668708688347531,1.0,1.502130766911396,1.0,3.79572447575423,1.0,1.5026955730859062,1.0,5.004150687649828,0.996999979019165,2.310666220898783,0.996999979019165,4.92726399177413,0.9990000128746033,2.4092004530327773,0.996999979019165,4.308972833987315,0.9950000047683716,2.921775573140079,0.996999979019165
150,1.272148230910353,1.0,2.0392052407513774,1.0,0.9200175865978911,0.9990000128746033,1.445375666033719,1.0,1.5275677721753709,1.0,3.707674683749474,1.0,3.067211142401037,1.0,5.282993437746766,0.9950000047683716,2.7845734799460957,0.9869999885559082,0.6904980830750105,0.9980000257492065,1.0740494793806454,0.9980000257492065,2.9996462268501847,0.9940000176429749,2.272157699604809,0.996999979019165
151,,,3.5456685728307957,1.0,3.180775694276356,1.0,1.8828200086272127,1.0,3.2233636244670776,1.0,3.79595326925577,1.0,3.628462366457302,1.0,1.19499391558279,0.9829999804496765,2.5548994957992095,0.9959999918937683,4.106872710541116,1.0,,,,,,
152,,,,,3.19134813672824,1.0,1.9291251428907012,1.0,2.546250492762141,1.0,0.5976045184889696,1.0,1.0169181034283155,1.0,2.0264579354716448,0.9950000047683716,0.6955454134561656,0.9919999837875366,0.7411348759500558,1.0,0.8059059984035987,0.9990000128746033,2.108534466345527,0.9929999709129333,1.3840792146559588,0.9980000257492065
153,,,3.08642280597773,1.0,1.2206306689138344,1.0,3.6992924251505372,1.0,3.4992857925952827,1.0,2.000702528124734,1.0,4.177014081990859,1.0,6.05797105913204,0.9909999966621399,0.8322034251845728,0.9980000257492065,3.0173810168242645,1.0,1.8958422955332843,0.9990000128746033,3.7974504384977013,0.9929999709129333,3.0277882548909636,0.996999979019165
154,,,2.2137446451188185,1.0,1.296006623299272,1.0,1.2588230776802478,1.0,2.2041072409296305,1.0,0.9957253110553582,1.0,2.5067307683508235,1.0,4.371087239535903,0.9940000176429749,2.7841107692582576,0.996999979019165,1.9604760807032091,1.0,1.2960744259663424,0.9990000128746033,2.658732778457342,0.9940000176429749,4.057822629678979,0.996999979019165
155,,,4.261359449534945,1.0,0.3957933432061493,1.0,1.1266971480768408,1.0,1.2043587827297009,1.0,1.5458409562652382,1.0,1.9360237473211785,1.0,1.4335468729629528,0.9919999837875366,1.2793689452986619,0.9929999709129333,0.9705507950238198,1.0,,,,,,
156,2.3769931687247072,1.0,2.807345531799261,1.0,0.7592352376718938,1.0,0.7267065340654237,1.0,0.8096725160054765,1.0,3.537452797222035,1.0,3.38590487787955,1.0,2.219643769494906,0.9940000176429749,4.461285330813125,0.9900000095367432,1.5238498969797576,1.0,1.8309215106502768,0.9990000128746033,4.70605221300119,0.9929999709129333,2.2815739069022434,0.996999979019165
157,3.990441191262687,1.0,3.88814189945799,1.0,1.5451491340010512,1.0,4.805878401571564,1.0,1.0540764685060855,1.0,3.22297742294378,1.0,4.986623567347179,1.0,3.524993099859385,0.9940000176429749,1.3279921529094434,0.9959999918937683,1.649859580694903,1.0,1.7961182209712838,0.9990000128746033,2.5817684135683843,0.9929999709129333,2.3308940489517935,0.996999979019165
158,2.05017398351769,1.0,2.724437599080198,1.0,1.6610932802620741,1.0,1.2344967430994414,1.0,0.534910050926294,1.0,2.762740759028926,1.0,6.399791077370264,1.0,6.539646589653366,0.996999979019165,2.6964001246997094,0.9990000128746033,1.1087320426486507,1.0,3.5653554038593773,0.9990000128746033,5.412573913591436,0.9940000176429749,3.929549485648545,0.996999979019165
159,3.546485658002675,1.0,2.5375974005410886,1.0,1.5839517606627433,1.0,5.479089204890451,1.0,1.2699965820686774,1.0,3.455316806887922,1.0,2.267270546315548,1.0,4.7204165359704415,0.9919999837875366,0.5723550498200258,0.9879999756813049,2.0849622237347383,1.0,1.2734835547956092,0.9990000128746033,4.227099743694554,0.9940000176429749,4.092032009516609,0.996999979019165
160,0.5076202053872493,1.0,1.0728667484523233,1.0,3.6319499181909385,1.0,3.640517824381071,1.0,0.26860727010600216,1.0,2.8105680916012736,1.0,3.4094047669861616,1.0,4.554184889767494,0.996999979019165,2.6054592570159234,0.9829999804496765,1.240520395738676,1.0,1.785318408493211,0.9990000128746033,1.013829790053356,0.9940000176429749,4.372420906224159,0.996999979019165
161,3.133517559498467,1.0,2.8993612873533894,1.0,0.7384539764216858,1.0,1.1727137685775293,1.0,0.8525009296133043,1.0,4.021386353047845,1.0,2.160136711629183,1.0,2.032231143669878,0.9950000047683716,4.492625307487401,0.9929999709129333,0.389903729006231,1.0,1.2067118741613698,0.9990000128746033,2.4488527599278695,0.9940000176429749,5.319523747530959,0.996999979019165
162,0.8401089184550343,1.0,6.916445925445159,1.0,1.345026228693951,1.0,0.9799647418211935,1.0,3.038857568332669,1.0,3.9591533860382975,0.9990000128746033,3.9526443660711537,1.0,3.2206573551237097,0.9950000047683716,0.7564503970691661,0.9520000219345093,1.2100696392043282,1.0,1.4487504902390016,0.9990000128746033,3.0998904240812495,0.9950000047683716,3.0029384638134142,0.996999979019165
163,1.1167286895944557,1.0,3.892583273539022,1.0,1.624409595560611,1.0,2.1570209800261475,1.0,1.0307303489199804,1.0,1.6031772738874852,1.0,3.344924033788154,1.0,2.495788060478093,0.9959999918937683,4.8040243868415216,0.9950000047683716,2.5839494392364295,1.0,1.5605539457728557,0.9990000128746033,3.4214396710494763,0.9940000176429749,4.096054920637193,0.996999979019165
164,0.7023477506859399,1.0,2.2783301568823564,1.0,3.1891156771126563,1.0,5.086233923124965,1.0,0.640963358399616,1.0,1.0044520626710212,1.0,3.4273902834849057,1.0,3.7152441815775963,0.9900000095367432,1.8302161992953823,0.9919999837875366,0.9479961351026294,1.0,1.336173917515124,0.9990000128746033,2.8624832652951318,0.9950000047683716,0.9165555057960323,0.996999979019165
165,,,2.2021427454821914,1.0,2.7697771445526245,1.0,2.977375248810952,1.0,1.1320751267822908,1.0,1.4911301130413885,1.0,1.9036698471803644,1.0,1.8526705298219779,0.996999979019165,1.799898146835865,0.9869999885559082,2.5709922015517197,1.0,1.8680370949101879,0.9990000128746033,3.3042410960990107,0.9940000176429749,0.48957552571203994,0.996999979019165
166,,,1.9483972497610476,1.0,2.93328263942356,1.0,2.753106845795992,1.0,4.8470912622360505,1.0,2.6558286674838762,1.0,3.864449106553433,1.0,3.5262255212616376,0.9980000257492065,1.5692572463234495,0.9950000047683716,1.2401397117749953,1.0,3.7495371097653534,0.9990000128746033,5.5302712740447,0.9950000047683716,1.8719581126945823,0.996999979019165
167,,,1.4389413102322945,1.0,2.5836595681405217,1.0,0.9952922441966247,1.0,2.566595056552293,1.0,3.6036437865864377,1.0,2.23430631645406,1.0,4.734988906958718,0.9990000128746033,5.43096397232233,0.9629999995231628,2.7592956816525196,1.0,3.2453977129641394,0.9990000128746033,3.5910632207737194,0.9950000047683716,3.3566952063651674,0.996999979019165
168,,,3.4505866456409104,1.0,1.096717599706404,1.0,3.877348336979225,1.0,2.256984199443818,1.0,3.676964938247104,1.0,2.526571932098158,1.0,4.713937250651483,0.996999979019165,4.5913303865951125,0.9800000190734863,2.6579994240005633,1.0,4.854025113830315,0.9990000128746033,3.2515380603510096,0.9950000047683716,2.442728385895557,0.996999979019165
169,,,2.4594696592857517,1.0,1.677732551240442,1.0,3.6994517707261267,1.0,0.38235497732395973,1.0,3.1944430229539877,1.0,0.9131921417566012,1.0,5.00463581738619,0.9980000257492065,5.166076364981324,0.968999981880188,0.8807800043045023,1.0,3.1597672198364557,0.9980000257492065,0.7604637300126581,0.9950000047683716,6.782085180681713,0.996999979019165
170,,,,,2.3595519950427377,1.0,2.9813708604285707,1.0,1.8181380893639687,1.0,2.272431346357567,1.0,2.125568749607659,1.0,0.13684875432422916,0.9980000257492065,2.2724274080650053,0.9879999756813049,3.850463800904786,1.0,3.6749415882778576,0.9990000128746033,2.713573471394342,0.9950000047683716,4.735671180151424,0.996999979019165
171,,,3.91295686396999,1.0,2.2387322813925583,1.0,2.997683094448786,1.0,0.4330095832970486,1.0,2.9242313606651527,1.0,2.086405680153783,1.0,2.403332912789996,0.9980000257492065,2.6875294224218433,0.9950000047683716,3.0549521611292216,1.0,3.6428924478018274,0.9990000128746033,6.09136568533623,0.9950000047683716,0.534254027007794,0.996999979019165
172,2.925668392839252,1.0,2.7370369917930892,1.0,2.1647609511196704,1.0,3.1429962624177494,1.0,0.31681820793334864,1.0,1.349927847340176,1.0,1.6779056115430107,1.0,2.9993684077420033,0.9950000047683716,3.7576328898769344,0.9950000047683716,3.420558262265377,1.0,4.2015721161032555,0.9980000257492065,3.668351404890177,0.9950000047683716,6.176492867162125,0.996999979019165
173,1.0860527697293523,1.0,3.208276021586816,1.0,1.507773940639964,1.0,3.5422138532288767,1.0,,,3.6811883943724206,1.0,1.0908391463754226,1.0,2.079826098375536,0.9559999704360962,2.639319630677296,0.9990000128746033,1.0662837996032002,1.0,1.1304333263513378,0.9980000257492065,2.591914724646906,0.9959999918937683,3.7384108630215924,0.9980000257492065
174,2.5022357105522275,1.0,1.8796606347445788,1.0,0.5017044415513955,1.0,1.011755744769439,1.0,2.643708687647132,1.0,1.382980759393934,1.0,1.8029564064618513,1.0,3.2345724202602084,0.9990000128746033,2.314147865112627,0.9950000047683716,4.31997530842128,0.996999979019165,1.7102982685709798,0.9980000257492065,5.34334120828019,0.9959999918937683,0.6952888877862442,0.996999979019165
175,2.3807018148919257,1.0,3.1313129731330687,1.0,2.3959905211876,1.0,2.658428748772383,1.0,1.4701594292097429,1.0,2.6578108396696862,1.0,2.3531656508856824,1.0,7.718021731534171,0.996999979019165,2.946156133211875,0.996999979019165,5.515289275868964,0.9909999966621399,1.960711252947253,0.9980000257492065,3.8594964906749922,0.9959999918937683,0.7553253091747814,0.9980000257492065
176,2.2690597144166857,1.0,4.650052253652633,1.0,4.380072245860384,1.0,0.5664705012897869,1.0,2.041988694963782,1.0,2.7598148995523615,1.0,2.285670634331716,1.0,3.3116579804061392,0.9990000128746033,1.7616433993794105,0.9980000257492065,3.7442949003987622,0.9980000257492065,1.768133553467177,0.9980000257492065,1.7816230685823293,0.9959999918937683,4.092094726638503,0.996999979019165
177,1.575066299893182,1.0,3.184529920839046,1.0,2.5542191426682512,1.0,2.005647276385874,1.0,0.6136558820657149,1.0,2.8401095479607306,1.0,3.725479526019569,1.0,2.0736176175542904,0.9990000128746033,5.335635634964308,0.9950000047683716,2.6500106665321534,0.9990000128746033,1.7593102750880212,0.9980000257492065,6.618122664915854,0.9950000047683716,3.40789182492633,0.996999979019165
178,1.652306048353256,1.0,1.769870214678713,1.0,1.8055529855447812,1.0,1.7037347279612094,1.0,0.610234677093724,1.0,2.5717196336797654,1.0,1.9644568850694792,1.0,2.2772464366243628,0.9990000128746033,4.747300613495888,0.9929999709129333,5.617066389411248,0.996999979019165,2.1153263540710947,0.9980000257492065,2.1881728609077578,0.9950000047683716,2.3473448494956375,0.996999979019165
179,2.2794211381128964,1.0,2.3632035487402177,1.0,0.815254957426901,1.0,4.521414055026618,1.0,1.6570147133201494,1.0,1.689408536862482,1.0,3.966112795054606,1.0,3.3993993719298308,0.996999979019165,5.34610947358038,0.9890000224113464,5.317868853766304,0.9990000128746033,0.7110277458720703,0.9980000257492065,2.6849529834238033,0.9950000047683716,5.675317634223544,0.996999979019165
180,2.143306418091863,1.0,3.128113613095899,1.0,1.5350596167518114,1.0,2.50449984932134,1.0,1.6031377601478642,1.0,3.470146905972289,1.0,2.116979595494524,1.0,5.263408691880531,0.996999979019165,7.168751596858592,0.9959999918937683,5.487046118307436,0.9990000128746033,2.383433354066511,0.9980000257492065,2.058790230213929,0.9950000047683716,2.132999155343459,0.9980000257492065
181,3.143096178429471,1.0,2.8789129673479295,1.0,0.8972404700352641,1.0,2.216538888694291,1.0,2.7988880126786464,1.0,2.923969593729201,1.0,2.318646431023324,1.0,4.243302070087979,0.9900000095367432,1.435346863579421,0.9990000128746033,2.0104835913294594,1.0,1.7495390358549185,0.9980000257492065,0.2960811237840936,0.9950000047683716,4.351153106214677,0.996999979019165
182,,,2.12203389405128,1.0,3.0087010970195305,1.0,3.4705831990456026,1.0,0.26386554364276044,1.0,3.65047366157849,1.0,1.1230058978930788,1.0,2.229707742051479,0.9800000190734863,5.587338425449861,0.9769999980926514,2.837865610911639,0.9990000128746033,1.837432493925141,0.9990000128746033,3.1860410126789556,0.9959999918937683,1.491777106343779,0.996999979019165
183,,,6.043438705688807,1.0,3.2025482673119825,1.0,3.8152989642653545,1.0,2.014847606522517,1.0,1.9770899409931288,1.0,3.569520048226046,1.0,3.928116791817982,0.996999979019165,17.438357879623375,0.9940000176429749,5.150899616235465,0.9980000257492065,5.986072636712472,0.9990000128746033,1.823012906010337,0.9959999918937683,3.5593178914697083,0.996999979019165
184,,,5.59797966069504,1.0,1.8753896405287205,1.0,3.285986281228061,1.0,2.364286749490805,1.0,1.3917441630243716,1.0,1.9093474769729726,1.0,0.3029422105885863,0.9959999918937683,0.4311150412148193,0.9950000047683716,5.252772318018032,0.9990000128746033,1.372924679720781,0.9990000128746033,3.4632246472241306,0.9959999918937683,0.5723631469615259,0.996999979019165
185,,,3.7129038418050286,1.0,4.160108559352721,1.0,2.2473152631856133,1.0,2.1018688173794695,1.0,4.186750780058233,1.0,1.3003239636568642,1.0,3.75870678144368,0.9879999756813049,4.1109981448804875,0.9950000047683716,4.363951465948745,0.9990000128746033,1.559334218901011,0.9990000128746033,4.526983973648554,0.9959999918937683,0.9462331967976588,0.996999979019165
186,,,1.253205120309835,1.0,2.845878751544984,1.0,3.8352072890037885,1.0,2.616814395581216,1.0,0.8426763238758963,1.0,2.71100912041095,1.0,9.47712206183196,0.9700000286102295,8.184028038235082,0.9139999747276306,5.173559675732845,0.9990000128746033,3.4398502364847947,0.9990000128746033,0.43968292846996576,0.9959999918937683,3.3123808693378747,0.996999979019165
187,2.6031495397120654,1.0,4.384670512687289,1.0,,,,,,,,,,,2.0577677238399263,0.9980000257492065,2.72176729909419,0.996999979019165,1.8101976487476978,1.0,1.3623270090892088,0.9980000257492065,4.6027618932287675,0.9959999918937683,2.2165137627995453,0.996999979019165
188,0.9115657686907135,1.0,4.393197627155179,1.0,,,,,,,,,,,0.7326329204287707,0.9990000128746033,3.057709325556228,0.984000027179718,1.918402210270064,1.0,3.955167711217773,0.9980000257492065,2.6248909193260834,0.9950000047683716,0.8912719445611494,0.996999979019165
189,2.8529586127745663,1.0,2.336392858467274,1.0,,,,,,,,,,,1.9459796462018364,0.9980000257492065,3.4490546991040767,0.984000027179718,0.5940653331417513,1.0,2.0047367062665047,0.996999979019165,1.8214287301220085,0.9959999918937683,2.219219001531064,0.996999979019165
190,1.9992788578800187,1.0,1.979600347016891,1.0,,,,,,,,,,,2.945174601018834,0.9909999966621399,2.0996061997258746,0.9929999709129333,3.6806096488531495,1.0,3.9553262415586845,0.996999979019165,8.056273767847483,0.9950000047683716,1.0187417732836053,0.996999979019165
191,1.3186854689953167,1.0,3.036309645139217,1.0,3.267989429784258,0.9990000128746033,4.052195870281106,1.0,9.725833842179176,1.0,6.562045476112261,1.0,2.171668461873574,1.0,2.386894059522966,0.9599999785423279,16.146706593479855,0.9670000076293945,39.01219440526893,1.0,3.3723727484020523,0.9980000257492065,8.57201231989343,0.9959999918937683,3.1839445870224266,0.9980000257492065
192,1.5365929317360216,1.0,2.0047955987229518,1.0,,,3.943792937249268,1.0,0.5713384869618072,1.0,3.487485557534605,1.0,3.8224009244612986,1.0,5.970087881001873,0.9169999957084656,1.5752695775407848,0.9919999837875366,2.5109013176135617,1.0,2.918851447354823,0.996999979019165,6.28476756717995,0.9950000047683716,0.9940903179171694,0.996999979019165
193,1.723076699171037,1.0,1.748313733932059,1.0,,,1.6579402668992518,1.0,,,3.9516283971674806,1.0,4.348646686553462,1.0,5.962222087651889,0.9340000152587891,1.8918867078746848,0.9919999837875366,2.1228990143245086,1.0,4.108285847764156,0.996999979019165,1.3901980052730714,0.9950000047683716,5.439864723684115,0.996999979019165
194,2.666247747908686,1.0,3.3434892411301065,1.0,1.1427422812640093,1.0,1.5206310005864314,1.0,,,1.471007001626301,1.0,3.2574737905810207,1.0,7.409270284267476,0.7400000095367432,1.4862056781579989,0.9929999709129333,1.4893833217901333,1.0,3.201014424442068,0.996999979019165,2.097416487564946,0.9950000047683716,2.1978917546023724,0.996999979019165
195,3.082905622183598,1.0,3.0801002945424023,1.0,1.824245222382585,1.0,3.885326394205419,1.0,1.9504814373844672,1.0,2.6796992342963892,1.0,3.7152557625421165,1.0,,,2.491552208535498,0.9959999918937683,1.087120224728805,1.0,4.733422123781135,0.9980000257492065,0.7037654388802869,0.9950000047683716,3.0897598853801065,0.996999979019165
196,2.508293281704359,1.0,0.611532609974129,1.0,1.1121209375187018,1.0,3.620250174859628,1.0,0.40776132442101054,1.0,2.9653759154636212,1.0,2.568298579130243,1.0,,,4.699952336118359,0.9760000109672546,4.32272172961693,1.0,2.169538621612883,0.9980000257492065,5.378411657548328,0.9940000176429749,2.667926222137231,0.996999979019165
