scorer,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan,luke_yinghan
individuals,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,head,head,tail,tail,head,head,tail,tail,cup_h,cup_h,cup_m,cup_m,cup_t,cup_t,pitcher_h,pitcher_h,pitcher_m,pitcher_m,pitcher_t,pitcher_t,tap_h,tap_h,tap_m,tap_m,tap_t,tap_t
metrics,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf
57,1.581766814003456,1.0,3.2968093341704914,1.0,4.439803002749544,0.9990000128746033,0.7764713701210045,1.0,1.904289236256851,1.0,0.54907332846249,1.0,1.8066692732242213,1.0,1.235501835429797,0.9789999723434448,7.705489433943766,0.9629999995231628,1.7203891148006771,0.9789999723434448,2.012893508412449,0.9990000128746033,1.7292057682685331,0.9929999709129333,3.542158878993604,0.9950000047683716
58,0.8047221593661824,1.0,1.1993300898175303,1.0,1.9346835701051432,1.0,4.0463935639085316,1.0,0.530564267171904,1.0,1.1799180117686747,1.0,2.8793850083789696,1.0,3.5834136914495964,0.9850000143051147,8.211669192656943,0.9589999914169312,3.6578675557779405,0.972000002861023,4.726473947246893,0.9990000128746033,2.912939297989173,0.9919999837875366,1.1841043739818187,0.9950000047683716
59,1.7350596347021432,1.0,1.9537492757271235,1.0,2.371256814307589,1.0,3.5290289814417806,0.9990000128746033,0.651213593116235,1.0,0.5117619537703454,1.0,3.185045356980003,1.0,4.026691211576649,0.9919999837875366,2.7403951729248646,0.9629999995231628,7.445291815227237,0.9580000042915344,4.967712208639428,0.9990000128746033,2.6617856394565194,0.9929999709129333,8.625888259676177,0.9950000047683716
60,1.9363844870429374,1.0,0.8753004666474415,1.0,3.0685942465765774,1.0,2.3414568276398056,1.0,1.2615467158940628,1.0,0.02816552024435449,1.0,2.9719009706754047,1.0,5.25614317833839,0.9879999756813049,6.872862618877927,0.9509999752044678,2.045706036332965,0.9409999847412109,2.050137521657044,0.9980000257492065,2.87039520998262,0.9919999837875366,2.6569408357623017,0.9950000047683716
61,4.5812131652620325,1.0,2.6531999957365437,1.0,2.2874245311039645,1.0,0.2422678706622171,1.0,1.4032690943287953,1.0,2.0731908231744964,1.0,2.3845283190264923,1.0,3.581923073815189,0.9900000095367432,9.868759878702598,0.9620000123977661,1.8958886780193756,0.9459999799728394,1.2129968494246852,0.9990000128746033,1.8853801826384102,0.9929999709129333,3.360011306421252,0.9950000047683716
62,3.230143756065958,1.0,0.4846724856158223,1.0,1.8338185440928905,1.0,2.0458367656052863,1.0,0.7849130725758056,1.0,4.945642594344042,1.0,3.3026227978357205,1.0,5.019056211559589,0.9860000014305115,11.958887723055208,0.8999999761581421,0.5731901676763682,0.953000009059906,1.4306632931730991,0.9990000128746033,2.2864727390549278,0.9909999966621399,2.893332256137901,0.9950000047683716
63,2.5438189613893396,1.0,4.05184160798819,1.0,2.003213758183915,0.9990000128746033,4.301560705698068,0.9990000128746033,1.5175559764992792,1.0,1.9076843803841534,1.0,1.582958443968049,1.0,1.1776990022825338,0.9829999804496765,6.255827833916404,0.921999990940094,3.8541936295446044,0.9850000143051147,2.577903975697313,0.9990000128746033,2.6014668224771076,0.9919999837875366,5.844162754278539,0.9959999918937683
64,2.562332816514672,1.0,0.7775386375730451,1.0,2.71243973592965,1.0,1.1643520273715924,0.9990000128746033,0.8342996581395975,1.0,5.550843184222316,1.0,4.184680618950754,1.0,1.5761628191458659,0.9919999837875366,5.063174654126313,0.9089999794960022,3.2261798248540887,0.9779999852180481,7.047079809960737,0.9990000128746033,6.444219089117275,0.9909999966621399,1.512979519775037,0.9959999918937683
65,3.43603821389631,1.0,6.272604857192205,1.0,3.0751395804593735,1.0,1.7658825323506835,1.0,1.0738490620939487,1.0,4.434449113754002,1.0,1.3070583550401562,1.0,2.027194140160712,0.9940000176429749,7.637107725249705,0.8519999980926514,1.3168149838664671,0.984000027179718,2.9017482211976335,0.9990000128746033,5.377570749359433,0.9909999966621399,6.079593431470566,0.9959999918937683
66,2.7327936950958804,1.0,1.2945916212127084,0.9990000128746033,2.0793146920217396,1.0,3.7161413775582393,1.0,2.346262221655488,1.0,1.3929159726048024,1.0,1.3376884218919638,1.0,2.8200461881980075,0.9629999995231628,4.538185424024098,0.8809999823570251,2.09035048157696,0.9639999866485596,3.6907849565652686,0.9990000128746033,0.7417336276198746,0.9919999837875366,3.8314724847924135,0.9959999918937683
67,2.1050658964850553,0.9990000128746033,3.833365247214851,0.9990000128746033,1.4465403102896628,1.0,2.8914742740872525,1.0,0.8991844350024623,1.0,2.839360253521542,1.0,1.1982736292222613,1.0,2.894613586940084,0.9570000171661377,2.792540019930752,0.9079999923706055,1.6968489667913378,0.9539999961853027,1.0099725110586784,0.9990000128746033,2.6407213565294496,0.9919999837875366,1.6829195898584417,0.9959999918937683
68,2.5323672071548438,1.0,2.6831473917089927,1.0,1.7304053857642556,0.9990000128746033,2.3270476211024036,1.0,2.1624635863973642,1.0,2.7390943565932933,1.0,1.70270571601187,1.0,5.832487419911528,0.9440000057220459,10.083027920093853,0.8830000162124634,5.77205690871831,0.9319999814033508,7.5628748070428795,0.9990000128746033,1.4296503269412746,0.9929999709129333,1.7925637548201527,0.9950000047683716
69,1.0016763994720086,1.0,3.8858243388919,1.0,2.415217829219948,1.0,0.8573835921686289,1.0,1.0322226042599638,1.0,2.663226270465707,1.0,1.270049751946448,1.0,8.34976177728095,0.9819999933242798,11.08985931158682,0.8730000257492065,8.502832030534423,0.9240000247955322,5.493484417238142,0.9990000128746033,1.9464015077546863,0.9919999837875366,2.137000763478774,0.9950000047683716
70,1.2304510647488225,1.0,0.6302052169900458,1.0,0.3924482037710426,0.9990000128746033,0.8085869303789641,1.0,1.4206762616508026,1.0,1.1282954162108956,1.0,1.5683844103587805,1.0,5.349056616418448,0.9850000143051147,9.926048638566487,0.8960000276565552,15.658459513663171,0.9020000100135803,2.1864502487452544,0.9990000128746033,4.5723591096229175,0.9919999837875366,2.3230849347681977,0.9959999918937683
71,2.058238343137623,1.0,2.2105053427687222,1.0,2.81892136542572,0.9990000128746033,3.463522275900933,0.9990000128746033,0.5847546183204212,1.0,1.3435079419363805,1.0,1.6664240059395017,1.0,3.013032261891739,0.9940000176429749,2.9856985581919497,0.9559999704360962,7.6719393684847095,0.9259999990463257,1.086290247756432,0.9990000128746033,1.9877864265990353,0.9919999837875366,7.493910673157452,0.9959999918937683
72,2.0917352040169517,1.0,1.6420168917662374,1.0,3.701897038556326,0.9990000128746033,5.849891406858886,0.9990000128746033,0.32267418344049,1.0,1.3321346133086367,1.0,1.5902993561188734,1.0,0.7406207999335691,0.9879999756813049,2.4745705210050644,0.9399999976158142,9.007133902252258,0.9300000071525574,2.700250646814873,0.9990000128746033,3.999118647519181,0.9919999837875366,2.2323085513286043,0.9950000047683716
73,2.738540645096731,1.0,2.922837447725816,1.0,2.174430165457099,1.0,1.0350447819495776,1.0,1.0834401871792996,1.0,1.7214388617565863,1.0,1.3105812109010169,1.0,2.004694756065847,0.9879999756813049,7.646117932218404,0.8650000095367432,10.527181718659353,0.9589999914169312,3.113691734379249,0.9980000257492065,3.251014477529705,0.9919999837875366,2.284788615497638,0.9959999918937683
74,1.8098740224809944,1.0,1.2847758045825473,1.0,1.31636371258107,0.9990000128746033,4.7210999342777695,1.0,2.191969143858156,1.0,2.516255953231766,1.0,1.5276294509595871,1.0,4.054049718213199,0.9760000109672546,2.538966448532052,0.9100000262260437,2.7640694447996856,0.949999988079071,2.7148550924587638,0.9990000128746033,2.0079058876715825,0.9929999709129333,1.7933287486950247,0.9950000047683716
75,2.542512002982752,1.0,1.5114614625600964,1.0,3.4686939325739,0.9990000128746033,0.7833650912965883,1.0,1.6950139047871966,1.0,1.104965348480721,1.0,1.3154108667951472,1.0,2.278687291113417,0.9729999899864197,2.619306974734445,0.843999981880188,12.002581957972971,0.9470000267028809,3.0325986228835733,0.9990000128746033,2.6865780757233844,0.9919999837875366,3.954370826841187,0.9950000047683716
76,2.1245566019686954,1.0,3.768378774921457,1.0,2.6396298613965596,0.9990000128746033,0.7389960554977414,1.0,1.6446008811033288,1.0,2.197773587388707,1.0,3.8744876881100403,1.0,0.9542326263222914,0.968999981880188,13.070269406832773,0.7680000066757202,7.89295133620055,0.9629999995231628,3.081520375013301,0.9990000128746033,4.525526984656966,0.9909999966621399,1.2742205306769148,0.9950000047683716
77,2.914723475776853,1.0,3.7354088983254923,1.0,3.319566207602663,0.9990000128746033,1.8360682613250427,0.9990000128746033,2.3589055528889746,1.0,2.526024909487652,1.0,1.231531923243637,1.0,7.381684361034932,0.9800000190734863,10.892811832870224,0.8050000071525574,3.0875528338052365,0.9480000138282776,2.153484693408497,0.9990000128746033,2.3598450326200244,0.9919999837875366,5.296088819352241,0.9950000047683716
78,3.7804529186442815,1.0,3.1914149670187855,1.0,3.1129677669838185,1.0,2.781805259646416,0.9990000128746033,1.4861230046285676,1.0,1.4937028978657736,1.0,1.5142260322919414,1.0,1.210521225175149,0.9829999804496765,3.5451279231650465,0.9430000185966492,5.199515671728241,0.9639999866485596,0.779410473805333,0.9990000128746033,3.8293263653564793,0.9929999709129333,1.6929410976967556,0.9959999918937683
79,2.278445962935403,1.0,1.0578617653119027,1.0,2.818154135820688,0.9990000128746033,3.4256972312852323,0.9990000128746033,2.808154298505127,1.0,1.562689067892074,1.0,1.034499930225766,1.0,1.1767537745822114,0.9810000061988831,1.5210671474843052,0.9710000157356262,1.0765554549862795,0.9440000057220459,2.9413978652941957,0.9980000257492065,3.1368427016007137,0.9929999709129333,7.953632230532539,0.9950000047683716
80,2.780492963535445,1.0,0.48448473282782617,1.0,6.38890270302925,0.9990000128746033,2.80107090268972,0.9990000128746033,2.2583018795409178,1.0,1.1550253203424936,1.0,0.6083193876678402,1.0,3.4830214482911432,0.9769999980926514,4.11848617701582,0.9639999866485596,4.7742370372395655,0.9670000076293945,3.566696341819501,0.9990000128746033,2.129358872222551,0.9919999837875366,1.412102857800927,0.9959999918937683
81,2.842647635986055,1.0,2.1163709428293576,1.0,1.266430702219742,1.0,2.426918805320736,0.9990000128746033,1.4505552102571575,1.0,1.734199721849217,1.0,0.8751575114356288,1.0,3.8033116908078295,0.9580000042915344,4.914720181357335,0.9660000205039978,5.375806161545625,0.968999981880188,5.459886527207049,0.9980000257492065,2.2758899183862367,0.9929999709129333,2.087504791471153,0.9959999918937683
82,2.850969609662832,1.0,1.8413097489096792,1.0,4.0056742186541054,0.9990000128746033,1.1291976972052777,0.9990000128746033,1.381168562618488,1.0,3.742454169604265,1.0,1.4349568380732864,1.0,2.7159947057370037,0.9639999866485596,3.371270201760097,0.9760000109672546,4.404947954232953,0.984000027179718,5.806511546111977,0.9980000257492065,3.2546927957729523,0.9919999837875366,3.7948459737668454,0.9959999918937683
83,3.344875969752938,1.0,2.637785146133964,1.0,1.3312099900552865,0.9990000128746033,1.7732377752737987,0.9990000128746033,2.539435947431831,1.0,4.51080547118876,1.0,0.47975008430788585,1.0,6.4036876571698125,0.9449999928474426,7.5191748597180466,0.9269999861717224,1.05682256486598,0.9800000190734863,1.324136832519197,0.9990000128746033,1.3928298477195353,0.9909999966621399,1.7709400410257528,0.9950000047683716
84,1.301768155122025,1.0,2.1840349525925227,1.0,2.8366909113838763,1.0,4.388254280386446,0.9990000128746033,2.724373978464549,1.0,3.9561526180388813,1.0,3.3930732302880804,1.0,2.127186441798079,0.9610000252723694,5.8935064315839405,0.9409999847412109,0.6121489737766644,0.9700000286102295,1.1949145649946609,0.9990000128746033,4.117851578072885,0.9909999966621399,1.501987121434926,0.9959999918937683
85,1.0074938199392371,1.0,3.139543831046718,1.0,1.512068397517636,0.9990000128746033,4.441610381054179,1.0,3.4803703714103555,1.0,4.737994717701368,1.0,3.249056940728487,1.0,3.555359209954863,0.9509999752044678,9.458304699659859,0.9100000262260437,8.86643283588464,0.9649999737739563,0.9426690217033653,0.9990000128746033,6.7906892619915675,0.9909999966621399,8.57343179531023,0.9959999918937683
86,3.061053630590882,1.0,0.9282879930905195,1.0,1.3858132992670176,1.0,2.4654683636934545,1.0,4.040831859977916,1.0,2.2068073426591486,1.0,4.851212212019374,1.0,12.051154286035654,0.9169999957084656,4.1482407515247885,0.9470000267028809,0.7558516577779597,0.9760000109672546,3.820375763936374,0.9990000128746033,2.4196605589393707,0.9909999966621399,2.70326266225274,0.9950000047683716
87,9.335602262184336,1.0,4.451160499879166,1.0,3.5288657239980155,1.0,9.165115631557734,0.9990000128746033,1.4195645335385445,1.0,1.3841284423611018,1.0,1.6338987191768064,1.0,4.562850928410991,0.8769999742507935,14.622664304053774,0.8679999709129333,6.166952698246894,0.9800000190734863,3.8240139248831553,0.9990000128746033,6.114647498569107,0.9919999837875366,5.892148842042098,0.9950000047683716
88,0.9303463817061888,1.0,1.28398018216786,1.0,3.4109424706302947,1.0,3.4583155735807867,0.9980000257492065,1.761639228105909,1.0,1.391945659267613,1.0,2.393484992641999,1.0,7.294802698688766,0.9419999718666077,7.755624104148452,0.9150000214576721,4.9686348469805015,0.9729999899864197,2.460562413743183,0.9990000128746033,7.692723282978808,0.9919999837875366,0.8072149212865583,0.9959999918937683
89,2.8754070857901377,1.0,3.0863193070223964,1.0,3.6937877214616894,1.0,1.4998333638490753,0.9980000257492065,2.4975433849343025,1.0,2.274468948669473,1.0,2.8807818533745135,1.0,2.964109552988139,0.9549999833106995,10.70623278850026,0.9179999828338623,5.73595529773546,0.9800000190734863,1.3054029777673872,0.9990000128746033,6.334911191440301,0.9929999709129333,5.500026490755984,0.9959999918937683
90,1.094658372607682,1.0,2.731071466124815,1.0,1.86446180426266,1.0,2.201424696365982,0.9980000257492065,1.6826067226688965,1.0,2.031053523706899,1.0,0.6508323236174541,1.0,4.781038151590568,0.9520000219345093,2.483539897829207,0.9539999961853027,6.485392721785589,0.9649999737739563,3.8836905660640166,0.9990000128746033,6.42200405001181,0.9929999709129333,1.2965639029274865,0.9959999918937683
91,1.1888823167729923,1.0,3.535391334737968,1.0,2.684939018305029,1.0,3.0543468115893995,0.9980000257492065,2.5295400905521257,1.0,3.232514078801477,1.0,2.2218616392848634,1.0,0.6195215486958302,0.9660000205039978,11.550467392114664,0.8899999856948853,5.920906648377845,0.9599999785423279,4.20632625377808,0.9990000128746033,3.876388698297852,0.9929999709129333,2.5212388822747247,0.9959999918937683
92,1.2944101058315618,1.0,1.300169174190391,1.0,4.0840866759352545,1.0,2.0091746467061644,0.9990000128746033,1.9399934638264908,1.0,0.7784337852954488,1.0,2.297122753740504,1.0,5.858381329303543,0.9440000057220459,5.297618207679239,0.9169999957084656,5.156860380690829,0.9750000238418579,1.0707433267028978,0.9990000128746033,1.749678253874045,0.9919999837875366,1.2275645316609796,0.9959999918937683
93,0.7821526383897641,1.0,4.115248712591825,1.0,2.819032979968198,1.0,1.2390087200930366,0.9990000128746033,1.4205653382057877,1.0,1.5722108275491726,1.0,3.2756258722295475,1.0,1.9052304563971671,0.9430000185966492,12.283988011970292,0.8009999990463257,15.210742426020358,0.9480000138282776,7.475431922944537,0.9990000128746033,7.770894397102296,0.9909999966621399,3.341536765518102,0.9950000047683716
94,0.4416229028200227,1.0,3.7117605694896363,1.0,2.0968000072695996,1.0,2.8853293829777247,0.9990000128746033,1.70565142441815,1.0,1.8660169833947358,1.0,2.8162351232365106,1.0,5.105275197352239,0.9070000052452087,5.431135540999369,0.8410000205039978,5.374667802728703,0.9559999704360962,1.1586307728302843,0.9990000128746033,6.569799231164549,0.9919999837875366,0.5965941496394318,0.996999979019165
95,4.726667817825072,1.0,3.7287866038652533,1.0,0.989212318162958,1.0,4.59140093928694,0.9980000257492065,1.4515770349228323,1.0,4.302375506192987,1.0,5.426332416928959,1.0,9.132455267870606,0.925000011920929,16.764049354011973,0.8569999933242798,4.774285169335021,0.9620000123977661,3.904159467205665,0.9990000128746033,12.701545757611273,0.9909999966621399,1.8736203781166922,0.996999979019165
96,3.9046316614650394,1.0,0.5925842078705711,1.0,1.6479139983245688,1.0,0.6301782694326753,0.9990000128746033,2.5740173875522028,1.0,3.6293679798169305,1.0,4.718706053663258,1.0,2.626937728745255,0.9290000200271606,10.385170556371872,0.8410000205039978,2.912860105875886,0.9559999704360962,0.9322034916445175,0.9990000128746033,1.8847710672628535,0.9900000095367432,8.587987944741624,0.996999979019165
97,0.13239435225382118,1.0,2.8964200621196823,1.0,1.8918246580914853,1.0,5.255623673961249,0.9990000128746033,0.5396524374149279,1.0,2.838264598361263,1.0,1.0171142484198066,1.0,10.909060331265543,0.9279999732971191,9.884895409986413,0.7540000081062317,10.033293023501372,0.9710000157356262,5.482356064757241,0.9990000128746033,3.5073094358377426,0.9879999756813049,5.64790953113071,0.996999979019165
98,2.945005099602987,1.0,2.0536185158116487,1.0,1.9153321511544934,1.0,2.655579222229223,1.0,3.336536878168498,1.0,2.1209611323619924,1.0,2.6085711435979553,1.0,3.8235922473179933,0.9900000095367432,7.030421191054873,0.9449999928474426,4.781391772726234,0.9850000143051147,1.3689711896314483,0.9980000257492065,3.4346092441749922,0.9900000095367432,2.309074962083433,0.996999979019165
99,2.9477412728620083,1.0,4.39988183182874,1.0,4.220430796697042,1.0,4.467428590718764,0.9950000047683716,3.557836047049023,1.0,1.6435151236709826,1.0,1.6924281234943837,1.0,5.4138767541796575,0.9950000047683716,3.17219477691355,0.9480000138282776,6.641769811248734,0.9900000095367432,1.1983246276411894,0.9980000257492065,1.523872730083762,0.9900000095367432,2.0612629382283076,0.996999979019165
100,2.1494892821619933,1.0,1.7896883125000758,1.0,2.142923001269436,1.0,1.3463022154884126,1.0,2.34192935033004,1.0,4.564817879896141,1.0,0.38027207026179616,1.0,2.84622928520287,0.953000009059906,5.165222428464518,0.9750000238418579,3.8463830858080947,0.9890000224113464,1.2415714907815798,0.9990000128746033,1.3052517041941178,0.984000027179718,1.9236683660837952,0.9940000176429749
101,1.1251837974716778,1.0,0.9235223681283331,1.0,3.0866570764397405,1.0,2.5953091722806105,1.0,2.0307372339822325,1.0,1.9255659229974205,1.0,1.6283318446887398,1.0,8.93764092819372,0.9660000205039978,3.2595561398154835,0.9449999928474426,3.8653852340472636,0.9819999933242798,5.9157320877108095,0.9990000128746033,3.4836586213455902,0.9860000014305115,2.406115955822473,0.9940000176429749
102,1.780829267389503,1.0,1.2127623932142315,1.0,2.242678282716686,1.0,3.293126784508845,1.0,2.444521520818842,1.0,3.076314912378383,1.0,2.6623294988678996,1.0,4.40184577914565,0.984000027179718,8.326837574183996,0.9210000038146973,10.489362367495492,0.9359999895095825,0.36291330052918713,0.9990000128746033,5.914430528970746,0.9879999756813049,3.4488790303641883,0.9890000224113464
103,1.3344217986769888,1.0,1.3611042669770452,1.0,2.415847632000352,1.0,2.5935951096402876,1.0,1.3986935396999902,1.0,0.6194301048311156,1.0,1.097171451802578,1.0,2.0143683840053095,0.9559999704360962,1.9502328133831177,0.8209999799728394,3.905217642298301,0.9350000023841858,3.9906816302815056,0.9990000128746033,5.493927079758207,0.9879999756813049,2.857308910844909,0.9900000095367432
104,2.0304649964609007,1.0,2.460263688342726,1.0,3.1661906278419334,1.0,1.6094193219181416,1.0,2.1872780877344407,1.0,2.060478170505151,1.0,2.0371590971419464,1.0,1.36383583408551,0.953000009059906,5.3339015915733885,0.8539999723434448,4.192589574423526,0.9340000152587891,1.2931506485218982,0.9990000128746033,1.7017641180219891,0.9879999756813049,7.8927686810477375,0.9900000095367432
105,1.1106192488316746,1.0,1.9064465808428304,1.0,2.2704090441280407,1.0,3.325510272212307,1.0,2.2911565629789763,1.0,1.042839319141217,1.0,1.5857723475734482,1.0,15.859961558402592,0.9010000228881836,13.56253672695992,0.8939999938011169,0.9830429836774033,0.9419999718666077,4.497203531182759,0.9990000128746033,1.4878817243410942,0.9879999756813049,1.5483236844200525,0.9919999837875366
106,0.8349616825696318,1.0,1.3580887458827329,1.0,2.105182158575443,1.0,4.453097313396963,1.0,1.763216060152731,1.0,3.1680894326418643,1.0,3.0400214312397553,1.0,1.6798120188932844,0.8989999890327454,5.215163187480448,0.8880000114440918,4.670109486441346,0.9409999847412109,2.0728994349206338,0.9990000128746033,5.407863754753946,0.9879999756813049,2.458510741255938,0.9919999837875366
107,1.725700716635942,1.0,2.0862121434126446,1.0,1.7429974759243723,1.0,3.8547599361197618,1.0,3.0852747225384127,1.0,2.4257609895221286,1.0,1.919903251758784,1.0,7.123728048828515,0.9139999747276306,20.118888925905278,0.8880000114440918,8.654728225148883,0.9390000104904175,3.686197294622229,0.9990000128746033,4.0744282033649055,0.9879999756813049,4.462083352282597,0.9919999837875366
108,4.650746127648038,1.0,1.6895243679115148,1.0,1.4420156242413507,1.0,3.764891846275846,1.0,2.5068150255006976,1.0,1.4977271828465297,1.0,1.874947668737552,1.0,7.030566499447404,0.9290000200271606,5.685673330802079,0.8759999871253967,2.9723199851711537,0.9169999957084656,4.608981658673075,0.9990000128746033,4.955580372597488,0.9869999885559082,2.3857618809690755,0.9909999966621399
109,1.3036649966746368,1.0,1.2665229779428335,1.0,2.875977675007829,1.0,2.9254022100596226,1.0,1.0263975488186823,1.0,3.3070032674301753,1.0,2.256990429942331,1.0,9.506048567283841,0.9290000200271606,13.780083261564853,0.8579999804496765,7.5387637918636905,0.925000011920929,4.577902657583921,0.9990000128746033,1.9195493579403733,0.9869999885559082,0.9468053954089857,0.9909999966621399
110,2.8535143022699225,1.0,4.502105052037159,1.0,1.2516594612218848,1.0,2.715145101597905,0.9990000128746033,3.2415710794453614,1.0,1.650087601971693,1.0,2.489792530966245,1.0,1.9747974562768913,0.9380000233650208,1.280974227295633,0.9319999814033508,11.071088151433747,0.8830000162124634,0.5482068504799726,0.9990000128746033,3.929177763685616,0.9869999885559082,5.369108753612141,0.9919999837875366
111,2.706651164108473,1.0,0.9193847338867587,1.0,1.7964049243701397,1.0,2.722005457775215,1.0,4.204781809986776,1.0,2.5449377503336894,1.0,1.2977848541684063,1.0,10.948528959082308,0.9409999847412109,7.649123047071949,0.7490000128746033,6.7844268174745395,0.9409999847412109,3.4196898408355323,0.9990000128746033,1.5244805111418742,0.9869999885559082,3.385817904177792,0.9900000095367432
112,2.451932211380805,1.0,2.7838078683369933,1.0,1.7452338235444453,1.0,1.8985460005154675,1.0,3.1272487263519952,1.0,1.4539728535802132,1.0,2.7047525822304785,1.0,4.623866762059896,0.9539999961853027,3.268754674123132,0.8799999952316284,11.97800621242738,0.7229999899864197,0.8254279316957196,0.9990000128746033,0.6532941568317118,0.9879999756813049,4.29206815697504,0.9919999837875366
113,1.0989220507424111,1.0,2.680796391438669,1.0,1.8972066497115152,1.0,2.4595478549201,1.0,2.141512867581321,1.0,2.33599459201265,1.0,2.4472576371361416,1.0,4.085712805981805,0.9279999732971191,2.643891021851366,0.8550000190734863,0.912000873642887,0.8989999890327454,5.1397865575936175,0.9990000128746033,1.1616056396831926,0.9879999756813049,2.3461581476925053,0.9909999966621399
114,0.6297224102243962,1.0,2.0790544974628347,1.0,2.824167705442844,1.0,1.0052156464085111,1.0,2.168572343306566,1.0,3.0463414303153558,1.0,0.9713236592960034,1.0,8.502732899818918,0.8299999833106995,2.267318676535902,0.890999972820282,3.0472939209742336,0.9710000157356262,5.551433897021395,0.9990000128746033,6.020533737730373,0.9879999756813049,2.429253053687089,0.9919999837875366
115,0.7053765197974402,1.0,3.8468821895061405,1.0,1.6585316189481565,1.0,1.9362924820471028,1.0,4.0827679663306435,1.0,3.9787903524350017,1.0,3.218544955261586,1.0,1.8853669422847286,0.8519999980926514,10.6374108314712,0.8880000114440918,3.049986166448566,0.9629999995231628,0.8673027261085143,0.9990000128746033,1.3387492044309734,0.9869999885559082,7.781235083478929,0.9900000095367432
116,0.9100973602448521,1.0,4.249496807054991,1.0,2.1335783590735473,1.0,2.8432360826114227,0.9990000128746033,1.6054198619588982,1.0,1.3239327827470997,1.0,0.9249556383277769,1.0,7.597127071138478,0.8130000233650208,4.663088663666723,0.8920000195503235,3.843359231058434,0.9259999990463257,3.3527719041235926,0.9990000128746033,2.2473089233430614,0.9869999885559082,7.9804779166064055,0.9890000224113464
117,1.8039681951827815,1.0,2.6234571686590575,1.0,1.606379116131912,1.0,0.868937571031889,0.9990000128746033,1.0952557651251953,1.0,0.2780221619167782,1.0,3.006462534326238,1.0,1.679063969796518,0.8220000267028809,11.722159855907341,0.8579999804496765,3.129553042892513,0.9330000281333923,4.083839899055281,0.9990000128746033,1.8466876029135069,0.9869999885559082,0.809667527726398,0.9879999756813049
118,1.1249165566938908,1.0,4.117896083462395,1.0,0.3344497894507733,1.0,2.7699200367249546,1.0,1.8042110245041858,1.0,3.096413035984806,1.0,0.6907381228113894,1.0,6.0099507520738396,0.9179999828338623,3.1735290330678176,0.8659999966621399,6.7227779184603715,0.9449999928474426,4.029623485975693,0.9990000128746033,2.9837938009033036,0.9869999885559082,2.9443870168015467,0.9879999756813049
119,0.3005230221051597,1.0,1.4302627218336905,1.0,1.2706326271614357,1.0,3.7214509920702983,1.0,1.5670503872802286,1.0,1.8500456484192034,1.0,3.87004073881579,1.0,2.348899568015407,0.8410000205039978,6.697119960301665,0.9440000057220459,2.541428238062763,0.9359999895095825,4.8603589467455315,0.9990000128746033,8.194849137483521,0.9890000224113464,2.7288105739960495,0.9879999756813049
120,0.6452020893074298,1.0,2.676671598497785,1.0,3.2025962250169173,1.0,2.3141634875516703,1.0,0.8487937972111192,1.0,0.457565222827026,1.0,3.612658486009102,1.0,14.793652343382302,0.8759999871253967,6.001584692198142,0.9010000228881836,0.8567740595778052,0.9509999752044678,3.779120089143439,0.9990000128746033,2.2951840465482656,0.9869999885559082,6.4921900244504736,0.9879999756813049
121,0.5980024170382227,1.0,3.555873718058721,1.0,1.5014903032163653,1.0,0.8294011825604389,1.0,1.058246568573101,1.0,0.6148836507329287,1.0,2.3342980307276773,1.0,8.744296636019973,0.8759999871253967,14.100140836770677,0.9580000042915344,11.038473592711089,0.953000009059906,4.874431099105822,0.9990000128746033,4.312392434967022,0.9879999756813049,4.167219012854366,0.9879999756813049
122,2.0509642629098996,1.0,2.5757079157786285,1.0,3.7421327946497858,1.0,1.5423307834614681,1.0,2.228366723115933,1.0,1.084596763526759,1.0,2.4790576707429537,1.0,5.970492736537218,0.9070000052452087,7.1745324248255,0.9459999799728394,20.213189253576125,0.9419999718666077,5.266906668256322,0.9990000128746033,7.387984883632374,0.9869999885559082,3.087533621949667,0.9879999756813049
123,1.1902544996893158,1.0,3.816246120225734,1.0,2.685267138882367,1.0,3.668065994717885,1.0,2.0056803165128247,1.0,2.158667823430193,1.0,2.245213037117286,1.0,10.955024221801876,0.9200000166893005,8.424913944053289,0.9409999847412109,0.9626849713680119,0.9399999976158142,1.9985863590691488,0.9990000128746033,0.7177083480634822,0.9869999885559082,2.219755024535657,0.9890000224113464
124,2.5001892180478364,1.0,1.704006020499304,1.0,4.433227989570876,1.0,3.531949689814797,1.0,6.525904819538418,1.0,4.979653704692747,1.0,6.950700602440428,1.0,5.774520669966649,0.9190000295639038,9.968406121067158,0.9409999847412109,10.425559582052498,0.953000009059906,1.1888130556253478,0.9990000128746033,3.237724353684151,0.9869999885559082,0.940821795046964,0.9890000224113464
