,Time,x,y,z,Rx,Ry,Rz
0,0.01666402051835853,-227.38466540030808,-455.22422452208065,-1823.4158237478134,0.4221001874712233,-2.8857508171584483,-0.44947931869560287
1,0.06665608207343413,-223.81320439093588,-454.6230724196677,-1822.6847649965018,0.4162131479324784,-2.897935056149378,-0.491077245445646
2,0.11664814362850973,-220.24174338156368,-454.0219203172548,-1821.9537062451902,0.41032610839373346,-2.9101192951403076,-0.5326751721956892
3,0.2166322667386609,-213.4909588443805,-454.7286634904009,-1816.772792490481,0.4048931816301844,-2.9239495567849185,-0.5922465638504928
4,0.3166163898488121,-210.1164035767668,-456.5347126046371,-1809.3199384915622,0.42091995072700766,-2.9309227294169773,-0.6164406363764858
5,0.3666084514038877,-210.16737121809734,-456.59911721110416,-1805.9995357574835,0.43044522099664934,-2.931783094583838,-0.6272999885117099
6,0.4665925745140389,-212.43151679648008,-454.75815041537186,-1801.8176493254518,0.44207325044007256,-2.9142459344388456,-0.6599881493225899
7,0.56657669762419,-215.2963752307521,-451.7702269399043,-1803.8490068283868,0.4550494294567781,-2.9164674395319037,-0.6892980168139288
8,0.6165687591792657,-216.5220918325075,-449.9478538863126,-1808.190561413849,0.4526789936820193,-2.9182315973773294,-0.7016903495423352
9,0.7165528822894168,-215.44807004990938,-443.6492701246342,-1826.486242108064,0.40187527406665596,-2.9332107626785136,-0.7197563068969205
10,0.816537005399568,-212.85807553925568,-436.24100547106195,-1856.2069952309319,0.3301974652865254,-2.9467138672643793,-0.7082706572882782
11,0.8665290669546436,-210.9573867112298,-431.54663613045244,-1873.9268056270655,0.31715159430205175,-2.96258415143153,-0.6896704214904703
12,0.9665131900647947,-203.8600694010728,-418.2283113788808,-1910.5303381018725,0.3236429514657726,-3.0356522485209774,-0.6476467249214305
13,1.066497313174946,-196.62283485465878,-398.3102863718787,-1944.8545380914527,0.24894074255055043,-3.0687427938071106,-0.593613471904811
14,1.1164893747300215,-190.78152871633506,-385.18041323542946,-1960.8663168958276,-0.21460427785404762,3.075695344436389,0.5658639484990167
15,1.2164734978401728,-175.54680954678759,-355.43456669032776,-1991.2307115253031,-0.18423116817169363,3.032503209150836,0.5124005253121593
16,1.316457620950324,-160.76080933583336,-326.172275253693,-2018.4321014568447,-0.1444662407668987,3.0264266787476126,0.4511487531882197
17,1.3664496825053993,-153.25415069207529,-310.60078707409036,-2030.6322793470304,-0.12454567311852785,3.0229592634896445,0.4237639477053686
18,1.4664338056155508,-138.8992139239231,-276.8158745507675,-2051.4564645091327,-0.09564063014711258,3.005529897828907,0.3826051832706634
19,1.5664179287257018,-127.17089233992463,-242.87571100935344,-2069.0458396082904,-0.05408365831954166,3.024857443033474,0.3372700161294274
20,1.6164099902807776,-119.98369304108043,-226.30098026155628,-2077.0081364095718,-0.034181720110754356,3.024584736420516,0.3128339664425652
21,1.7163941133909286,-104.95519053336429,-196.42495896412947,-2090.031857529733,-0.013238248055402219,3.009145889775152,0.2631860043380067
22,1.8163782365010799,-93.78218650045002,-173.9862620648204,-2098.5829296318147,0.0049286569671001396,3.014660740357116,0.20788433172117513
23,1.8663702980561556,-92.78664878792337,-171.53372942105239,-2099.4810086358902,0.005623862162013913,3.0139880620535946,0.21256643535039507
24,1.916362359611231,-91.79111107539671,-169.0811967772844,-2100.379087639966,0.0063190673569276865,3.0133153837500726,0.21724853897961502
25,1.9663544211663067,-90.79557336287006,-166.62866413351637,-2101.2771666440417,0.007014272551841459,3.012642705446551,0.22193064260883497
26,2.016346482721382,-89.80003565034339,-164.17613148974834,-2102.175245648117,0.007709477746755232,3.0119700271430294,0.22661274623805489
27,2.066338544276458,-88.80449793781673,-161.72359884598035,-2103.073324652193,0.008404682941669003,3.0112973488395074,0.23129484986727483
28,2.1163306058315334,-87.80896022529008,-159.27106620221232,-2103.9714036562686,0.009099888136582777,3.010624670535986,0.23597695349649478
29,2.1663226673866087,-86.81342251276342,-156.8185335584443,-2104.869482660344,0.00979509333149655,3.0099519922324642,0.24065905712571473
30,2.216314728941685,-85.81788480023677,-154.3660009146763,-2105.76756166442,0.010490298526410324,3.009279313928942,0.24534116075493467
31,2.26630679049676,-84.82234708771011,-151.91346827090828,-2106.6656406684956,0.011185503721324095,3.0086066356254206,0.2500232643841546
