scorer,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_teabag_cornersJun16shuffle1_110000,DLC_dlcrnetms5_make_tea_revised_pitcherJun14shuffle1_100000,DLC_dlcrnetms5_make_tea_revised_pitcherJun14shuffle1_100000,DLC_dlcrnetms5_make_tea_revised_pitcherJun14shuffle1_100000,DLC_dlcrnetms5_make_tea_revised_pitcherJun14shuffle1_100000,DLC_dlcrnetms5_make_tea_revised_pitcherJun14shuffle1_100000,DLC_dlcrnetms5_make_tea_revised_pitcherJun14shuffle1_100000,DLC_dlcrnetms5_make_tea_revised_pitcherJun14shuffle1_100000,DLC_dlcrnetms5_make_tea_revised_pitcherJun14shuffle1_100000,DLC_dlcrnetms5_make_tea_revised_pitcherJun14shuffle1_100000,DLC_dlcrnetms5_make_tea_revised_pitcherJun14shuffle1_100000,DLC_dlcrnetms5_make_tea_revised_pitcherJun14shuffle1_100000,DLC_dlcrnetms5_make_tea_revised_pitcherJun14shuffle1_100000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_cupJun15shuffle1_340000,DLC_dlcrnetms5_tapJun17shuffle1_180000,DLC_dlcrnetms5_tapJun17shuffle1_180000,DLC_dlcrnetms5_tapJun17shuffle1_180000,DLC_dlcrnetms5_tapJun17shuffle1_180000,DLC_dlcrnetms5_tapJun17shuffle1_180000,DLC_dlcrnetms5_tapJun17shuffle1_180000,DLC_dlcrnetms5_tapJun17shuffle1_180000,DLC_dlcrnetms5_tapJun17shuffle1_180000,DLC_dlcrnetms5_tapJun17shuffle1_180000,DLC_dlcrnetms5_tapJun17shuffle1_180000,DLC_dlcrnetms5_tapJun17shuffle1_180000,DLC_dlcrnetms5_tapJun17shuffle1_180000
individuals,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,teabag2,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,pitcher,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,tap,tap,tap,tap,tap,tap,tap,tap,tap,tap,tap,tap
bodyparts,top_left,top_left,top_left,bottom_left,bottom_left,bottom_left,bottom_right,bottom_right,bottom_right,top_right,top_right,top_right,center,center,center,top_left,top_left,top_left,bottom_left,bottom_left,bottom_left,bottom_right,bottom_right,bottom_right,top_right,top_right,top_right,center,center,center,tip,tip,tip,top_handle_inner,top_handle_inner,top_handle_inner,top_handle_outer,top_handle_outer,top_handle_outer,bottom_handle_outer,bottom_handle_outer,bottom_handle_outer,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-195.34832712205264,55.813807749157895,868.214787209123,-170.60866041977312,98.09997974136954,853.0433020988655,-147.69926215766924,104.48594091503237,902.9649214879342,-149.634841941793,55.578655578380264,855.0562396673888,-165.7974947524368,78.20636544926263,875.9112930317416,210.23565047268312,112.04536099690274,843.3521795465799,217.33069250621523,171.85660738942562,826.8015475779928,264.3058409855695,170.70978593722748,824.1162079728225,259.1392424426368,108.0742001892103,835.9330401375383,238.6570079146256,139.0177071102694,835.2995277011896,466.72629381050336,-98.46546282922012,689.2582398045408,364.79045894581793,-51.977915134766796,661.5371017152139,336.24362227602523,-29.46962781442175,676.352113773614,343.37962974671075,26.777310576578365,735.0634275923472,-169.75897905602562,34.72342753418706,900.2370101455905,-174.94019632646928,15.717283263706223,956.7041986603789,-158.5420144438502,31.06129262573392,905.9543682505728,-157.68741372620138,30.374214939063382,904.7638492486966,-217.7104945724275,39.98764186024178,888.6142635609286,-216.67580384388555,78.29461819568974,849.7090346819042,-134.61721745046128,34.26620080557196,856.6550201392992,-145.17481644286198,33.1449352609274,928.0581873059671,388.34876548819875,-192.50046565147787,585.8709824175413,411.9910850677327,-219.15384811422345,635.2285452586187,386.43502664822626,-220.5719028508977,607.8753228174346,439.18537221227604,-267.783841201829,695.5424446800753
1,-195.49835891164494,56.47730368558631,868.8815951628665,-171.06709897843885,98.36358191260233,855.3354948921942,-148.06498519093736,104.74466201280285,905.2007828266912,-149.99380025414516,55.71198295153963,857.1074300236868,-164.8702021487039,78.06354268404539,874.3116780613085,210.20337247176326,112.9092400705471,840.8134898870529,217.4086531371156,172.50903998923303,827.098136934679,264.38084363728393,170.75822862987158,824.3500692476559,259.4056609310837,108.1853102039773,836.792454616399,239.31591834423185,138.70798252290055,833.4385215968274,468.93753574851803,-98.93196956719788,692.5237869703852,365.6578280767808,-52.10150400057757,663.1100509164419,335.33742349441917,-29.348038498076857,673.5615393001247,345.53004233982176,28.00167009787546,739.6667573023708,-174.79510449240303,35.7535441007188,926.9437359445616,-181.45721138595027,17.01161356743284,992.3441247669157,-162.21333094702362,31.780570961049527,926.933319697278,-161.07042648141976,31.025860838634138,924.1745781720807,-235.03067919285596,43.54980232102919,967.7733849117599,-214.38421341760989,77.68416722154966,843.0839853501515,-134.39795341325984,42.98005616769223,955.1123592820497,-149.9365456362021,34.54759116041524,967.3325524916266,1242.3925850104224,-615.1782444615654,1872.2816135786775,1136.234017196807,-604.4064210419137,1751.9026696867068,566.8397893730062,-323.544508990435,891.6580956429312,437.8612670662559,-266.9764965483166,693.4454455800433
2,-194.98621895909656,56.32935214373901,866.6054175959848,-171.26900597825673,98.4796784374976,856.3450298912836,-147.35724769633904,104.24399182011756,900.8740033837321,-149.8267555651703,55.64993778134895,856.1528889438302,-164.50968363546176,78.81452523980296,875.7169471089219,210.74060858844786,113.1978126132234,842.9624343537914,217.52343026428076,172.60011314448363,827.5347890488943,264.25477173537683,170.67680134356186,823.9569720034021,260.5092385043126,108.64555799373404,840.3523822719762,239.6765129019445,138.9169838461519,834.6943235391102,471.5772008231834,-99.48886093316104,696.4220265321273,367.64566613077614,-51.432295261818425,666.7149385791278,336.46915174978864,-29.447085016839463,675.8347380913975,344.5846565466736,28.978831972579584,737.6429956656622,-169.53780739046087,35.320376539679344,899.0641301009289,-167.79094784680515,15.730401360637984,917.6067460372158,-159.67096023639098,31.282473842231706,912.4054870650915,-158.84926268245914,30.598013713424507,911.430195719028,-220.6216937584476,40.879902078771174,908.4422684171373,-213.5942640844114,77.39792153620526,839.9774430285844,-131.39343771322734,42.01922119763107,933.7604710584684,-143.7614899993344,33.12476728095263,927.4934838666737,1250.7199888948542,-619.3016091406166,1884.8309843410075,1170.0271219673277,-622.3822686235894,1804.0065757205493,412.9026300331292,-235.67925399643775,649.5097551082931,397.32446486628794,-242.26005267299686,629.2468900597321
3,-194.95773167055447,56.9400359164794,866.4788074246866,-170.45177133125293,98.00976851547043,852.2588566562647,-147.31536329177533,104.21436180466203,900.6179415217706,-149.57181669413734,55.55524620067959,854.6960953950706,-164.7594148239583,78.93416831870246,877.0463146522496,210.2066535305317,112.91100246782844,840.8266141221268,217.42182919155215,172.51949490199246,827.1482632287311,264.22125193904617,170.65515158646633,823.8524559346652,259.94961975050046,108.41216860562346,838.5471604854854,239.4653528793291,139.39028003423633,833.958940375773,471.17619735681563,-99.40426104574169,695.8298273201918,367.94915334860883,-52.427988171433896,667.2653040000679,336.15459838175985,-29.419555955935937,675.2029235788576,345.9443542308283,29.048762569000854,739.4230472109308,-169.7998674019099,35.374972375397896,900.4538422828556,-166.48888739261974,15.608333193058101,910.4861029283893,-157.66882643196746,30.890219056058935,900.9647224683856,-156.9051585394775,30.223534636702635,900.2754998166743,-207.4538970621779,38.34753854785713,880.107442081967,-212.97180357711608,77.77060242984575,837.5295646291082,-132.62441211100497,42.412883060879764,942.5085124639947,-145.0877949629323,33.4303675029798,936.0502900834343,1039.908762202192,-514.9171481302565,1567.1391464833894,588.2800650342052,-312.9287130082832,907.0397478500962,390.2611818627356,-222.75582065873,613.893993941382,392.08450274570083,-239.0650983935891,620.9483075158158
4,-194.17321778849814,56.891516039942125,865.7404614773802,-172.1189203568713,98.61617856746007,857.5319875431311,-148.0888781253723,104.30607937526224,901.4105625022663,-149.48838241971592,55.52425632732305,854.2193281126624,-163.89955355079945,78.8219227000028,875.7991411111423,210.14615843271667,112.87850795814494,840.5846337308666,217.41581953436923,172.51472636966253,827.1254004024918,264.01393626626356,170.52125059513682,823.206037355833,259.76007841049164,108.33312025875342,837.9357368080377,239.6441566398881,139.49435983515875,834.5816400394114,473.55745134887434,-99.9066353056697,699.3464471396879,366.22837009976473,-52.18279884841208,664.1447126161537,336.1317851915147,-29.417559392657665,675.157100815094,346.34178556382,29.12660276148333,741.4044339286667,-170.34027935313188,34.84232986768606,903.3196632363054,-165.6907046451897,15.533503560486535,906.1210410283812,-160.04519428687635,31.35579316640843,914.5439673535792,-159.28596346516142,30.682132306813877,913.9358559476475,-206.23166663023468,38.12161110437671,874.9222220676623,-213.18022526693355,76.64906975889745,838.3492004879411,-134.15472948507818,42.902273896243265,953.3838643609616,-149.5943821898073,34.46875165663763,965.1250463858537,1052.9301164738374,-520.8041436322206,1585.056089315454,894.5014839763242,-475.81962198300056,1379.187310095654,410.5923108747928,-234.36055497123007,645.8755451963034,394.99006754563754,-240.83670408042835,625.5498807283853
5,-194.43120281923933,56.96710401073255,866.8907132067997,-171.38137004811972,98.19359636208993,853.8573596703474,-147.94419333188185,104.20417095549938,900.529872454933,-149.67683551736093,54.9833273329081,855.2962029563482,-163.96760799471272,78.8546511730298,876.1627908114422,209.89327008767302,112.74267078995007,839.5730803506921,216.96416490939842,172.62543911047504,827.6562149132366,264.01518400186444,170.52205648227326,823.2099278454572,259.31273310068616,108.39631568412052,838.4245412031423,239.34487112023925,139.3201488610348,833.5393521600372,470.20773172990107,-99.1999434029327,694.399603820529,366.5069404363963,-52.222491512958015,664.6498919831021,334.89842184659017,-29.309617980835,672.6797569371969,345.6529997475,29.068677348795873,739.9299688784405,-166.49019238086848,28.595643729538477,889.6422493634194,-177.95871357157674,16.051178086848097,977.0282313733626,-162.1439748669799,31.76698283108178,926.5369992398853,-161.35394845426964,31.741760351659604,925.8013435900718,-207.87109184187506,38.42465637077085,881.877359329167,-213.2734289592089,76.68258119881668,838.7157318620575,-133.89563218868324,42.819415369985,951.5425637774445,-147.5224105134822,34.4678529237108,965.0998818639024,839.8584509920831,-415.8610198669087,1265.6639735079832,464.67893786463975,-247.18053633108036,716.4653226987838,388.14870126632036,-221.3626451541332,611.2577972697959,389.10869268345425,-236.81049396345975,616.235486150267
6,-195.00036719491777,57.57153698135669,866.6682986440792,-169.39636008164194,97.05627748449947,843.9676302999954,-148.29117678894997,104.44856799917345,902.6419456718694,-149.41904562388984,54.888629004694224,853.8231178507992,-164.13795320995987,78.93657291776697,877.073032419633,210.05169850097207,112.82776948052214,840.2067940038884,217.03138901614557,172.678925320748,827.912655647422,264.65437244708386,170.55504002145403,823.369158724261,259.7941408860149,108.34732603771586,838.0456157613382,239.6482934952775,139.49676785546004,834.5960469984789,469.38227819393836,-94.56963621839897,693.1805796113014,366.66566507996504,-51.8372989542363,665.8001700544113,335.21492713639174,-29.33731786989942,673.3154920960523,346.1499336915347,28.581187185539562,740.9937418473221,-166.06888184175324,28.63256583478504,890.7909370822013,-168.47859619660304,15.196108676556351,924.9805281382129,,,,-159.0876045152162,31.295922199714667,912.7977308250112,-207.73041822673787,38.28264505084897,878.6180831342388,-213.8414252889913,76.886804598289,840.9494252937861,-133.75531136462916,42.77454119782557,950.5453599516795,-147.00574689899923,35.034079868453084,961.7198395261632,1001.0685784427894,-495.68519492323264,1508.6071149837517,579.0709538601322,-308.03003382648,892.8406777579132,410.58858655765556,-234.1601950334436,646.5961993033947,394.99079604035,-240.39032609695508,625.551034453043
