scorer,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,teabag3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d,cup3d
individuals,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,teabag1,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup,cup
bodyparts,top_left,top_left,top_left,bottom_left,bottom_left,bottom_left,bottom_right,bottom_right,bottom_right,top_right,top_right,top_right,center,center,center,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,86.16002070274995,-28.515596784605616,1006.9714896802201,85.61076178814028,28.03036911319673,1008.0752761077129,139.7909320579427,25.879933357140356,1015.8491719966642,137.42152375637014,-27.20873958475723,1002.8169280490539,109.80322996606998,0.28531930325157656,1001.5296214141969,346.9616327577239,-48.29029273643055,942.0856714055643,345.4966028450413,-67.19463126440594,958.1403048944323,,,,,,,318.0118167797389,-44.86647965733414,955.0688564266646,319.9134525514802,-1.0517668271784075,934.4059687170372,,,,379.1936974671247,-50.173824233993706,918.7818393428275
1,86.3095338979482,-28.045036822430824,1006.0927499922033,85.72689218962955,28.197077558526843,1009.4491027360042,140.13015493212063,26.011441879745618,1018.2030106654314,137.74760221715965,-27.02801267513517,1000.9162816546082,109.8021769179088,0.571042390699375,1001.5252171439578,346.78087857532006,-45.8067059287752,941.3926756262599,361.37161605252305,-70.25728884927692,1002.1652563061234,,,,,,,318.31218378990724,-44.58486599794244,955.507544937192,326.2518640642296,-0.420991274654759,952.9241345295724,388.0294893550302,-1.1095991255222002,897.5666259957275,366.9098717070292,-46.823275929029904,875.0099123705479
2,86.3785433764628,-28.046977352139567,1006.1692138194114,85.76898285629434,28.28353239344594,1008.1874335338375,140.11080308240975,25.98654563325642,1017.2234241672868,137.76146615168457,-26.97642769118016,1001.0174604158689,109.80921502678393,0.5811145395034366,1000.8350509551223,346.7799951546656,-45.728925386286285,941.3909855849937,361.37169051506197,-70.22043335307613,1002.1655655039974,,,,,,,318.2866330483779,-44.34714510442903,955.3910265335967,327.0957290179744,-0.2984148891028994,953.9929455048546,388.02906597350443,-0.7429077040664536,897.5652082440491,366.6243600533109,-46.7689262661154,873.99804054932
3,86.46848273297942,-27.952979136699412,1003.482684226997,85.61496249793699,28.15497440941766,1007.9509476229863,140.25104733166296,26.012728679028264,1018.2416174280926,137.7719286411068,-26.998524633771975,1001.0933233199426,109.67153754329026,0.6875671350708105,999.5810016638304,346.7793078066884,-45.83001220538137,941.3891207694843,360.3777198256954,-70.09211401068328,1000.313006561327,,,,,,,317.7490794746325,-44.16328449386619,953.8193464283589,326.9284950902003,-0.2579012007403266,953.2236307600566,388.5216073426227,-1.1119019423723295,899.2147062674086,368.0969645857165,-46.97502666306122,877.5084116494232
4,86.4170422842984,-27.89913687928336,1002.8875014630819,85.53221271304675,28.10710548611933,1006.9767462364987,140.25101107719118,25.958581098292587,1018.2397930019494,137.94643885868305,-27.163407592956197,1002.7746180182633,109.67092093897406,0.6820209244795428,999.5754211337114,346.33144551725724,-45.728899530856005,940.1736668504036,346.0962039036563,-66.92977480544288,960.6733952420878,,,,,,,314.515233580047,-43.27978598486803,944.1133541085679,327.2438678314186,-0.06260512881888028,954.1431027103151,388.5256739946117,-1.3328083684375351,899.2128346703498,368.8172302760581,-46.8375026379383,879.2276245147732
5,86.30209832286442,-27.837463144968467,1001.5561275049882,85.52570454396135,28.210277683361358,1006.8990021243602,140.21048835657123,26.109543240569376,1016.2610924201188,138.05752820360192,-27.166009403422713,1003.5821360316419,109.68976127152658,0.660059022812081,997.7549065418269,346.21981587865844,-45.70625475679395,939.709929244314,346.3653952005276,-66.8916543514813,961.8200131889453,,,,,,,314.77140053455764,-43.21141238855974,945.4074998034536,327.91549666268367,-0.11665350052215002,956.1006199138762,387.95332537365175,-2.3385172862371424,899.0269101112514,369.8505746273509,-46.80933653772692,881.6924528819321
6,86.2991513176175,-27.80169713273327,1001.5244950773969,85.52570454396135,28.210277683361358,1006.8990021243602,140.2062620527274,26.12023152825978,1016.04841525321,138.05750679566043,-27.192982782829343,1003.5809451360444,109.72121534630307,0.5015349954108744,994.829035403664,347.3066026150014,-45.86968055082804,942.9014342385523,345.6048988261112,-66.68908248789738,959.3110482977975,,,,,,,314.6028804582338,-43.096963369409565,944.9209519137562,327.71223029238587,-0.3080328866278337,954.8788296419123,385.90668834189154,-2.323019643678676,893.1268611779337,375.25784136989824,-45.5915893257746,895.1381797825226
7,86.29913043206265,-27.725757443817674,1001.5276241403145,85.52537811170387,28.301020989509183,1006.8973769371065,140.15932083977697,26.0598257664071,1013.6862269039394,138.03083572935867,-27.217580548607305,1002.0832794851231,109.69751113339798,0.4584624895515216,994.5261998651686,347.61344093397946,-45.983397687512195,944.1095958101425,345.2240660932508,-66.7092421881169,957.691570836462,,,,,,,314.6044269565387,-43.14627602347855,944.9257530738894,327.03981191577185,-0.5431125156329258,951.7870404688558,384.6098427946866,-2.437707986385872,890.0459776751278,376.3668103090636,-46.048578575410005,899.027347090275
8,86.3046594512306,-27.871406100831134,1001.3909800327533,85.53309811857108,28.3123792620629,1006.6695219126086,139.95225103611423,25.91855166221361,1009.9218208648064,137.61687498272832,-27.231783937649347,999.077629151,109.75097418945616,0.44605723128544034,995.0102268097751,347.6284869386696,-46.02877855355945,944.1710179882368,343.4420121380614,-66.41882296275038,952.7476876520701,,,,,,,314.60462185111436,-43.10305260161626,944.9266994885791,327.03981191577185,-0.5431125156329258,951.7870404688558,384.5037955178853,-2.437073363295943,889.8005672826328,378.7274067067778,-46.47422093957754,907.3059868460809
9,86.3415665234847,-27.9849415813315,1000.6719055835333,85.52387730618112,28.431605635445415,1008.8449408431584,139.83619624764765,25.81256142192393,1009.0820569517758,137.42724240699093,-27.196105650535024,997.6208828235377,109.85978391841138,0.554258059386428,994.8971508325567,348.3027681211838,-46.2307677044248,946.378753075463,344.3208424994387,-66.81572360706369,956.810758793307,,,,,,,315.2635398718752,-42.96326603860332,945.7747169874428,327.2097397501377,-0.6248570509901571,952.6979245117828,384.2749294193897,-1.8390075900066274,889.0432192901255,375.1999376893454,-47.97693095375049,898.8481420388639
10,86.48884251351629,-27.981955923882936,1001.517004753892,85.70609436570034,28.428195257051286,1008.706574302849,139.68856851845695,25.692933008534162,1007.5486878968037,137.05228737056868,-27.17856383263926,994.6939524023198,109.74916672153735,0.5805412158109421,995.079690655233,348.3027462020088,-46.22751182975792,946.3786622093594,344.5346421946686,-66.85708044355472,957.4048740272149,,,,,,,315.14889150948585,-43.13188845146707,945.2093257304142,326.36935167842756,-0.7532618797472281,949.8359036530172,384.2756197800893,-1.9089255803826413,889.0462984711438,381.85265419320075,-49.60709297496911,922.2813117623962
11,86.57478247504253,-27.996590123705847,1002.0483467208884,85.75895753093607,28.341078041274326,1007.6695362416151,139.36363338271372,25.603223044387143,1005.2034981964423,137.0488848812616,-27.18922601385101,994.4952985802296,109.67768432515602,0.4983851592287484,996.33199084123,347.34892741292015,-45.94531377233739,943.9431989955854,345.7268250372377,-67.07505977534838,960.8146259440349,,,,,,,315.1249118524699,-43.07388231203662,945.0931703907311,326.37173651736094,-0.8913401125624819,949.8428252719785,384.2347083853686,-2.208177455950039,888.9086607596977,381.85265419320075,-49.60709297496911,922.2813117623962
12,86.64571637291606,-28.037176981282933,1004.1985944079732,86.51055146548012,28.05743966539311,1009.577900884548,138.75520812079392,25.615849251266944,1000.8145626267203,136.95351871082724,-27.669988487852557,991.4657773563898,109.08296480475828,0.20259641448517113,990.9192195216815,347.3450129377475,-45.588697544073824,943.9355387432969,345.8245576059282,-66.89292809040701,961.2306567726903,,,,,,,313.787314098977,-42.798196019239676,940.9077563376201,325.6188125414726,-0.6100750199458138,946.3738657329307,383.9680300227494,-3.1755379340621372,888.2985282327611,388.98404476924406,-50.36749996533017,940.6727399936591
13,86.64912806826008,-27.68477218947535,1004.2462890469438,86.51065736035352,28.006508153539098,1009.5772754525779,138.75864860603704,25.61671111770882,1000.998304816985,136.94682542101208,-27.512779778892337,991.2452426461025,109.0296303872585,0.010538661052805907,988.3874182608295,347.5271841566552,-45.38110300696933,944.3612853668362,346.3588637628689,-66.9132592805614,962.716460343552,,,,,,,313.5539482877257,-42.71412356093876,940.208487011761,326.21297027832554,-0.5716915333859826,948.1010871284076,383.81334524504285,-3.2964939659960177,887.8890815598638,390.9440931666918,-50.81942498234676,947.5287992431796
14,86.6265827666313,-27.510060121929058,1004.9146464122775,86.68024998634647,27.95697011012149,1010.2158900721383,138.75864860603704,25.61671111770882,1000.998304816985,136.9334628069365,-27.490940831858968,990.462930949386,108.86985412192875,-0.004214923613926023,988.5050783356278,346.8329895098384,-45.284625909164134,942.3608692666412,362.35052299751567,-69.72851861649318,1007.1683453870063,,,,,,,313.55410958189134,-42.73361868371307,940.2088854017687,326.2538316782132,-0.5717431525736204,948.2198462140611,383.1406830919627,-3.386073380677584,885.6250401900078,391.3503709941185,-50.50109009105131,948.9592054520723
15,86.58887409802831,-27.52501621567554,1005.8606554808163,86.56598680686508,28.024548017084115,1010.2229694256703,138.8251707465409,25.52086737208947,1002.6003144058659,136.93631743531049,-27.639764980421102,990.5713687526819,108.7745405597498,0.010078384419193794,986.167678509264,347.0835683134114,-45.38587189952295,943.0411435446077,362.81582931322606,-70.05291535594766,1007.9935951011113,,,,,,,313.86891970082274,-42.805316730736905,941.7386154828181,326.39283493619814,-0.21197863116246213,948.6257521654079,383.0768264158445,-3.5661873724074917,885.2992969540256,389.3342139318097,-48.41523824686802,943.62231687489
